L,MON,LDC_SST_NCEP_CFSv2,LDC_SST_NCEP_CFSv2_ONETWO,LDC_SST_NCEP_CFSv2_THREE,LDC_SST_NCEP_CFSv2_FOUR
4.5,0000 1 Jan 2007,28.22318,25.95124,27.56871,29.09521
5.5,0000 1 Jan 2007,27.85787,24.68088,26.76634,29.09651
6.5,0000 1 Jan 2007,27.0269,23.65302,25.73,28.72
7.5,0000 1 Jan 2007,26.20967,23.19876,24.96561,28.2306
8.5,0000 1 Jan 2007,25.71408,23.04916,24.57549,27.8737
1.5,0000 1 Feb 2007,27.20147,26.61344,26.85677,28.51245
2.5,0000 1 Feb 2007,27.5993,26.10097,27.10151,28.74239
3.5,0000 1 Feb 2007,27.88037,25.05355,27.0368,29.06446
4.5,0000 1 Feb 2007,27.56858,24.0311,26.36408,29.06525
5.5,0000 1 Feb 2007,26.76108,23.34275,25.4404,28.63782
6.5,0000 1 Feb 2007,25.99895,23.01054,24.73856,28.11469
7.5,0000 1 Feb 2007,25.6401,22.9137,24.46264,27.84273
8.5,0000 1 Feb 2007,25.68018,23.13163,24.47734,27.89676
1.5,0000 1 Mar 2007,27.76199,25.64741,27.00422,29.159
2.5,0000 1 Mar 2007,28.05767,24.99397,27.07094,29.42262
3.5,0000 1 Mar 2007,27.81715,24.30845,26.58771,29.37259
4.5,0000 1 Mar 2007,27.11938,23.70581,25.81353,28.94605
5.5,0000 1 Mar 2007,26.45293,23.30495,25.14713,28.48087
6.5,0000 1 Mar 2007,26.13969,23.15272,24.88302,28.2426
7.5,0000 1 Mar 2007,26.22705,23.3371,24.93187,28.31436
8.5,0000 1 Mar 2007,26.53255,23.90592,25.20952,28.51576
1.5,0000 1 Apr 2007,28.11717,24.38174,27.06994,29.36852
2.5,0000 1 Apr 2007,27.77975,23.89519,26.47788,29.33359
3.5,0000 1 Apr 2007,27.01302,23.5208,25.64347,28.87912
4.5,0000 1 Apr 2007,26.28241,23.19524,24.96474,28.36013
5.5,0000 1 Apr 2007,25.96185,23.06926,24.71539,28.09313
6.5,0000 1 Apr 2007,26.01117,23.29003,24.79088,28.15241
7.5,0000 1 Apr 2007,26.32382,23.84957,25.06429,28.37504
8.5,0000 1 Apr 2007,26.76482,24.87006,25.54392,28.56619
1.5,0000 1 May 2007,27.19558,22.99535,25.88644,28.87287
2.5,0000 1 May 2007,26.26332,22.74822,24.90369,28.36228
3.5,0000 1 May 2007,25.47185,22.52567,24.17677,27.75275
4.5,0000 1 May 2007,25.18368,22.53798,24.00009,27.43436
5.5,0000 1 May 2007,25.22861,22.88095,24.10107,27.4723
6.5,0000 1 May 2007,25.55936,23.53725,24.40858,27.76507
7.5,0000 1 May 2007,26.12134,24.61394,24.97875,28.12737
8.5,0000 1 May 2007,26.69126,25.92408,25.75783,28.29732
1.5,0000 1 Jun 2007,25.936,22.26586,24.46062,27.99657
2.5,0000 1 Jun 2007,24.84273,22.12953,23.55302,27.23506
3.5,0000 1 Jun 2007,24.3437,22.18538,23.24797,26.75194
4.5,0000 1 Jun 2007,24.35997,22.56819,23.34799,26.72827
5.5,0000 1 Jun 2007,24.75468,23.19712,23.70673,27.08931
6.5,0000 1 Jun 2007,25.31557,24.19689,24.29794,27.54655
7.5,0000 1 Jun 2007,25.91515,25.5892,25.17433,27.8309
8.5,0000 1 Jun 2007,26.35996,26.92218,26.04761,27.89891
1.5,0000 1 Jul 2007,25.59484,22.44885,24.28058,27.66348
2.5,0000 1 Jul 2007,24.81454,22.58883,23.70399,27.17836
3.5,0000 1 Jul 2007,24.61843,22.83195,23.56528,27.1277
4.5,0000 1 Jul 2007,24.96435,23.35702,23.81194,27.48792
5.5,0000 1 Jul 2007,25.49425,24.32212,24.38085,27.90115
6.5,0000 1 Jul 2007,26.09245,25.6771,25.26196,28.14914
7.5,0000 1 Jul 2007,26.57932,27.00216,26.19008,28.21048
8.5,0000 1 Jul 2007,27.06223,27.80977,27.02547,28.28497
1.5,0000 1 Aug 2007,25.361,22.33165,23.98664,27.68496
2.5,0000 1 Aug 2007,24.9428,22.83167,23.76933,27.56357
3.5,0000 1 Aug 2007,25.09464,23.41247,23.87957,27.84111
4.5,0000 1 Aug 2007,25.59131,24.35766,24.39471,28.17051
5.5,0000 1 Aug 2007,26.16211,25.67328,25.2322,28.34875
6.5,0000 1 Aug 2007,26.61772,26.95043,26.1293,28.35848
7.5,0000 1 Aug 2007,27.04201,27.77235,26.94074,28.36445
8.5,0000 1 Aug 2007,27.56413,27.78716,27.54281,28.55637
1.5,0000 1 Sep 2007,25.56635,22.61252,24.19254,28.04037
2.5,0000 1 Sep 2007,25.49148,23.49663,24.24665,28.10754
3.5,0000 1 Sep 2007,25.83354,24.48796,24.66035,28.34684
4.5,0000 1 Sep 2007,26.29964,25.76071,25.39255,28.44077
5.5,0000 1 Sep 2007,26.69768,27.04692,26.26525,28.36992
6.5,0000 1 Sep 2007,27.1135,27.85786,27.04929,28.35662
7.5,0000 1 Sep 2007,27.66291,27.80833,27.64448,28.55838
8.5,0000 1 Sep 2007,28.06063,26.93118,27.70291,28.86959
1.5,0000 1 Oct 2007,25.6195,22.98633,24.20848,28.2769
2.5,0000 1 Oct 2007,25.68393,24.26958,24.51849,28.3707
3.5,0000 1 Oct 2007,25.93281,25.56283,25.08898,28.34388
4.5,0000 1 Oct 2007,26.30419,26.73748,25.86289,28.24646
5.5,0000 1 Oct 2007,26.75303,27.49722,26.64828,28.2316
6.5,0000 1 Oct 2007,27.34332,27.50495,27.26425,28.47672
7.5,0000 1 Oct 2007,27.8182,26.6712,27.4061,28.84297
8.5,0000 1 Oct 2007,27.83147,25.42318,26.98951,29.00695
1.5,0000 1 Nov 2007,25.64926,23.42352,24.30299,28.19879
2.5,0000 1 Nov 2007,25.73928,25.07965,24.90284,28.11633
3.5,0000 1 Nov 2007,25.95153,26.49231,25.63989,27.89577
4.5,0000 1 Nov 2007,26.39385,27.20849,26.38853,27.82334
5.5,0000 1 Nov 2007,27.01653,27.01623,26.90509,28.1021
6.5,0000 1 Nov 2007,27.46904,25.9625,26.93449,28.5227
7.5,0000 1 Nov 2007,27.46029,24.73837,26.49687,28.72929
8.5,0000 1 Nov 2007,26.9522,23.77256,25.77018,28.56613
1.5,0000 1 Dec 2007,25.51467,24.26862,24.65071,27.49611
2.5,0000 1 Dec 2007,25.58633,25.87442,25.22971,27.32474
3.5,0000 1 Dec 2007,25.98859,26.69575,25.89694,27.43548
4.5,0000 1 Dec 2007,26.71507,26.57329,26.48404,27.93229
5.5,0000 1 Dec 2007,27.24551,25.73066,26.65029,28.46964
6.5,0000 1 Dec 2007,27.25977,24.71919,26.3221,28.65066
7.5,0000 1 Dec 2007,26.72699,23.84659,25.63388,28.39516
8.5,0000 1 Dec 2007,26.0963,23.36784,25.02174,27.96752
1.5,0000 1 Jan 2008,25.77203,25.47151,25.17723,27.47593
2.5,0000 1 Jan 2008,26.21855,26.50247,25.91249,27.74492
3.5,0000 1 Jan 2008,26.81419,26.52612,26.45814,28.20334
4.5,0000 1 Jan 2008,27.23183,25.8001,26.60376,28.61204
5.5,0000 1 Jan 2008,27.15797,24.8201,26.25353,28.66221
6.5,0000 1 Jan 2008,26.58253,23.89387,25.57579,28.29319
7.5,0000 1 Jan 2008,25.95478,23.36533,24.94761,27.83318
8.5,0000 1 Jan 2008,25.60797,23.13174,24.62106,27.58642
1.5,0000 1 Feb 2008,26.23299,26.52956,25.94058,27.60936
2.5,0000 1 Feb 2008,26.92106,26.64675,26.55437,28.21681
3.5,0000 1 Feb 2008,27.37835,26.04498,26.74839,28.70674
4.5,0000 1 Feb 2008,27.37783,25.18075,26.48815,28.78538
5.5,0000 1 Feb 2008,26.86825,24.39045,25.89273,28.44936
6.5,0000 1 Feb 2008,26.30407,23.82564,25.3333,28.05556
7.5,0000 1 Feb 2008,25.99594,23.5033,25.00216,27.904
8.5,0000 1 Feb 2008,26.1229,23.56387,25.01575,28.07566
1.5,0000 1 Mar 2008,26.99091,26.82017,26.69702,28.19207
2.5,0000 1 Mar 2008,27.432,26.31204,26.80357,28.82849
3.5,0000 1 Mar 2008,27.38833,25.60568,26.53958,28.92563
4.5,0000 1 Mar 2008,26.90301,24.89836,26.03304,28.56446
5.5,0000 1 Mar 2008,26.3852,24.34081,25.57627,28.14806
6.5,0000 1 Mar 2008,26.15085,23.97426,25.3491,27.98348
7.5,0000 1 Mar 2008,26.31373,23.99065,25.38466,28.16439
8.5,0000 1 Mar 2008,26.73385,24.39149,25.63313,28.47628
1.5,0000 1 Apr 2008,27.28114,26.29084,26.79903,28.6821
2.5,0000 1 Apr 2008,27.23132,25.69935,26.52485,28.76231
3.5,0000 1 Apr 2008,26.8674,25.06347,26.10693,28.47338
4.5,0000 1 Apr 2008,26.52216,24.52907,25.76186,28.20524
5.5,0000 1 Apr 2008,26.40213,24.24526,25.62724,28.14256
6.5,0000 1 Apr 2008,26.58156,24.31068,25.6953,28.33468
7.5,0000 1 Apr 2008,26.98946,24.81696,25.97297,28.57667
8.5,0000 1 Apr 2008,27.44056,25.84836,26.44013,28.70156
1.5,0000 1 May 2008,27.01922,25.09323,26.4041,28.35161
2.5,0000 1 May 2008,26.48894,24.62449,25.856,28.06566
3.5,0000 1 May 2008,25.98909,24.14911,25.40376,27.67846
4.5,0000 1 May 2008,25.79578,23.85328,25.1976,27.53839
5.5,0000 1 May 2008,25.95092,23.94329,25.22931,27.75216
6.5,0000 1 May 2008,26.32797,24.41715,25.40848,28.1527
7.5,0000 1 May 2008,26.82504,25.40013,25.84583,28.45488
8.5,0000 1 May 2008,27.23706,26.62237,26.4379,28.505
1.5,0000 1 Jun 2008,26.38196,24.27221,25.84982,27.68583
2.5,0000 1 Jun 2008,25.7926,23.91392,25.2217,27.34097
3.5,0000 1 Jun 2008,25.44852,23.6806,24.86138,27.19325
4.5,0000 1 Jun 2008,25.56178,23.73309,24.85566,27.41917
5.5,0000 1 Jun 2008,25.93367,24.173,25.01619,27.8904
6.5,0000 1 Jun 2008,26.45696,25.11627,25.4371,28.3025
7.5,0000 1 Jun 2008,26.92491,26.37333,26.05703,28.45424
8.5,0000 1 Jun 2008,27.24249,27.55931,26.76011,28.41979
1.5,0000 1 Jul 2008,26.2084,23.68175,25.40315,27.69588
2.5,0000 1 Jul 2008,25.6679,23.72594,24.9261,27.47972
3.5,0000 1 Jul 2008,25.55326,23.7868,24.81408,27.51699
4.5,0000 1 Jul 2008,25.89464,24.24776,25.01481,27.856
5.5,0000 1 Jul 2008,26.41433,25.25848,25.49336,28.20994
6.5,0000 1 Jul 2008,26.88527,26.57894,26.15263,28.36157
7.5,0000 1 Jul 2008,27.17299,27.75162,26.86018,28.29132
8.5,0000 1 Jul 2008,27.4205,28.37011,27.46446,28.23491
1.5,0000 1 Aug 2008,26.09446,23.45653,25.16602,27.80073
2.5,0000 1 Aug 2008,25.77669,23.76984,24.89066,27.81923
3.5,0000 1 Aug 2008,25.94834,24.21537,24.95112,28.1081
4.5,0000 1 Aug 2008,26.42655,25.10658,25.34387,28.45494
5.5,0000 1 Aug 2008,26.86838,26.28543,25.97826,28.56781
6.5,0000 1 Aug 2008,27.15844,27.43957,26.698,28.48961
7.5,0000 1 Aug 2008,27.39273,28.11317,27.33837,28.42473
8.5,0000 1 Aug 2008,27.82564,28.05835,27.89933,28.55449
1.5,0000 1 Sep 2008,26.26573,23.63374,25.26668,28.10859
2.5,0000 1 Sep 2008,26.24138,24.26415,25.27666,28.3153
3.5,0000 1 Sep 2008,26.54756,25.21194,25.60995,28.553
4.5,0000 1 Sep 2008,26.87372,26.3783,26.15593,28.53813
5.5,0000 1 Sep 2008,27.09793,27.53218,26.7974,28.36066
6.5,0000 1 Sep 2008,27.31914,28.09575,27.36784,28.2326
7.5,0000 1 Sep 2008,27.75225,27.8834,27.8612,28.37159
8.5,0000 1 Sep 2008,28.13702,26.84047,27.88453,28.6593
1.5,0000 1 Oct 2008,26.81591,23.99013,25.58887,28.71481
2.5,0000 1 Oct 2008,27.01114,25.12417,25.89516,28.82115
3.5,0000 1 Oct 2008,27.22883,26.42037,26.36732,28.77439
4.5,0000 1 Oct 2008,27.36672,27.5809,26.94261,28.57119
5.5,0000 1 Oct 2008,27.47162,28.2341,27.45139,28.38703
6.5,0000 1 Oct 2008,27.7571,27.98421,27.83893,28.4081
7.5,0000 1 Oct 2008,27.99308,26.73438,27.67922,28.59258
8.5,0000 1 Oct 2008,27.83744,25.06605,26.97034,28.70317
1.5,0000 1 Nov 2008,26.93994,24.27511,25.70175,28.72764
2.5,0000 1 Nov 2008,27.0228,25.76647,26.08557,28.70278
3.5,0000 1 Nov 2008,27.12275,27.05702,26.62907,28.51561
4.5,0000 1 Nov 2008,27.376,27.76988,27.24912,28.41708
5.5,0000 1 Nov 2008,27.81795,27.65001,27.7768,28.56915
6.5,0000 1 Nov 2008,28.17411,26.59164,27.78643,28.85696
7.5,0000 1 Nov 2008,28.07602,25.17539,27.19698,28.99903
8.5,0000 1 Nov 2008,27.46322,23.97374,26.25265,28.80039
1.5,0000 1 Dec 2008,26.49244,25.06938,25.65861,28.10856
2.5,0000 1 Dec 2008,26.62069,26.55952,26.17873,28.06441
3.5,0000 1 Dec 2008,26.98481,27.3343,26.81045,28.19894
4.5,0000 1 Dec 2008,27.58232,27.22184,27.40242,28.57255
5.5,0000 1 Dec 2008,28.09072,26.38865,27.61205,28.9833
6.5,0000 1 Dec 2008,28.1413,25.28614,27.28101,29.12056
7.5,0000 1 Dec 2008,27.69837,24.35636,26.58361,28.9234
8.5,0000 1 Dec 2008,27.15779,23.86929,25.97528,28.64748
1.5,0000 1 Jan 2009,26.52101,26.28962,25.94287,28.03447
2.5,0000 1 Jan 2009,27.0785,27.28779,26.73438,28.37777
3.5,0000 1 Jan 2009,27.78356,27.40358,27.4339,28.88694
4.5,0000 1 Jan 2009,28.37475,26.87007,27.79379,29.34205
5.5,0000 1 Jan 2009,28.52294,26.03903,27.65542,29.4729
6.5,0000 1 Jan 2009,28.17914,25.2496,27.14758,29.25471
7.5,0000 1 Jan 2009,27.72421,24.6879,26.65025,28.99568
8.5,0000 1 Jan 2009,27.51596,24.45141,26.40954,28.94136
1.5,0000 1 Feb 2009,26.99464,26.69241,26.67375,28.2331
2.5,0000 1 Feb 2009,27.85148,27.15438,27.50355,28.82276
3.5,0000 1 Feb 2009,28.52199,26.97444,28.01021,29.26266
4.5,0000 1 Feb 2009,28.69579,26.52334,28.01552,29.38746
5.5,0000 1 Feb 2009,28.34762,25.9047,27.57448,29.18574
6.5,0000 1 Feb 2009,27.91131,25.29424,27.04514,28.95458
7.5,0000 1 Feb 2009,27.7221,24.85953,26.75731,28.91891
8.5,0000 1 Feb 2009,27.87902,24.88742,26.80556,29.04868
1.5,0000 1 Mar 2009,27.87801,27.17379,27.43953,28.8821
2.5,0000 1 Mar 2009,28.52641,27.14107,27.91566,29.36021
3.5,0000 1 Mar 2009,28.74638,26.69678,27.93406,29.51023
4.5,0000 1 Mar 2009,28.51891,26.11314,27.59377,29.36436
5.5,0000 1 Mar 2009,28.21463,25.55607,27.2216,29.22366
6.5,0000 1 Mar 2009,28.10538,25.22631,27.06803,29.19253
7.5,0000 1 Mar 2009,28.30189,25.36925,27.23674,29.25934
8.5,0000 1 Mar 2009,28.61423,26.0325,27.62402,29.23393
1.5,0000 1 Apr 2009,28.35282,26.73815,27.69865,29.33831
2.5,0000 1 Apr 2009,28.59036,26.32354,27.6556,29.58328
3.5,0000 1 Apr 2009,28.37233,25.81371,27.31205,29.41006
4.5,0000 1 Apr 2009,28.04959,25.39221,26.99571,29.21175
5.5,0000 1 Apr 2009,27.94101,25.12386,26.88393,29.16163
6.5,0000 1 Apr 2009,28.17511,25.23016,27.09301,29.21534
7.5,0000 1 Apr 2009,28.58349,25.86339,27.534,29.23112
8.5,0000 1 Apr 2009,28.86143,26.97192,28.04548,29.07732
1.5,0000 1 May 2009,28.17885,25.53123,27.35427,29.31109
2.5,0000 1 May 2009,27.80409,25.12918,26.82037,29.16564
3.5,0000 1 May 2009,27.44606,24.72779,26.42041,28.95071
4.5,0000 1 May 2009,27.41496,24.55768,26.35523,28.96206
5.5,0000 1 May 2009,27.71385,24.77077,26.59698,29.1126
6.5,0000 1 May 2009,28.17571,25.49428,27.05418,29.21964
7.5,0000 1 May 2009,28.57358,26.62265,27.62985,29.15038
8.5,0000 1 May 2009,28.72765,27.92568,28.17648,28.90306
1.5,0000 1 Jun 2009,27.48714,24.4034,26.46879,28.97023
2.5,0000 1 Jun 2009,26.96439,24.14458,25.90364,28.74066
3.5,0000 1 Jun 2009,26.76814,23.96658,25.70247,28.65058
4.5,0000 1 Jun 2009,27.04526,24.19069,25.89753,28.83344
5.5,0000 1 Jun 2009,27.60182,24.93946,26.35691,29.07255
6.5,0000 1 Jun 2009,28.14248,26.13703,26.9818,29.14051
7.5,0000 1 Jun 2009,28.45852,27.49682,27.64717,28.94539
8.5,0000 1 Jun 2009,28.53962,28.65206,28.25585,28.7126
1.5,0000 1 Jul 2009,27.58778,24.22946,26.45981,29.14269
2.5,0000 1 Jul 2009,27.33316,24.24917,26.20332,29.07738
3.5,0000 1 Jul 2009,27.48798,24.48473,26.31774,29.191
4.5,0000 1 Jul 2009,28.03465,25.23759,26.80234,29.33887
5.5,0000 1 Jul 2009,28.51746,26.44898,27.43695,29.27764
6.5,0000 1 Jul 2009,28.7607,27.78181,28.07459,29.00027
7.5,0000 1 Jul 2009,28.76001,28.88397,28.60161,28.7256
8.5,0000 1 Jul 2009,28.68669,29.44385,28.96316,28.5796
1.5,0000 1 Aug 2009,27.34333,23.73398,26.06005,29.03573
2.5,0000 1 Aug 2009,27.3802,24.11757,26.08245,29.15806
3.5,0000 1 Aug 2009,27.7377,24.76871,26.39355,29.2997
4.5,0000 1 Aug 2009,28.23242,25.89626,27.00347,29.32112
5.5,0000 1 Aug 2009,28.54172,27.26402,27.69385,29.1167
6.5,0000 1 Aug 2009,28.61839,28.5153,28.31913,28.86001
7.5,0000 1 Aug 2009,28.6053,29.19686,28.76837,28.70299
8.5,0000 1 Aug 2009,28.707,29.20423,29.08621,28.74284
1.5,0000 1 Sep 2009,27.80656,24.1084,26.30978,29.51719
2.5,0000 1 Sep 2009,28.11846,24.98487,26.67782,29.51343
3.5,0000 1 Sep 2009,28.55744,26.08232,27.29869,29.45419
4.5,0000 1 Sep 2009,28.79771,27.37393,27.95792,29.20066
5.5,0000 1 Sep 2009,28.76673,28.64597,28.50739,28.91008
6.5,0000 1 Sep 2009,28.64221,29.3449,28.86737,28.68741
7.5,0000 1 Sep 2009,28.66265,29.33962,29.11358,28.65891
8.5,0000 1 Sep 2009,28.63139,28.46843,28.90716,28.70617
1.5,0000 1 Oct 2009,28.24474,24.40613,26.60807,29.65559
2.5,0000 1 Oct 2009,28.59471,25.8146,27.16504,29.55928
3.5,0000 1 Oct 2009,28.76503,27.14854,27.7684,29.26414
4.5,0000 1 Oct 2009,28.74527,28.31008,28.31869,28.95207
5.5,0000 1 Oct 2009,28.65574,28.93355,28.73334,28.73474
6.5,0000 1 Oct 2009,28.72971,28.81783,29.0234,28.73939
7.5,0000 1 Oct 2009,28.70477,27.86186,28.79871,28.81049
8.5,0000 1 Oct 2009,28.21441,26.29467,27.82884,28.75843
1.5,0000 1 Nov 2009,28.57356,25.25938,27.11249,29.6898
2.5,0000 1 Nov 2009,28.63933,26.79198,27.58645,29.31915
3.5,0000 1 Nov 2009,28.651,27.99367,28.11408,29.00306
4.5,0000 1 Nov 2009,28.64409,28.67695,28.61331,28.81435
5.5,0000 1 Nov 2009,28.77952,28.528,28.95573,28.84005
6.5,0000 1 Nov 2009,28.76671,27.45897,28.68929,28.92788
7.5,0000 1 Nov 2009,28.22992,25.85265,27.62758,28.86414
8.5,0000 1 Nov 2009,27.20257,24.34397,26.22648,28.47848
1.5,0000 1 Dec 2009,28.52305,26.15461,27.35494,29.4637
2.5,0000 1 Dec 2009,28.52667,27.53481,27.80751,29.20096
3.5,0000 1 Dec 2009,28.60189,28.19457,28.34077,29.09768
4.5,0000 1 Dec 2009,28.75853,28.02039,28.67476,29.15137
5.5,0000 1 Dec 2009,28.76083,26.86333,28.39578,29.23803
6.5,0000 1 Dec 2009,28.19822,25.30914,27.38575,29.07425
7.5,0000 1 Dec 2009,27.18653,23.9564,26.08275,28.58097
8.5,0000 1 Dec 2009,26.20097,23.3144,25.07833,28.05823
1.5,0000 1 Jan 2010,28.15507,27.05182,27.43773,29.26073
2.5,0000 1 Jan 2010,28.21919,27.7301,27.93316,29.0957
3.5,0000 1 Jan 2010,28.53762,27.37283,28.26653,29.21615
4.5,0000 1 Jan 2010,28.6076,26.18707,27.98519,29.33749
5.5,0000 1 Jan 2010,28.09716,24.80378,27.07019,29.19298
6.5,0000 1 Jan 2010,27.12662,23.69977,25.90016,28.7205
7.5,0000 1 Jan 2010,26.24907,23.17899,25.0705,28.15166
8.5,0000 1 Jan 2010,25.72985,23.01856,24.5986,27.8091
1.5,0000 1 Feb 2010,28.33109,27.23384,27.90052,29.24726
2.5,0000 1 Feb 2010,28.62965,27.28078,28.2584,29.43373
3.5,0000 1 Feb 2010,28.63012,26.3186,27.97902,29.5539
4.5,0000 1 Feb 2010,28.05014,24.96358,27.07776,29.2888
5.5,0000 1 Feb 2010,27.06731,23.81772,25.94155,28.67394
6.5,0000 1 Feb 2010,26.20615,23.25656,25.11208,28.05549
7.5,0000 1 Feb 2010,25.70522,23.14586,24.66359,27.70522
8.5,0000 1 Feb 2010,25.57254,23.35441,24.51388,27.69041
1.5,0000 1 Mar 2010,28.86173,26.60289,28.24505,29.7109
2.5,0000 1 Mar 2010,28.82241,26.03465,28.01496,29.83397
3.5,0000 1 Mar 2010,28.23841,25.02977,27.27437,29.45777
4.5,0000 1 Mar 2010,27.35603,24.06349,26.32574,28.79164
5.5,0000 1 Mar 2010,26.51337,23.46268,25.47905,28.12856
6.5,0000 1 Mar 2010,25.98688,23.24163,24.93187,27.75837
7.5,0000 1 Mar 2010,25.75047,23.37883,24.67235,27.70957
8.5,0000 1 Mar 2010,25.76106,23.82509,24.6476,27.86558
1.5,0000 1 Apr 2010,28.71406,25.41177,27.82719,29.94377
2.5,0000 1 Apr 2010,28.08842,24.52451,27.01614,29.58151
3.5,0000 1 Apr 2010,27.17723,23.70268,26.07735,28.8603
4.5,0000 1 Apr 2010,26.34624,23.24164,25.28562,28.12341
5.5,0000 1 Apr 2010,25.81849,23.1282,24.77606,27.67343
6.5,0000 1 Apr 2010,25.54472,23.27421,24.46473,27.56053
7.5,0000 1 Apr 2010,25.53758,23.70545,24.38612,27.69364
8.5,0000 1 Apr 2010,25.72783,24.54937,24.6109,27.88847
1.5,0000 1 May 2010,27.25256,23.71124,26.26402,28.80676
2.5,0000 1 May 2010,26.17823,22.87579,25.16658,27.92487
3.5,0000 1 May 2010,25.30003,22.54952,24.33557,27.09433
4.5,0000 1 May 2010,24.79106,22.53866,23.82904,26.63516
5.5,0000 1 May 2010,24.55583,22.80322,23.57573,26.59045
6.5,0000 1 May 2010,24.64617,23.31896,23.60259,26.83224
7.5,0000 1 May 2010,24.95407,24.27988,23.97928,27.13787
8.5,0000 1 May 2010,25.39462,25.57831,24.72582,27.33986
1.5,0000 1 Jun 2010,25.78166,22.45617,24.59437,27.58414
2.5,0000 1 Jun 2010,24.63592,22.17815,23.73256,26.57824
3.5,0000 1 Jun 2010,23.87338,22.25848,23.1279,25.96962
4.5,0000 1 Jun 2010,23.60977,22.60382,22.89527,25.85844
5.5,0000 1 Jun 2010,23.73357,23.14989,22.94776,26.06642
6.5,0000 1 Jun 2010,24.17392,24.16575,23.44959,26.40516
7.5,0000 1 Jun 2010,24.83703,25.46212,24.37079,26.73469
8.5,0000 1 Jun 2010,25.50391,26.73315,25.43468,27.04638
1.5,0000 1 Jul 2010,25.03733,21.8977,23.82859,27.01026
2.5,0000 1 Jul 2010,23.99491,22.0885,23.15333,26.18737
3.5,0000 1 Jul 2010,23.41294,22.46233,22.72164,25.84249
4.5,0000 1 Jul 2010,23.44448,23.04814,22.69441,25.97507
5.5,0000 1 Jul 2010,23.90966,24.05021,23.19033,26.29025
6.5,0000 1 Jul 2010,24.62265,25.37417,24.18806,26.61317
7.5,0000 1 Jul 2010,25.35152,26.67222,25.29834,26.92804
8.5,0000 1 Jul 2010,26.08664,27.4602,26.25038,27.34739
1.5,0000 1 Aug 2010,24.7374,21.95272,23.63904,26.74017
2.5,0000 1 Aug 2010,23.9751,22.48662,23.18444,26.29475
3.5,0000 1 Aug 2010,23.76877,23.07586,22.96947,26.3469
4.5,0000 1 Aug 2010,24.13204,24.03703,23.32227,26.65168
5.5,0000 1 Aug 2010,24.789,25.28524,24.2198,26.95297
6.5,0000 1 Aug 2010,25.45453,26.53261,25.29468,27.20788
7.5,0000 1 Aug 2010,26.13855,27.32715,26.23002,27.52953
8.5,0000 1 Aug 2010,26.89815,27.49438,26.95923,28.01936
1.5,0000 1 Sep 2010,24.87605,22.15157,23.69872,27.12415
2.5,0000 1 Sep 2010,24.51365,23.01503,23.50731,27.10515
3.5,0000 1 Sep 2010,24.63305,24.04205,23.70417,27.33055
4.5,0000 1 Sep 2010,25.07322,25.30338,24.3716,27.49875
5.5,0000 1 Sep 2010,25.61031,26.57649,25.37243,27.51889
6.5,0000 1 Sep 2010,26.17975,27.35446,26.24489,27.5865
7.5,0000 1 Sep 2010,26.84491,27.35338,26.86273,27.92047
8.5,0000 1 Sep 2010,27.37863,26.59957,27.0491,28.3664
1.5,0000 1 Oct 2010,25.4055,22.72171,24.09642,27.84533
2.5,0000 1 Oct 2010,25.53311,24.04705,24.41412,28.10848
3.5,0000 1 Oct 2010,25.90534,25.45103,25.02521,28.27778
4.5,0000 1 Oct 2010,26.35279,26.76106,25.8835,28.26446
5.5,0000 1 Oct 2010,26.82637,27.60095,26.69526,28.29652
6.5,0000 1 Oct 2010,27.4382,27.62604,27.36979,28.5305
7.5,0000 1 Oct 2010,27.96063,26.85154,27.56886,28.89314
8.5,0000 1 Oct 2010,28.03747,25.60229,27.21889,29.09426
1.5,0000 1 Nov 2010,25.7595,23.51665,24.47611,27.91787
2.5,0000 1 Nov 2010,25.87999,25.24103,25.02718,28.01472
3.5,0000 1 Nov 2010,26.1229,26.65776,25.71659,28.00009
4.5,0000 1 Nov 2010,26.5587,27.35535,26.43402,28.0843
5.5,0000 1 Nov 2010,27.15235,27.17031,26.99685,28.37859
6.5,0000 1 Nov 2010,27.6122,26.23463,27.13455,28.72511
7.5,0000 1 Nov 2010,27.60973,25.0364,26.73878,28.83222
8.5,0000 1 Nov 2010,27.10895,24.05667,26.00808,28.57241
1.5,0000 1 Dec 2010,25.77819,24.64728,24.87554,27.66866
2.5,0000 1 Dec 2010,26.02799,26.27604,25.5621,27.82224
3.5,0000 1 Dec 2010,26.54011,27.16289,26.31546,28.11609
4.5,0000 1 Dec 2010,27.22776,27.15847,26.96206,28.60725
5.5,0000 1 Dec 2010,27.71081,26.46075,27.17529,28.99401
6.5,0000 1 Dec 2010,27.68217,25.33386,26.81492,29.03767
7.5,0000 1 Dec 2010,27.12814,24.24504,26.06862,28.6604
8.5,0000 1 Dec 2010,26.46998,23.60857,25.39559,28.19344
1.5,0000 1 Jan 2011,26.02118,25.86674,25.46085,27.67579
2.5,0000 1 Jan 2011,26.57918,26.94742,26.2977,28.09923
3.5,0000 1 Jan 2011,27.31573,27.16602,27.01304,28.67695
4.5,0000 1 Jan 2011,27.91678,26.69943,27.37226,29.1346
5.5,0000 1 Jan 2011,28.0198,25.86436,27.20422,29.21072
6.5,0000 1 Jan 2011,27.54655,24.93577,26.61489,28.85721
7.5,0000 1 Jan 2011,26.9134,24.24352,25.95727,28.43031
