M,L,START,TARGET,SZN,MEAN_SST_NCEP_CFSv2,VAR_SST_NCEP_CFSv2
18,3.5,10,1,DJF,27.01485166666667,1.5897146478557462
19,3.5,10,1,DJF,27.021395666666667,1.5011899651219545
20,3.5,10,1,DJF,27.044931333333334,1.552487183108507
21,3.5,10,1,DJF,26.97234166666667,1.5517551339109195
22,3.5,10,1,DJF,27.076508666666665,1.3705196948878156
23,3.5,10,1,DJF,27.083929,1.5698077742506913
24,3.5,10,1,DJF,27.012819333333333,1.5936933386409209
1,3.5,11,2,JFM,27.288458666666667,1.151071659198162
2,3.5,11,2,JFM,27.199717,1.1581811629941372
3,3.5,11,2,JFM,27.250960666666668,1.1016531180822995
4,3.5,11,2,JFM,27.253358,1.1502729907820701
5,3.5,11,2,JFM,27.290067333333337,1.270229367613333
6,3.5,11,2,JFM,27.215569666666667,1.1434578491205747
7,3.5,11,2,JFM,27.228669,1.132905420505861
8,3.5,11,2,JFM,27.303839333333332,0.9632991694271256
9,3.5,11,2,JFM,27.148504,1.2953406577213789
10,3.5,11,2,JFM,27.213776333333332,1.1283461001895418
11,3.5,11,2,JFM,27.356765333333332,0.9557064856947135
12,3.5,11,2,JFM,27.273116333333334,1.0542489262585077
13,3.5,11,2,JFM,27.103769333333332,1.271679112027127
14,3.5,11,2,JFM,27.118035666666668,1.2587285017012648
15,3.5,11,2,JFM,27.044528,1.3063503360096542
16,3.5,11,2,JFM,27.025100333333334,1.1105816146860912
17,3.5,11,2,JFM,27.20500666666667,1.0133058731678153
18,3.5,11,2,JFM,26.979452,1.147528192740691
19,3.5,11,2,JFM,27.024572666666664,1.1361762831788502
20,3.5,11,2,JFM,27.028332666666664,1.2362424819581623
21,3.5,11,2,JFM,26.969591333333334,1.0703814718602307
22,3.5,11,2,JFM,27.033130333333336,1.1004587815067812
23,3.5,11,2,JFM,26.966890333333332,1.1638555360447125
24,3.5,11,2,JFM,26.962426666666666,1.3057785668781603
1,3.5,12,3,FMA,27.221076333333333,0.8937965630240214
2,3.5,12,3,FMA,27.248773333333336,0.8167750058643662
3,3.5,12,3,FMA,27.174030000000002,0.8900360562137939
4,3.5,12,3,FMA,27.217992,0.8900723994096549
5,3.5,12,3,FMA,27.282023666666664,1.0847514955895392
6,3.5,12,3,FMA,27.210167666666667,0.8436277590736786
7,3.5,12,3,FMA,27.28656833333333,0.7185168190833334
8,3.5,12,3,FMA,27.18611,0.8137471361793098
9,3.5,12,3,FMA,27.218828666666663,0.8672583430671265
10,3.5,12,3,FMA,27.269495,0.8072570073844836
11,3.5,12,3,FMA,27.239094333333334,0.8500930906529894
12,3.5,12,3,FMA,27.269828,0.7919461128993106
13,3.5,12,3,FMA,27.221013000000003,0.8648155028286209
14,3.5,12,3,FMA,27.134513000000002,0.6737890604562063
15,3.5,12,3,FMA,27.205403999999998,0.879746304935171
16,3.5,12,3,FMA,27.312945333333335,0.7656066197912645
17,3.5,12,3,FMA,27.261541,0.7484458658368971
18,3.5,12,3,FMA,27.269356666666667,0.7841862427126446
19,3.5,12,3,FMA,27.263499000000003,0.8072265369679322
20,3.5,12,3,FMA,27.306568333333335,0.8944120016764366
21,3.5,12,3,FMA,27.307136333333332,0.6641233405550578
22,3.5,12,3,FMA,27.144087333333335,0.970355433992643
23,3.5,12,3,FMA,27.261696333333337,0.7463392458722995
24,3.5,12,3,FMA,27.256984,0.7404827310110347
1,4.5,1,5,AMJ,28.042329333333335,0.3843555609719536
2,4.5,1,5,AMJ,28.045598666666667,0.4346021048533319
3,4.5,1,5,AMJ,28.068842333333336,0.4492446392943668
4,4.5,1,5,AMJ,27.988736333333335,0.4959018451205765
5,4.5,1,5,AMJ,28.110452333333335,0.6555850280254035
6,4.5,1,5,AMJ,28.10044966666667,0.48161540495505756
7,4.5,1,5,AMJ,27.951508,0.3573800408717241
8,4.5,1,5,AMJ,28.031398333333335,0.4180977687316108
9,4.5,1,5,AMJ,28.05729266666667,0.42999723177885096
10,4.5,1,5,AMJ,27.96357,0.5838275469862068
11,4.5,1,5,AMJ,28.178794999999997,0.3785195346120686
12,4.5,1,5,AMJ,28.246850666666667,0.35274928695126456
13,4.5,1,5,AMJ,28.142174,0.3952214817765526
14,4.5,1,5,AMJ,28.155467666666667,0.24256289503229922
15,4.5,1,5,AMJ,28.234855666666665,0.3025192838874715
16,4.5,1,5,AMJ,28.21286233333333,0.27825998708747207
17,4.5,1,5,AMJ,28.180681,0.5065580514162056
18,4.5,1,5,AMJ,28.043693666666666,0.39485799937574695
19,4.5,1,5,AMJ,28.203796333333333,0.3579418947619536
20,4.5,1,5,AMJ,28.060970333333334,0.23268276985160982
21,4.5,1,5,AMJ,28.124539333333335,0.4473794553926446
22,4.5,1,5,AMJ,28.174463333333335,0.3935207801540241
23,4.5,1,5,AMJ,28.119851666666666,0.4972655502764355
24,4.5,1,5,AMJ,28.100196333333333,0.41442555342402304
1,4.5,2,6,MJJ,27.892945,0.5356119355362071
2,4.5,2,6,MJJ,27.891797333333333,0.34327997259953924
3,4.5,2,6,MJJ,27.887231999999997,0.5376132293268946
4,4.5,2,6,MJJ,27.782606333333334,0.4406135257550593
5,4.5,2,6,MJJ,28.08969366666667,0.46249491772747137
6,4.5,2,6,MJJ,28.15743133333333,0.6096418699291957
7,4.5,2,6,MJJ,27.910148,0.4922298430579304
8,4.5,2,6,MJJ,28.043666666666663,0.4210873267609197
9,4.5,2,6,MJJ,27.922753666666665,0.4249659770171254
10,4.5,2,6,MJJ,27.937537000000003,0.5228454735527573
11,4.5,2,6,MJJ,27.972035,0.40686968668793144
12,4.5,2,6,MJJ,27.965154,0.34156786429379143
13,4.5,2,6,MJJ,27.817311333333333,0.26913226285333214
14,4.5,2,6,MJJ,27.905299,0.4906445123472429
15,4.5,2,6,MJJ,27.96307266666667,0.31407230255126406
16,4.5,2,6,MJJ,28.036918333333336,0.4832896193385051
17,4.5,2,6,MJJ,27.869737999999998,0.46062747763724
18,4.5,2,6,MJJ,27.867977,0.4759961943941383
19,4.5,2,6,MJJ,28.087640333333336,0.4455269318309196
20,4.5,2,6,MJJ,28.063210333333334,0.40150795553436647
21,4.5,2,6,MJJ,27.920773,0.44725957572517094
22,4.5,2,6,MJJ,28.037780666666666,0.39758956152367814
23,4.5,2,6,MJJ,27.967235333333335,0.4514294164602296
24,4.5,2,6,MJJ,28.100237,0.35362877518724045
1,4.5,3,7,JJA,27.449913,0.5234068369941379
2,4.5,3,7,JJA,27.300207333333333,0.7066740629098858
3,4.5,3,7,JJA,27.475547000000002,0.8547382509251737
4,4.5,3,7,JJA,27.464746666666667,0.7582258999195394
5,4.5,3,7,JJA,27.50405,0.7562892989586214
6,4.5,3,7,JJA,27.431574,0.9244139378731044
7,4.5,3,7,JJA,27.676986666666668,0.6499196133609179
8,4.5,3,7,JJA,27.45817733333333,0.7764546974823003
9,4.5,3,7,JJA,27.604160999999998,0.5040757498575862
10,4.5,3,7,JJA,27.627125666666664,0.7084983742805747
11,4.5,3,7,JJA,27.716625,0.427853787267242
12,4.5,3,7,JJA,27.620171333333335,0.6789418544809199
13,4.5,3,7,JJA,27.693572333333336,1.1592195755771275
14,4.5,3,7,JJA,27.650664666666668,0.8422623989843694
15,4.5,3,7,JJA,27.663091,0.9644576712299986
16,4.5,3,7,JJA,27.630375,0.7137359832879289
17,4.5,3,7,JJA,27.670539,0.6448817442024128
18,4.5,3,7,JJA,27.642106000000002,0.6946431217351727
19,4.5,3,7,JJA,27.657095,0.8219915413431038
20,4.5,3,7,JJA,27.720086,0.7568467567834481
21,4.5,3,7,JJA,27.703534333333334,0.7003287185564383
22,4.5,3,7,JJA,27.628683666666667,0.7337268195550571
23,4.5,3,7,JJA,27.744647999999998,0.8822083579682762
24,4.5,3,7,JJA,27.63376,0.5645714666482767
1,4.5,4,8,JAS,27.088607666666668,0.93763079513575
2,4.5,4,8,JAS,27.015191666666666,0.8839741859522995
3,4.5,4,8,JAS,26.992569333333332,0.9307007993512669
4,4.5,4,8,JAS,27.147001333333332,0.8065147849085054
5,4.5,4,8,JAS,26.962411666666664,0.9393936980074746
6,4.5,4,8,JAS,26.941324,0.7599896273006916
7,4.5,4,8,JAS,26.977228333333336,0.9008206434212629
8,4.5,4,8,JAS,26.862632,0.9495574782924131
9,4.5,4,8,JAS,26.962959333333334,0.8925987460133334
10,4.5,4,8,JAS,26.943074666666668,1.0491626280533315
11,4.5,4,8,JAS,26.911290333333334,1.0343835913550583
12,4.5,4,8,JAS,27.04165,0.9380177130000035
13,4.5,4,8,JAS,26.894917333333336,0.9875206264960902
14,4.5,4,8,JAS,26.91471,0.9445940584206907
15,4.5,4,8,JAS,26.738732000000002,0.8041981063958635
16,4.5,4,8,JAS,26.802848333333333,0.8296521408971256
17,4.5,4,8,JAS,26.72490433333333,0.8335497227012623
18,4.5,4,8,JAS,26.72297466666667,1.0509634739636788
19,4.5,4,8,JAS,26.64826533333333,0.8833433885429879
20,4.5,4,8,JAS,26.781566,0.8061778281696543
21,4.5,4,8,JAS,26.648578999999998,0.9201882293334501
22,4.5,4,8,JAS,26.504168333333332,0.9231247791454043
23,4.5,4,8,JAS,26.598254999999998,1.01736086340517
24,4.5,4,8,JAS,26.690016,0.9725098029075864
1,4.5,5,9,ASO,26.23843133333333,1.4723292131636787
2,4.5,5,9,ASO,26.26805166666667,1.4820411788833336
3,4.5,5,9,ASO,26.174470666666664,1.2534370433926436
4,4.5,5,9,ASO,26.181667,1.5299166043734442
5,4.5,5,9,ASO,26.00343033333333,1.21943160303092
6,4.5,5,9,ASO,26.077577,1.5915296230631026
7,4.5,5,9,ASO,26.000517666666667,0.9033750078047144
8,4.5,5,9,ASO,26.188208,1.1486400586303447
9,4.5,5,9,ASO,25.883320333333334,1.0078686402998838
10,4.5,5,9,ASO,25.945905999999997,1.083195885907586
11,4.5,5,9,ASO,25.92641133333333,1.1608292046740223
12,4.5,5,9,ASO,25.95625,0.7864633578482756
13,4.5,5,9,ASO,25.69809133333333,1.2946525694188524
14,4.5,5,9,ASO,25.743569333333333,1.323499836275403
15,4.5,5,9,ASO,25.7851,1.030984059717242
16,4.5,5,9,ASO,25.721021333333333,1.1341460177429896
17,4.5,5,9,ASO,25.698988,1.0657126970027586
18,4.5,5,9,ASO,25.608842666666664,1.5062137994685083
19,4.5,5,9,ASO,25.644101666666664,1.5902066703522988
20,4.5,5,9,ASO,25.589287666666667,1.3292652948322983
21,4.5,5,9,ASO,25.610293333333335,1.327031002650575
22,4.5,5,9,ASO,25.585916,1.2626994658662087
23,4.5,5,9,ASO,25.665018,1.2528780198855185
24,4.5,5,9,ASO,25.598227333333334,1.1148277368891955
1,4.5,6,10,SON,25.536195000000003,1.36503436572931
2,4.5,6,10,SON,25.482696999999998,1.525641666594138
3,4.5,6,10,SON,25.425974666666665,1.430659893508507
4,4.5,6,10,SON,25.593707333333334,1.8406810408409207
5,4.5,6,10,SON,25.393265666666665,1.3570433608529868
6,4.5,6,10,SON,25.456817333333333,1.8838657876340206
7,4.5,6,10,SON,25.576044666666668,1.4730785187636808
8,4.5,6,10,SON,25.48974433333333,1.4834936437357467
9,4.5,6,10,SON,25.351045,1.3898752384810318
10,4.5,6,10,SON,25.453142,1.5386768134786204
11,4.5,6,10,SON,25.359663666666666,1.7191601382240234
12,4.5,6,10,SON,25.504345999999998,1.7045073000110353
13,4.5,6,10,SON,25.331800333333334,1.5105443891826449
14,4.5,6,10,SON,25.341415333333334,1.7031741652257466
15,4.5,6,10,SON,25.384664,1.5336241522524114
16,4.5,6,10,SON,25.313948666666665,1.552023193949887
17,4.5,6,10,SON,25.306346666666666,1.9876541402574701
18,4.5,6,10,SON,25.329897333333335,1.8210289717236783
19,4.5,6,10,SON,25.255902666666667,1.8190154859995407
20,4.5,6,10,SON,25.364985333333333,1.3258163379981607
21,4.5,6,10,SON,25.403393,1.904710726242415
22,4.5,6,10,SON,25.313198333333332,1.967794275290229
23,4.5,6,10,SON,25.376942666666665,2.1688846474891923
24,4.5,6,10,SON,25.310170666666668,1.9286364832960934
1,4.5,7,11,OND,25.931649333333333,2.062095013302987
2,4.5,7,11,OND,25.802137333333334,2.1467100373719528
3,4.5,7,11,OND,25.893965666666666,1.8554580186116099
4,4.5,7,11,OND,25.740730666666664,2.106910552620229
5,4.5,7,11,OND,25.800396999999997,2.4430607267803444
6,4.5,7,11,OND,25.910905,2.344465510074139
7,4.5,7,11,OND,25.73142633333333,1.8879094301964376
8,4.5,7,11,OND,25.988430333333334,2.2410915624240237
9,4.5,7,11,OND,25.753114,2.293621296211035
10,4.5,7,11,OND,25.822186,2.2325246731282755
11,4.5,7,11,OND,25.719432666666666,2.309405929123677
12,4.5,7,11,OND,25.731418,1.8685315022924158
13,4.5,7,11,OND,25.792759,1.90139979458862
14,4.5,7,11,OND,25.902572000000003,1.6260769929200014
15,4.5,7,11,OND,25.889069,1.9903984213127606
16,4.5,7,11,OND,25.798875333333335,2.0186446458533327
17,4.5,7,11,OND,25.834891333333335,2.5727777523705733
18,4.5,7,11,OND,25.724297,2.5345529630217247
19,4.5,7,11,OND,25.735017666666668,2.501490989915056
20,4.5,7,11,OND,25.766007,1.956493037049311
21,4.5,7,11,OND,25.847189333333333,2.0998668179236777
22,4.5,7,11,OND,25.720984666666666,2.240093382494714
23,4.5,7,11,OND,25.93029466666667,1.778968110584365
24,4.5,7,11,OND,25.792850666666666,1.9943007669374724
1,4.5,8,12,NDJ,26.182443999999997,1.8906917190179326
2,4.5,8,12,NDJ,26.074288333333335,2.2609585230212654
3,4.5,8,12,NDJ,26.158016333333332,1.9705789388585058
4,4.5,8,12,NDJ,26.230741666666667,2.036068034255746
5,4.5,8,12,NDJ,26.294286,1.9524777618317235
6,4.5,8,12,NDJ,26.116601333333332,2.0415746211981616
7,4.5,8,12,NDJ,26.189238666666665,1.8400434475774723
8,4.5,8,12,NDJ,26.042774666666666,2.0013844536740213
9,4.5,8,12,NDJ,26.156754666666664,1.8498010357498873
10,4.5,8,12,NDJ,26.438750000000002,1.6895276609724146
11,4.5,8,12,NDJ,26.357965666666665,1.9508428144943672
12,4.5,8,12,NDJ,26.35949433333333,1.819741974315058
13,4.5,8,12,NDJ,26.290955,1.8234671030810334
14,4.5,8,12,NDJ,26.3091,1.8164129668896565
15,4.5,8,12,NDJ,26.314636333333333,1.7610099534585064
16,4.5,8,12,NDJ,26.373973333333332,1.832300762422988
17,4.5,8,12,NDJ,26.328270666666665,1.646204926889193
18,4.5,8,12,NDJ,26.380766,1.7230368202386206
19,4.5,8,12,NDJ,26.29790566666667,1.7890141013840237
20,4.5,8,12,NDJ,26.33877,1.9124274863999984
21,4.5,8,12,NDJ,26.391233,1.8641967357872447
22,4.5,8,12,NDJ,26.394805333333334,2.0378647626050603
23,4.5,8,12,NDJ,26.383439333333335,1.9746910861029876
24,4.5,8,12,NDJ,26.317558333333334,2.0691208324488537
1,4.5,9,1,DJF,26.730766666666668,1.5966221315747116
2,4.5,9,1,DJF,26.76819933333333,1.5729979461236772
3,4.5,9,1,DJF,26.857446666666664,1.6385967883885064
4,4.5,9,1,DJF,26.910470666666665,1.7911981254202298
5,4.5,9,1,DJF,26.764850333333335,1.7592661881067826
6,4.5,9,1,DJF,26.856669,1.6981159685679328
7,4.5,9,1,DJF,26.829879000000002,1.8669464796300004
8,4.5,9,1,DJF,26.823319,1.7196077888162065
9,4.5,9,1,DJF,26.864269666666665,1.6060915591274716
10,4.5,9,1,DJF,26.875538,1.7314393726510335
11,4.5,9,1,DJF,26.918077999999998,1.6833171405820702
12,4.5,9,1,DJF,26.953479666666667,1.896251969630921
13,4.5,9,1,DJF,26.878830666666666,1.5834120033581593
14,4.5,9,1,DJF,26.948607,1.5026992776699986
15,4.5,9,1,DJF,26.833477666666667,1.3526383699012623
16,4.5,9,1,DJF,26.926539666666667,1.253979171817125
17,4.5,9,1,DJF,26.975165333333333,1.570377483246434
18,4.5,9,1,DJF,26.91997233333333,1.5565729803426436
19,4.5,9,1,DJF,27.082608,1.7148437099406906
20,4.5,9,1,DJF,27.098464999999997,1.3419079134879313
21,4.5,9,1,DJF,26.971304,1.6908250038317234
22,4.5,9,1,DJF,27.05991433333333,1.5308971917702319
23,4.5,9,1,DJF,27.022716,1.5428678021075861
24,4.5,9,1,DJF,26.993674,1.5295626443558605
1,4.5,10,2,JFM,27.23652566666667,1.1616791894874732
2,4.5,10,2,JFM,27.372753333333332,1.1082923203126436
3,4.5,10,2,JFM,27.318636,1.125782776507586
4,4.5,10,2,JFM,27.341607,1.0530719887872426
5,4.5,10,2,JFM,27.389832666666667,1.1061393800202306
6,4.5,10,2,JFM,27.362722,1.1350725726027577
7,4.5,10,2,JFM,27.338405666666667,1.0486159387426413
8,4.5,10,2,JFM,27.344016333333332,1.1943243083067814
9,4.5,10,2,JFM,27.285102,1.0327931264303456
10,4.5,10,2,JFM,27.348425333333335,1.0886954855154027
11,4.5,10,2,JFM,27.323307,1.2490180160424138
12,4.5,10,2,JFM,27.266403,0.8932127023596552
13,4.5,10,2,JFM,27.278163333333335,1.0669244694298852
14,4.5,10,2,JFM,27.288382666666667,1.0979036943650566
15,4.5,10,2,JFM,27.119865666666666,1.146317687756437
16,4.5,10,2,JFM,27.159078333333333,1.1472026762764367
17,4.5,10,2,JFM,27.176987,1.041122002883794
18,4.5,10,2,JFM,27.219160666666667,1.2396657233443669
19,4.5,10,2,JFM,27.219062333333333,1.2819518858323016
20,4.5,10,2,JFM,27.275216666666665,1.185093903257472
21,4.5,10,2,JFM,27.172600666666668,1.190778241254712
22,4.5,10,2,JFM,27.276496666666667,0.9533365090022963
23,4.5,10,2,JFM,27.266163,1.3876009064424133
24,4.5,10,2,JFM,27.205760666666666,1.2621955599581625
1,4.5,11,3,FMA,27.607462,0.7949541165475864
2,4.5,11,3,FMA,27.47346333333333,0.7648266211954016
3,4.5,11,3,FMA,27.553434333333332,0.7598474641288486
4,4.5,11,3,FMA,27.529825666666667,0.782251373121954
5,4.5,11,3,FMA,27.559261333333332,0.7902628565981619
6,4.5,11,3,FMA,27.49188,0.816153690599999
7,4.5,11,3,FMA,27.493861666666664,0.825980780400574
8,4.5,11,3,FMA,27.530585666666664,0.6633171630874716
9,4.5,11,3,FMA,27.463704333333332,0.930343870735746
10,4.5,11,3,FMA,27.490197333333334,0.7859832652891965
11,4.5,11,3,FMA,27.628642,0.7119977955337928
12,4.5,11,3,FMA,27.556015000000002,0.7047022758327601
13,4.5,11,3,FMA,27.385835,0.9722065700672405
14,4.5,11,3,FMA,27.406218333333335,0.9812685283936763
15,4.5,11,3,FMA,27.351245666666667,0.9289175249771262
16,4.5,11,3,FMA,27.373811,0.800678375602413
17,4.5,11,3,FMA,27.529026333333334,0.7126360477343687
18,4.5,11,3,FMA,27.304888333333334,0.7801258976557475
19,4.5,11,3,FMA,27.346838666666667,0.7837209224671263
20,4.5,11,3,FMA,27.37783466666667,0.8802198899912629
21,4.5,11,3,FMA,27.277149,0.8019557722437919
22,4.5,11,3,FMA,27.38795633333333,0.8399611369826432
23,4.5,11,3,FMA,27.321792000000002,0.891220155844138
24,4.5,11,3,FMA,27.316376333333334,1.0479314307412644
1,4.5,12,4,MAM,27.719392333333335,0.6591036018805739
2,4.5,12,4,MAM,27.766064333333336,0.6062167671702288
3,4.5,12,4,MAM,27.665162666666667,0.6806309320822987
4,4.5,12,4,MAM,27.707721,0.7036274105472412
5,4.5,12,4,MAM,27.769668000000003,0.7824896175062055
6,4.5,12,4,MAM,27.742017333333333,0.6606253028340231
7,4.5,12,4,MAM,27.783727,0.5268842167458628
8,4.5,12,4,MAM,27.677295,0.5236902305706892
9,4.5,12,4,MAM,27.741171,0.6089166286644825
10,4.5,12,4,MAM,27.72303433333333,0.5140421402736794
11,4.5,12,4,MAM,27.733228666666665,0.5892371315498859
12,4.5,12,4,MAM,27.744869666666666,0.5623431643826443
13,4.5,12,4,MAM,27.751445,0.5754346580258619
14,4.5,12,4,MAM,27.659243,0.45718217218034496
15,4.5,12,4,MAM,27.702934666666668,0.6197067864119539
16,4.5,12,4,MAM,27.892224666666667,0.5993739426947111
17,4.5,12,4,MAM,27.796050333333334,0.6072944327205749
18,4.5,12,4,MAM,27.793053999999998,0.5635187213834468
19,4.5,12,4,MAM,27.81643,0.5939115928482755
20,4.5,12,4,MAM,27.857789333333336,0.7108475623719531
21,4.5,12,4,MAM,27.840551666666666,0.4980929400350578
22,4.5,12,4,MAM,27.69219766666667,0.7681688209426424
23,4.5,12,4,MAM,27.77694766666667,0.5430178103909185
24,4.5,12,4,MAM,27.795258,0.5124140803337934
1,5.5,1,6,MJJ,27.863064666666666,0.2875565103154018
2,5.5,1,6,MJJ,27.902579,0.41329930895413974
3,5.5,1,6,MJJ,27.923485000000003,0.5086568842603437
4,5.5,1,6,MJJ,27.788022,0.44408679974758725
5,5.5,1,6,MJJ,27.885161333333333,0.5852958424395415
6,5.5,1,6,MJJ,28.010166,0.48125274301793053
7,5.5,1,6,MJJ,27.742448333333336,0.34069130711781503
8,5.5,1,6,MJJ,27.853414666666666,0.40803145773609173
9,5.5,1,6,MJJ,27.882971,0.45320145656103367
10,5.5,1,6,MJJ,27.79202466666667,0.6408215493016087
11,5.5,1,6,MJJ,28.026523,0.4375338405320685
12,5.5,1,6,MJJ,28.109957,0.3707009670148275
13,5.5,1,6,MJJ,27.955242,0.39936321121655327
14,5.5,1,6,MJJ,27.966998,0.37421656194069053
15,5.5,1,6,MJJ,28.037738666666666,0.2745618988740225
16,5.5,1,6,MJJ,28.009081,0.3774296456506899
17,5.5,1,6,MJJ,28.026099,0.46266993019551694
18,5.5,1,6,MJJ,27.879413,0.47102635974586265
19,5.5,1,6,MJJ,28.050541666666668,0.4096494231385054
20,5.5,1,6,MJJ,27.908201000000002,0.19335721512655119
21,5.5,1,6,MJJ,27.981346666666663,0.4783459680505757
22,5.5,1,6,MJJ,28.044002666666664,0.39384107553747194
23,5.5,1,6,MJJ,27.968077333333333,0.4797758391581601
24,5.5,1,6,MJJ,27.956695,0.42708796342586175
1,5.5,2,7,JJA,27.205592000000003,0.7774331756717237
2,5.5,2,7,JJA,27.227129666666666,0.4782125390516085
3,5.5,2,7,JJA,27.233236666666667,0.698354134174712
4,5.5,2,7,JJA,27.073767666666665,0.6197490831219532
5,5.5,2,7,JJA,27.411624,0.6017371130662083
6,5.5,2,7,JJA,27.535268666666664,0.8527898380326449
7,5.5,2,7,JJA,27.221018666666666,0.6754419481016098
8,5.5,2,7,JJA,27.405022666666664,0.6396727725788482
9,5.5,2,7,JJA,27.274321,0.5600680553265509
10,5.5,2,7,JJA,27.221560666666665,0.7281002704547126
11,5.5,2,7,JJA,27.314667333333333,0.4783435003236784
12,5.5,2,7,JJA,27.272350666666668,0.36093255917195605
13,5.5,2,7,JJA,27.103894,0.5221456746041379
14,5.5,2,7,JJA,27.244038,0.7696196289613798
15,5.5,2,7,JJA,27.298431666666666,0.5264744934833314
16,5.5,2,7,JJA,27.360272333333334,0.7498094505219547
17,5.5,2,7,JJA,27.197997,0.6511345181320698
18,5.5,2,7,JJA,27.136252666666667,0.6726551125098845
19,5.5,2,7,JJA,27.48952266666667,0.631779235358161
20,5.5,2,7,JJA,27.413789666666666,0.5954773585067819
21,5.5,2,7,JJA,27.234169333333334,0.5742775915581614
22,5.5,2,7,JJA,27.394202,0.5337087701200002
23,5.5,2,7,JJA,27.29782133333333,0.6485846104188508
24,5.5,2,7,JJA,27.474459333333336,0.6442651080340233
1,5.5,3,8,JAS,26.78024733333333,0.7191897947788506
2,5.5,3,8,JAS,26.622781,1.0160007678093081
3,5.5,3,8,JAS,26.816278333333333,1.1766421498626438
4,5.5,3,8,JAS,26.816561666666665,0.9619513928350565
5,5.5,3,8,JAS,26.851626333333336,1.0598356092171264
