L,MON,LDC_SST_CanESM5,LDC_SST_CanESM5_ONETWO,LDC_SST_CanESM5_THREE,LDC_SST_CanESM5_FOUR
2.5,0000 1 Dec 2000,299.5925,299.2096,299.2355,301.2007
3.5,0000 1 Dec 2000,300.1977,300.0745,300.02,301.5173
4.5,0000 1 Dec 2000,300.7554,300.0204,300.4443,301.9178
5.5,0000 1 Dec 2000,301.0237,299.2751,300.3747,302.2251
6.5,0000 1 Dec 2000,300.9719,298.2762,299.9184,302.3216
7.5,0000 1 Dec 2000,300.7124,297.4808,299.3891,302.297
8.5,0000 1 Dec 2000,300.4568,297.0247,299.0352,302.2685
9.5,0000 1 Dec 2000,300.3344,296.9682,298.9155,302.3408
10.5,0000 1 Dec 2000,300.3233,297.2582,298.988,302.405
1.5,0000 1 Jan 2001,299.7272,299.263,299.4746,300.9815
2.5,0000 1 Jan 2001,300.3508,300.1707,300.276,301.3564
3.5,0000 1 Jan 2001,300.8438,300.0531,300.5854,301.8253
4.5,0000 1 Jan 2001,301.0714,299.2463,300.4455,302.1493
5.5,0000 1 Jan 2001,300.9755,298.2015,299.9237,302.2821
6.5,0000 1 Jan 2001,300.7136,297.3725,299.3882,302.2701
7.5,0000 1 Jan 2001,300.476,296.886,299.0307,302.2712
8.5,0000 1 Jan 2001,300.3821,296.8333,298.9209,302.3652
9.5,0000 1 Jan 2001,300.4021,297.1445,299.0023,302.4618
10.5,0000 1 Jan 2001,300.4163,297.7173,299.1497,302.425
1.5,0000 1 Feb 2001,300.3257,300.3445,300.2611,301.2349
2.5,0000 1 Feb 2001,300.8497,300.1148,300.6275,301.7542
3.5,0000 1 Feb 2001,301.0648,299.2926,300.495,302.1256
4.5,0000 1 Feb 2001,300.9709,298.2529,300.0108,302.25
5.5,0000 1 Feb 2001,300.7249,297.4342,299.4772,302.2471
6.5,0000 1 Feb 2001,300.4914,296.9478,299.11,302.2494
7.5,0000 1 Feb 2001,300.3913,296.8562,298.9662,302.3409
8.5,0000 1 Feb 2001,300.4108,297.1359,299.0206,302.4437
9.5,0000 1 Feb 2001,300.4237,297.6905,299.1523,302.4279
10.5,0000 1 Feb 2001,300.351,298.4881,299.3433,302.2102
1.5,0000 1 Mar 2001,300.7468,300.0313,300.5401,301.6354
2.5,0000 1 Mar 2001,300.9936,299.2047,300.4081,302.0397
3.5,0000 1 Mar 2001,300.9604,298.1145,299.9843,302.2019
4.5,0000 1 Mar 2001,300.7248,297.293,299.4521,302.2247
5.5,0000 1 Mar 2001,300.5059,296.8202,299.1026,302.2416
6.5,0000 1 Mar 2001,300.4113,296.7491,298.9751,302.3334
7.5,0000 1 Mar 2001,300.4248,297.0614,299.0187,302.4398
8.5,0000 1 Mar 2001,300.4174,297.6191,299.1128,302.4235
9.5,0000 1 Mar 2001,300.3374,298.4167,299.2854,302.2132
10.5,0000 1 Mar 2001,300.3024,299.3771,299.595,301.9539
1.5,0000 1 Apr 2001,300.9557,299.4461,300.5569,301.8598
2.5,0000 1 Apr 2001,300.9508,298.2594,300.0722,302.1059
3.5,0000 1 Apr 2001,300.7455,297.3335,299.4886,302.1782
4.5,0000 1 Apr 2001,300.5168,296.8488,299.093,302.2079
5.5,0000 1 Apr 2001,300.4028,296.7614,298.9202,302.3101
6.5,0000 1 Apr 2001,300.3904,297.049,298.9336,302.4391
7.5,0000 1 Apr 2001,300.3982,297.5932,299.0331,302.4764
8.5,0000 1 Apr 2001,300.3447,298.4245,299.2378,302.3027
9.5,0000 1 Apr 2001,300.3268,299.4172,299.5685,302.0606
10.5,0000 1 Apr 2001,300.5268,300.3279,300.0705,301.9565
1.5,0000 1 May 2001,300.6771,297.8585,299.6971,301.8686
2.5,0000 1 May 2001,300.4498,297.1171,299.1208,301.9773
3.5,0000 1 May 2001,300.231,296.6248,298.7434,302.0359
4.5,0000 1 May 2001,300.1274,296.5904,298.629,302.119
5.5,0000 1 May 2001,300.1185,296.9475,298.6932,302.1995
6.5,0000 1 May 2001,300.089,297.5795,298.8091,302.1754
7.5,0000 1 May 2001,300,298.4076,298.9973,301.9633
8.5,0000 1 May 2001,300.0015,299.3701,299.3582,301.7114
9.5,0000 1 May 2001,300.226,300.2332,299.8566,301.6199
10.5,0000 1 May 2001,300.6859,300.647,300.4218,301.7963
1.5,0000 1 Jun 2001,300.4351,296.5414,299.1799,301.9781
2.5,0000 1 Jun 2001,300.1217,296.4274,298.6943,301.9927
3.5,0000 1 Jun 2001,299.9462,296.4852,298.445,302.041
4.5,0000 1 Jun 2001,299.9064,296.8283,298.4359,302.1081
5.5,0000 1 Jun 2001,299.8824,297.4137,298.5481,302.0643
6.5,0000 1 Jun 2001,299.8095,298.2696,298.785,301.8463
7.5,0000 1 Jun 2001,299.85,299.3179,299.2254,301.577
8.5,0000 1 Jun 2001,300.1368,300.3274,299.8414,301.4937
9.5,0000 1 Jun 2001,300.6833,300.836,300.5045,301.7196
10.5,0000 1 Jun 2001,301.1798,300.5561,300.8411,302.1051
1.5,0000 1 Jul 2001,300.2326,295.5621,298.6308,302.1034
2.5,0000 1 Jul 2001,300.0231,296.0135,298.45,302.1293
3.5,0000 1 Jul 2001,299.9474,296.5706,298.4686,302.1531
4.5,0000 1 Jul 2001,299.9037,297.2818,298.5987,302.0779
5.5,0000 1 Jul 2001,299.8533,298.1764,298.8365,301.8777
6.5,0000 1 Jul 2001,299.9038,299.2154,299.2626,301.6679
7.5,0000 1 Jul 2001,300.1953,300.2189,299.8864,301.6232
8.5,0000 1 Jul 2001,300.7419,300.7821,300.5579,301.8472
9.5,0000 1 Jul 2001,301.2752,300.5755,300.9358,302.2148
10.5,0000 1 Jul 2001,301.5489,299.7188,300.8531,302.5155
1.5,0000 1 Aug 2001,299.7569,295.467,298.1203,302.0329
2.5,0000 1 Aug 2001,299.6209,296.2184,298.1449,301.9614
3.5,0000 1 Aug 2001,299.5442,297.0097,298.2713,301.83
4.5,0000 1 Aug 2001,299.4898,297.935,298.5047,301.6134
5.5,0000 1 Aug 2001,299.5431,299.0002,298.9149,301.3975
6.5,0000 1 Aug 2001,299.834,300.0132,299.5355,301.347
7.5,0000 1 Aug 2001,300.425,300.6279,300.283,301.5711
8.5,0000 1 Aug 2001,301.025,300.4737,300.7324,301.9775
9.5,0000 1 Aug 2001,301.3651,299.6895,300.7001,302.3445
10.5,0000 1 Aug 2001,301.3073,298.6336,300.2188,302.5194
1.5,0000 1 Sep 2001,299.6575,295.3622,297.8995,302.1068
2.5,0000 1 Sep 2001,299.4982,296.467,298.0258,301.9465
3.5,0000 1 Sep 2001,299.3633,297.5739,298.2516,301.7121
4.5,0000 1 Sep 2001,299.385,298.7941,298.7406,301.4549
5.5,0000 1 Sep 2001,299.6972,299.9221,299.4833,301.3588
6.5,0000 1 Sep 2001,300.29,300.558,300.2806,301.5227
7.5,0000 1 Sep 2001,300.8702,300.3634,300.6636,301.8854
8.5,0000 1 Sep 2001,301.1658,299.5539,300.5481,302.213
9.5,0000 1 Sep 2001,301.1093,298.4841,300.037,302.3919
10.5,0000 1 Sep 2001,300.8613,297.5999,299.5119,302.4265
1.5,0000 1 Oct 2001,299.2754,295.9207,297.8029,301.7932
2.5,0000 1 Oct 2001,299.1214,297.2497,298.0328,301.5348
3.5,0000 1 Oct 2001,299.1395,298.5409,298.5069,301.2791
4.5,0000 1 Oct 2001,299.4385,299.6928,299.2032,301.1922
5.5,0000 1 Oct 2001,300.0234,300.3725,299.9958,301.3488
6.5,0000 1 Oct 2001,300.6111,300.2696,300.4089,301.7146
7.5,0000 1 Oct 2001,300.9558,299.5015,300.361,302.0608
8.5,0000 1 Oct 2001,300.9547,298.4405,299.9033,302.2798
9.5,0000 1 Oct 2001,300.7816,297.5498,299.439,302.3707
10.5,0000 1 Oct 2001,300.5941,297.0895,299.1639,302.4291
1.5,0000 1 Nov 2001,299.458,296.4823,298.1206,301.7947
2.5,0000 1 Nov 2001,299.3553,298.0693,298.5181,301.4894
3.5,0000 1 Nov 2001,299.5302,299.354,299.1337,301.3593
4.5,0000 1 Nov 2001,300.0031,300.0526,299.8427,301.4667
5.5,0000 1 Nov 2001,300.4859,299.9294,300.2225,301.7095
6.5,0000 1 Nov 2001,300.7705,299.165,300.1365,301.9701
7.5,0000 1 Nov 2001,300.78,298.1665,299.7072,302.1368
8.5,0000 1 Nov 2001,300.6516,297.3739,299.2917,302.2585
9.5,0000 1 Nov 2001,300.5409,296.9353,299.0628,302.3852
10.5,0000 1 Nov 2001,300.5378,296.9493,299.069,302.533
1.5,0000 1 Dec 2001,299.5403,297.8095,298.4926,301.7881
2.5,0000 1 Dec 2001,299.681,299.2872,299.1053,301.693
3.5,0000 1 Dec 2001,300.0391,300.0806,299.7862,301.7151
4.5,0000 1 Dec 2001,300.421,299.9556,300.1056,301.8456
5.5,0000 1 Dec 2001,300.6291,299.1183,299.9888,301.969
6.5,0000 1 Dec 2001,300.587,298.0471,299.5159,302.0385
7.5,0000 1 Dec 2001,300.4427,297.1958,299.0879,302.0856
8.5,0000 1 Dec 2001,300.3177,296.709,298.8249,302.1805
9.5,0000 1 Dec 2001,300.3062,296.7019,298.8177,302.3268
10.5,0000 1 Dec 2001,300.378,297.1099,298.976,302.4371
1.5,0000 1 Jan 2002,299.8054,299.3,299.269,301.675
2.5,0000 1 Jan 2002,300.0659,300.2475,299.8327,301.6868
3.5,0000 1 Jan 2002,300.3431,300.1822,300.056,301.7906
4.5,0000 1 Jan 2002,300.5105,299.2912,299.9201,301.8969
5.5,0000 1 Jan 2002,300.5072,298.1327,299.5291,301.9412
6.5,0000 1 Jan 2002,300.4021,297.1833,299.1333,301.9973
7.5,0000 1 Jan 2002,300.3249,296.6837,298.899,302.1254
8.5,0000 1 Jan 2002,300.3489,296.6836,298.8831,302.3182
9.5,0000 1 Jan 2002,300.4528,297.0755,299.0305,302.4727
10.5,0000 1 Jan 2002,300.5007,297.7246,299.2224,302.4461
1.5,0000 1 Feb 2002,300.669,300.2348,300.2616,302.188
2.5,0000 1 Feb 2002,301.0324,300.2961,300.577,302.3535
3.5,0000 1 Feb 2002,301.1565,299.5427,300.3827,302.4664
4.5,0000 1 Feb 2002,300.9709,298.4531,299.8294,302.4066
5.5,0000 1 Feb 2002,300.6383,297.4771,299.2144,302.3015
6.5,0000 1 Feb 2002,300.3227,296.8689,298.7903,302.235
7.5,0000 1 Feb 2002,300.1735,296.7532,298.6585,302.2519
8.5,0000 1 Feb 2002,300.1426,297.0261,298.739,302.2544
9.5,0000 1 Feb 2002,300.1058,297.5824,298.8668,302.1691
10.5,0000 1 Feb 2002,300.0267,298.379,299.0522,301.9481
1.5,0000 1 Mar 2002,301.2016,300.5368,300.756,302.4269
2.5,0000 1 Mar 2002,301.3572,299.7849,300.6459,302.5731
3.5,0000 1 Mar 2002,301.1636,298.6726,300.0685,302.5263
4.5,0000 1 Mar 2002,300.7423,297.6884,299.3394,302.3714
5.5,0000 1 Mar 2002,300.3529,297.0813,298.8286,302.2632
6.5,0000 1 Mar 2002,300.1405,296.9131,298.6216,302.2343
7.5,0000 1 Mar 2002,300.064,297.1396,298.6606,302.2303
8.5,0000 1 Mar 2002,299.9975,297.6408,298.7779,302.1115
9.5,0000 1 Mar 2002,299.908,298.4467,298.994,301.8729
10.5,0000 1 Mar 2002,299.9511,299.427,299.391,301.6377
1.5,0000 1 Apr 2002,301.2795,299.8044,300.6166,302.3963
2.5,0000 1 Apr 2002,301.0883,298.7052,300.0291,302.3804
3.5,0000 1 Apr 2002,300.6903,297.6678,299.2842,302.3041
4.5,0000 1 Apr 2002,300.2998,297.0274,298.7675,302.2288
5.5,0000 1 Apr 2002,300.0584,296.8758,298.5623,302.2098
6.5,0000 1 Apr 2002,299.971,297.1478,298.6201,302.1869
7.5,0000 1 Apr 2002,299.92,297.702,298.7589,302.0909
8.5,0000 1 Apr 2002,299.8651,298.4616,298.9556,301.8819
9.5,0000 1 Apr 2002,299.9106,299.4014,299.319,301.6686
10.5,0000 1 Apr 2002,300.1969,300.2976,299.8701,301.6345
1.5,0000 1 May 2002,301.1315,298.373,299.9774,302.5544
2.5,0000 1 May 2002,300.7936,297.7464,299.3826,302.5
3.5,0000 1 May 2002,300.487,297.2423,298.9657,302.4602
4.5,0000 1 May 2002,300.3467,297.0837,298.8209,302.5088
5.5,0000 1 May 2002,300.3464,297.2964,298.9009,302.5615
6.5,0000 1 May 2002,300.3371,297.8338,299.0634,302.4705
7.5,0000 1 May 2002,300.2421,298.6599,299.285,302.1888
8.5,0000 1 May 2002,300.2086,299.638,299.6458,301.8521
9.5,0000 1 May 2002,300.4348,300.4961,300.1559,301.7119
10.5,0000 1 May 2002,300.9156,300.8574,300.7368,301.8568
1.5,0000 1 Jun 2002,300.8782,297.576,299.5551,302.518
2.5,0000 1 Jun 2002,300.4899,297.3249,299.0719,302.446
3.5,0000 1 Jun 2002,300.3464,297.2167,298.8984,302.4976
4.5,0000 1 Jun 2002,300.3639,297.4267,298.9758,302.5484
5.5,0000 1 Jun 2002,300.4083,297.9629,299.164,302.4902
6.5,0000 1 Jun 2002,300.3805,298.7502,299.4175,302.2666
7.5,0000 1 Jun 2002,300.4246,299.6989,299.8155,302.0105
8.5,0000 1 Jun 2002,300.6685,300.574,300.3446,301.9047
9.5,0000 1 Jun 2002,301.1502,301.0126,300.9643,302.0158
10.5,0000 1 Jun 2002,301.5909,300.634,301.2449,302.2745
1.5,0000 1 Jul 2002,300.6297,296.25,299.0287,302.5182
2.5,0000 1 Jul 2002,300.4157,296.62,298.8314,302.5576
3.5,0000 1 Jul 2002,300.356,297.0671,298.8858,302.5795
4.5,0000 1 Jul 2002,300.3261,297.6639,299.0152,302.4887
5.5,0000 1 Jul 2002,300.2342,298.4686,299.226,302.2176
6.5,0000 1 Jul 2002,300.2464,299.4524,299.6178,301.9251
7.5,0000 1 Jul 2002,300.4822,300.4195,300.1948,301.7873
8.5,0000 1 Jul 2002,300.9454,300.9042,300.7937,301.9079
9.5,0000 1 Jul 2002,301.3677,300.5634,301.0389,302.194
10.5,0000 1 Jul 2002,301.5464,299.5949,300.8355,302.4588
1.5,0000 1 Aug 2002,300.2661,295.6592,298.4915,302.5135
2.5,0000 1 Aug 2002,300.0438,296.3879,298.4599,302.4509
3.5,0000 1 Aug 2002,299.9148,297.1528,298.5647,302.2552
4.5,0000 1 Aug 2002,299.7943,298.0952,298.7983,301.9142
5.5,0000 1 Aug 2002,299.8159,299.1796,299.2545,301.5735
6.5,0000 1 Aug 2002,300.1283,300.1801,299.9444,301.4566
7.5,0000 1 Aug 2002,300.6989,300.6824,300.6458,301.6514
8.5,0000 1 Aug 2002,301.1975,300.4016,300.955,302.0195
9.5,0000 1 Aug 2002,301.4012,299.5274,300.7633,302.3266
10.5,0000 1 Aug 2002,301.246,298.4336,300.1905,302.4554
1.5,0000 1 Sep 2002,300.5018,295.6289,298.6388,302.6645
2.5,0000 1 Sep 2002,300.2963,296.671,298.6801,302.5384
3.5,0000 1 Sep 2002,300.1106,297.7216,298.8507,302.2523
4.5,0000 1 Sep 2002,300.0247,298.9046,299.2354,301.8997
5.5,0000 1 Sep 2002,300.2042,299.9969,299.8174,301.7101
6.5,0000 1 Sep 2002,300.6696,300.5686,300.4785,301.7865
7.5,0000 1 Sep 2002,301.1878,300.2555,300.8115,302.0965
8.5,0000 1 Sep 2002,301.4346,299.329,300.6643,302.3784
9.5,0000 1 Sep 2002,301.3081,298.2239,300.1106,302.5083
10.5,0000 1 Sep 2002,300.9618,297.3747,299.5048,302.4919
1.5,0000 1 Oct 2002,300.6264,296.3163,298.9507,302.7202
2.5,0000 1 Oct 2002,300.3527,297.5878,299.0549,302.4126
3.5,0000 1 Oct 2002,300.1378,298.7788,299.2805,301.9908
4.5,0000 1 Oct 2002,300.1858,299.8439,299.7302,301.7086
5.5,0000 1 Oct 2002,300.5089,300.3299,300.246,301.6911
6.5,0000 1 Oct 2002,300.8628,299.9679,300.448,301.8892
7.5,0000 1 Oct 2002,300.9904,298.9799,300.222,302.087
8.5,0000 1 Oct 2002,300.8745,297.8289,299.6964,302.2004
9.5,0000 1 Oct 2002,300.6364,296.9667,299.2048,302.2264
10.5,0000 1 Oct 2002,300.4325,296.5085,298.8811,302.2769
1.5,0000 1 Nov 2002,300.9303,297.5264,299.568,302.5323
2.5,0000 1 Nov 2002,300.5987,298.7755,299.6927,302.1137
3.5,0000 1 Nov 2002,300.4608,299.7918,299.9429,301.8185
4.5,0000 1 Nov 2002,300.6066,300.2179,300.2818,301.7511
5.5,0000 1 Nov 2002,300.8266,299.7386,300.3602,301.86
6.5,0000 1 Nov 2002,300.8825,298.6272,300.0613,301.9934
7.5,0000 1 Nov 2002,300.6975,297.398,299.4665,302.0424
8.5,0000 1 Nov 2002,300.4202,296.5219,298.9196,302.0387
9.5,0000 1 Nov 2002,300.1868,296.0805,298.5781,302.043
10.5,0000 1 Nov 2002,300.0764,296.1093,298.4898,302.0901
1.5,0000 1 Dec 2002,300.9973,298.5762,299.9626,302.3556
2.5,0000 1 Dec 2002,300.8969,299.7757,300.2542,302.1596
3.5,0000 1 Dec 2002,300.9558,300.2373,300.541,302.0642
4.5,0000 1 Dec 2002,301.0178,299.7761,300.465,302.0721
5.5,0000 1 Dec 2002,300.9104,298.6017,299.9794,302.0876
6.5,0000 1 Dec 2002,300.6067,297.2807,299.2287,302.079
7.5,0000 1 Dec 2002,300.2437,296.2273,298.5744,302.0367
8.5,0000 1 Dec 2002,299.9575,295.6566,298.1737,302.0086
9.5,0000 1 Dec 2002,299.8064,295.6357,298.0656,302.0035
10.5,0000 1 Dec 2002,299.7386,296.1239,298.1459,301.9946
1.5,0000 1 Jan 2003,300.981,299.6896,300.2943,302.148
2.5,0000 1 Jan 2003,300.9104,300.2837,300.5057,302.0015
3.5,0000 1 Jan 2003,300.8763,299.7931,300.3553,301.9713
4.5,0000 1 Jan 2003,300.7495,298.509,299.8396,301.9547
5.5,0000 1 Jan 2003,300.4553,297.0622,299.0752,301.9064
6.5,0000 1 Jan 2003,300.0901,296.0111,298.4155,301.8408
7.5,0000 1 Jan 2003,299.7959,295.4703,298.0326,301.8068
8.5,0000 1 Jan 2003,299.6271,295.4629,297.9264,301.7952
9.5,0000 1 Jan 2003,299.537,295.933,297.9793,301.7594
10.5,0000 1 Jan 2003,299.4292,296.7064,298.0717,301.663
1.5,0000 1 Feb 2003,300.778,300.0181,300.3762,301.9606
2.5,0000 1 Feb 2003,300.7401,299.6763,300.2902,301.8965
3.5,0000 1 Feb 2003,300.5995,298.4085,299.7639,301.8843
4.5,0000 1 Feb 2003,300.331,296.9913,299.0252,301.838
5.5,0000 1 Feb 2003,300.0269,295.9329,298.4285,301.7699
6.5,0000 1 Feb 2003,299.7662,295.4034,298.0703,301.7252
7.5,0000 1 Feb 2003,299.6005,295.4361,297.9641,301.7021
8.5,0000 1 Feb 2003,299.4941,295.9426,298.0035,301.6714
9.5,0000 1 Feb 2003,299.3904,296.7404,298.1044,301.5887
10.5,0000 1 Feb 2003,299.3043,297.7707,298.3043,301.4318
1.5,0000 1 Mar 2003,300.9753,299.7922,300.5959,302.0265
2.5,0000 1 Mar 2003,300.8143,298.774,300.1054,301.9836
3.5,0000 1 Mar 2003,300.4991,297.4529,299.3083,301.9483
4.5,0000 1 Mar 2003,300.1502,296.4069,298.6326,301.8897
5.5,0000 1 Mar 2003,299.8802,295.7804,298.2367,301.8397
6.5,0000 1 Mar 2003,299.7199,295.695,298.1022,301.8082
7.5,0000 1 Mar 2003,299.6175,296.0828,298.1143,301.7548
8.5,0000 1 Mar 2003,299.4755,296.7941,298.1638,301.6314
9.5,0000 1 Mar 2003,299.3201,297.7865,298.3347,301.4142
10.5,0000 1 Mar 2003,299.3134,298.9066,298.7189,301.2166
1.5,0000 1 Apr 2003,300.7635,298.6513,300.0201,302.1285
2.5,0000 1 Apr 2003,300.4625,297.5544,299.2989,302.0772
3.5,0000 1 Apr 2003,300.1396,296.5414,298.651,301.9912
4.5,0000 1 Apr 2003,299.8668,295.9142,298.2458,301.9259
5.5,0000 1 Apr 2003,299.7296,295.8031,298.1332,301.8951
6.5,0000 1 Apr 2003,299.6715,296.164,298.1914,301.8609
7.5,0000 1 Apr 2003,299.5994,296.8885,298.3126,301.7639
8.5,0000 1 Apr 2003,299.5226,297.874,298.5444,301.5679
9.5,0000 1 Apr 2003,299.5728,299.0236,298.9823,301.3936
10.5,0000 1 Apr 2003,299.9008,300.0779,299.6544,301.3936
1.5,0000 1 May 2003,300.3525,297.076,299.0231,302.0484
2.5,0000 1 May 2003,299.9772,296.476,298.3889,301.9332
3.5,0000 1 May 2003,299.7026,295.9372,298.0312,301.8353
4.5,0000 1 May 2003,299.5496,295.8491,297.9703,301.7603
5.5,0000 1 May 2003,299.493,296.1893,298.0693,301.6989
6.5,0000 1 May 2003,299.4006,296.8925,298.1815,301.5789
7.5,0000 1 May 2003,299.2851,297.8399,298.3657,301.3728
8.5,0000 1 May 2003,299.3257,298.9738,298.7908,301.188
9.5,0000 1 May 2003,299.6399,300.029,299.4145,301.1876
10.5,0000 1 May 2003,300.216,300.6154,300.1292,301.455
1.5,0000 1 Jun 2003,299.9737,295.9683,298.4345,301.9143
2.5,0000 1 Jun 2003,299.5928,295.8871,298.0217,301.7233
3.5,0000 1 Jun 2003,299.3389,295.9142,297.821,301.5853
4.5,0000 1 Jun 2003,299.2419,296.2383,297.8568,301.4674
5.5,0000 1 Jun 2003,299.1425,296.8498,297.9709,301.299
6.5,0000 1 Jun 2003,299.0546,297.7831,298.2086,301.0526
7.5,0000 1 Jun 2003,299.1215,298.9278,298.6668,300.8612
8.5,0000 1 Jun 2003,299.463,299.9863,299.3145,300.8885
9.5,0000 1 Jun 2003,300.0392,300.5179,300.0257,301.2028
10.5,0000 1 Jun 2003,300.5769,300.2087,300.3751,301.667
1.5,0000 1 Jul 2003,300.0977,295.8235,298.5932,302.0465
2.5,0000 1 Jul 2003,299.7752,296.1747,298.3087,301.9382
3.5,0000 1 Jul 2003,299.606,296.6325,298.2262,301.8374
4.5,0000 1 Jul 2003,299.4658,297.2423,298.2613,301.6451
5.5,0000 1 Jul 2003,299.3381,298.0824,298.4473,301.3405
6.5,0000 1 Jul 2003,299.3856,299.0803,298.8701,301.0915
7.5,0000 1 Jul 2003,299.6972,300.0408,299.5086,301.0839
8.5,0000 1 Jul 2003,300.2569,300.5651,300.1863,301.388
9.5,0000 1 Jul 2003,300.7751,300.3462,300.5457,301.819
10.5,0000 1 Jul 2003,301.0301,299.519,300.4538,302.1284
1.5,0000 1 Aug 2003,299.8389,295.4323,298.329,301.9299
2.5,0000 1 Aug 2003,299.6381,296.2191,298.213,301.7968
3.5,0000 1 Aug 2003,299.4656,296.9951,298.2237,301.5956
4.5,0000 1 Aug 2003,299.3309,297.9198,298.4062,301.3175
5.5,0000 1 Aug 2003,299.3594,298.9632,298.7985,301.1061
6.5,0000 1 Aug 2003,299.6566,299.9457,299.3643,301.1405
7.5,0000 1 Aug 2003,300.1988,300.4538,300.0117,301.4619
8.5,0000 1 Aug 2003,300.7533,300.1978,300.4213,301.9225
9.5,0000 1 Aug 2003,301.072,299.3599,300.4337,302.2526
10.5,0000 1 Aug 2003,301.0634,298.3526,300.042,302.3901
1.5,0000 1 Sep 2003,299.7375,295.7909,298.218,301.9533
2.5,0000 1 Sep 2003,299.5718,296.7214,298.2183,301.8083
3.5,0000 1 Sep 2003,299.4453,297.713,298.396,301.5565
4.5,0000 1 Sep 2003,299.4657,298.8513,298.8415,301.3091
5.5,0000 1 Sep 2003,299.7755,299.9093,299.5042,301.2708
6.5,0000 1 Sep 2003,300.324,300.5289,300.2158,301.5246
7.5,0000 1 Sep 2003,300.8829,300.3013,300.595,301.9591
8.5,0000 1 Sep 2003,301.1726,299.4752,300.5293,302.3046
9.5,0000 1 Sep 2003,301.1411,298.3996,300.0756,302.4696
10.5,0000 1 Sep 2003,300.8893,297.5714,299.5519,302.4827
1.5,0000 1 Oct 2003,299.8679,296.2348,298.2794,302.078
2.5,0000 1 Oct 2003,299.5984,297.4601,298.3751,301.803
3.5,0000 1 Oct 2003,299.4894,298.7263,298.7743,301.4804
4.5,0000 1 Oct 2003,299.723,299.8636,299.4366,301.3443
5.5,0000 1 Oct 2003,300.264,300.4373,300.1575,301.5098
6.5,0000 1 Oct 2003,300.7894,300.1623,300.4912,301.8592
7.5,0000 1 Oct 2003,301.0599,299.2688,300.3781,302.1853
8.5,0000 1 Oct 2003,301.0052,298.2312,299.9209,302.3565
9.5,0000 1 Oct 2003,300.804,297.4016,299.4655,302.3997
10.5,0000 1 Oct 2003,300.6137,296.9635,299.2054,302.4232
1.5,0000 1 Nov 2003,300.0415,297.3173,298.7871,302.1237
2.5,0000 1 Nov 2003,299.9057,298.6858,299.064,301.8593
3.5,0000 1 Nov 2003,300.0787,299.8436,299.613,301.7358
4.5,0000 1 Nov 2003,300.5754,300.4356,300.2926,301.8936
5.5,0000 1 Nov 2003,301.1115,300.189,300.6731,302.2169
6.5,0000 1 Nov 2003,301.3721,299.3717,300.5883,302.4963
7.5,0000 1 Nov 2003,301.2766,298.3649,300.1081,302.5908
8.5,0000 1 Nov 2003,300.9955,297.5564,299.6015,302.5579
9.5,0000 1 Nov 2003,300.7558,297.0893,299.2699,302.5532
10.5,0000 1 Nov 2003,300.653,296.9983,299.1591,302.6385
1.5,0000 1 Dec 2003,300.2952,298.5627,299.409,302.0883
2.5,0000 1 Dec 2003,300.4235,299.8901,299.8763,301.9825
3.5,0000 1 Dec 2003,300.7847,300.5132,300.3882,302.1192
4.5,0000 1 Dec 2003,301.1717,300.1881,300.6475,302.3737
5.5,0000 1 Dec 2003,301.3426,299.237,300.5146,302.5506
6.5,0000 1 Dec 2003,301.2125,298.1093,300.0174,302.5859
7.5,0000 1 Dec 2003,300.9076,297.2627,299.4601,302.5253
8.5,0000 1 Dec 2003,300.6323,296.7915,299.0811,302.4985
9.5,0000 1 Dec 2003,300.5089,296.7422,298.9669,302.5225
10.5,0000 1 Dec 2003,300.5368,297.041,299.0656,302.5749
1.5,0000 1 Jan 2004,300.3128,299.4237,299.7256,301.9672
2.5,0000 1 Jan 2004,300.6803,300.1549,300.2701,302.1243
3.5,0000 1 Jan 2004,301.0422,299.9856,300.5515,302.3423
4.5,0000 1 Jan 2004,301.1995,299.1777,300.4149,302.4699
5.5,0000 1 Jan 2004,301.0579,298.1182,299.901,302.4515
6.5,0000 1 Jan 2004,300.7596,297.2243,299.322,302.3728
7.5,0000 1 Jan 2004,300.4992,296.6919,298.9482,302.339
8.5,0000 1 Jan 2004,300.3942,296.5984,298.8438,302.4006
9.5,0000 1 Jan 2004,300.4288,296.9376,298.9695,302.4765
10.5,0000 1 Jan 2004,300.4468,297.5475,299.131,302.4315
1.5,0000 1 Feb 2004,300.748,300.3747,300.5506,301.9662
2.5,0000 1 Feb 2004,301.0804,300.1317,300.7079,302.1563
3.5,0000 1 Feb 2004,301.1597,299.1878,300.3859,302.3384
4.5,0000 1 Feb 2004,300.9886,297.9979,299.8001,302.3599
5.5,0000 1 Feb 2004,300.6925,297.0613,299.2206,302.309
6.5,0000 1 Feb 2004,300.3947,296.4941,298.801,302.2776
7.5,0000 1 Feb 2004,300.2427,296.3728,298.6428,302.3223
8.5,0000 1 Feb 2004,300.2307,296.6877,298.7335,302.3813
9.5,0000 1 Feb 2004,300.2448,297.3167,298.9201,302.3259
10.5,0000 1 Feb 2004,300.2148,298.1986,299.1623,302.1425
1.5,0000 1 Mar 2004,301.1617,299.9328,300.8489,302.2418
2.5,0000 1 Mar 2004,301.3599,299.1692,300.653,302.4649
3.5,0000 1 Mar 2004,301.2388,298.1041,300.0822,302.5155
4.5,0000 1 Mar 2004,300.9445,297.2743,299.4784,302.4844
