L,MON,LDC_SST_CanESM5,LDC_SST_CanESM5_ONETWO,LDC_SST_CanESM5_THREE,LDC_SST_CanESM5_FOUR
6.5,0000 1 Oct 2013,301.3451,300.6654,301.0301,302.3655
7.5,0000 1 Oct 2013,301.5844,299.8884,300.9016,302.6263
8.5,0000 1 Oct 2013,301.492,298.8083,300.4069,302.7167
9.5,0000 1 Oct 2013,301.1946,297.8797,299.8461,302.6964
10.5,0000 1 Oct 2013,300.8905,297.3299,299.4441,302.6765
1.5,0000 1 Nov 2013,299.7704,296.9454,298.6275,301.8066
2.5,0000 1 Nov 2013,299.7855,298.4536,299.0445,301.6439
3.5,0000 1 Nov 2013,300.0124,299.6819,299.6327,301.607
4.5,0000 1 Nov 2013,300.476,300.3773,300.2769,301.791
5.5,0000 1 Nov 2013,300.9405,300.2737,300.6071,302.0917
6.5,0000 1 Nov 2013,301.1911,299.5096,300.51,302.3521
7.5,0000 1 Nov 2013,301.1523,298.4991,300.0975,302.462
8.5,0000 1 Nov 2013,300.9415,297.6734,299.6533,302.4828
9.5,0000 1 Nov 2013,300.7368,297.2345,299.3527,302.5165
10.5,0000 1 Nov 2013,300.6584,297.2047,299.2742,302.6167
1.5,0000 1 Dec 2013,299.8278,298.1857,298.8908,301.77
2.5,0000 1 Dec 2013,299.8841,299.4742,299.3869,301.6806
3.5,0000 1 Dec 2013,300.177,300.1353,299.9144,301.7589
4.5,0000 1 Dec 2013,300.4927,299.9529,300.1542,301.9178
5.5,0000 1 Dec 2013,300.6999,299.1746,300.0548,302.0561
6.5,0000 1 Dec 2013,300.7007,298.1571,299.6797,302.1303
7.5,0000 1 Dec 2013,300.584,297.3905,299.308,302.174
8.5,0000 1 Dec 2013,300.4659,296.9835,299.0735,302.2509
9.5,0000 1 Dec 2013,300.4339,297.003,299.0568,302.3647
10.5,0000 1 Dec 2013,300.4912,297.3273,299.1898,302.4747
1.5,0000 1 Jan 2014,299.9978,299.4948,299.6174,301.568
2.5,0000 1 Jan 2014,300.3526,300.3264,300.1891,301.741
3.5,0000 1 Jan 2014,300.7048,300.162,300.432,302.0029
4.5,0000 1 Jan 2014,300.8939,299.3564,300.3225,302.1859
5.5,0000 1 Jan 2014,300.8591,298.3267,299.9083,302.2661
6.5,0000 1 Jan 2014,300.6795,297.5229,299.4492,302.2603
7.5,0000 1 Jan 2014,300.4919,297.0958,299.1402,302.2546
8.5,0000 1 Jan 2014,300.394,297.0381,299.0351,302.3287
9.5,0000 1 Jan 2014,300.4127,297.3409,299.1402,302.3989
10.5,0000 1 Jan 2014,300.4361,297.9031,299.3119,302.375
1.5,0000 1 Feb 2014,300.2948,300.4711,300.1859,301.7659
2.5,0000 1 Feb 2014,300.7702,300.518,300.5978,302.0497
3.5,0000 1 Feb 2014,300.9804,299.7813,300.4958,302.2415
4.5,0000 1 Feb 2014,300.906,298.7271,300.0195,302.2816
5.5,0000 1 Feb 2014,300.6824,297.7859,299.4964,302.2507
6.5,0000 1 Feb 2014,300.4675,297.2407,299.1457,302.2231
7.5,0000 1 Feb 2014,300.3787,297.1319,299.0436,302.2755
8.5,0000 1 Feb 2014,300.4089,297.4272,299.1471,302.3385
9.5,0000 1 Feb 2014,300.4537,297.9677,299.3238,302.3141
10.5,0000 1 Feb 2014,300.4571,298.7372,299.5558,302.1481
1.5,0000 1 Mar 2014,300.5559,300.5941,300.5107,302.0711
2.5,0000 1 Mar 2014,300.7824,299.9503,300.4272,302.2254
3.5,0000 1 Mar 2014,300.7128,298.8545,299.9469,302.2301
4.5,0000 1 Mar 2014,300.5176,297.8545,299.4126,302.1705
5.5,0000 1 Mar 2014,300.3461,297.2755,299.0383,302.1541
6.5,0000 1 Mar 2014,300.2912,297.1527,298.9398,302.2072
7.5,0000 1 Mar 2014,300.3267,297.4025,299.0418,302.2669
8.5,0000 1 Mar 2014,300.3511,297.9088,299.2046,302.2543
9.5,0000 1 Mar 2014,300.3621,298.6783,299.4528,302.1075
10.5,0000 1 Mar 2014,300.4611,299.6419,299.8489,301.9563
1.5,0000 1 Apr 2014,300.9258,299.382,300.4534,302.2771
2.5,0000 1 Apr 2014,300.755,298.6179,299.9268,302.2706
3.5,0000 1 Apr 2014,300.4805,297.7547,299.3547,302.1945
4.5,0000 1 Apr 2014,300.2784,297.2061,298.9741,302.1428
5.5,0000 1 Apr 2014,300.2244,297.1097,298.8881,302.1782
6.5,0000 1 Apr 2014,300.2763,297.3505,299.0208,302.2284
7.5,0000 1 Apr 2014,300.3275,297.8708,299.2014,302.2253
8.5,0000 1 Apr 2014,300.3515,298.6756,299.4506,302.087
9.5,0000 1 Apr 2014,300.4689,299.6558,299.8654,301.9469
10.5,0000 1 Apr 2014,300.8238,300.618,300.5201,301.9578
1.5,0000 1 May 2014,300.9885,298.4212,300.2144,302.4379
2.5,0000 1 May 2014,300.6468,297.87,299.6405,302.3006
3.5,0000 1 May 2014,300.3899,297.4319,299.2237,302.2089
4.5,0000 1 May 2014,300.2997,297.34,299.0871,302.2222
5.5,0000 1 May 2014,300.3251,297.5829,299.169,302.2477
6.5,0000 1 May 2014,300.3495,298.0775,299.3098,302.2188
7.5,0000 1 May 2014,300.3778,298.8147,299.5396,302.0783
8.5,0000 1 May 2014,300.5138,299.7445,299.9268,301.9653
9.5,0000 1 May 2014,300.8762,300.6539,300.508,302.0189
10.5,0000 1 May 2014,301.3958,301.2004,301.1402,302.2746
1.5,0000 1 Jun 2014,300.7877,298.0031,299.8793,302.3403
2.5,0000 1 Jun 2014,300.5025,297.6391,299.4382,302.2544
3.5,0000 1 Jun 2014,300.4652,297.5082,299.2923,302.3275
4.5,0000 1 Jun 2014,300.5669,297.7308,299.3855,302.444
5.5,0000 1 Jun 2014,300.6508,298.2291,299.5448,302.4609
6.5,0000 1 Jun 2014,300.6471,298.9825,299.7547,302.3164
7.5,0000 1 Jun 2014,300.7067,299.8968,300.096,302.1395
8.5,0000 1 Jun 2014,300.9816,300.788,300.6152,302.1364
9.5,0000 1 Jun 2014,301.4839,301.2823,301.2268,302.3472
10.5,0000 1 Jun 2014,301.9594,301.0303,301.5894,302.6877
1.5,0000 1 Jul 2014,300.634,297.404,299.5464,302.2756
2.5,0000 1 Jul 2014,300.571,297.4611,299.3615,302.3714
3.5,0000 1 Jul 2014,300.6777,297.7128,299.4363,302.5323
4.5,0000 1 Jul 2014,300.7723,298.2093,299.6008,302.578
5.5,0000 1 Jul 2014,300.7963,298.946,299.8291,302.4486
6.5,0000 1 Jul 2014,300.8574,299.8871,300.1961,302.2733
7.5,0000 1 Jul 2014,301.1149,300.7793,300.7333,302.2389
8.5,0000 1 Jul 2014,301.55,301.2878,301.314,302.3972
9.5,0000 1 Jul 2014,301.9643,300.9703,301.5799,302.6578
10.5,0000 1 Jul 2014,302.084,300.0439,301.3453,302.8518
1.5,0000 1 Aug 2014,300.3444,296.8488,299.106,302.2925
2.5,0000 1 Aug 2014,300.4454,297.3512,299.1869,302.4138
3.5,0000 1 Aug 2014,300.5509,297.9427,299.3703,302.4551
4.5,0000 1 Aug 2014,300.5887,298.7468,299.6082,302.3488
5.5,0000 1 Aug 2014,300.6502,299.7464,299.9766,302.1944
6.5,0000 1 Aug 2014,300.9338,300.6987,300.5457,302.1862
7.5,0000 1 Aug 2014,301.4266,301.2537,301.2008,302.3661
8.5,0000 1 Aug 2014,301.9042,301.0293,301.5657,302.659
9.5,0000 1 Aug 2014,302.0948,300.1876,301.424,302.8842
10.5,0000 1 Aug 2014,301.9227,299.0648,300.8416,302.9322
1.5,0000 1 Sep 2014,300.0846,296.7231,298.7155,302.1911
2.5,0000 1 Sep 2014,300.0516,297.5021,298.8553,302.1489
3.5,0000 1 Sep 2014,300.0739,298.3663,299.1195,302.0408
4.5,0000 1 Sep 2014,300.2056,299.429,299.605,301.9006
5.5,0000 1 Sep 2014,300.5881,300.4682,300.2993,301.9204
6.5,0000 1 Sep 2014,301.1906,301.054,301.0216,302.2066
7.5,0000 1 Sep 2014,301.7021,300.8968,301.3865,302.5802
8.5,0000 1 Sep 2014,301.9124,300.0802,301.2399,302.8329
9.5,0000 1 Sep 2014,301.7221,298.9865,300.6621,302.8361
10.5,0000 1 Sep 2014,301.3142,298.029,299.9681,302.7255
1.5,0000 1 Oct 2014,300.2789,297.0038,298.9528,302.3492
2.5,0000 1 Oct 2014,300.2652,298.1083,299.2146,302.2407
3.5,0000 1 Oct 2014,300.3321,299.2496,299.625,302.0988
4.5,0000 1 Oct 2014,300.6036,300.3179,300.236,302.0698
5.5,0000 1 Oct 2014,301.0959,300.9348,300.8996,302.2485
6.5,0000 1 Oct 2014,301.558,300.7957,301.2416,302.5309
7.5,0000 1 Oct 2014,301.7589,300.0042,301.0836,302.757
8.5,0000 1 Oct 2014,301.6075,298.9022,300.5382,302.7938
9.5,0000 1 Oct 2014,301.2377,297.9609,299.9102,302.7003
10.5,0000 1 Oct 2014,300.8853,297.4061,299.4692,302.6194
1.5,0000 1 Nov 2014,300.5389,297.6238,299.3605,302.438
2.5,0000 1 Nov 2014,300.5532,298.9642,299.7393,302.2498
3.5,0000 1 Nov 2014,300.7529,300.1491,300.2719,302.1855
4.5,0000 1 Nov 2014,301.1505,300.7731,300.8319,302.3324
5.5,0000 1 Nov 2014,301.5466,300.5153,301.1011,302.58
6.5,0000 1 Nov 2014,301.7206,299.6365,300.9429,302.756
7.5,0000 1 Nov 2014,301.5661,298.534,300.4045,302.7729
8.5,0000 1 Nov 2014,301.1968,297.6865,299.7814,302.6785
9.5,0000 1 Nov 2014,300.8164,297.1789,299.3276,302.5835
10.5,0000 1 Nov 2014,300.5934,297.0867,299.1582,302.5647
1.5,0000 1 Dec 2014,300.6841,298.7509,299.79,302.3528
2.5,0000 1 Dec 2014,300.8372,300.017,300.2948,302.2772
3.5,0000 1 Dec 2014,301.1921,300.7081,300.8386,302.3871
4.5,0000 1 Dec 2014,301.5496,300.4679,301.0712,302.6015
5.5,0000 1 Dec 2014,301.7017,299.5871,300.8874,302.7478
6.5,0000 1 Dec 2014,301.545,298.4521,300.3283,302.7622
7.5,0000 1 Dec 2014,301.198,297.5872,299.7316,302.6775
8.5,0000 1 Dec 2014,300.8552,297.0997,299.3001,302.6055
9.5,0000 1 Dec 2014,300.6602,297.0153,299.1367,302.6179
10.5,0000 1 Dec 2014,300.6286,297.3093,299.2171,302.6667
1.5,0000 1 Jan 2015,300.7991,299.602,300.2571,302.145
2.5,0000 1 Jan 2015,301.1041,300.3978,300.7039,302.2707
3.5,0000 1 Jan 2015,301.3928,300.2726,300.8652,302.4905
4.5,0000 1 Jan 2015,301.4697,299.4354,300.6693,302.6067
5.5,0000 1 Jan 2015,301.2922,298.3743,300.16,302.5972
6.5,0000 1 Jan 2015,300.9667,297.5038,299.6046,302.5117
7.5,0000 1 Jan 2015,300.665,296.9913,299.1983,302.4447
8.5,0000 1 Jan 2015,300.5103,296.8953,299.0655,302.4582
9.5,0000 1 Jan 2015,300.5135,297.1975,299.1542,302.5182
10.5,0000 1 Jan 2015,300.5371,297.7872,299.3111,302.5036
1.5,0000 1 Feb 2015,301.2795,300.556,300.8949,302.4172
2.5,0000 1 Feb 2015,301.694,300.6846,301.2292,302.6992
3.5,0000 1 Feb 2015,301.8223,299.9729,301.0809,302.8817
4.5,0000 1 Feb 2015,301.6264,298.8913,300.5482,302.8461
5.5,0000 1 Feb 2015,301.2308,297.9722,299.8976,302.6907
6.5,0000 1 Feb 2015,300.8449,297.3807,299.3866,302.5767
7.5,0000 1 Feb 2015,300.6404,297.184,299.1721,302.5933
8.5,0000 1 Feb 2015,300.6208,297.3852,299.2462,302.6558
9.5,0000 1 Feb 2015,300.6577,297.8747,299.4277,302.6479
10.5,0000 1 Feb 2015,300.6752,298.6971,299.6947,302.4747
1.5,0000 1 Mar 2015,301.6423,300.6258,301.1335,302.8326
2.5,0000 1 Mar 2015,301.8952,300.1465,301.1508,303.0041
3.5,0000 1 Mar 2015,301.7839,299.2358,300.7363,302.9831
4.5,0000 1 Mar 2015,301.4801,298.3954,300.2054,302.8545
5.5,0000 1 Mar 2015,301.1965,297.847,299.8203,302.8128
6.5,0000 1 Mar 2015,301.0816,297.6721,299.6926,302.8933
7.5,0000 1 Mar 2015,301.1505,297.8885,299.8208,303.0374
8.5,0000 1 Mar 2015,301.2561,298.3961,300.0465,303.0647
9.5,0000 1 Mar 2015,301.3159,299.1775,300.3233,302.9151
10.5,0000 1 Mar 2015,301.393,300.129,300.6654,302.7022
1.5,0000 1 Apr 2015,301.7351,300.1583,301.1097,302.8441
2.5,0000 1 Apr 2015,301.6193,299.144,300.6414,302.8444
3.5,0000 1 Apr 2015,301.2992,298.1951,300.0444,302.7595
4.5,0000 1 Apr 2015,300.9966,297.6067,299.5891,302.7265
5.5,0000 1 Apr 2015,300.8743,297.4765,299.4341,302.8098
6.5,0000 1 Apr 2015,300.9364,297.7279,299.5478,302.9532
7.5,0000 1 Apr 2015,301.0338,298.2745,299.7779,302.964
8.5,0000 1 Apr 2015,301.0712,299.0683,300.0553,302.7812
9.5,0000 1 Apr 2015,301.1713,300.0297,300.4686,302.5489
10.5,0000 1 Apr 2015,301.455,300.9261,301.0317,302.4637
1.5,0000 1 May 2015,301.7542,299.3371,300.8883,302.9361
2.5,0000 1 May 2015,301.4725,298.5518,300.3628,302.8134
3.5,0000 1 May 2015,301.1881,297.9662,299.9522,302.7645
4.5,0000 1 May 2015,301.0524,297.7802,299.7766,302.8326
5.5,0000 1 May 2015,301.099,297.9656,299.8423,302.9636
6.5,0000 1 May 2015,301.2009,298.4851,300.0364,302.9837
7.5,0000 1 May 2015,301.2521,299.2463,300.2977,302.8197
8.5,0000 1 May 2015,301.3418,300.1727,300.6646,302.5847
9.5,0000 1 May 2015,301.5724,301.0048,301.1606,302.4767
10.5,0000 1 May 2015,301.9538,301.437,301.6906,302.5603
1.5,0000 1 Jun 2015,301.5873,298.693,300.6072,302.8076
2.5,0000 1 Jun 2015,301.2245,298.2014,300.1186,302.7129
3.5,0000 1 Jun 2015,301.0893,297.9424,299.8759,302.7893
4.5,0000 1 Jun 2015,301.1458,298.0657,299.9099,302.9382
5.5,0000 1 Jun 2015,301.2552,298.5123,300.0886,302.9713
6.5,0000 1 Jun 2015,301.2888,299.2522,300.3417,302.7834
7.5,0000 1 Jun 2015,301.3371,300.174,300.6761,302.5213
8.5,0000 1 Jun 2015,301.5423,300.9881,301.0943,302.415
9.5,0000 1 Jun 2015,301.9052,301.3698,301.5604,302.5579
10.5,0000 1 Jun 2015,302.2295,300.9731,301.7679,302.8117
1.5,0000 1 Jul 2015,301.7194,298.2933,300.5566,302.9168
2.5,0000 1 Jul 2015,301.6852,298.296,300.4235,303.0667
3.5,0000 1 Jul 2015,301.8033,298.5486,300.5226,303.3066
4.5,0000 1 Jul 2015,301.9725,299.0096,300.7278,303.4188
5.5,0000 1 Jul 2015,302.0189,299.7085,300.963,303.2648
6.5,0000 1 Jul 2015,302.0033,300.5664,301.2318,302.9661
7.5,0000 1 Jul 2015,302.048,301.3324,301.5576,302.7519
8.5,0000 1 Jul 2015,302.2602,301.6337,301.941,302.7593
9.5,0000 1 Jul 2015,302.4533,301.0877,301.9974,302.9195
10.5,0000 1 Jul 2015,302.4005,299.9419,301.5365,303.0491
1.5,0000 1 Aug 2015,301.8708,297.9783,300.5844,303.1516
2.5,0000 1 Aug 2015,301.9955,298.4219,300.683,303.4229
3.5,0000 1 Aug 2015,302.1215,298.9795,300.8564,303.5215
4.5,0000 1 Aug 2015,302.1378,299.6759,301.0526,303.3587
5.5,0000 1 Aug 2015,302.1078,300.5197,301.314,303.046
6.5,0000 1 Aug 2015,302.1563,301.3162,301.6629,302.8259
7.5,0000 1 Aug 2015,302.3605,301.6837,302.074,302.8062
8.5,0000 1 Aug 2015,302.5219,301.2525,302.1291,302.9148
9.5,0000 1 Aug 2015,302.452,300.1026,301.6313,303.0322
10.5,0000 1 Aug 2015,302.0269,298.6944,300.6721,303.031
1.5,0000 1 Sep 2015,302.0801,297.7002,300.571,303.3435
2.5,0000 1 Sep 2015,302.1943,298.4827,300.7407,303.5085
3.5,0000 1 Sep 2015,302.2401,299.3543,300.9888,303.422
4.5,0000 1 Sep 2015,302.1985,300.37,301.3074,303.1403
5.5,0000 1 Sep 2015,302.2072,301.2356,301.6835,302.8934
6.5,0000 1 Sep 2015,302.3502,301.6269,302.0586,302.849
7.5,0000 1 Sep 2015,302.4662,301.1763,302.052,302.9347
8.5,0000 1 Sep 2015,302.3659,300.0776,301.5151,303.0221
9.5,0000 1 Sep 2015,301.9488,298.6671,300.549,303.0075
10.5,0000 1 Sep 2015,301.335,297.524,299.6086,302.8677
1.5,0000 1 Oct 2015,302.2856,298.2614,300.8868,303.3875
2.5,0000 1 Oct 2015,302.298,299.2079,301.0836,303.326
3.5,0000 1 Oct 2015,302.2336,300.2433,301.354,303.0663
4.5,0000 1 Oct 2015,302.2186,301.1453,301.6867,302.8441
5.5,0000 1 Oct 2015,302.3709,301.5417,302.0461,302.83
6.5,0000 1 Oct 2015,302.4756,301.0777,302.0142,302.9262
7.5,0000 1 Oct 2015,302.3283,299.9671,301.4308,303.0259
8.5,0000 1 Oct 2015,301.857,298.5775,300.4582,302.9991
9.5,0000 1 Oct 2015,301.244,297.4684,299.5556,302.8622
10.5,0000 1 Oct 2015,300.7045,296.841,299.0373,302.6637
1.5,0000 1 Nov 2015,302.4003,298.7611,301.1454,303.34
2.5,0000 1 Nov 2015,302.2794,299.9502,301.3437,303.0994
3.5,0000 1 Nov 2015,302.2293,300.918,301.6173,302.8526
4.5,0000 1 Nov 2015,302.3504,301.2893,301.9306,302.8268
5.5,0000 1 Nov 2015,302.4564,300.8218,301.9123,302.9268
6.5,0000 1 Nov 2015,302.3226,299.7287,301.3713,303.0347
7.5,0000 1 Nov 2015,301.8669,298.4332,300.4252,303.0176
8.5,0000 1 Nov 2015,301.2398,297.3629,299.5158,302.8621
9.5,0000 1 Nov 2015,300.6764,296.7336,298.9585,302.6624
10.5,0000 1 Nov 2015,300.3017,296.5732,298.7415,302.4933
1.5,0000 1 Dec 2015,302.3581,299.8027,301.4276,303.056
2.5,0000 1 Dec 2015,302.2129,300.7288,301.5915,302.864
3.5,0000 1 Dec 2015,302.1821,301.0604,301.7082,302.7957
4.5,0000 1 Dec 2015,302.0988,300.4853,301.4412,302.8223
5.5,0000 1 Dec 2015,301.8058,299.2899,300.7334,302.8275
6.5,0000 1 Dec 2015,301.2547,297.881,299.7202,302.7098
7.5,0000 1 Dec 2015,300.6244,296.7774,298.8593,302.4789
8.5,0000 1 Dec 2015,300.1048,296.1403,298.3729,302.2106
9.5,0000 1 Dec 2015,299.7747,296.0646,298.2459,301.9654
10.5,0000 1 Dec 2015,299.5926,296.4356,298.2953,301.7318
1.5,0000 1 Jan 2016,302.2409,300.5665,301.6545,302.8168
2.5,0000 1 Jan 2016,302.0992,300.9577,301.6823,302.7113
3.5,0000 1 Jan 2016,301.8486,300.3859,301.2785,302.6339
4.5,0000 1 Jan 2016,301.4235,299.1495,300.4407,302.5465
5.5,0000 1 Jan 2016,300.8559,297.7308,299.3868,302.4051
6.5,0000 1 Jan 2016,300.3425,296.6498,298.6043,302.2121
7.5,0000 1 Jan 2016,299.9568,296.0409,298.2094,302.0223
8.5,0000 1 Jan 2016,299.7108,295.9796,298.1562,301.8357
9.5,0000 1 Jan 2016,299.5359,296.3746,298.2124,301.6466
10.5,0000 1 Jan 2016,299.3665,297.081,298.2713,301.4438
1.5,0000 1 Feb 2016,302.1154,301.0338,301.8299,302.5191
2.5,0000 1 Feb 2016,301.9638,300.5871,301.5368,302.523
3.5,0000 1 Feb 2016,301.6672,299.3972,300.7603,302.5989
4.5,0000 1 Feb 2016,301.184,298.0177,299.7526,302.5736
5.5,0000 1 Feb 2016,300.665,296.9544,298.994,302.4279
6.5,0000 1 Feb 2016,300.25,296.3518,298.5815,302.2541
7.5,0000 1 Feb 2016,299.971,296.2881,298.4735,302.0806
8.5,0000 1 Feb 2016,299.7755,296.6259,298.4849,301.8823
9.5,0000 1 Feb 2016,299.583,297.2626,298.5057,301.6457
10.5,0000 1 Feb 2016,299.4288,298.149,298.6253,301.4083
1.5,0000 1 Mar 2016,301.963,300.6893,301.6313,302.4907
2.5,0000 1 Mar 2016,301.6217,299.5284,300.7912,302.5303
3.5,0000 1 Mar 2016,301.1309,298.0765,299.7021,302.5497
4.5,0000 1 Mar 2016,300.6027,296.9483,298.8802,302.4398
5.5,0000 1 Mar 2016,300.2057,296.3008,298.4744,302.2826
6.5,0000 1 Mar 2016,299.9259,296.2081,298.3572,302.1068
7.5,0000 1 Mar 2016,299.6991,296.5384,298.3373,301.8912
8.5,0000 1 Mar 2016,299.4749,297.1826,298.3324,301.6502
9.5,0000 1 Mar 2016,299.2787,298.0372,298.4193,301.3968
10.5,0000 1 Mar 2016,299.3113,299.0996,298.8163,301.2184
1.5,0000 1 Apr 2016,301.6373,299.6687,300.9315,302.5334
2.5,0000 1 Apr 2016,301.0909,298.3265,299.7773,302.5383
3.5,0000 1 Apr 2016,300.5784,297.1759,298.912,302.4727
4.5,0000 1 Apr 2016,300.2292,296.4829,298.5288,302.3488
5.5,0000 1 Apr 2016,299.983,296.3163,298.4499,302.1867
6.5,0000 1 Apr 2016,299.8008,296.6299,298.4725,301.9983
7.5,0000 1 Apr 2016,299.6442,297.2468,298.5028,301.7915
8.5,0000 1 Apr 2016,299.5166,298.1296,298.6514,301.5716
9.5,0000 1 Apr 2016,299.5784,299.1927,299.0564,301.3989
10.5,0000 1 Apr 2016,299.926,300.2111,299.6831,301.4387
1.5,0000 1 May 2016,300.4455,298.0339,299.1967,302.1577
2.5,0000 1 May 2016,299.9447,297.1861,298.3987,302.0223
3.5,0000 1 May 2016,299.7449,296.4887,298.1252,301.9347
4.5,0000 1 May 2016,299.6543,296.2786,298.2154,301.7935
5.5,0000 1 May 2016,299.594,296.5861,298.3682,301.6421
6.5,0000 1 May 2016,299.4713,297.2781,298.444,301.4558
7.5,0000 1 May 2016,299.3626,298.2222,298.5945,301.2798
8.5,0000 1 May 2016,299.4449,299.2909,299.0119,301.197
9.5,0000 1 May 2016,299.8635,300.252,299.7019,301.304
10.5,0000 1 May 2016,300.5941,300.813,300.5506,301.658
1.5,0000 1 Jun 2016,300.1987,297.1886,298.6898,302.3307
2.5,0000 1 Jun 2016,299.8904,296.8519,298.3545,302.1644
3.5,0000 1 Jun 2016,299.7984,296.7223,298.4012,301.9915
4.5,0000 1 Jun 2016,299.7684,296.9287,298.543,301.8627
5.5,0000 1 Jun 2016,299.6975,297.4674,298.6225,301.7187
6.5,0000 1 Jun 2016,299.5851,298.3014,298.7631,301.5334
7.5,0000 1 Jun 2016,299.6342,299.3607,299.1277,301.3932
8.5,0000 1 Jun 2016,300.009,300.3637,299.8078,301.4315
9.5,0000 1 Jun 2016,300.6382,300.9654,300.5954,301.7271
10.5,0000 1 Jun 2016,301.2744,300.7848,301.1056,302.1473
1.5,0000 1 Jul 2016,299.9972,296.3943,298.4255,302.2526
2.5,0000 1 Jul 2016,299.8896,296.5729,298.4204,302.1255
3.5,0000 1 Jul 2016,299.844,296.9081,298.5572,301.9904
4.5,0000 1 Jul 2016,299.764,297.4864,298.6702,301.8279
5.5,0000 1 Jul 2016,299.6779,298.339,298.8411,301.632
6.5,0000 1 Jul 2016,299.7662,299.4041,299.264,301.496
7.5,0000 1 Jul 2016,300.1605,300.4119,299.9339,301.5728
8.5,0000 1 Jul 2016,300.7941,300.9595,300.6862,301.9125
9.5,0000 1 Jul 2016,301.3911,300.7536,301.1029,302.3857
10.5,0000 1 Jul 2016,301.6865,299.9661,301.045,302.7349
1.5,0000 1 Aug 2016,299.6909,296.0614,298.1291,302.0624
2.5,0000 1 Aug 2016,299.6365,296.6431,298.2364,301.9505
3.5,0000 1 Aug 2016,299.5474,297.2677,298.3345,301.7968
4.5,0000 1 Aug 2016,299.4636,298.1403,298.5218,301.5962
5.5,0000 1 Aug 2016,299.526,299.2194,298.9717,301.4577
6.5,0000 1 Aug 2016,299.9589,300.2946,299.7526,301.5008
7.5,0000 1 Aug 2016,300.6311,300.9169,300.5925,301.8033
8.5,0000 1 Aug 2016,301.2737,300.7496,301.0569,302.2346
9.5,0000 1 Aug 2016,301.5678,299.9814,300.9883,302.5858
10.5,0000 1 Aug 2016,301.5047,298.9163,300.4941,302.7276
1.5,0000 1 Sep 2016,299.6444,296.2088,298.2366,301.9397
2.5,0000 1 Sep 2016,299.6621,297.0724,298.4174,301.9273
3.5,0000 1 Sep 2016,299.6498,298.0594,298.6935,301.7972
4.5,0000 1 Sep 2016,299.8001,299.2237,299.2264,301.6761
5.5,0000 1 Sep 2016,300.2397,300.3359,300.0053,301.7027
6.5,0000 1 Sep 2016,300.9191,300.9734,300.8278,301.98
7.5,0000 1 Sep 2016,301.5592,300.7666,301.2739,302.4601
8.5,0000 1 Sep 2016,301.8523,299.958,301.1766,302.8281
9.5,0000 1 Sep 2016,301.7437,298.8931,300.6629,302.9739
10.5,0000 1 Sep 2016,301.3901,298.049,300.0649,302.8988
1.5,0000 1 Oct 2016,299.4143,296.5887,298.093,301.5942
2.5,0000 1 Oct 2016,299.3995,297.734,298.3663,301.5117
3.5,0000 1 Oct 2016,299.5695,299.0275,298.9745,301.475
4.5,0000 1 Oct 2016,300.0492,300.2139,299.8498,301.5634
5.5,0000 1 Oct 2016,300.7676,300.8927,300.7125,301.9122
6.5,0000 1 Oct 2016,301.4414,300.7671,301.2208,302.3792
7.5,0000 1 Oct 2016,301.7739,300.0077,301.1642,302.7634
8.5,0000 1 Oct 2016,301.6817,298.9794,300.6637,302.8801
9.5,0000 1 Oct 2016,301.3454,298.0799,300.0385,302.8312
10.5,0000 1 Oct 2016,301.0082,297.5422,299.6017,302.7665
1.5,0000 1 Nov 2016,299.2497,297.3679,298.2208,301.3317
2.5,0000 1 Nov 2016,299.4071,298.8388,298.8473,301.3002
3.5,0000 1 Nov 2016,299.9314,300.1102,299.7474,301.4108
4.5,0000 1 Nov 2016,300.6614,300.808,300.6438,301.7524
5.5,0000 1 Nov 2016,301.336,300.6408,301.1129,302.207
6.5,0000 1 Nov 2016,301.6491,299.8521,301.0387,302.5892
7.5,0000 1 Nov 2016,301.5975,298.8591,300.5701,302.7555
8.5,0000 1 Nov 2016,301.3252,298.0245,300.0195,302.7984
9.5,0000 1 Nov 2016,301.0554,297.5586,299.6548,302.799
10.5,0000 1 Nov 2016,300.9147,297.4779,299.5289,302.8693
1.5,0000 1 Dec 2016,299.5502,298.6445,298.9224,301.3503
2.5,0000 1 Dec 2016,300.0034,300.1161,299.7761,301.3905
3.5,0000 1 Dec 2016,300.7227,300.864,300.6786,301.6928
4.5,0000 1 Dec 2016,301.3837,300.7442,301.1646,302.1582
5.5,0000 1 Dec 2016,301.682,299.9902,301.1129,302.5258
6.5,0000 1 Dec 2016,301.5688,298.9437,300.5506,302.6998
7.5,0000 1 Dec 2016,301.2382,298.0441,299.9601,302.6889
8.5,0000 1 Dec 2016,300.9466,297.515,299.5869,302.6714
9.5,0000 1 Dec 2016,300.7767,297.4202,299.4579,302.7013
10.5,0000 1 Dec 2016,300.7705,297.6721,299.5251,302.7514
1.5,0000 1 Jan 2017,300.3127,300.3838,300.0137,301.6265
2.5,0000 1 Jan 2017,300.965,301.0537,300.7822,301.9857
3.5,0000 1 Jan 2017,301.5121,300.8846,301.1912,302.4467
4.5,0000 1 Jan 2017,301.794,300.1069,301.1711,302.7795
5.5,0000 1 Jan 2017,301.7091,299.0439,300.6907,302.8972
6.5,0000 1 Jan 2017,301.373,298.0837,300.0632,302.8462
7.5,0000 1 Jan 2017,301.0394,297.4917,299.6241,302.7841
