L,MON,LDC_SST_GEM5_NEMO
4.5,0000 1 Jan 2019,299.7085
5.5,0000 1 Jan 2019,299.2922
6.5,0000 1 Jan 2019,298.6516
7.5,0000 1 Jan 2019,298.0524
8.5,0000 1 Jan 2019,297.6707
9.5,0000 1 Jan 2019,297.5237
10.5,0000 1 Jan 2019,297.3993
1.5,0000 1 Feb 2019,300.3511
2.5,0000 1 Feb 2019,300.2155
3.5,0000 1 Feb 2019,299.9096
4.5,0000 1 Feb 2019,299.3104
5.5,0000 1 Feb 2019,298.5272
6.5,0000 1 Feb 2019,297.8493
7.5,0000 1 Feb 2019,297.4889
8.5,0000 1 Feb 2019,297.3716
9.5,0000 1 Feb 2019,297.2829
10.5,0000 1 Feb 2019,297.1798
1.5,0000 1 Mar 2019,300.9337
2.5,0000 1 Mar 2019,300.6177
3.5,0000 1 Mar 2019,299.9533
4.5,0000 1 Mar 2019,299.0768
5.5,0000 1 Mar 2019,298.3513
6.5,0000 1 Mar 2019,298.0021
7.5,0000 1 Mar 2019,297.9539
8.5,0000 1 Mar 2019,297.9399
9.5,0000 1 Mar 2019,297.8758
10.5,0000 1 Mar 2019,297.8308
1.5,0000 1 Apr 2019,300.8602
2.5,0000 1 Apr 2019,300.1664
3.5,0000 1 Apr 2019,299.3823
4.5,0000 1 Apr 2019,298.6864
5.5,0000 1 Apr 2019,298.3636
6.5,0000 1 Apr 2019,298.2724
7.5,0000 1 Apr 2019,298.2448
8.5,0000 1 Apr 2019,298.1616
9.5,0000 1 Apr 2019,298.126
10.5,0000 1 Apr 2019,298.1862
1.5,0000 1 May 2019,300.9453
2.5,0000 1 May 2019,300.2559
3.5,0000 1 May 2019,299.6354
4.5,0000 1 May 2019,299.3444
5.5,0000 1 May 2019,299.3427
6.5,0000 1 May 2019,299.4136
7.5,0000 1 May 2019,299.3862
8.5,0000 1 May 2019,299.2881
9.5,0000 1 May 2019,299.2198
10.5,0000 1 May 2019,299.2144
1.5,0000 1 Jun 2019,299.6356
2.5,0000 1 Jun 2019,298.9059
3.5,0000 1 Jun 2019,298.6442
4.5,0000 1 Jun 2019,298.6492
5.5,0000 1 Jun 2019,298.6985
6.5,0000 1 Jun 2019,298.6729
7.5,0000 1 Jun 2019,298.626
8.5,0000 1 Jun 2019,298.648
9.5,0000 1 Jun 2019,298.7305
10.5,0000 1 Jun 2019,298.7039
1.5,0000 1 Jul 2019,299.5184
2.5,0000 1 Jul 2019,299.067
3.5,0000 1 Jul 2019,299.075
4.5,0000 1 Jul 2019,299.183
5.5,0000 1 Jul 2019,299.2152
6.5,0000 1 Jul 2019,299.163
7.5,0000 1 Jul 2019,299.1311
8.5,0000 1 Jul 2019,299.1636
9.5,0000 1 Jul 2019,299.1319
10.5,0000 1 Jul 2019,298.8886
1.5,0000 1 Aug 2019,298.8132
2.5,0000 1 Aug 2019,298.6291
3.5,0000 1 Aug 2019,298.6957
4.5,0000 1 Aug 2019,298.669
5.5,0000 1 Aug 2019,298.6255
6.5,0000 1 Aug 2019,298.6636
7.5,0000 1 Aug 2019,298.767
8.5,0000 1 Aug 2019,298.8445
9.5,0000 1 Aug 2019,298.7368
10.5,0000 1 Aug 2019,298.3469
1.5,0000 1 Sep 2019,299.0411
2.5,0000 1 Sep 2019,298.7764
3.5,0000 1 Sep 2019,298.5485
4.5,0000 1 Sep 2019,298.3503
5.5,0000 1 Sep 2019,298.2409
6.5,0000 1 Sep 2019,298.2363
7.5,0000 1 Sep 2019,298.2351
8.5,0000 1 Sep 2019,298.1519
9.5,0000 1 Sep 2019,297.8378
10.5,0000 1 Sep 2019,297.3729
1.5,0000 1 Oct 2019,299.0819
2.5,0000 1 Oct 2019,298.6516
3.5,0000 1 Oct 2019,298.4426
4.5,0000 1 Oct 2019,298.3525
5.5,0000 1 Oct 2019,298.3082
6.5,0000 1 Oct 2019,298.2703
7.5,0000 1 Oct 2019,298.1497
8.5,0000 1 Oct 2019,297.7724
9.5,0000 1 Oct 2019,297.2519
10.5,0000 1 Oct 2019,296.7841
1.5,0000 1 Nov 2019,299.3861
2.5,0000 1 Nov 2019,298.9584
3.5,0000 1 Nov 2019,298.7118
4.5,0000 1 Nov 2019,298.528
5.5,0000 1 Nov 2019,298.3872
6.5,0000 1 Nov 2019,298.1453
7.5,0000 1 Nov 2019,297.7126
8.5,0000 1 Nov 2019,297.1873
9.5,0000 1 Nov 2019,296.7549
10.5,0000 1 Nov 2019,296.5268
1.5,0000 1 Dec 2019,299.242
2.5,0000 1 Dec 2019,298.9041
3.5,0000 1 Dec 2019,298.7876
4.5,0000 1 Dec 2019,298.7025
5.5,0000 1 Dec 2019,298.5429
6.5,0000 1 Dec 2019,298.1499
7.5,0000 1 Dec 2019,297.5748
8.5,0000 1 Dec 2019,297.0417
9.5,0000 1 Dec 2019,296.7426
10.5,0000 1 Dec 2019,296.6604
1.5,0000 1 Jan 2020,299.5025
2.5,0000 1 Jan 2020,299.3247
3.5,0000 1 Jan 2020,299.2116
4.5,0000 1 Jan 2020,298.9918
5.5,0000 1 Jan 2020,298.5565
6.5,0000 1 Jan 2020,297.9603
7.5,0000 1 Jan 2020,297.4231
8.5,0000 1 Jan 2020,297.0866
9.5,0000 1 Jan 2020,296.9559
10.5,0000 1 Jan 2020,296.8641
1.5,0000 1 Feb 2020,299.8952
2.5,0000 1 Feb 2020,299.6349
3.5,0000 1 Feb 2020,299.2741
4.5,0000 1 Feb 2020,298.6381
5.5,0000 1 Feb 2020,297.9153
6.5,0000 1 Feb 2020,297.3041
7.5,0000 1 Feb 2020,296.9796
8.5,0000 1 Feb 2020,296.8075
9.5,0000 1 Feb 2020,296.6859
10.5,0000 1 Feb 2020,296.6135
1.5,0000 1 Mar 2020,300.0219
2.5,0000 1 Mar 2020,299.5459
3.5,0000 1 Mar 2020,298.8975
4.5,0000 1 Mar 2020,298.2352
5.5,0000 1 Mar 2020,297.7755
6.5,0000 1 Mar 2020,297.5562
7.5,0000 1 Mar 2020,297.496
8.5,0000 1 Mar 2020,297.4193
9.5,0000 1 Mar 2020,297.3705
10.5,0000 1 Mar 2020,297.3689
1.5,0000 1 Apr 2020,300.171
2.5,0000 1 Apr 2020,299.2918
3.5,0000 1 Apr 2020,298.4096
4.5,0000 1 Apr 2020,297.7932
5.5,0000 1 Apr 2020,297.5096
6.5,0000 1 Apr 2020,297.4103
7.5,0000 1 Apr 2020,297.3593
8.5,0000 1 Apr 2020,297.2991
9.5,0000 1 Apr 2020,297.3259
10.5,0000 1 Apr 2020,297.4544
1.5,0000 1 May 2020,299.3864
2.5,0000 1 May 2020,298.6419
3.5,0000 1 May 2020,298.1577
4.5,0000 1 May 2020,297.8984
5.5,0000 1 May 2020,297.812
6.5,0000 1 May 2020,297.758
7.5,0000 1 May 2020,297.6845
8.5,0000 1 May 2020,297.6481
9.5,0000 1 May 2020,297.7188
10.5,0000 1 May 2020,297.9449
1.5,0000 1 Jun 2020,298.6633
2.5,0000 1 Jun 2020,297.9645
3.5,0000 1 Jun 2020,297.6754
4.5,0000 1 Jun 2020,297.5673
5.5,0000 1 Jun 2020,297.5565
6.5,0000 1 Jun 2020,297.5777
7.5,0000 1 Jun 2020,297.6305
8.5,0000 1 Jun 2020,297.7593
9.5,0000 1 Jun 2020,297.9607
10.5,0000 1 Jun 2020,298.1641
1.5,0000 1 Jul 2020,298.3733
2.5,0000 1 Jul 2020,297.8016
3.5,0000 1 Jul 2020,297.7143
4.5,0000 1 Jul 2020,297.7026
5.5,0000 1 Jul 2020,297.7027
6.5,0000 1 Jul 2020,297.7534
7.5,0000 1 Jul 2020,297.8915
8.5,0000 1 Jul 2020,298.0737
9.5,0000 1 Jul 2020,298.1715
10.5,0000 1 Jul 2020,298.0899
1.5,0000 1 Aug 2020,298.1068
2.5,0000 1 Aug 2020,297.7869
3.5,0000 1 Aug 2020,297.8203
4.5,0000 1 Aug 2020,297.8506
5.5,0000 1 Aug 2020,297.8914
6.5,0000 1 Aug 2020,297.9886
7.5,0000 1 Aug 2020,298.1821
8.5,0000 1 Aug 2020,298.3493
9.5,0000 1 Aug 2020,298.3601
10.5,0000 1 Aug 2020,298.1146
1.5,0000 1 Sep 2020,297.9022
2.5,0000 1 Sep 2020,297.6266
3.5,0000 1 Sep 2020,297.5818
4.5,0000 1 Sep 2020,297.5986
5.5,0000 1 Sep 2020,297.7262
6.5,0000 1 Sep 2020,297.9348
7.5,0000 1 Sep 2020,298.1336
8.5,0000 1 Sep 2020,298.1797
9.5,0000 1 Sep 2020,297.9662
10.5,0000 1 Sep 2020,297.5897
1.5,0000 1 Oct 2020,297.4486
2.5,0000 1 Oct 2020,297.1777
3.5,0000 1 Oct 2020,297.2337
4.5,0000 1 Oct 2020,297.4205
5.5,0000 1 Oct 2020,297.6351
6.5,0000 1 Oct 2020,297.8206
7.5,0000 1 Oct 2020,297.8694
8.5,0000 1 Oct 2020,297.7318
9.5,0000 1 Oct 2020,297.4485
10.5,0000 1 Oct 2020,297.1852
1.5,0000 1 Nov 2020,297.5793
2.5,0000 1 Nov 2020,297.4347
3.5,0000 1 Nov 2020,297.5943
4.5,0000 1 Nov 2020,297.8692
5.5,0000 1 Nov 2020,298.0689
6.5,0000 1 Nov 2020,298.1269
7.5,0000 1 Nov 2020,297.9946
8.5,0000 1 Nov 2020,297.7043
9.5,0000 1 Nov 2020,297.4435
10.5,0000 1 Nov 2020,297.2882
1.5,0000 1 Dec 2020,297.7744
2.5,0000 1 Dec 2020,297.7078
3.5,0000 1 Dec 2020,297.8717
4.5,0000 1 Dec 2020,298.0372
5.5,0000 1 Dec 2020,298.0728
6.5,0000 1 Dec 2020,297.8992
7.5,0000 1 Dec 2020,297.5797
8.5,0000 1 Dec 2020,297.2758
9.5,0000 1 Dec 2020,297.1198
10.5,0000 1 Dec 2020,297.063
