L,MON,LDC_SST_NASA_GEOSS2S,LDC_SST_NASA_GEOSS2S_ONETWO,LDC_SST_NASA_GEOSS2S_THREE,LDC_SST_NASA_GEOSS2S_FOUR
5.5,0000 1 Oct 2004,26.59161,24.53585,26.04,28.37313
6.5,0000 1 Oct 2004,26.94099,23.63735,26.23133,28.4374
7.5,0000 1 Oct 2004,27.14709,22.1446,26.01222,28.52482
1.5,0000 1 Nov 2004,27.22397,22.98898,25.79447,29.52732
2.5,0000 1 Nov 2004,27.06861,23.94576,25.97882,29.32902
3.5,0000 1 Nov 2004,27.01077,24.7261,26.19841,29.14823
4.5,0000 1 Nov 2004,27.17912,24.68631,26.49034,29.06278
5.5,0000 1 Nov 2004,27.48403,23.7216,26.65405,29.13367
6.5,0000 1 Nov 2004,27.74025,22.36883,26.61966,29.24092
7.5,0000 1 Nov 2004,27.76663,21.30552,26.31023,29.25904
1.5,0000 1 Dec 2004,26.9704,24.75952,25.90407,29.09629
2.5,0000 1 Dec 2004,26.78407,25.50475,25.93201,28.84905
3.5,0000 1 Dec 2004,26.83991,25.30984,26.06553,28.68975
4.5,0000 1 Dec 2004,27.06561,24.10085,26.05465,28.78322
5.5,0000 1 Dec 2004,27.28838,22.42949,25.93515,28.91386
6.5,0000 1 Dec 2004,27.32658,21.09687,25.58262,29.01486
7.5,0000 1 Dec 2004,27.14749,20.30257,25.11831,29.01936
1.5,0000 1 Jan 2005,27.27597,25.99368,26.5766,29.07506
2.5,0000 1 Jan 2005,27.52103,26.28404,26.95506,29.08193
3.5,0000 1 Jan 2005,27.80804,25.35563,27.06652,29.24061
4.5,0000 1 Jan 2005,27.99531,23.68165,26.80379,29.46173
5.5,0000 1 Jan 2005,27.89542,22.07277,26.28642,29.57328
6.5,0000 1 Jan 2005,27.57246,21.06887,25.63631,29.53934
7.5,0000 1 Jan 2005,27.21246,20.55046,25.12557,29.45574
1.5,0000 1 Feb 2005,27.48923,26.10587,26.85419,29.14978
2.5,0000 1 Feb 2005,27.84514,25.13113,27.06927,29.36667
3.5,0000 1 Feb 2005,28.04606,23.35966,26.8299,29.59509
4.5,0000 1 Feb 2005,27.88128,21.81209,26.16725,29.63832
5.5,0000 1 Feb 2005,27.44323,20.75978,25.38665,29.47936
6.5,0000 1 Feb 2005,27.04114,20.30043,24.83791,29.33304
7.5,0000 1 Feb 2005,26.94984,20.19714,24.71903,29.36769
1.5,0000 1 Mar 2005,28.44074,26.26941,28.0062,29.63335
2.5,0000 1 Mar 2005,28.85556,25.19502,28.07493,30.01574
3.5,0000 1 Mar 2005,28.84596,23.74491,27.57162,30.25237
4.5,0000 1 Mar 2005,28.47534,22.35236,26.86537,30.20417
5.5,0000 1 Mar 2005,28.07497,21.49903,26.28993,30.10193
6.5,0000 1 Mar 2005,27.94161,21.10787,26.00665,30.15694
7.5,0000 1 Mar 2005,27.99385,21.20079,26.00914,30.26711
1.5,0000 1 Apr 2005,28.38401,24.23917,27.6676,29.431
2.5,0000 1 Apr 2005,28.26169,22.89997,27.04902,29.61375
3.5,0000 1 Apr 2005,27.78499,21.53364,26.18084,29.53539
4.5,0000 1 Apr 2005,27.33765,20.81441,25.59639,29.39436
5.5,0000 1 Apr 2005,27.15377,20.59285,25.32828,29.39197
6.5,0000 1 Apr 2005,27.21966,20.59342,25.30282,29.49624
7.5,0000 1 Apr 2005,27.20596,20.9013,25.28469,29.52394
1.5,0000 1 May 2005,28.27704,23.24435,27.3588,29.40441
2.5,0000 1 May 2005,27.99902,21.7958,26.65456,29.43918
3.5,0000 1 May 2005,27.59386,20.79643,25.92157,29.43641
4.5,0000 1 May 2005,27.3915,20.33097,25.4664,29.53527
5.5,0000 1 May 2005,27.37098,20.37655,25.40228,29.63337
6.5,0000 1 May 2005,27.36031,20.88067,25.46697,29.66919
7.5,0000 1 May 2005,27.01286,21.70498,25.38912,29.4041
1.5,0000 1 Jun 2005,27.49156,21.18268,25.93825,29.03211
2.5,0000 1 Jun 2005,27.11007,20.26479,25.25296,29.01271
3.5,0000 1 Jun 2005,26.87628,19.88373,24.83202,29.05243
4.5,0000 1 Jun 2005,26.72919,19.98365,24.64508,29.071
5.5,0000 1 Jun 2005,26.59896,20.50046,24.61955,29.04068
6.5,0000 1 Jun 2005,26.33889,21.29762,24.65112,28.83319
7.5,0000 1 Jun 2005,25.98985,22.3415,24.68755,28.51197
1.5,0000 1 Jul 2005,26.75214,20.3595,24.88639,28.77548
2.5,0000 1 Jul 2005,26.55429,19.80686,24.45243,28.82938
3.5,0000 1 Jul 2005,26.58984,19.93247,24.4691,28.91409
4.5,0000 1 Jul 2005,26.49417,20.44687,24.51278,28.96351
5.5,0000 1 Jul 2005,26.1952,21.41028,24.50544,28.81438
6.5,0000 1 Jul 2005,25.75997,22.45691,24.50778,28.41033
7.5,0000 1 Jul 2005,25.53049,23.47108,24.75903,27.89019
1.5,0000 1 Aug 2005,26.39694,20.49222,24.63464,28.62778
2.5,0000 1 Aug 2005,26.48287,20.3527,24.65905,28.74072
3.5,0000 1 Aug 2005,26.53778,20.65723,24.7851,28.80613
4.5,0000 1 Aug 2005,26.32848,21.47758,24.79744,28.7211
5.5,0000 1 Aug 2005,26.04741,22.68659,24.86772,28.48348
6.5,0000 1 Aug 2005,25.95075,23.7241,25.17955,28.20153
7.5,0000 1 Aug 2005,26.19971,23.89739,25.63027,28.07187
1.5,0000 1 Sep 2005,26.62686,20.51156,24.80656,28.87305
2.5,0000 1 Sep 2005,26.69522,20.76361,24.89399,29.0198
3.5,0000 1 Sep 2005,26.5872,21.5417,24.96531,28.99823
4.5,0000 1 Sep 2005,26.41425,22.6913,25.17797,28.85146
5.5,0000 1 Sep 2005,26.422,23.78897,25.57705,28.68851
6.5,0000 1 Sep 2005,26.73271,24.17085,26.11367,28.62442
7.5,0000 1 Sep 2005,27.14439,23.56976,26.46121,28.68727
1.5,0000 1 Oct 2005,26.24618,20.55937,24.47399,28.59489
2.5,0000 1 Oct 2005,25.87031,21.22536,24.25177,28.34075
3.5,0000 1 Oct 2005,25.54218,22.20377,24.24771,27.98921
4.5,0000 1 Oct 2005,25.49994,23.19305,24.57854,27.75898
5.5,0000 1 Oct 2005,25.79388,23.49895,25.10974,27.68804
6.5,0000 1 Oct 2005,26.29305,22.97345,25.57629,27.86629
7.5,0000 1 Oct 2005,26.67826,21.91343,25.72779,28.05033
1.5,0000 1 Nov 2005,25.81722,21.52271,24.22525,28.38768
2.5,0000 1 Nov 2005,25.46859,22.66517,24.24749,28.08007
3.5,0000 1 Nov 2005,25.45193,23.71014,24.6904,27.87394
4.5,0000 1 Nov 2005,25.82273,23.99436,25.29921,27.87584
5.5,0000 1 Nov 2005,26.35689,23.43066,25.80359,28.06645
6.5,0000 1 Nov 2005,26.73955,22.30858,25.87723,28.2355
7.5,0000 1 Nov 2005,26.83656,21.21222,25.59038,28.32141
1.5,0000 1 Dec 2005,25.49713,23.0587,24.39658,27.93655
2.5,0000 1 Dec 2005,25.49037,24.17041,24.84334,27.6655
3.5,0000 1 Dec 2005,25.92366,24.38592,25.4312,27.70396
4.5,0000 1 Dec 2005,26.52367,23.74635,25.9509,27.99147
5.5,0000 1 Dec 2005,27.03642,22.54536,26.21972,28.33801
6.5,0000 1 Dec 2005,27.3013,21.65195,26.21228,28.61673
7.5,0000 1 Dec 2005,27.42784,21.20163,26.1162,28.82401
1.5,0000 1 Jan 2006,25.76719,24.91545,25.3511,27.54561
2.5,0000 1 Jan 2006,26.25215,25.00047,25.99463,27.69945
3.5,0000 1 Jan 2006,26.85909,24.38942,26.49752,28.04399
4.5,0000 1 Jan 2006,27.30736,23.10792,26.5904,28.45155
5.5,0000 1 Jan 2006,27.42206,22.02651,26.34192,28.66258
6.5,0000 1 Jan 2006,27.3939,21.28806,26.02052,28.80164
7.5,0000 1 Jan 2006,27.3768,20.91655,25.77245,28.97748
1.5,0000 1 Feb 2006,26.33516,26.43144,26.06942,27.78413
2.5,0000 1 Feb 2006,26.8134,25.18431,26.29008,28.16603
3.5,0000 1 Feb 2006,27.19844,23.23173,26.20916,28.60994
4.5,0000 1 Feb 2006,27.41977,21.52335,25.96398,28.90492
5.5,0000 1 Feb 2006,27.41831,20.75142,25.59509,29.08228
6.5,0000 1 Feb 2006,27.31623,20.53497,25.39516,29.14883
7.5,0000 1 Feb 2006,27.28795,20.65352,25.37554,29.32491
1.5,0000 1 Mar 2006,27.11243,26.01413,26.89104,28.15388
2.5,0000 1 Mar 2006,27.41239,24.26635,26.8094,28.56408
3.5,0000 1 Mar 2006,27.44598,22.39882,26.30212,28.86686
4.5,0000 1 Mar 2006,27.28387,21.29948,25.75911,29.01052
5.5,0000 1 Mar 2006,27.16609,20.69355,25.44873,29.13307
6.5,0000 1 Mar 2006,27.25324,20.47947,25.42611,29.34681
7.5,0000 1 Mar 2006,27.46478,20.61433,25.61819,29.59182
1.5,0000 1 Apr 2006,27.96454,24.09237,27.40684,28.81086
2.5,0000 1 Apr 2006,28.00606,22.79682,26.94201,29.18058
3.5,0000 1 Apr 2006,27.715,21.77279,26.25199,29.33116
4.5,0000 1 Apr 2006,27.42437,21.22394,25.82011,29.40807
5.5,0000 1 Apr 2006,27.47985,21.03667,25.79814,29.58619
6.5,0000 1 Apr 2006,27.83059,21.36298,26.15371,29.86985
7.5,0000 1 Apr 2006,28.19634,22.07018,26.53015,30.11734
1.5,0000 1 May 2006,27.63549,22.00382,26.40026,28.89467
2.5,0000 1 May 2006,27.36925,21.03812,25.78482,29.02417
3.5,0000 1 May 2006,27.11565,20.4175,25.34241,29.09024
4.5,0000 1 May 2006,27.06574,20.11609,25.17322,29.22314
5.5,0000 1 May 2006,27.11887,20.19043,25.18819,29.33717
6.5,0000 1 May 2006,27.19333,20.67611,25.32879,29.40032
7.5,0000 1 May 2006,27.0444,21.4655,25.37765,29.29878
1.5,0000 1 Jun 2006,27.53627,21.46038,26.09999,29.05935
2.5,0000 1 Jun 2006,27.29855,20.74952,25.69999,29.13784
3.5,0000 1 Jun 2006,27.32498,20.56231,25.60872,29.34286
4.5,0000 1 Jun 2006,27.52147,20.8491,25.80103,29.5227
5.5,0000 1 Jun 2006,27.68326,21.59588,26.05046,29.6578
6.5,0000 1 Jun 2006,27.59738,22.5623,26.13213,29.62098
7.5,0000 1 Jun 2006,27.34556,23.59066,26.12178,29.44589
1.5,0000 1 Jul 2006,26.86157,20.96025,25.21196,28.87748
2.5,0000 1 Jul 2006,26.72659,20.34977,24.94406,28.92203
3.5,0000 1 Jul 2006,26.826,20.28142,24.97866,29.00093
4.5,0000 1 Jul 2006,26.92923,20.6881,25.05578,29.06705
5.5,0000 1 Jul 2006,26.77825,21.56566,25.08883,28.90464
6.5,0000 1 Jul 2006,26.38302,22.7479,25.0434,28.58003
7.5,0000 1 Jul 2006,26.09741,23.67577,25.13065,28.2558
1.5,0000 1 Aug 2006,26.81186,20.92587,25.14155,28.97702
2.5,0000 1 Aug 2006,26.82221,20.72162,25.1618,29.02427
3.5,0000 1 Aug 2006,26.93815,21.04226,25.31875,29.06222
4.5,0000 1 Aug 2006,26.80779,21.76454,25.36236,28.91983
5.5,0000 1 Aug 2006,26.5025,22.708,25.35716,28.59774
6.5,0000 1 Aug 2006,26.2697,23.37864,25.3522,28.24366
7.5,0000 1 Aug 2006,26.33148,23.53437,25.55226,28.04632
1.5,0000 1 Sep 2006,27.23612,21.24812,25.68442,29.27837
2.5,0000 1 Sep 2006,27.33252,21.46463,25.82571,29.3677
3.5,0000 1 Sep 2006,27.32424,22.24133,25.95204,29.30627
4.5,0000 1 Sep 2006,27.11267,23.26753,25.9908,29.06889
5.5,0000 1 Sep 2006,26.88354,24.02286,25.98462,28.74994
6.5,0000 1 Sep 2006,26.8277,23.9504,25.92995,28.56903
7.5,0000 1 Sep 2006,26.87311,23.11217,25.82501,28.52922
1.5,0000 1 Oct 2006,27.73475,21.92704,26.28654,29.65573
2.5,0000 1 Oct 2006,27.74053,22.59432,26.40084,29.69543
3.5,0000 1 Oct 2006,27.51809,23.55819,26.36479,29.5302
4.5,0000 1 Oct 2006,27.29539,24.37483,26.28175,29.28317
5.5,0000 1 Oct 2006,27.28659,24.3142,26.2631,29.10647
6.5,0000 1 Oct 2006,27.3226,23.37944,26.17272,29.01241
7.5,0000 1 Oct 2006,27.27423,21.9054,25.77335,28.95879
1.5,0000 1 Nov 2006,27.74328,23.66544,26.52356,29.69349
2.5,0000 1 Nov 2006,27.6311,24.39894,26.6498,29.54133
3.5,0000 1 Nov 2006,27.5386,24.92656,26.71707,29.40337
4.5,0000 1 Nov 2006,27.6165,24.72957,26.79119,29.35583
5.5,0000 1 Nov 2006,27.7757,23.79986,26.74541,29.48863
6.5,0000 1 Nov 2006,27.83892,22.45151,26.46394,29.55566
7.5,0000 1 Nov 2006,27.60066,21.24954,25.87693,29.4543
1.5,0000 1 Dec 2006,27.69913,24.8839,26.62538,29.53
2.5,0000 1 Dec 2006,27.51646,25.4213,26.58419,29.39002
3.5,0000 1 Dec 2006,27.47125,25.17948,26.58863,29.34711
4.5,0000 1 Dec 2006,27.49967,24.19615,26.3934,29.42259
5.5,0000 1 Dec 2006,27.52437,22.69647,26.1261,29.51156
6.5,0000 1 Dec 2006,27.31408,21.41934,25.55752,29.412
7.5,0000 1 Dec 2006,26.93841,20.61044,24.97552,29.21085
1.5,0000 1 Jan 2007,26.9604,26.38021,26.43388,28.76879
2.5,0000 1 Jan 2007,26.93822,26.29119,26.33866,28.76065
3.5,0000 1 Jan 2007,27.18404,25.07693,26.25747,28.97909
4.5,0000 1 Jan 2007,27.42805,23.27732,26.05812,29.28227
5.5,0000 1 Jan 2007,27.45983,21.66003,25.66566,29.41298
6.5,0000 1 Jan 2007,27.28174,20.61343,25.18544,29.38573
7.5,0000 1 Jan 2007,26.9312,20.04093,24.74212,29.21231
1.5,0000 1 Feb 2007,27.38078,26.28527,26.85218,28.73958
2.5,0000 1 Feb 2007,27.57554,25.11046,26.78581,28.93146
3.5,0000 1 Feb 2007,27.58516,23.13352,26.32892,29.13055
4.5,0000 1 Feb 2007,27.1754,21.41231,25.43329,29.09402
5.5,0000 1 Feb 2007,26.54925,20.31157,24.51518,28.80942
6.5,0000 1 Feb 2007,26.02615,19.81219,23.90573,28.51517
7.5,0000 1 Feb 2007,25.83986,19.68624,23.77157,28.38855
1.5,0000 1 Mar 2007,27.26216,25.17345,26.51851,28.651
2.5,0000 1 Mar 2007,27.25638,23.12976,26.00694,28.86651
3.5,0000 1 Mar 2007,26.89606,21.14577,25.09369,28.85304
4.5,0000 1 Mar 2007,26.26714,20.12177,24.22695,28.57758
5.5,0000 1 Mar 2007,25.71839,19.60244,23.61796,28.27982
6.5,0000 1 Mar 2007,25.52414,19.54157,23.42669,28.16068
7.5,0000 1 Mar 2007,25.64872,19.79832,23.66451,28.18157
1.5,0000 1 Apr 2007,27.57867,23.24964,26.52439,28.93441
2.5,0000 1 Apr 2007,27.21986,21.60935,25.66884,28.9804
3.5,0000 1 Apr 2007,26.58409,20.45833,24.69204,28.80024
4.5,0000 1 Apr 2007,26.06032,19.75491,24.00699,28.53736
5.5,0000 1 Apr 2007,25.90882,19.5235,23.77052,28.39762
6.5,0000 1 Apr 2007,26.03963,19.70014,23.94775,28.3907
7.5,0000 1 Apr 2007,26.12463,20.23302,24.19146,28.43676
1.5,0000 1 May 2007,27.38041,21.63162,25.93584,28.87179
2.5,0000 1 May 2007,26.88644,20.37336,25.0291,28.79088
3.5,0000 1 May 2007,26.37718,19.51985,24.27927,28.62612
4.5,0000 1 May 2007,26.12967,19.24413,23.92477,28.52931
5.5,0000 1 May 2007,26.00937,19.38918,23.83301,28.50306
6.5,0000 1 May 2007,25.93686,20.07164,23.96926,28.4177
7.5,0000 1 May 2007,25.71702,21.06147,24.07712,28.18886
1.5,0000 1 Jun 2007,26.40983,20.09773,24.32284,28.33845
2.5,0000 1 Jun 2007,25.70638,19.26938,23.43981,28.0387
3.5,0000 1 Jun 2007,25.2925,19.06135,23.03572,27.82989
4.5,0000 1 Jun 2007,25.16449,19.28702,23.02133,27.72097
5.5,0000 1 Jun 2007,25.06219,19.91369,23.12168,27.6174
6.5,0000 1 Jun 2007,24.9142,20.81667,23.30786,27.44955
7.5,0000 1 Jun 2007,24.68955,22.06841,23.56962,27.12808
1.5,0000 1 Jul 2007,25.7585,19.83716,23.63144,28.16352
2.5,0000 1 Jul 2007,25.29284,19.42463,23.14023,27.94581
3.5,0000 1 Jul 2007,25.23207,19.58408,23.16864,27.86873
4.5,0000 1 Jul 2007,25.22222,20.10254,23.30882,27.85027
5.5,0000 1 Jul 2007,25.16217,20.99489,23.60567,27.65532
6.5,0000 1 Jul 2007,24.95052,22.16109,23.93851,27.22947
7.5,0000 1 Jul 2007,24.85338,23.3841,24.31977,26.94945
1.5,0000 1 Aug 2007,25.26957,19.74459,23.22267,27.89656
2.5,0000 1 Aug 2007,25.06958,19.77069,23.13383,27.74678
3.5,0000 1 Aug 2007,25.1432,20.22028,23.34196,27.71306
4.5,0000 1 Aug 2007,25.0175,21.11207,23.56886,27.50126
5.5,0000 1 Aug 2007,24.69324,22.20456,23.75207,27.1566
6.5,0000 1 Aug 2007,24.57866,23.14507,24.01842,26.91729
7.5,0000 1 Aug 2007,24.9586,23.30232,24.49925,26.91684
1.5,0000 1 Sep 2007,24.74566,19.52272,22.74219,27.4586
2.5,0000 1 Sep 2007,24.33937,19.85303,22.52269,27.19074
3.5,0000 1 Sep 2007,24.05462,20.68463,22.55363,26.90911
4.5,0000 1 Sep 2007,23.76691,21.84416,22.69408,26.57888
5.5,0000 1 Sep 2007,23.83278,22.8632,23.26751,26.34149
6.5,0000 1 Sep 2007,24.3272,23.00978,23.96247,26.37449
7.5,0000 1 Sep 2007,25.00602,22.34239,24.58016,26.57865
1.5,0000 1 Oct 2007,24.31394,19.62406,22.58044,27.24165
2.5,0000 1 Oct 2007,23.93909,20.46357,22.4839,26.90042
3.5,0000 1 Oct 2007,23.67012,21.55685,22.60877,26.49372
4.5,0000 1 Oct 2007,23.60206,22.6198,22.96203,26.19679
5.5,0000 1 Oct 2007,23.95436,22.84655,23.44449,26.22035
6.5,0000 1 Oct 2007,24.524,22.30237,23.97988,26.43808
7.5,0000 1 Oct 2007,25.11234,21.23667,24.35825,26.67981
1.5,0000 1 Nov 2007,24.40777,20.82884,23.10466,26.93592
2.5,0000 1 Nov 2007,24.00362,22.06061,23.0769,26.57178
3.5,0000 1 Nov 2007,23.95961,23.36184,23.44435,26.37528
4.5,0000 1 Nov 2007,24.4495,23.9013,24.09325,26.48393
5.5,0000 1 Nov 2007,25.13893,23.33159,24.73757,26.7597
6.5,0000 1 Nov 2007,25.6894,22.06655,24.97756,27.05395
7.5,0000 1 Nov 2007,25.96978,20.93575,24.88888,27.30453
1.5,0000 1 Dec 2007,23.88295,22.14294,22.90397,26.59006
2.5,0000 1 Dec 2007,23.56713,23.32689,23.02125,26.25356
3.5,0000 1 Dec 2007,23.81622,23.39065,23.32718,26.25895
4.5,0000 1 Dec 2007,24.38714,22.39421,23.6607,26.51547
5.5,0000 1 Dec 2007,24.93168,20.93259,23.82767,26.79395
6.5,0000 1 Dec 2007,25.22431,19.99183,23.88564,26.96334
7.5,0000 1 Dec 2007,25.37774,19.60333,23.95356,27.07035
1.5,0000 1 Jan 2008,24.42987,24.77429,24.14184,26.4824
2.5,0000 1 Jan 2008,24.54673,25.04646,24.40985,26.5488
3.5,0000 1 Jan 2008,25.07577,23.77729,24.63568,26.87774
4.5,0000 1 Jan 2008,25.56115,21.8343,24.64647,27.20811
5.5,0000 1 Jan 2008,25.82927,20.41589,24.47641,27.44356
6.5,0000 1 Jan 2008,25.90127,19.75414,24.26112,27.61597
7.5,0000 1 Jan 2008,26.03492,19.49235,24.25319,27.857
1.5,0000 1 Feb 2008,25.37756,26.22657,25.32009,26.71076
2.5,0000 1 Feb 2008,25.88978,24.78745,25.53655,27.11208
3.5,0000 1 Feb 2008,26.2331,22.65725,25.39944,27.51304
4.5,0000 1 Feb 2008,26.37004,20.88445,25.03752,27.72835
5.5,0000 1 Feb 2008,26.21992,19.95568,24.53725,27.79537
6.5,0000 1 Feb 2008,26.00833,19.53426,24.14434,27.81796
7.5,0000 1 Feb 2008,25.94692,19.43319,24.01988,27.8731
1.5,0000 1 Mar 2008,26.54638,27.00912,26.83784,27.18836
2.5,0000 1 Mar 2008,26.93501,25.46904,26.72836,27.67299
3.5,0000 1 Mar 2008,26.96927,23.40258,26.17212,27.99057
4.5,0000 1 Mar 2008,26.70242,21.65428,25.41435,28.10868
5.5,0000 1 Mar 2008,26.45044,20.61292,24.88168,28.17487
6.5,0000 1 Mar 2008,26.39485,20.17223,24.66698,28.2872
7.5,0000 1 Mar 2008,26.51943,20.26936,24.76628,28.44563
1.5,0000 1 Apr 2008,27.11376,25.66081,26.97581,27.8049
2.5,0000 1 Apr 2008,27.10771,23.93519,26.44383,28.075
3.5,0000 1 Apr 2008,26.76719,22.35825,25.74409,28.15639
4.5,0000 1 Apr 2008,26.43328,21.10044,25.14368,28.1855
5.5,0000 1 Apr 2008,26.30712,20.34342,24.81508,28.20717
6.5,0000 1 Apr 2008,26.40379,20.22254,24.7944,28.29166
7.5,0000 1 Apr 2008,26.46518,20.64699,24.85277,28.32957
1.5,0000 1 May 2008,27.15454,23.71185,26.61243,28.0778
2.5,0000 1 May 2008,26.91113,22.30116,25.8884,28.24542
3.5,0000 1 May 2008,26.67489,21.1351,25.31402,28.36875
4.5,0000 1 May 2008,26.5922,20.47455,25.01885,28.48682
5.5,0000 1 May 2008,26.64567,20.36341,24.98214,28.64248
6.5,0000 1 May 2008,26.64749,20.74846,25.02493,28.68039
7.5,0000 1 May 2008,26.43995,21.49724,25.00706,28.53513
1.5,0000 1 Jun 2008,27.0639,22.47118,26.27901,28.17442
2.5,0000 1 Jun 2008,26.85831,21.23779,25.68535,28.29092
3.5,0000 1 Jun 2008,26.66767,20.52901,25.22836,28.35777
4.5,0000 1 Jun 2008,26.60453,20.22944,24.93263,28.41507
5.5,0000 1 Jun 2008,26.52332,20.49841,24.83451,28.43575
6.5,0000 1 Jun 2008,26.27889,21.26402,24.72302,28.35189
7.5,0000 1 Jun 2008,25.90872,22.5349,24.66471,28.1755
1.5,0000 1 Jul 2008,26.70275,21.49681,25.45243,28.11671
2.5,0000 1 Jul 2008,26.51062,20.72132,25.01069,28.20712
3.5,0000 1 Jul 2008,26.49921,20.3777,24.82129,28.3105
4.5,0000 1 Jul 2008,26.48042,20.51701,24.77157,28.3641
5.5,0000 1 Jul 2008,26.26477,21.28986,24.76346,28.19432
6.5,0000 1 Jul 2008,25.91222,22.38707,24.77473,27.88452
7.5,0000 1 Jul 2008,25.74854,23.42065,24.95716,27.63551
1.5,0000 1 Aug 2008,26.20533,21.1213,24.77805,27.97342
2.5,0000 1 Aug 2008,26.07016,20.62963,24.49269,28.02793
3.5,0000 1 Aug 2008,26.08642,20.73358,24.44359,28.06603
4.5,0000 1 Aug 2008,25.88952,21.40531,24.41265,27.94781
5.5,0000 1 Aug 2008,25.59437,22.56019,24.42842,27.69964
6.5,0000 1 Aug 2008,25.55334,23.50467,24.73881,27.57567
7.5,0000 1 Aug 2008,25.95803,23.64421,25.28963,27.64041
1.5,0000 1 Sep 2008,26.37083,21.36516,24.98481,28.1337
2.5,0000 1 Sep 2008,26.35223,21.27629,24.91478,28.17973
3.5,0000 1 Sep 2008,26.12007,21.81475,24.80295,28.02873
4.5,0000 1 Sep 2008,25.74758,22.71364,24.6863,27.798
5.5,0000 1 Sep 2008,25.61402,23.71145,24.82739,27.62525
6.5,0000 1 Sep 2008,25.87434,23.84105,25.20659,27.66756
7.5,0000 1 Sep 2008,26.39119,23.08706,25.59841,27.88208
1.5,0000 1 Oct 2008,25.99117,21.19618,24.60767,27.90545
2.5,0000 1 Oct 2008,25.654,21.63883,24.33295,27.68302
3.5,0000 1 Oct 2008,25.22998,22.58486,24.13221,27.40824
4.5,0000 1 Oct 2008,25.10016,23.54582,24.23442,27.2934
5.5,0000 1 Oct 2008,25.39251,23.64007,24.5777,27.4461
6.5,0000 1 Oct 2008,25.92793,22.92556,24.96019,27.73205
7.5,0000 1 Oct 2008,26.33532,21.60586,25.08152,27.99468
1.5,0000 1 Nov 2008,25.481,21.8484,24.25563,27.56863
2.5,0000 1 Nov 2008,24.89429,22.93312,23.98556,27.22787
3.5,0000 1 Nov 2008,24.66342,24.15191,24.04183,27.06343
4.5,0000 1 Nov 2008,25.05556,24.35417,24.53843,27.20494
5.5,0000 1 Nov 2008,25.74905,23.50049,25.0506,27.55339
6.5,0000 1 Nov 2008,26.3599,22.11836,25.33533,27.91111
7.5,0000 1 Nov 2008,26.65189,21.13966,25.31937,28.19177
1.5,0000 1 Dec 2008,25.20936,23.42053,24.44677,27.25956
2.5,0000 1 Dec 2008,24.99168,24.42093,24.40398,27.10499
3.5,0000 1 Dec 2008,25.32858,24.61195,24.81131,27.26673
4.5,0000 1 Dec 2008,25.95236,23.57205,25.16086,27.71778
5.5,0000 1 Dec 2008,26.50181,22.00415,25.40845,28.1699
6.5,0000 1 Dec 2008,26.82959,20.7081,25.34594,28.46413
7.5,0000 1 Dec 2008,26.9437,20.15908,25.18211,28.6277
1.5,0000 1 Jan 2009,25.72419,25.40162,25.19671,27.45258
2.5,0000 1 Jan 2009,26.22968,25.57945,25.77433,27.73034
3.5,0000 1 Jan 2009,26.85723,24.65699,26.25884,28.21429
4.5,0000 1 Jan 2009,27.32226,23.30528,26.47219,28.62689
5.5,0000 1 Jan 2009,27.56536,22.14768,26.43048,28.91667
6.5,0000 1 Jan 2009,27.70013,21.57351,26.26149,29.18408
7.5,0000 1 Jan 2009,27.85802,21.39193,26.24687,29.51856
1.5,0000 1 Feb 2009,26.35305,26.28105,26.04784,27.7147
2.5,0000 1 Feb 2009,26.82569,24.99199,26.2847,28.20379
3.5,0000 1 Feb 2009,27.28378,23.08011,26.31094,28.69894
4.5,0000 1 Feb 2009,27.48846,21.50443,26.04109,29.00114
5.5,0000 1 Feb 2009,27.41307,20.65296,25.57861,29.15266
6.5,0000 1 Feb 2009,27.28724,20.36281,25.33226,29.24744
7.5,0000 1 Feb 2009,27.35373,20.38957,25.37152,29.47766
1.5,0000 1 Mar 2009,27.17236,25.73848,26.83746,28.28645
2.5,0000 1 Mar 2009,27.51414,23.89031,26.71412,28.81098
3.5,0000 1 Mar 2009,27.64224,21.98816,26.25345,29.13536
4.5,0000 1 Mar 2009,27.51906,20.83668,25.66212,29.28943
5.5,0000 1 Mar 2009,27.31379,20.2782,25.22725,29.40519
6.5,0000 1 Mar 2009,27.285,20.16059,25.17897,29.55115
7.5,0000 1 Mar 2009,27.46913,20.49893,25.47791,29.69135
1.5,0000 1 Apr 2009,27.69385,24.91289,27.24743,28.57476
2.5,0000 1 Apr 2009,27.72472,23.02395,26.69362,28.85356
3.5,0000 1 Apr 2009,27.49281,21.56032,25.94453,29.05011
4.5,0000 1 Apr 2009,27.32533,20.85692,25.54328,29.20444
5.5,0000 1 Apr 2009,27.3712,20.7776,25.54686,29.42159
6.5,0000 1 Apr 2009,27.642,21.12061,25.83653,29.67235
7.5,0000 1 Apr 2009,27.92622,21.89315,26.18555,29.86922
1.5,0000 1 May 2009,28.00509,23.35111,27.08484,29.07386
2.5,0000 1 May 2009,27.83276,22.05703,26.3882,29.34393
3.5,0000 1 May 2009,27.71009,21.06334,25.92866,29.59752
4.5,0000 1 May 2009,27.8486,20.60633,25.92468,29.91362
5.5,0000 1 May 2009,28.14798,20.81722,26.22437,30.20661
6.5,0000 1 May 2009,28.43595,21.5008,26.55058,30.42947
7.5,0000 1 May 2009,28.46746,22.51221,26.71298,30.45358
