L,MON,LDC_SST_NASA_GEOSS2S,LDC_SST_NASA_GEOSS2S_ONETWO,LDC_SST_NASA_GEOSS2S_THREE,LDC_SST_NASA_GEOSS2S_FOUR
7.5,0000 1 Aug 2018,26.99506,23.74714,26.05879,28.88887
1.5,0000 1 Sep 2018,26.65485,20.38273,24.5698,28.9632
2.5,0000 1 Sep 2018,26.75444,20.58145,24.81009,28.99586
3.5,0000 1 Sep 2018,26.66879,21.21173,24.985,28.87367
4.5,0000 1 Sep 2018,26.35839,22.16268,25.04225,28.56457
5.5,0000 1 Sep 2018,26.15454,23.03711,25.13622,28.31871
6.5,0000 1 Sep 2018,26.28058,23.17214,25.40203,28.20927
7.5,0000 1 Sep 2018,26.6372,22.53321,25.6951,28.3147
1.5,0000 1 Oct 2018,26.93502,20.99529,25.29622,29.08052
2.5,0000 1 Oct 2018,26.73918,21.59575,25.35318,28.84767
3.5,0000 1 Oct 2018,26.54537,22.49014,25.45086,28.47455
4.5,0000 1 Oct 2018,26.46428,23.28964,25.5515,28.21256
5.5,0000 1 Oct 2018,26.59187,23.40079,25.69227,28.12946
6.5,0000 1 Oct 2018,26.81888,22.66886,25.79152,28.26215
7.5,0000 1 Oct 2018,27.00755,21.43144,25.73297,28.34585
1.5,0000 1 Nov 2018,26.98302,22.41593,25.75085,29.05643
2.5,0000 1 Nov 2018,26.52191,22.9748,25.46817,28.52992
3.5,0000 1 Nov 2018,26.10407,23.49897,25.20948,28.06845
4.5,0000 1 Nov 2018,25.88409,23.60563,25.02647,27.87642
5.5,0000 1 Nov 2018,25.92805,22.92904,24.85293,27.97025
6.5,0000 1 Nov 2018,26.11958,21.66955,24.67603,28.07468
7.5,0000 1 Nov 2018,26.25486,20.52753,24.53501,28.10377
1.5,0000 1 Dec 2018,26.89402,23.84903,26.00854,28.72793
2.5,0000 1 Dec 2018,26.66227,24.3982,25.98823,28.33949
3.5,0000 1 Dec 2018,26.78536,24.37588,26.04233,28.27284
4.5,0000 1 Dec 2018,27.0355,23.59054,25.99315,28.47809
5.5,0000 1 Dec 2018,27.29058,22.28375,25.85321,28.69529
6.5,0000 1 Dec 2018,27.30686,21.0153,25.51254,28.82765
7.5,0000 1 Dec 2018,27.11662,20.20641,25.06974,28.83306
1.5,0000 1 Jan 2019,26.84677,25.39091,25.93599,28.70825
2.5,0000 1 Jan 2019,27.01771,25.19056,26.04469,28.69395
3.5,0000 1 Jan 2019,27.33685,24.09609,26.13589,28.79794
4.5,0000 1 Jan 2019,27.52856,22.49803,26.01388,28.96738
5.5,0000 1 Jan 2019,27.43694,21.1298,25.56284,29.01921
6.5,0000 1 Jan 2019,27.19755,20.26984,25.04408,29.03198
7.5,0000 1 Jan 2019,26.90594,20.05447,24.69226,29.02155
1.5,0000 1 Feb 2019,27.27207,26.35046,26.64203,28.68145
2.5,0000 1 Feb 2019,27.48177,25.1199,26.65071,28.70416
3.5,0000 1 Feb 2019,27.47537,23.07996,26.14156,28.84983
4.5,0000 1 Feb 2019,27.21302,21.03157,25.25303,28.96472
5.5,0000 1 Feb 2019,26.81981,19.87909,24.46866,28.93631
6.5,0000 1 Feb 2019,26.52957,19.49656,24.12408,28.92978
7.5,0000 1 Feb 2019,26.45792,19.58338,24.10994,29.02922
1.5,0000 1 Mar 2019,28.78378,26.57584,28.36117,29.69322
2.5,0000 1 Mar 2019,29.21357,25.26512,28.44488,30.15496
3.5,0000 1 Mar 2019,29.30917,23.81349,28.08959,30.49332
4.5,0000 1 Mar 2019,29.12151,22.70098,27.5529,30.60241
5.5,0000 1 Mar 2019,28.84046,21.95769,27.05427,30.5799
6.5,0000 1 Mar 2019,28.71654,21.57624,26.78926,30.60802
7.5,0000 1 Mar 2019,28.82217,21.72569,26.86076,30.72698
1.5,0000 1 Apr 2019,28.83262,24.37991,28.02514,29.77007
2.5,0000 1 Apr 2019,28.78649,22.92158,27.4931,30.04885
3.5,0000 1 Apr 2019,28.53185,21.86845,26.80151,30.17141
4.5,0000 1 Apr 2019,28.23716,21.25905,26.25548,30.23048
5.5,0000 1 Apr 2019,28.20625,20.93006,26.06002,30.39803
6.5,0000 1 Apr 2019,28.34413,21.05084,26.1982,30.55302
7.5,0000 1 Apr 2019,28.48756,21.65246,26.42976,30.6791
1.5,0000 1 May 2019,28.31335,22.06482,26.86548,29.70553
2.5,0000 1 May 2019,27.836,20.77624,25.88158,29.77748
3.5,0000 1 May 2019,27.49626,20.18384,25.32794,29.78881
4.5,0000 1 May 2019,27.37806,19.98829,25.13408,29.90737
5.5,0000 1 May 2019,27.45051,20.33335,25.27802,30.07483
6.5,0000 1 May 2019,27.47267,20.97309,25.46082,30.109
7.5,0000 1 May 2019,27.30377,22.02077,25.58399,29.88891
1.5,0000 1 Jun 2019,27.35967,20.94748,25.50428,29.23793
2.5,0000 1 Jun 2019,26.76534,19.96544,24.61738,29.0048
3.5,0000 1 Jun 2019,26.48814,19.66664,24.26393,28.89669
4.5,0000 1 Jun 2019,26.48584,19.81208,24.29277,28.9585
5.5,0000 1 Jun 2019,26.41574,20.36603,24.44897,28.89127
6.5,0000 1 Jun 2019,26.11227,21.19585,24.45749,28.61595
7.5,0000 1 Jun 2019,25.649,22.2594,24.44584,28.14675
1.5,0000 1 Jul 2019,26.91081,20.17723,24.60828,29.09091
2.5,0000 1 Jul 2019,26.65121,19.62676,24.15089,29.04255
3.5,0000 1 Jul 2019,26.68619,19.66852,24.24698,29.09932
4.5,0000 1 Jul 2019,26.68722,20.18196,24.47755,29.06433
5.5,0000 1 Jul 2019,26.37016,21.11388,24.56891,28.84304
6.5,0000 1 Jul 2019,25.99302,22.29844,24.63197,28.46493
7.5,0000 1 Jul 2019,25.8271,23.26035,24.88088,28.10896
1.5,0000 1 Aug 2019,25.77459,19.72833,23.39597,28.70937
2.5,0000 1 Aug 2019,25.34643,19.8137,23.12277,28.42802
3.5,0000 1 Aug 2019,25.16046,20.20699,23.16558,28.23809
4.5,0000 1 Aug 2019,24.87783,20.90844,23.26667,27.93521
5.5,0000 1 Aug 2019,24.58589,21.85746,23.44997,27.51634
6.5,0000 1 Aug 2019,24.5766,22.71066,23.88524,27.14908
7.5,0000 1 Aug 2019,24.94378,22.90114,24.46526,27.05696
1.5,0000 1 Sep 2019,25.66855,20.15524,23.54981,28.46632
2.5,0000 1 Sep 2019,25.49354,20.52463,23.50366,28.2122
3.5,0000 1 Sep 2019,25.16771,21.26619,23.57204,27.82502
4.5,0000 1 Sep 2019,24.81799,22.30788,23.7544,27.40237
5.5,0000 1 Sep 2019,24.75014,23.12097,24.15589,27.06738
6.5,0000 1 Sep 2019,25.08471,23.21602,24.63567,26.993
7.5,0000 1 Sep 2019,25.63513,22.42515,25.03719,27.20494
1.5,0000 1 Oct 2019,26.0098,20.64795,24.26864,28.57085
2.5,0000 1 Oct 2019,25.40793,21.34398,23.94017,28.01193
3.5,0000 1 Oct 2019,24.86065,22.40696,23.7458,27.42982
4.5,0000 1 Oct 2019,24.59727,23.43686,23.92746,26.96197
5.5,0000 1 Oct 2019,24.66479,23.58841,24.17433,26.82227
6.5,0000 1 Oct 2019,24.99994,22.63634,24.33627,26.95931
7.5,0000 1 Oct 2019,25.34877,21.10115,24.25031,27.14535
1.5,0000 1 Nov 2019,26.40496,21.91154,25.01647,28.71102
2.5,0000 1 Nov 2019,25.84938,22.73568,24.76879,28.14174
3.5,0000 1 Nov 2019,25.48773,23.39934,24.66414,27.68467
4.5,0000 1 Nov 2019,25.49362,23.46347,24.79022,27.52232
5.5,0000 1 Nov 2019,25.80917,22.57359,24.87563,27.67021
6.5,0000 1 Nov 2019,26.23811,21.2949,24.99287,27.87894
7.5,0000 1 Nov 2019,26.43107,20.20673,24.81359,28.00423
1.5,0000 1 Dec 2019,26.29803,23.56508,25.35812,28.41086
2.5,0000 1 Dec 2019,25.9049,24.1709,25.24127,27.89801
3.5,0000 1 Dec 2019,25.80017,23.96261,25.1803,27.64639
4.5,0000 1 Dec 2019,25.92638,22.81813,24.94446,27.73265
5.5,0000 1 Dec 2019,26.1281,21.19841,24.6942,27.84443
6.5,0000 1 Dec 2019,26.13075,20.03345,24.31633,27.83868
7.5,0000 1 Dec 2019,25.84526,19.37359,23.84115,27.75119
1.5,0000 1 Jan 2020,26.51857,24.67985,25.87858,28.28687
2.5,0000 1 Jan 2020,26.25108,24.2685,25.57608,27.95552
3.5,0000 1 Jan 2020,26.11867,22.94894,24.96926,28.00385
4.5,0000 1 Jan 2020,26.03532,21.24066,24.32905,28.16946
5.5,0000 1 Jan 2020,26.04521,19.91748,24.05962,28.14209
6.5,0000 1 Jan 2020,25.88646,19.24491,23.80544,27.99186
7.5,0000 1 Jan 2020,25.61992,19.15216,23.58628,27.83969
1.5,0000 1 Feb 2020,26.98199,25.73699,26.31571,28.79422
2.5,0000 1 Feb 2020,26.90364,24.24072,25.84177,28.72834
3.5,0000 1 Feb 2020,26.80104,22.1751,25.26162,28.76219
4.5,0000 1 Feb 2020,26.60307,20.54367,24.61852,28.74059
5.5,0000 1 Feb 2020,26.3334,19.63857,24.13182,28.5931
6.5,0000 1 Feb 2020,26.03405,19.38413,23.80044,28.45424
7.5,0000 1 Feb 2020,25.92577,19.52996,23.81187,28.42702
1.5,0000 1 Mar 2020,27.6841,24.84744,26.80569,29.14101
2.5,0000 1 Mar 2020,27.64702,22.70895,26.2391,29.20764
3.5,0000 1 Mar 2020,27.19793,20.84328,25.21119,29.12094
4.5,0000 1 Mar 2020,26.60472,19.73947,24.30632,28.86635
5.5,0000 1 Mar 2020,26.05002,19.29304,23.67702,28.57789
6.5,0000 1 Mar 2020,25.73924,19.28407,23.4893,28.39427
7.5,0000 1 Mar 2020,25.63944,19.64051,23.62512,28.29234
1.5,0000 1 Apr 2020,27.54421,23.47692,26.50666,28.88284
2.5,0000 1 Apr 2020,26.78568,21.18149,25.15497,28.70527
3.5,0000 1 Apr 2020,26.04442,19.79541,23.97964,28.44995
4.5,0000 1 Apr 2020,25.58521,19.18398,23.42722,28.21339
5.5,0000 1 Apr 2020,25.40481,19.13762,23.30715,28.06775
6.5,0000 1 Apr 2020,25.30161,19.49761,23.39458,27.9606
7.5,0000 1 Apr 2020,25.21337,20.18807,23.60116,27.8235
1.5,0000 1 May 2020,27.24652,21.69512,25.78239,28.65648
2.5,0000 1 May 2020,26.60854,20.1165,24.66092,28.45375
3.5,0000 1 May 2020,26.13247,19.31692,23.99321,28.23811
4.5,0000 1 May 2020,25.85617,19.09759,23.6874,28.1319
5.5,0000 1 May 2020,25.66849,19.37589,23.62917,28.07193
6.5,0000 1 May 2020,25.50892,19.93179,23.66858,27.97162
7.5,0000 1 May 2020,25.33196,20.88771,23.80607,27.77868
1.5,0000 1 Jun 2020,26.46512,20.44335,24.71089,28.34052
2.5,0000 1 Jun 2020,25.97091,19.47603,23.928,28.12055
3.5,0000 1 Jun 2020,25.82225,19.21745,23.59137,28.08273
4.5,0000 1 Jun 2020,25.8174,19.44118,23.63186,28.15104
5.5,0000 1 Jun 2020,25.75022,20.03471,23.81761,28.11623
6.5,0000 1 Jun 2020,25.48315,20.92734,23.95264,27.9252
7.5,0000 1 Jun 2020,25.30246,22.05553,24.21666,27.64567
1.5,0000 1 Jul 2020,25.71633,19.62039,23.80832,28.09348
2.5,0000 1 Jul 2020,25.22497,19.2115,23.25929,27.81234
3.5,0000 1 Jul 2020,25.0965,19.36803,23.13341,27.68583
4.5,0000 1 Jul 2020,24.99193,19.8457,23.16448,27.56593
5.5,0000 1 Jul 2020,24.76328,20.74436,23.28563,27.33542
6.5,0000 1 Jul 2020,24.64067,21.95601,23.63008,27.09028
7.5,0000 1 Jul 2020,24.87534,23.07845,24.30651,26.99418
1.5,0000 1 Aug 2020,24.89589,19.32907,23.02483,27.67738
2.5,0000 1 Aug 2020,24.48029,19.36642,22.5915,27.43689
3.5,0000 1 Aug 2020,24.45299,19.84342,22.63486,27.33901
4.5,0000 1 Aug 2020,24.45048,20.7147,22.92971,27.25327
5.5,0000 1 Aug 2020,24.48131,21.97556,23.44358,27.12249
6.5,0000 1 Aug 2020,24.70105,23.22507,24.15664,27.09555
7.5,0000 1 Aug 2020,25.21153,23.73442,24.96495,27.16311
1.5,0000 1 Sep 2020,24.75194,19.94571,23.22013,27.24249
2.5,0000 1 Sep 2020,24.44147,20.30917,23.02871,26.96791
3.5,0000 1 Sep 2020,24.32253,21.11713,23.1169,26.77278
4.5,0000 1 Sep 2020,24.35254,22.1712,23.5468,26.56227
5.5,0000 1 Sep 2020,24.7038,23.12372,24.30738,26.5774
6.5,0000 1 Sep 2020,25.36081,23.40881,25.12425,26.84786
7.5,0000 1 Sep 2020,26.12288,23.1615,25.83473,27.30693
1.5,0000 1 Oct 2020,23.96478,20.06536,22.61171,26.84908
2.5,0000 1 Oct 2020,23.54267,20.90806,22.48048,26.39867
3.5,0000 1 Oct 2020,23.56761,22.01428,22.79885,26.22982
4.5,0000 1 Oct 2020,23.99889,22.91241,23.53758,26.28178
5.5,0000 1 Oct 2020,24.65867,23.14931,24.34158,26.5073
6.5,0000 1 Oct 2020,25.39848,22.69211,24.98692,26.87762
7.5,0000 1 Oct 2020,25.91935,21.83612,25.24905,27.17498
1.5,0000 1 Nov 2020,23.54277,20.93744,22.74437,26.29857
2.5,0000 1 Nov 2020,23.07644,21.82049,22.51393,25.79594
3.5,0000 1 Nov 2020,23.2264,22.83909,22.88488,25.74558
4.5,0000 1 Nov 2020,23.90499,23.02168,23.51373,26.10232
5.5,0000 1 Nov 2020,24.74377,22.38316,24.21522,26.52741
6.5,0000 1 Nov 2020,25.39956,21.29921,24.62704,26.80874
7.5,0000 1 Nov 2020,25.71048,20.60246,24.74389,26.94537
1.5,0000 1 Dec 2020,23.47941,22.05414,22.8535,25.93184
2.5,0000 1 Dec 2020,23.1141,22.69134,22.58227,25.83666
3.5,0000 1 Dec 2020,23.65431,22.84362,22.96168,26.25798
4.5,0000 1 Dec 2020,24.53868,22.23214,23.58697,26.76749
5.5,0000 1 Dec 2020,25.26849,21.30847,24.14011,26.98934
6.5,0000 1 Dec 2020,25.58464,20.662,24.32899,27.05131
7.5,0000 1 Dec 2020,25.68608,20.37793,24.30102,27.1104
