L,MON,LDC_SST_NASA_GMAO_062012
3.5,0000 1 Dec 2006,27.63104
4.5,0000 1 Dec 2006,27.8379
5.5,0000 1 Dec 2006,27.80736
6.5,0000 1 Dec 2006,27.33062
7.5,0000 1 Dec 2006,26.46094
1.5,0000 1 Jan 2007,26.59799
2.5,0000 1 Jan 2007,26.79072
3.5,0000 1 Jan 2007,27.18554
4.5,0000 1 Jan 2007,27.39341
5.5,0000 1 Jan 2007,27.15516
6.5,0000 1 Jan 2007,26.50995
7.5,0000 1 Jan 2007,25.80613
1.5,0000 1 Feb 2007,27.30854
2.5,0000 1 Feb 2007,27.54461
3.5,0000 1 Feb 2007,27.61576
4.5,0000 1 Feb 2007,27.2375
5.5,0000 1 Feb 2007,26.42653
6.5,0000 1 Feb 2007,25.546
7.5,0000 1 Feb 2007,24.96144
1.5,0000 1 Mar 2007,27.35847
2.5,0000 1 Mar 2007,27.45171
3.5,0000 1 Mar 2007,27.08382
4.5,0000 1 Mar 2007,26.26872
5.5,0000 1 Mar 2007,25.38059
6.5,0000 1 Mar 2007,24.79979
7.5,0000 1 Mar 2007,24.58735
1.5,0000 1 Apr 2007,27.49633
2.5,0000 1 Apr 2007,27.14458
3.5,0000 1 Apr 2007,26.36342
4.5,0000 1 Apr 2007,25.45547
5.5,0000 1 Apr 2007,24.82773
6.5,0000 1 Apr 2007,24.52672
7.5,0000 1 Apr 2007,24.42636
1.5,0000 1 May 2007,26.86386
2.5,0000 1 May 2007,25.93884
3.5,0000 1 May 2007,25.00206
4.5,0000 1 May 2007,24.42447
5.5,0000 1 May 2007,24.19639
6.5,0000 1 May 2007,24.13166
7.5,0000 1 May 2007,24.06923
1.5,0000 1 Jun 2007,25.84317
2.5,0000 1 Jun 2007,24.87885
3.5,0000 1 Jun 2007,24.26859
4.5,0000 1 Jun 2007,24.01732
5.5,0000 1 Jun 2007,23.94746
6.5,0000 1 Jun 2007,23.98162
7.5,0000 1 Jun 2007,24.12536
1.5,0000 1 Jul 2007,25.20129
2.5,0000 1 Jul 2007,24.49468
3.5,0000 1 Jul 2007,24.25736
4.5,0000 1 Jul 2007,24.18491
5.5,0000 1 Jul 2007,24.15023
6.5,0000 1 Jul 2007,24.24787
7.5,0000 1 Jul 2007,24.61907
1.5,0000 1 Aug 2007,24.97915
2.5,0000 1 Aug 2007,24.56749
3.5,0000 1 Aug 2007,24.44412
4.5,0000 1 Aug 2007,24.34643
5.5,0000 1 Aug 2007,24.31773
6.5,0000 1 Aug 2007,24.58889
7.5,0000 1 Aug 2007,25.1555
1.5,0000 1 Sep 2007,24.86379
2.5,0000 1 Sep 2007,24.48096
3.5,0000 1 Sep 2007,24.24656
4.5,0000 1 Sep 2007,24.1127
5.5,0000 1 Sep 2007,24.33703
6.5,0000 1 Sep 2007,24.95172
7.5,0000 1 Sep 2007,25.7028
1.5,0000 1 Oct 2007,24.67225
2.5,0000 1 Oct 2007,24.29342
3.5,0000 1 Oct 2007,23.99497
4.5,0000 1 Oct 2007,24.05884
5.5,0000 1 Oct 2007,24.65267
6.5,0000 1 Oct 2007,25.44649
7.5,0000 1 Oct 2007,26.0491
1.5,0000 1 Nov 2007,24.40047
2.5,0000 1 Nov 2007,23.91217
3.5,0000 1 Nov 2007,23.81829
4.5,0000 1 Nov 2007,24.29847
5.5,0000 1 Nov 2007,25.08904
6.5,0000 1 Nov 2007,25.76193
7.5,0000 1 Nov 2007,26.04645
1.5,0000 1 Dec 2007,24.20881
2.5,0000 1 Dec 2007,24.0425
3.5,0000 1 Dec 2007,24.47246
4.5,0000 1 Dec 2007,25.26689
5.5,0000 1 Dec 2007,25.94802
6.5,0000 1 Dec 2007,26.2249
7.5,0000 1 Dec 2007,26.19431
1.5,0000 1 Jan 2008,25.56419
2.5,0000 1 Jan 2008,25.77472
3.5,0000 1 Jan 2008,26.23685
4.5,0000 1 Jan 2008,26.54568
5.5,0000 1 Jan 2008,26.49588
6.5,0000 1 Jan 2008,26.10676
7.5,0000 1 Jan 2008,25.59458
1.5,0000 1 Feb 2008,25.08756
2.5,0000 1 Feb 2008,25.61282
3.5,0000 1 Feb 2008,26.05609
4.5,0000 1 Feb 2008,26.15831
5.5,0000 1 Feb 2008,25.89443
6.5,0000 1 Feb 2008,25.46072
7.5,0000 1 Feb 2008,25.12179
1.5,0000 1 Mar 2008,26.32442
2.5,0000 1 Mar 2008,26.69001
3.5,0000 1 Mar 2008,26.71905
4.5,0000 1 Mar 2008,26.38065
5.5,0000 1 Mar 2008,25.86232
6.5,0000 1 Mar 2008,25.47817
7.5,0000 1 Mar 2008,25.30073
1.5,0000 1 Apr 2008,26.81677
2.5,0000 1 Apr 2008,26.81532
3.5,0000 1 Apr 2008,26.43593
4.5,0000 1 Apr 2008,25.89085
5.5,0000 1 Apr 2008,25.497
6.5,0000 1 Apr 2008,25.35109
7.5,0000 1 Apr 2008,25.35246
1.5,0000 1 May 2008,26.76923
2.5,0000 1 May 2008,26.37737
3.5,0000 1 May 2008,25.86559
4.5,0000 1 May 2008,25.47126
5.5,0000 1 May 2008,25.31332
6.5,0000 1 May 2008,25.26384
7.5,0000 1 May 2008,25.22886
1.5,0000 1 Jun 2008,26.65462
2.5,0000 1 Jun 2008,26.27293
3.5,0000 1 Jun 2008,25.96403
4.5,0000 1 Jun 2008,25.81074
5.5,0000 1 Jun 2008,25.75051
6.5,0000 1 Jun 2008,25.6545
7.5,0000 1 Jun 2008,25.5781
1.5,0000 1 Jul 2008,26.16965
2.5,0000 1 Jul 2008,25.77328
3.5,0000 1 Jul 2008,25.6247
4.5,0000 1 Jul 2008,25.59171
5.5,0000 1 Jul 2008,25.53789
6.5,0000 1 Jul 2008,25.51286
7.5,0000 1 Jul 2008,25.70632
1.5,0000 1 Aug 2008,25.86738
2.5,0000 1 Aug 2008,25.6291
3.5,0000 1 Aug 2008,25.59932
4.5,0000 1 Aug 2008,25.52558
5.5,0000 1 Aug 2008,25.4411
6.5,0000 1 Aug 2008,25.56581
7.5,0000 1 Aug 2008,25.99769
1.5,0000 1 Sep 2008,25.72474
2.5,0000 1 Sep 2008,25.54786
3.5,0000 1 Sep 2008,25.44937
4.5,0000 1 Sep 2008,25.32593
5.5,0000 1 Sep 2008,25.39186
6.5,0000 1 Sep 2008,25.7865
7.5,0000 1 Sep 2008,26.3613
1.5,0000 1 Oct 2008,26.07909
2.5,0000 1 Oct 2008,25.92494
3.5,0000 1 Oct 2008,25.78745
4.5,0000 1 Oct 2008,25.79718
5.5,0000 1 Oct 2008,26.10554
6.5,0000 1 Oct 2008,26.62329
7.5,0000 1 Oct 2008,27.07734
1.5,0000 1 Nov 2008,25.95619
2.5,0000 1 Nov 2008,25.63953
3.5,0000 1 Nov 2008,25.48314
4.5,0000 1 Nov 2008,25.71641
5.5,0000 1 Nov 2008,26.24605
6.5,0000 1 Nov 2008,26.77077
7.5,0000 1 Nov 2008,26.95888
1.5,0000 1 Dec 2008,25.5308
2.5,0000 1 Dec 2008,25.40041
3.5,0000 1 Dec 2008,25.67573
4.5,0000 1 Dec 2008,26.21647
5.5,0000 1 Dec 2008,26.71613
6.5,0000 1 Dec 2008,26.91873
7.5,0000 1 Dec 2008,26.75448
1.5,0000 1 Jan 2009,24.94297
2.5,0000 1 Jan 2009,25.26369
3.5,0000 1 Jan 2009,25.88327
4.5,0000 1 Jan 2009,26.41889
5.5,0000 1 Jan 2009,26.60393
6.5,0000 1 Jan 2009,26.45878
7.5,0000 1 Jan 2009,26.16772
1.5,0000 1 Feb 2009,26.34491
2.5,0000 1 Feb 2009,26.83981
3.5,0000 1 Feb 2009,27.23186
4.5,0000 1 Feb 2009,27.302
5.5,0000 1 Feb 2009,26.97745
6.5,0000 1 Feb 2009,26.45387
7.5,0000 1 Feb 2009,26.04487
1.5,0000 1 Mar 2009,27.18138
2.5,0000 1 Mar 2009,27.47583
3.5,0000 1 Mar 2009,27.46627
4.5,0000 1 Mar 2009,27.08289
5.5,0000 1 Mar 2009,26.53375
6.5,0000 1 Mar 2009,26.11327
7.5,0000 1 Mar 2009,25.9466
1.5,0000 1 Apr 2009,27.45688
2.5,0000 1 Apr 2009,27.49596
3.5,0000 1 Apr 2009,27.21884
4.5,0000 1 Apr 2009,26.77335
5.5,0000 1 Apr 2009,26.41919
6.5,0000 1 Apr 2009,26.28756
7.5,0000 1 Apr 2009,26.23681
1.5,0000 1 May 2009,27.70212
2.5,0000 1 May 2009,27.46753
3.5,0000 1 May 2009,27.09691
4.5,0000 1 May 2009,26.82657
5.5,0000 1 May 2009,26.79633
6.5,0000 1 May 2009,26.8584
7.5,0000 1 May 2009,26.83153
1.5,0000 1 Jun 2009,27.35575
2.5,0000 1 Jun 2009,26.89939
3.5,0000 1 Jun 2009,26.56663
4.5,0000 1 Jun 2009,26.43924
5.5,0000 1 Jun 2009,26.41617
6.5,0000 1 Jun 2009,26.34423
7.5,0000 1 Jun 2009,26.25852
1.5,0000 1 Jul 2009,27.29787
2.5,0000 1 Jul 2009,27.00339
3.5,0000 1 Jul 2009,26.93701
4.5,0000 1 Jul 2009,26.95099
5.5,0000 1 Jul 2009,26.85262
6.5,0000 1 Jul 2009,26.7068
7.5,0000 1 Jul 2009,26.79857
1.5,0000 1 Aug 2009,26.91447
2.5,0000 1 Aug 2009,26.79278
3.5,0000 1 Aug 2009,26.75317
4.5,0000 1 Aug 2009,26.67158
5.5,0000 1 Aug 2009,26.56893
6.5,0000 1 Aug 2009,26.65034
7.5,0000 1 Aug 2009,27.01968
1.5,0000 1 Sep 2009,27.20177
2.5,0000 1 Sep 2009,27.20975
3.5,0000 1 Sep 2009,27.20761
4.5,0000 1 Sep 2009,27.14635
5.5,0000 1 Sep 2009,27.20902
6.5,0000 1 Sep 2009,27.51892
7.5,0000 1 Sep 2009,27.91691
1.5,0000 1 Oct 2009,27.2817
2.5,0000 1 Oct 2009,27.15633
3.5,0000 1 Oct 2009,26.95967
4.5,0000 1 Oct 2009,26.90666
5.5,0000 1 Oct 2009,27.16241
6.5,0000 1 Oct 2009,27.54623
7.5,0000 1 Oct 2009,27.81245
1.5,0000 1 Nov 2009,27.72023
2.5,0000 1 Nov 2009,27.49252
3.5,0000 1 Nov 2009,27.36925
4.5,0000 1 Nov 2009,27.51662
5.5,0000 1 Nov 2009,27.79345
6.5,0000 1 Nov 2009,27.93773
7.5,0000 1 Nov 2009,27.68343
1.5,0000 1 Dec 2009,27.95017
2.5,0000 1 Dec 2009,27.92111
3.5,0000 1 Dec 2009,28.05638
4.5,0000 1 Dec 2009,28.27722
5.5,0000 1 Dec 2009,28.37265
6.5,0000 1 Dec 2009,28.07899
7.5,0000 1 Dec 2009,27.35703
1.5,0000 1 Jan 2010,26.86252
2.5,0000 1 Jan 2010,26.96914
3.5,0000 1 Jan 2010,27.28784
4.5,0000 1 Jan 2010,27.49426
5.5,0000 1 Jan 2010,27.30623
6.5,0000 1 Jan 2010,26.76814
7.5,0000 1 Jan 2010,26.15706
1.5,0000 1 Feb 2010,27.98062
2.5,0000 1 Feb 2010,28.00511
3.5,0000 1 Feb 2010,27.80248
4.5,0000 1 Feb 2010,27.17445
5.5,0000 1 Feb 2010,26.21452
6.5,0000 1 Feb 2010,25.2993
7.5,0000 1 Feb 2010,24.73917
1.5,0000 1 Mar 2010,28.24866
2.5,0000 1 Mar 2010,28.01559
3.5,0000 1 Mar 2010,27.38466
4.5,0000 1 Mar 2010,26.44268
5.5,0000 1 Mar 2010,25.56772
6.5,0000 1 Mar 2010,25.01377
7.5,0000 1 Mar 2010,24.78224
1.5,0000 1 Apr 2010,28.0623
2.5,0000 1 Apr 2010,27.40566
3.5,0000 1 Apr 2010,26.45426
4.5,0000 1 Apr 2010,25.5723
5.5,0000 1 Apr 2010,25.02641
6.5,0000 1 Apr 2010,24.78356
7.5,0000 1 Apr 2010,24.6855
1.5,0000 1 May 2010,27.06347
2.5,0000 1 May 2010,26.13493
3.5,0000 1 May 2010,25.33552
4.5,0000 1 May 2010,24.85266
5.5,0000 1 May 2010,24.67315
6.5,0000 1 May 2010,24.66207
7.5,0000 1 May 2010,24.64759
1.5,0000 1 Jun 2010,25.53157
2.5,0000 1 Jun 2010,24.70656
3.5,0000 1 Jun 2010,24.27925
4.5,0000 1 Jun 2010,24.15374
5.5,0000 1 Jun 2010,24.2119
6.5,0000 1 Jun 2010,24.30951
7.5,0000 1 Jun 2010,24.42802
1.5,0000 1 Jul 2010,24.54422
2.5,0000 1 Jul 2010,23.9065
3.5,0000 1 Jul 2010,23.72333
4.5,0000 1 Jul 2010,23.74167
5.5,0000 1 Jul 2010,23.87114
6.5,0000 1 Jul 2010,24.13292
7.5,0000 1 Jul 2010,24.58346
1.5,0000 1 Aug 2010,24.15538
2.5,0000 1 Aug 2010,23.68258
3.5,0000 1 Aug 2010,23.57759
4.5,0000 1 Aug 2010,23.64729
5.5,0000 1 Aug 2010,23.83759
6.5,0000 1 Aug 2010,24.29031
7.5,0000 1 Aug 2010,24.99452
1.5,0000 1 Sep 2010,24.08051
2.5,0000 1 Sep 2010,23.68357
3.5,0000 1 Sep 2010,23.52069
4.5,0000 1 Sep 2010,23.59937
5.5,0000 1 Sep 2010,23.96347
6.5,0000 1 Sep 2010,24.66536
7.5,0000 1 Sep 2010,25.4314
1.5,0000 1 Oct 2010,24.27198
2.5,0000 1 Oct 2010,23.90721
3.5,0000 1 Oct 2010,23.71501
4.5,0000 1 Oct 2010,23.91738
5.5,0000 1 Oct 2010,24.56354
6.5,0000 1 Oct 2010,25.41436
7.5,0000 1 Oct 2010,26.06168
1.5,0000 1 Nov 2010,24.13636
2.5,0000 1 Nov 2010,23.5997
3.5,0000 1 Nov 2010,23.49703
4.5,0000 1 Nov 2010,24.06203
5.5,0000 1 Nov 2010,24.96819
6.5,0000 1 Nov 2010,25.71812
7.5,0000 1 Nov 2010,26.00096
1.5,0000 1 Dec 2010,24.19408
2.5,0000 1 Dec 2010,24.02817
3.5,0000 1 Dec 2010,24.48751
4.5,0000 1 Dec 2010,25.2957
5.5,0000 1 Dec 2010,25.9515
6.5,0000 1 Dec 2010,26.22795
7.5,0000 1 Dec 2010,26.16044
1.5,0000 1 Jan 2011,25.96792
2.5,0000 1 Jan 2011,26.16137
3.5,0000 1 Jan 2011,26.53915
4.5,0000 1 Jan 2011,26.84495
5.5,0000 1 Jan 2011,26.81268
6.5,0000 1 Jan 2011,26.41889
7.5,0000 1 Jan 2011,25.89822
1.5,0000 1 Feb 2011,25.70862
2.5,0000 1 Feb 2011,26.21976
3.5,0000 1 Feb 2011,26.64366
4.5,0000 1 Feb 2011,26.72921
5.5,0000 1 Feb 2011,26.42709
6.5,0000 1 Feb 2011,25.91467
7.5,0000 1 Feb 2011,25.49562
1.5,0000 1 Mar 2011,26.80678
2.5,0000 1 Mar 2011,27.19772
3.5,0000 1 Mar 2011,27.23199
4.5,0000 1 Mar 2011,26.8655
5.5,0000 1 Mar 2011,26.30225
6.5,0000 1 Mar 2011,25.85686
7.5,0000 1 Mar 2011,25.65406
1.5,0000 1 Apr 2011,27.17548
2.5,0000 1 Apr 2011,27.19405
3.5,0000 1 Apr 2011,26.84453
4.5,0000 1 Apr 2011,26.31917
5.5,0000 1 Apr 2011,25.89103
6.5,0000 1 Apr 2011,25.68758
7.5,0000 1 Apr 2011,25.63517
1.5,0000 1 May 2011,27.208
2.5,0000 1 May 2011,26.8781
3.5,0000 1 May 2011,26.37016
4.5,0000 1 May 2011,25.98515
5.5,0000 1 May 2011,25.7934
6.5,0000 1 May 2011,25.71497
7.5,0000 1 May 2011,25.54255
1.5,0000 1 Jun 2011,26.77042
2.5,0000 1 Jun 2011,26.1881
3.5,0000 1 Jun 2011,25.72167
4.5,0000 1 Jun 2011,25.45501
5.5,0000 1 Jun 2011,25.31547
6.5,0000 1 Jun 2011,25.12643
7.5,0000 1 Jun 2011,24.99796
1.5,0000 1 Jul 2011,26.03192
2.5,0000 1 Jul 2011,25.46296
3.5,0000 1 Jul 2011,25.15933
4.5,0000 1 Jul 2011,25.05203
5.5,0000 1 Jul 2011,24.91373
6.5,0000 1 Jul 2011,24.79637
7.5,0000 1 Jul 2011,24.8983
1.5,0000 1 Aug 2011,25.54188
2.5,0000 1 Aug 2011,25.13649
3.5,0000 1 Aug 2011,24.92325
4.5,0000 1 Aug 2011,24.79636
5.5,0000 1 Aug 2011,24.77501
6.5,0000 1 Aug 2011,25.01453
7.5,0000 1 Aug 2011,25.56913
1.5,0000 1 Sep 2011,25.04776
2.5,0000 1 Sep 2011,24.66786
3.5,0000 1 Sep 2011,24.42208
4.5,0000 1 Sep 2011,24.28632
5.5,0000 1 Sep 2011,24.45393
6.5,0000 1 Sep 2011,25.02959
7.5,0000 1 Sep 2011,25.7876
1.5,0000 1 Oct 2011,25.0505
2.5,0000 1 Oct 2011,24.66592
3.5,0000 1 Oct 2011,24.38404
4.5,0000 1 Oct 2011,24.48117
5.5,0000 1 Oct 2011,25.0423
6.5,0000 1 Oct 2011,25.81132
7.5,0000 1 Oct 2011,26.37973
1.5,0000 1 Nov 2011,25.1244
2.5,0000 1 Nov 2011,24.82231
3.5,0000 1 Nov 2011,24.77642
4.5,0000 1 Nov 2011,25.14874
5.5,0000 1 Nov 2011,25.80911
6.5,0000 1 Nov 2011,26.39876
7.5,0000 1 Nov 2011,26.63783
1.5,0000 1 Dec 2011,25.00401
2.5,0000 1 Dec 2011,24.87245
3.5,0000 1 Dec 2011,25.27368
4.5,0000 1 Dec 2011,25.99153
5.5,0000 1 Dec 2011,26.60493
6.5,0000 1 Dec 2011,26.84781
7.5,0000 1 Dec 2011,26.75134
1.5,0000 1 Jan 2012,25.17217
2.5,0000 1 Jan 2012,25.52193
3.5,0000 1 Jan 2012,26.11606
4.5,0000 1 Jan 2012,26.63229
5.5,0000 1 Jan 2012,26.82637
6.5,0000 1 Jan 2012,26.68783
7.5,0000 1 Jan 2012,26.38933
1.5,0000 1 Feb 2012,26.3232
2.5,0000 1 Feb 2012,26.90148
3.5,0000 1 Feb 2012,27.32552
4.5,0000 1 Feb 2012,27.41852
5.5,0000 1 Feb 2012,27.15185
6.5,0000 1 Feb 2012,26.68972
7.5,0000 1 Feb 2012,26.28161
1.5,0000 1 Mar 2012,27.31383
2.5,0000 1 Mar 2012,27.63291
3.5,0000 1 Mar 2012,27.73554
4.5,0000 1 Mar 2012,27.5546
5.5,0000 1 Mar 2012,27.19985
6.5,0000 1 Mar 2012,26.8781
7.5,0000 1 Mar 2012,26.77752
1.5,0000 1 Apr 2012,27.62357
2.5,0000 1 Apr 2012,27.76928
3.5,0000 1 Apr 2012,27.59537
4.5,0000 1 Apr 2012,27.19847
5.5,0000 1 Apr 2012,26.84946
6.5,0000 1 Apr 2012,26.67279
7.5,0000 1 Apr 2012,26.60507
1.5,0000 1 May 2012,27.56851
2.5,0000 1 May 2012,27.44498
3.5,0000 1 May 2012,27.15262
4.5,0000 1 May 2012,26.89392
5.5,0000 1 May 2012,26.81343
6.5,0000 1 May 2012,26.82073
7.5,0000 1 May 2012,26.77822
1.5,0000 1 Jun 2012,27.22351
2.5,0000 1 Jun 2012,26.84342
3.5,0000 1 Jun 2012,26.54528
4.5,0000 1 Jun 2012,26.42709
5.5,0000 1 Jun 2012,26.41127
6.5,0000 1 Jun 2012,26.32941
7.5,0000 1 Jun 2012,26.23294
1.5,0000 1 Jul 2012,27.20933
2.5,0000 1 Jul 2012,26.93755
3.5,0000 1 Jul 2012,26.83939
4.5,0000 1 Jul 2012,26.82903
5.5,0000 1 Jul 2012,26.75653
6.5,0000 1 Jul 2012,26.64397
7.5,0000 1 Jul 2012,26.69596
1.5,0000 1 Aug 2012,27.00038
2.5,0000 1 Aug 2012,26.83587
3.5,0000 1 Aug 2012,26.76076
4.5,0000 1 Aug 2012,26.65213
5.5,0000 1 Aug 2012,26.54173
6.5,0000 1 Aug 2012,26.60805
7.5,0000 1 Aug 2012,26.94188
1.5,0000 1 Sep 2012,26.80476
2.5,0000 1 Sep 2012,26.6289
3.5,0000 1 Sep 2012,26.51163
4.5,0000 1 Sep 2012,26.43832
5.5,0000 1 Sep 2012,26.49172
6.5,0000 1 Sep 2012,26.7821
7.5,0000 1 Sep 2012,27.17295
1.5,0000 1 Oct 2012,26.77653
2.5,0000 1 Oct 2012,26.66241
3.5,0000 1 Oct 2012,26.54406
4.5,0000 1 Oct 2012,26.56839
5.5,0000 1 Oct 2012,26.84939
6.5,0000 1 Oct 2012,27.24347
7.5,0000 1 Oct 2012,27.52196
1.5,0000 1 Nov 2012,26.58784
2.5,0000 1 Nov 2012,26.32298
3.5,0000 1 Nov 2012,26.30993
4.5,0000 1 Nov 2012,26.62757
5.5,0000 1 Nov 2012,27.12508
6.5,0000 1 Nov 2012,27.50166
7.5,0000 1 Nov 2012,27.54467
1.5,0000 1 Dec 2012,26.63254
2.5,0000 1 Dec 2012,26.52246
3.5,0000 1 Dec 2012,26.74665
4.5,0000 1 Dec 2012,27.16476
5.5,0000 1 Dec 2012,27.47158
6.5,0000 1 Dec 2012,27.44532
7.5,0000 1 Dec 2012,27.10526
1.5,0000 1 Jan 2013,25.88352
2.5,0000 1 Jan 2013,26.16823
3.5,0000 1 Jan 2013,26.66027
4.5,0000 1 Jan 2013,27.08116
5.5,0000 1 Jan 2013,27.17717
6.5,0000 1 Jan 2013,26.93391
7.5,0000 1 Jan 2013,26.50264
1.5,0000 1 Feb 2013,26.71722
2.5,0000 1 Feb 2013,27.14786
3.5,0000 1 Feb 2013,27.41946
4.5,0000 1 Feb 2013,27.31369
5.5,0000 1 Feb 2013,26.79758
6.5,0000 1 Feb 2013,26.13839
7.5,0000 1 Feb 2013,25.64006
1.5,0000 1 Mar 2013,27.40034
2.5,0000 1 Mar 2013,27.65737
3.5,0000 1 Mar 2013,27.53408
4.5,0000 1 Mar 2013,27.05305
5.5,0000 1 Mar 2013,26.45243
6.5,0000 1 Mar 2013,26.02918
7.5,0000 1 Mar 2013,25.8217
1.5,0000 1 Apr 2013,27.58008
2.5,0000 1 Apr 2013,27.37811
3.5,0000 1 Apr 2013,26.8713
4.5,0000 1 Apr 2013,26.23785
5.5,0000 1 Apr 2013,25.75686
6.5,0000 1 Apr 2013,25.51127
7.5,0000 1 Apr 2013,25.38976
1.5,0000 1 May 2013,27.3053
2.5,0000 1 May 2013,26.77237
3.5,0000 1 May 2013,26.20448
4.5,0000 1 May 2013,25.83851
5.5,0000 1 May 2013,25.7146
6.5,0000 1 May 2013,25.68456
7.5,0000 1 May 2013,25.59532
1.5,0000 1 Jun 2013,26.50371
2.5,0000 1 Jun 2013,25.80984
3.5,0000 1 Jun 2013,25.35662
4.5,0000 1 Jun 2013,25.17529
5.5,0000 1 Jun 2013,25.14675
6.5,0000 1 Jun 2013,25.11948
7.5,0000 1 Jun 2013,25.16093
1.5,0000 1 Jul 2013,25.82073
2.5,0000 1 Jul 2013,25.26577
3.5,0000 1 Jul 2013,25.04436
4.5,0000 1 Jul 2013,24.97572
5.5,0000 1 Jul 2013,24.8917
6.5,0000 1 Jul 2013,24.90008
7.5,0000 1 Jul 2013,25.19894
1.5,0000 1 Aug 2013,25.93265
2.5,0000 1 Aug 2013,25.61761
3.5,0000 1 Aug 2013,25.48138
4.5,0000 1 Aug 2013,25.37821
5.5,0000 1 Aug 2013,25.32602
6.5,0000 1 Aug 2013,25.52524
7.5,0000 1 Aug 2013,26.03389
1.5,0000 1 Sep 2013,26.1654
2.5,0000 1 Sep 2013,25.99893
3.5,0000 1 Sep 2013,25.86785
4.5,0000 1 Sep 2013,25.7873
5.5,0000 1 Sep 2013,25.88967
6.5,0000 1 Sep 2013,26.31434
7.5,0000 1 Sep 2013,26.88518
1.5,0000 1 Oct 2013,26.32128
2.5,0000 1 Oct 2013,26.22287
3.5,0000 1 Oct 2013,26.13574
4.5,0000 1 Oct 2013,26.17861
5.5,0000 1 Oct 2013,26.54092
6.5,0000 1 Oct 2013,27.08644
7.5,0000 1 Oct 2013,27.51769
1.5,0000 1 Nov 2013,26.2287
2.5,0000 1 Nov 2013,25.92343
3.5,0000 1 Nov 2013,25.8026
4.5,0000 1 Nov 2013,26.06452
5.5,0000 1 Nov 2013,26.58589
6.5,0000 1 Nov 2013,27.04939
7.5,0000 1 Nov 2013,27.18361
1.5,0000 1 Dec 2013,26.19551
2.5,0000 1 Dec 2013,26.01466
3.5,0000 1 Dec 2013,26.23655
4.5,0000 1 Dec 2013,26.74413
5.5,0000 1 Dec 2013,27.2217
6.5,0000 1 Dec 2013,27.3683
7.5,0000 1 Dec 2013,27.16095
1.5,0000 1 Jan 2014,26.15745
2.5,0000 1 Jan 2014,26.45373
3.5,0000 1 Jan 2014,26.95096
4.5,0000 1 Jan 2014,27.35291
5.5,0000 1 Jan 2014,27.43137
6.5,0000 1 Jan 2014,27.17823
7.5,0000 1 Jan 2014,26.72238
1.5,0000 1 Feb 2014,26.70195
2.5,0000 1 Feb 2014,27.17387
3.5,0000 1 Feb 2014,27.5295
4.5,0000 1 Feb 2014,27.57023
5.5,0000 1 Feb 2014,27.23527
6.5,0000 1 Feb 2014,26.71156
7.5,0000 1 Feb 2014,26.30778
1.5,0000 1 Mar 2014,27.4495
2.5,0000 1 Mar 2014,27.89724
3.5,0000 1 Mar 2014,28.00092
4.5,0000 1 Mar 2014,27.73947
5.5,0000 1 Mar 2014,27.27478
6.5,0000 1 Mar 2014,26.90093
7.5,0000 1 Mar 2014,26.76927
1.5,0000 1 Apr 2014,27.98453
2.5,0000 1 Apr 2014,28.02111
3.5,0000 1 Apr 2014,27.70713
4.5,0000 1 Apr 2014,27.22963
5.5,0000 1 Apr 2014,26.87658
6.5,0000 1 Apr 2014,26.76918
7.5,0000 1 Apr 2014,26.72115
1.5,0000 1 May 2014,27.94414
2.5,0000 1 May 2014,27.57037
3.5,0000 1 May 2014,27.11574
4.5,0000 1 May 2014,26.83558
5.5,0000 1 May 2014,26.80012
6.5,0000 1 May 2014,26.82051
7.5,0000 1 May 2014,26.74235
1.5,0000 1 Jun 2014,27.26209
2.5,0000 1 Jun 2014,26.68616
3.5,0000 1 Jun 2014,26.39048
4.5,0000 1 Jun 2014,26.34902
5.5,0000 1 Jun 2014,26.34768
6.5,0000 1 Jun 2014,26.24866
7.5,0000 1 Jun 2014,26.19312
1.5,0000 1 Jul 2014,26.65589
2.5,0000 1 Jul 2014,26.31907
3.5,0000 1 Jul 2014,26.29567
4.5,0000 1 Jul 2014,26.32569
5.5,0000 1 Jul 2014,26.24972
6.5,0000 1 Jul 2014,26.16172
7.5,0000 1 Jul 2014,26.3056
1.5,0000 1 Aug 2014,26.22572
2.5,0000 1 Aug 2014,26.11231
3.5,0000 1 Aug 2014,26.08778
4.5,0000 1 Aug 2014,25.97125
5.5,0000 1 Aug 2014,25.87757
6.5,0000 1 Aug 2014,26.06219
7.5,0000 1 Aug 2014,26.55319
1.5,0000 1 Sep 2014,26.66788
2.5,0000 1 Sep 2014,26.54976
3.5,0000 1 Sep 2014,26.43995
4.5,0000 1 Sep 2014,26.34989
5.5,0000 1 Sep 2014,26.45334
6.5,0000 1 Sep 2014,26.83766
7.5,0000 1 Sep 2014,27.3408
1.5,0000 1 Oct 2014,26.77876
2.5,0000 1 Oct 2014,26.70155
3.5,0000 1 Oct 2014,26.63613
4.5,0000 1 Oct 2014,26.70748
5.5,0000 1 Oct 2014,27.04945
6.5,0000 1 Oct 2014,27.51598
7.5,0000 1 Oct 2014,27.86863
1.5,0000 1 Nov 2014,27.0955
2.5,0000 1 Nov 2014,27.03935
3.5,0000 1 Nov 2014,27.13743
4.5,0000 1 Nov 2014,27.47657
5.5,0000 1 Nov 2014,27.89903
6.5,0000 1 Nov 2014,28.18165
7.5,0000 1 Nov 2014,28.10121
1.5,0000 1 Dec 2014,27.12411
