M,L,MON,LDC_SST_COLA_CESM1
3,8.5,0000 1 Dec 2015,24.60029
4,8.5,0000 1 Dec 2015,25.86611
5,8.5,0000 1 Dec 2015,25.34362
6,8.5,0000 1 Dec 2015,26.13172
7,8.5,0000 1 Dec 2015,26.55467
8,8.5,0000 1 Dec 2015,25.0639
9,8.5,0000 1 Dec 2015,25.59638
10,8.5,0000 1 Dec 2015,24.39219
1,9.5,0000 1 Dec 2015,23.75088
2,9.5,0000 1 Dec 2015,24.47416
3,9.5,0000 1 Dec 2015,23.89178
4,9.5,0000 1 Dec 2015,25.2444
5,9.5,0000 1 Dec 2015,24.90681
6,9.5,0000 1 Dec 2015,25.63597
7,9.5,0000 1 Dec 2015,26.01153
8,9.5,0000 1 Dec 2015,24.3087
9,9.5,0000 1 Dec 2015,25.00843
10,9.5,0000 1 Dec 2015,23.78488
1,10.5,0000 1 Dec 2015,23.70708
2,10.5,0000 1 Dec 2015,24.13979
3,10.5,0000 1 Dec 2015,23.7671
4,10.5,0000 1 Dec 2015,25.10676
5,10.5,0000 1 Dec 2015,25.03151
6,10.5,0000 1 Dec 2015,25.5013
7,10.5,0000 1 Dec 2015,25.93326
8,10.5,0000 1 Dec 2015,24.08974
9,10.5,0000 1 Dec 2015,24.98108
10,10.5,0000 1 Dec 2015,23.73374
1,1.5,0000 1 Jan 2016,29.09031
2,1.5,0000 1 Jan 2016,28.98815
3,1.5,0000 1 Jan 2016,28.97721
4,1.5,0000 1 Jan 2016,28.97633
5,1.5,0000 1 Jan 2016,28.89862
6,1.5,0000 1 Jan 2016,29.03186
7,1.5,0000 1 Jan 2016,28.86907
8,1.5,0000 1 Jan 2016,29.02688
9,1.5,0000 1 Jan 2016,29.02389
10,1.5,0000 1 Jan 2016,29.12816
1,2.5,0000 1 Jan 2016,29.13349
2,2.5,0000 1 Jan 2016,28.91799
3,2.5,0000 1 Jan 2016,28.64882
4,2.5,0000 1 Jan 2016,28.7796
5,2.5,0000 1 Jan 2016,28.67797
6,2.5,0000 1 Jan 2016,28.98846
7,2.5,0000 1 Jan 2016,28.68319
8,2.5,0000 1 Jan 2016,28.96017
9,2.5,0000 1 Jan 2016,28.96358
10,2.5,0000 1 Jan 2016,29.12234
1,3.5,0000 1 Jan 2016,29.28123
2,3.5,0000 1 Jan 2016,28.93561
3,3.5,0000 1 Jan 2016,28.21164
4,3.5,0000 1 Jan 2016,28.59155
5,3.5,0000 1 Jan 2016,28.554
6,3.5,0000 1 Jan 2016,29.09657
7,3.5,0000 1 Jan 2016,28.61838
8,3.5,0000 1 Jan 2016,29.11364
9,3.5,0000 1 Jan 2016,28.95719
10,3.5,0000 1 Jan 2016,29.22802
1,4.5,0000 1 Jan 2016,29.42752
2,4.5,0000 1 Jan 2016,28.91655
3,4.5,0000 1 Jan 2016,27.46084
4,4.5,0000 1 Jan 2016,28.30538
5,4.5,0000 1 Jan 2016,28.29187
6,4.5,0000 1 Jan 2016,29.19681
7,4.5,0000 1 Jan 2016,28.50495
8,4.5,0000 1 Jan 2016,29.14998
9,4.5,0000 1 Jan 2016,28.82817
10,4.5,0000 1 Jan 2016,29.13862
1,5.5,0000 1 Jan 2016,29.13197
2,5.5,0000 1 Jan 2016,28.36695
3,5.5,0000 1 Jan 2016,26.35804
4,5.5,0000 1 Jan 2016,27.43211
5,5.5,0000 1 Jan 2016,27.46764
6,5.5,0000 1 Jan 2016,28.82635
7,5.5,0000 1 Jan 2016,27.81921
8,5.5,0000 1 Jan 2016,28.57015
9,5.5,0000 1 Jan 2016,28.08158
10,5.5,0000 1 Jan 2016,28.59105
1,6.5,0000 1 Jan 2016,28.44304
2,6.5,0000 1 Jan 2016,27.29843
3,6.5,0000 1 Jan 2016,25.07811
4,6.5,0000 1 Jan 2016,26.02102
5,6.5,0000 1 Jan 2016,26.17439
6,6.5,0000 1 Jan 2016,27.91852
7,6.5,0000 1 Jan 2016,26.64965
8,6.5,0000 1 Jan 2016,27.43036
9,6.5,0000 1 Jan 2016,27.06596
10,6.5,0000 1 Jan 2016,27.61609
1,7.5,0000 1 Jan 2016,27.63269
2,7.5,0000 1 Jan 2016,26.09375
3,7.5,0000 1 Jan 2016,23.99608
4,7.5,0000 1 Jan 2016,24.6957
5,7.5,0000 1 Jan 2016,24.99751
6,7.5,0000 1 Jan 2016,27.01092
7,7.5,0000 1 Jan 2016,25.48823
8,7.5,0000 1 Jan 2016,26.22783
9,7.5,0000 1 Jan 2016,26.09176
10,7.5,0000 1 Jan 2016,26.70642
1,8.5,0000 1 Jan 2016,27.13554
2,8.5,0000 1 Jan 2016,25.31277
3,8.5,0000 1 Jan 2016,23.32231
4,8.5,0000 1 Jan 2016,23.92282
5,8.5,0000 1 Jan 2016,24.34694
6,8.5,0000 1 Jan 2016,26.44899
7,8.5,0000 1 Jan 2016,24.78552
8,8.5,0000 1 Jan 2016,25.50876
9,8.5,0000 1 Jan 2016,25.60527
10,8.5,0000 1 Jan 2016,26.11937
1,9.5,0000 1 Jan 2016,27.04481
2,9.5,0000 1 Jan 2016,25.08159
3,9.5,0000 1 Jan 2016,23.05004
4,9.5,0000 1 Jan 2016,23.85511
5,9.5,0000 1 Jan 2016,24.18899
6,9.5,0000 1 Jan 2016,26.40766
7,9.5,0000 1 Jan 2016,24.6291
8,9.5,0000 1 Jan 2016,25.25181
9,9.5,0000 1 Jan 2016,25.41443
10,9.5,0000 1 Jan 2016,25.90931
1,10.5,0000 1 Jan 2016,27.16799
2,10.5,0000 1 Jan 2016,25.20861
3,10.5,0000 1 Jan 2016,23.28288
4,10.5,0000 1 Jan 2016,24.08512
5,10.5,0000 1 Jan 2016,24.28073
6,10.5,0000 1 Jan 2016,26.60312
7,10.5,0000 1 Jan 2016,24.70427
8,10.5,0000 1 Jan 2016,25.28326
9,10.5,0000 1 Jan 2016,25.35455
10,10.5,0000 1 Jan 2016,25.87085
1,1.5,0000 1 Feb 2016,28.96873
2,1.5,0000 1 Feb 2016,28.8936
3,1.5,0000 1 Feb 2016,28.95533
4,1.5,0000 1 Feb 2016,29.01283
5,1.5,0000 1 Feb 2016,28.96952
6,1.5,0000 1 Feb 2016,28.9857
7,1.5,0000 1 Feb 2016,29.0933
8,1.5,0000 1 Feb 2016,29.08487
9,1.5,0000 1 Feb 2016,29.17553
10,1.5,0000 1 Feb 2016,28.85682
1,2.5,0000 1 Feb 2016,28.85711
2,2.5,0000 1 Feb 2016,28.64583
3,2.5,0000 1 Feb 2016,28.90163
4,2.5,0000 1 Feb 2016,29.04341
5,2.5,0000 1 Feb 2016,28.86193
6,2.5,0000 1 Feb 2016,28.92858
7,2.5,0000 1 Feb 2016,29.07826
8,2.5,0000 1 Feb 2016,29.12053
9,2.5,0000 1 Feb 2016,29.2691
10,2.5,0000 1 Feb 2016,28.62932
1,3.5,0000 1 Feb 2016,28.41645
2,3.5,0000 1 Feb 2016,28.06246
3,3.5,0000 1 Feb 2016,28.5994
4,3.5,0000 1 Feb 2016,28.59416
5,3.5,0000 1 Feb 2016,28.23712
6,3.5,0000 1 Feb 2016,28.4506
7,3.5,0000 1 Feb 2016,28.75824
8,3.5,0000 1 Feb 2016,29.10177
9,3.5,0000 1 Feb 2016,29.09017
10,3.5,0000 1 Feb 2016,28.0528
1,4.5,0000 1 Feb 2016,27.5149
2,4.5,0000 1 Feb 2016,26.96663
3,4.5,0000 1 Feb 2016,27.76551
4,4.5,0000 1 Feb 2016,27.49091
5,4.5,0000 1 Feb 2016,26.99554
6,4.5,0000 1 Feb 2016,27.43813
7,4.5,0000 1 Feb 2016,27.93223
8,4.5,0000 1 Feb 2016,28.40513
9,4.5,0000 1 Feb 2016,28.63136
10,4.5,0000 1 Feb 2016,27.00563
1,5.5,0000 1 Feb 2016,26.15519
2,5.5,0000 1 Feb 2016,25.49673
3,5.5,0000 1 Feb 2016,26.55309
4,5.5,0000 1 Feb 2016,25.92776
5,5.5,0000 1 Feb 2016,25.42992
6,5.5,0000 1 Feb 2016,26.05525
7,5.5,0000 1 Feb 2016,26.78579
8,5.5,0000 1 Feb 2016,27.2419
9,5.5,0000 1 Feb 2016,27.8023
10,5.5,0000 1 Feb 2016,25.62415
1,6.5,0000 1 Feb 2016,24.95008
2,6.5,0000 1 Feb 2016,24.31923
3,6.5,0000 1 Feb 2016,25.63729
4,6.5,0000 1 Feb 2016,24.76369
5,6.5,0000 1 Feb 2016,24.40011
6,6.5,0000 1 Feb 2016,24.82209
7,6.5,0000 1 Feb 2016,25.84608
8,6.5,0000 1 Feb 2016,26.07287
9,6.5,0000 1 Feb 2016,27.08336
10,6.5,0000 1 Feb 2016,24.61754
1,7.5,0000 1 Feb 2016,24.1849
2,7.5,0000 1 Feb 2016,23.70824
3,7.5,0000 1 Feb 2016,25.23527
4,7.5,0000 1 Feb 2016,24.21529
5,7.5,0000 1 Feb 2016,23.93158
6,7.5,0000 1 Feb 2016,24.14473
7,7.5,0000 1 Feb 2016,25.33769
8,7.5,0000 1 Feb 2016,25.56309
9,7.5,0000 1 Feb 2016,26.65008
10,7.5,0000 1 Feb 2016,24.17174
1,8.5,0000 1 Feb 2016,23.99732
2,8.5,0000 1 Feb 2016,23.6866
3,8.5,0000 1 Feb 2016,25.31835
4,8.5,0000 1 Feb 2016,24.18817
5,8.5,0000 1 Feb 2016,23.8478
6,8.5,0000 1 Feb 2016,23.99587
7,8.5,0000 1 Feb 2016,25.20866
8,8.5,0000 1 Feb 2016,25.49367
9,8.5,0000 1 Feb 2016,26.60299
10,8.5,0000 1 Feb 2016,24.13104
1,9.5,0000 1 Feb 2016,24.15255
2,9.5,0000 1 Feb 2016,23.92166
3,9.5,0000 1 Feb 2016,25.42071
4,9.5,0000 1 Feb 2016,24.38935
5,9.5,0000 1 Feb 2016,23.93129
6,9.5,0000 1 Feb 2016,24.36308
7,9.5,0000 1 Feb 2016,25.19813
8,9.5,0000 1 Feb 2016,25.46868
9,9.5,0000 1 Feb 2016,26.82039
10,9.5,0000 1 Feb 2016,24.26264
1,10.5,0000 1 Feb 2016,24.51572
2,10.5,0000 1 Feb 2016,24.34444
3,10.5,0000 1 Feb 2016,25.71668
4,10.5,0000 1 Feb 2016,24.71574
5,10.5,0000 1 Feb 2016,24.25056
6,10.5,0000 1 Feb 2016,24.73845
7,10.5,0000 1 Feb 2016,25.301
8,10.5,0000 1 Feb 2016,25.47017
9,10.5,0000 1 Feb 2016,27.17556
10,10.5,0000 1 Feb 2016,24.48174
1,1.5,0000 1 Mar 2016,29.35276
2,1.5,0000 1 Mar 2016,29.27782
3,1.5,0000 1 Mar 2016,29.13005
4,1.5,0000 1 Mar 2016,29.26754
5,1.5,0000 1 Mar 2016,29.28241
6,1.5,0000 1 Mar 2016,29.05863
7,1.5,0000 1 Mar 2016,29.42401
8,1.5,0000 1 Mar 2016,29.25505
9,1.5,0000 1 Mar 2016,29.1473
10,1.5,0000 1 Mar 2016,29.17136
1,2.5,0000 1 Mar 2016,29.50415
2,2.5,0000 1 Mar 2016,29.42943
3,2.5,0000 1 Mar 2016,28.99458
4,2.5,0000 1 Mar 2016,29.30259
5,2.5,0000 1 Mar 2016,29.21196
6,2.5,0000 1 Mar 2016,28.60251
7,2.5,0000 1 Mar 2016,29.37579
8,2.5,0000 1 Mar 2016,29.28124
9,2.5,0000 1 Mar 2016,28.88187
10,2.5,0000 1 Mar 2016,28.83689
1,3.5,0000 1 Mar 2016,29.30858
2,3.5,0000 1 Mar 2016,29.24335
3,3.5,0000 1 Mar 2016,28.33795
4,3.5,0000 1 Mar 2016,29.14419
5,3.5,0000 1 Mar 2016,28.61479
6,3.5,0000 1 Mar 2016,27.65003
7,3.5,0000 1 Mar 2016,28.98908
8,3.5,0000 1 Mar 2016,29.13619
9,3.5,0000 1 Mar 2016,28.02449
10,3.5,0000 1 Mar 2016,28.07826
1,4.5,0000 1 Mar 2016,28.7306
2,4.5,0000 1 Mar 2016,28.67137
3,4.5,0000 1 Mar 2016,27.47845
4,4.5,0000 1 Mar 2016,28.90492
5,4.5,0000 1 Mar 2016,27.65224
6,4.5,0000 1 Mar 2016,26.41809
7,4.5,0000 1 Mar 2016,28.39952
8,4.5,0000 1 Mar 2016,28.87549
9,4.5,0000 1 Mar 2016,27.00373
10,4.5,0000 1 Mar 2016,27.06823
1,5.5,0000 1 Mar 2016,28.04387
2,5.5,0000 1 Mar 2016,27.76496
3,5.5,0000 1 Mar 2016,26.74351
4,5.5,0000 1 Mar 2016,28.71467
5,5.5,0000 1 Mar 2016,26.76083
6,5.5,0000 1 Mar 2016,25.35199
7,5.5,0000 1 Mar 2016,27.76781
8,5.5,0000 1 Mar 2016,28.47326
9,5.5,0000 1 Mar 2016,25.99817
10,5.5,0000 1 Mar 2016,26.122
1,6.5,0000 1 Mar 2016,27.63815
2,6.5,0000 1 Mar 2016,27.09332
3,6.5,0000 1 Mar 2016,26.63097
4,6.5,0000 1 Mar 2016,28.68608
5,6.5,0000 1 Mar 2016,26.33822
6,6.5,0000 1 Mar 2016,24.78278
7,6.5,0000 1 Mar 2016,27.44027
8,6.5,0000 1 Mar 2016,28.20075
9,6.5,0000 1 Mar 2016,25.48731
10,6.5,0000 1 Mar 2016,25.45981
1,7.5,0000 1 Mar 2016,27.60584
2,7.5,0000 1 Mar 2016,26.7568
3,7.5,0000 1 Mar 2016,26.83582
4,7.5,0000 1 Mar 2016,28.88372
5,7.5,0000 1 Mar 2016,26.24999
6,7.5,0000 1 Mar 2016,24.68874
7,7.5,0000 1 Mar 2016,27.54646
8,7.5,0000 1 Mar 2016,28.11432
9,7.5,0000 1 Mar 2016,25.44402
10,7.5,0000 1 Mar 2016,25.27689
1,8.5,0000 1 Mar 2016,27.87345
2,8.5,0000 1 Mar 2016,26.81227
3,8.5,0000 1 Mar 2016,27.22117
4,8.5,0000 1 Mar 2016,29.14957
5,8.5,0000 1 Mar 2016,26.34694
6,8.5,0000 1 Mar 2016,24.85724
7,8.5,0000 1 Mar 2016,28.05333
8,8.5,0000 1 Mar 2016,28.31169
9,8.5,0000 1 Mar 2016,25.70325
10,8.5,0000 1 Mar 2016,25.42085
1,9.5,0000 1 Mar 2016,28.24691
2,9.5,0000 1 Mar 2016,27.2264
3,9.5,0000 1 Mar 2016,27.69106
4,9.5,0000 1 Mar 2016,29.35753
5,9.5,0000 1 Mar 2016,26.66016
6,9.5,0000 1 Mar 2016,25.06201
7,9.5,0000 1 Mar 2016,28.53994
8,9.5,0000 1 Mar 2016,28.64786
9,9.5,0000 1 Mar 2016,26.01665
10,9.5,0000 1 Mar 2016,25.69651
1,10.5,0000 1 Mar 2016,28.59157
2,10.5,0000 1 Mar 2016,27.82767
3,10.5,0000 1 Mar 2016,28.18431
4,10.5,0000 1 Mar 2016,29.36384
5,10.5,0000 1 Mar 2016,27.15485
6,10.5,0000 1 Mar 2016,25.35614
7,10.5,0000 1 Mar 2016,28.88245
8,10.5,0000 1 Mar 2016,28.87355
9,10.5,0000 1 Mar 2016,26.24673
10,10.5,0000 1 Mar 2016,25.98092
1,1.5,0000 1 Apr 2016,28.4023
2,1.5,0000 1 Apr 2016,28.34534
3,1.5,0000 1 Apr 2016,28.36237
4,1.5,0000 1 Apr 2016,28.24082
5,1.5,0000 1 Apr 2016,28.01698
6,1.5,0000 1 Apr 2016,28.40783
7,1.5,0000 1 Apr 2016,28.4372
8,1.5,0000 1 Apr 2016,28.61654
9,1.5,0000 1 Apr 2016,28.56187
10,1.5,0000 1 Apr 2016,28.47956
1,2.5,0000 1 Apr 2016,27.29073
2,2.5,0000 1 Apr 2016,27.44009
3,2.5,0000 1 Apr 2016,27.3132
4,2.5,0000 1 Apr 2016,27.11
5,2.5,0000 1 Apr 2016,26.9359
6,2.5,0000 1 Apr 2016,27.33301
7,2.5,0000 1 Apr 2016,27.44799
8,2.5,0000 1 Apr 2016,27.80296
9,2.5,0000 1 Apr 2016,27.82834
10,2.5,0000 1 Apr 2016,27.60453
1,3.5,0000 1 Apr 2016,25.65847
2,3.5,0000 1 Apr 2016,26.11719
3,3.5,0000 1 Apr 2016,25.82333
4,3.5,0000 1 Apr 2016,25.60789
5,3.5,0000 1 Apr 2016,25.49074
6,3.5,0000 1 Apr 2016,25.64161
7,3.5,0000 1 Apr 2016,26.08276
8,3.5,0000 1 Apr 2016,26.5779
9,3.5,0000 1 Apr 2016,26.59473
10,3.5,0000 1 Apr 2016,26.28237
1,4.5,0000 1 Apr 2016,24.28131
2,4.5,0000 1 Apr 2016,24.95546
3,4.5,0000 1 Apr 2016,24.46261
4,4.5,0000 1 Apr 2016,24.24379
5,4.5,0000 1 Apr 2016,24.25198
6,4.5,0000 1 Apr 2016,24.07448
7,4.5,0000 1 Apr 2016,24.78942
8,4.5,0000 1 Apr 2016,25.43564
9,4.5,0000 1 Apr 2016,25.23728
10,4.5,0000 1 Apr 2016,25.01805
1,5.5,0000 1 Apr 2016,23.51952
2,5.5,0000 1 Apr 2016,24.15837
3,5.5,0000 1 Apr 2016,23.75885
4,5.5,0000 1 Apr 2016,23.35518
5,5.5,0000 1 Apr 2016,23.41027
6,5.5,0000 1 Apr 2016,23.08102
7,5.5,0000 1 Apr 2016,23.94456
8,5.5,0000 1 Apr 2016,24.78909
9,5.5,0000 1 Apr 2016,24.17229
10,5.5,0000 1 Apr 2016,24.14501
1,6.5,0000 1 Apr 2016,23.2969
2,6.5,0000 1 Apr 2016,23.85721
3,6.5,0000 1 Apr 2016,23.62672
4,6.5,0000 1 Apr 2016,22.9466
5,6.5,0000 1 Apr 2016,23.11505
6,6.5,0000 1 Apr 2016,22.81207
7,6.5,0000 1 Apr 2016,23.52421
8,6.5,0000 1 Apr 2016,24.51577
9,6.5,0000 1 Apr 2016,23.75101
10,6.5,0000 1 Apr 2016,23.93634
1,7.5,0000 1 Apr 2016,23.32873
2,7.5,0000 1 Apr 2016,23.93306
3,7.5,0000 1 Apr 2016,23.78711
4,7.5,0000 1 Apr 2016,23.04271
5,7.5,0000 1 Apr 2016,23.1545
6,7.5,0000 1 Apr 2016,22.90504
7,7.5,0000 1 Apr 2016,23.48132
8,7.5,0000 1 Apr 2016,24.52745
9,7.5,0000 1 Apr 2016,23.76768
10,7.5,0000 1 Apr 2016,24.0468
1,8.5,0000 1 Apr 2016,23.53302
2,8.5,0000 1 Apr 2016,24.1709
3,8.5,0000 1 Apr 2016,23.93783
4,8.5,0000 1 Apr 2016,23.31835
5,8.5,0000 1 Apr 2016,23.41221
6,8.5,0000 1 Apr 2016,23.18904
7,8.5,0000 1 Apr 2016,23.63538
8,8.5,0000 1 Apr 2016,24.64112
9,8.5,0000 1 Apr 2016,23.84959
10,8.5,0000 1 Apr 2016,24.32795
1,9.5,0000 1 Apr 2016,23.96549
2,9.5,0000 1 Apr 2016,24.55343
3,9.5,0000 1 Apr 2016,24.18827
4,9.5,0000 1 Apr 2016,23.6906
5,9.5,0000 1 Apr 2016,23.80707
6,9.5,0000 1 Apr 2016,23.59007
7,9.5,0000 1 Apr 2016,23.96379
8,9.5,0000 1 Apr 2016,24.99435
9,9.5,0000 1 Apr 2016,23.90459
10,9.5,0000 1 Apr 2016,24.61274
1,10.5,0000 1 Apr 2016,24.57243
2,10.5,0000 1 Apr 2016,25.06572
3,10.5,0000 1 Apr 2016,24.6067
4,10.5,0000 1 Apr 2016,24.18893
5,10.5,0000 1 Apr 2016,24.35195
6,10.5,0000 1 Apr 2016,24.02927
7,10.5,0000 1 Apr 2016,24.45799
8,10.5,0000 1 Apr 2016,25.41865
9,10.5,0000 1 Apr 2016,24.18993
10,10.5,0000 1 Apr 2016,25.07538
1,1.5,0000 1 May 2016,26.89792
2,1.5,0000 1 May 2016,26.66149
3,1.5,0000 1 May 2016,26.89274
4,1.5,0000 1 May 2016,26.97017
5,1.5,0000 1 May 2016,26.62155
6,1.5,0000 1 May 2016,26.46255
7,1.5,0000 1 May 2016,26.54124
8,1.5,0000 1 May 2016,26.49741
9,1.5,0000 1 May 2016,26.53159
10,1.5,0000 1 May 2016,26.45614
1,2.5,0000 1 May 2016,25.54459
2,2.5,0000 1 May 2016,25.13444
3,2.5,0000 1 May 2016,25.4071
4,2.5,0000 1 May 2016,25.5539
5,2.5,0000 1 May 2016,25.11055
6,2.5,0000 1 May 2016,24.83046
7,2.5,0000 1 May 2016,25.01666
8,2.5,0000 1 May 2016,24.93178
9,2.5,0000 1 May 2016,24.96093
10,2.5,0000 1 May 2016,24.75397
1,3.5,0000 1 May 2016,24.32822
2,3.5,0000 1 May 2016,23.87042
3,3.5,0000 1 May 2016,24.08389
4,3.5,0000 1 May 2016,24.26561
5,3.5,0000 1 May 2016,23.96731
6,3.5,0000 1 May 2016,23.65075
7,3.5,0000 1 May 2016,23.90274
8,3.5,0000 1 May 2016,23.85451
9,3.5,0000 1 May 2016,23.60416
10,3.5,0000 1 May 2016,23.35219
1,4.5,0000 1 May 2016,23.60984
2,4.5,0000 1 May 2016,23.22351
3,4.5,0000 1 May 2016,23.37739
4,4.5,0000 1 May 2016,23.48386
5,4.5,0000 1 May 2016,23.59652
6,4.5,0000 1 May 2016,23.15519
7,4.5,0000 1 May 2016,23.32931
8,4.5,0000 1 May 2016,23.45936
9,4.5,0000 1 May 2016,22.83035
10,4.5,0000 1 May 2016,22.65293
1,5.5,0000 1 May 2016,23.35286
2,5.5,0000 1 May 2016,23.12514
3,5.5,0000 1 May 2016,23.27918
4,5.5,0000 1 May 2016,23.22435
5,5.5,0000 1 May 2016,23.67832
6,5.5,0000 1 May 2016,23.16745
7,5.5,0000 1 May 2016,23.21391
8,5.5,0000 1 May 2016,23.476
9,5.5,0000 1 May 2016,22.66172
10,5.5,0000 1 May 2016,22.58335
1,6.5,0000 1 May 2016,23.37756
2,6.5,0000 1 May 2016,23.31632
3,6.5,0000 1 May 2016,23.50768
4,6.5,0000 1 May 2016,23.25891
5,6.5,0000 1 May 2016,23.90401
6,6.5,0000 1 May 2016,23.30437
7,6.5,0000 1 May 2016,23.29905
8,6.5,0000 1 May 2016,23.54795
9,6.5,0000 1 May 2016,22.8874
10,6.5,0000 1 May 2016,22.82895
1,7.5,0000 1 May 2016,23.53324
2,7.5,0000 1 May 2016,23.68193
3,7.5,0000 1 May 2016,23.95016
4,7.5,0000 1 May 2016,23.37017
5,7.5,0000 1 May 2016,24.19197
6,7.5,0000 1 May 2016,23.50745
7,7.5,0000 1 May 2016,23.50092
8,7.5,0000 1 May 2016,23.73927
9,7.5,0000 1 May 2016,23.3039
10,7.5,0000 1 May 2016,23.23467
1,8.5,0000 1 May 2016,23.85321
2,8.5,0000 1 May 2016,24.11557
3,8.5,0000 1 May 2016,24.42947
4,8.5,0000 1 May 2016,23.63728
5,8.5,0000 1 May 2016,24.57959
6,8.5,0000 1 May 2016,23.87459
7,8.5,0000 1 May 2016,23.83993
8,8.5,0000 1 May 2016,24.10779
9,8.5,0000 1 May 2016,23.80667
10,8.5,0000 1 May 2016,23.75846
1,9.5,0000 1 May 2016,24.42407
2,9.5,0000 1 May 2016,24.66085
3,9.5,0000 1 May 2016,25.08412
4,9.5,0000 1 May 2016,24.11021
5,9.5,0000 1 May 2016,25.13568
6,9.5,0000 1 May 2016,24.49648
7,9.5,0000 1 May 2016,24.41205
8,9.5,0000 1 May 2016,24.70975
9,9.5,0000 1 May 2016,24.37363
10,9.5,0000 1 May 2016,24.46227
1,10.5,0000 1 May 2016,25.23372
2,10.5,0000 1 May 2016,25.36028
3,10.5,0000 1 May 2016,25.88307
4,10.5,0000 1 May 2016,24.75796
5,10.5,0000 1 May 2016,25.77449
6,10.5,0000 1 May 2016,25.33383
7,10.5,0000 1 May 2016,25.14555
8,10.5,0000 1 May 2016,25.45459
9,10.5,0000 1 May 2016,25.12722
10,10.5,0000 1 May 2016,25.27715
1,1.5,0000 1 Jun 2016,25.80088
2,1.5,0000 1 Jun 2016,25.58948
3,1.5,0000 1 Jun 2016,25.97051
4,1.5,0000 1 Jun 2016,25.66923
5,1.5,0000 1 Jun 2016,25.76989
6,1.5,0000 1 Jun 2016,25.71263
7,1.5,0000 1 Jun 2016,25.71872
8,1.5,0000 1 Jun 2016,25.79984
9,1.5,0000 1 Jun 2016,25.53
10,1.5,0000 1 Jun 2016,25.7215
1,2.5,0000 1 Jun 2016,24.51473
2,2.5,0000 1 Jun 2016,24.39392
3,2.5,0000 1 Jun 2016,24.89003
4,2.5,0000 1 Jun 2016,24.37372
5,2.5,0000 1 Jun 2016,24.54891
6,2.5,0000 1 Jun 2016,24.4262
7,2.5,0000 1 Jun 2016,24.64688
8,2.5,0000 1 Jun 2016,24.65799
9,2.5,0000 1 Jun 2016,24.17185
10,2.5,0000 1 Jun 2016,24.23911
1,3.5,0000 1 Jun 2016,23.58398
2,3.5,0000 1 Jun 2016,23.84567
3,3.5,0000 1 Jun 2016,24.1718
4,3.5,0000 1 Jun 2016,23.55632
5,3.5,0000 1 Jun 2016,23.78404
6,3.5,0000 1 Jun 2016,23.56692
7,3.5,0000 1 Jun 2016,24.07673
8,3.5,0000 1 Jun 2016,24.07423
9,3.5,0000 1 Jun 2016,23.44502
10,3.5,0000 1 Jun 2016,23.18193
1,4.5,0000 1 Jun 2016,23.38347
2,4.5,0000 1 Jun 2016,23.93963
3,4.5,0000 1 Jun 2016,23.92308
4,4.5,0000 1 Jun 2016,23.4219
5,4.5,0000 1 Jun 2016,23.59559
6,4.5,0000 1 Jun 2016,23.30942
7,4.5,0000 1 Jun 2016,23.83305
8,4.5,0000 1 Jun 2016,24.01829
9,4.5,0000 1 Jun 2016,23.47893
10,4.5,0000 1 Jun 2016,22.87533
1,5.5,0000 1 Jun 2016,23.43965
2,5.5,0000 1 Jun 2016,24.04859
3,5.5,0000 1 Jun 2016,23.90453
4,5.5,0000 1 Jun 2016,23.58739
5,5.5,0000 1 Jun 2016,23.82917
6,5.5,0000 1 Jun 2016,23.38673
7,5.5,0000 1 Jun 2016,23.77837
8,5.5,0000 1 Jun 2016,24.22904
9,5.5,0000 1 Jun 2016,23.83484
10,5.5,0000 1 Jun 2016,23.08453
1,6.5,0000 1 Jun 2016,23.68038
2,6.5,0000 1 Jun 2016,24.1692
3,6.5,0000 1 Jun 2016,24.16077
4,6.5,0000 1 Jun 2016,23.91671
5,6.5,0000 1 Jun 2016,24.18425
6,6.5,0000 1 Jun 2016,23.68159
7,6.5,0000 1 Jun 2016,24.00572
8,6.5,0000 1 Jun 2016,24.51717
9,6.5,0000 1 Jun 2016,24.27553
10,6.5,0000 1 Jun 2016,23.52033
1,7.5,0000 1 Jun 2016,24.03499
2,7.5,0000 1 Jun 2016,24.43643
3,7.5,0000 1 Jun 2016,24.61876
4,7.5,0000 1 Jun 2016,24.36029
5,7.5,0000 1 Jun 2016,24.58041
6,7.5,0000 1 Jun 2016,24.08609
7,7.5,0000 1 Jun 2016,24.42081
8,7.5,0000 1 Jun 2016,24.92562
9,7.5,0000 1 Jun 2016,24.82168
10,7.5,0000 1 Jun 2016,23.96776
1,8.5,0000 1 Jun 2016,24.57013
2,8.5,0000 1 Jun 2016,24.95288
3,8.5,0000 1 Jun 2016,25.22274
4,8.5,0000 1 Jun 2016,24.89197
5,8.5,0000 1 Jun 2016,25.06366
6,8.5,0000 1 Jun 2016,24.65838
7,8.5,0000 1 Jun 2016,24.98373
8,8.5,0000 1 Jun 2016,25.45636
9,8.5,0000 1 Jun 2016,25.43934
10,8.5,0000 1 Jun 2016,24.50388
1,9.5,0000 1 Jun 2016,25.28023
2,9.5,0000 1 Jun 2016,25.62189
3,9.5,0000 1 Jun 2016,25.93654
4,9.5,0000 1 Jun 2016,25.58447
5,9.5,0000 1 Jun 2016,25.77903
6,9.5,0000 1 Jun 2016,25.39385
7,9.5,0000 1 Jun 2016,25.63709
8,9.5,0000 1 Jun 2016,26.04242
