M,L,START,TARGET,SZN,MEAN_SST_GFDL_SPEAR,VAR_SST_GFDL_SPEAR
2,9.5,4,1,DJF,25.948625333333332,1.4567626741636788
3,9.5,4,1,DJF,26.048916666666667,1.0682600971471259
4,9.5,4,1,DJF,26.067052666666665,0.8728682541581617
5,9.5,4,1,DJF,26.146932333333332,1.1832420815633353
6,9.5,4,1,DJF,26.121237666666666,1.0582849245426436
7,9.5,4,1,DJF,26.013235666666667,0.9982032504254025
8,9.5,4,1,DJF,26.036853666666666,1.0488872717757467
9,9.5,4,1,DJF,26.190131333333333,0.97553837549471
10,9.5,4,1,DJF,25.942482666666667,0.9975961524960922
11,9.5,4,1,DJF,26.068587666666666,1.1063898496185074
12,9.5,4,1,DJF,25.965185,0.9724615332672426
13,9.5,4,1,DJF,26.013127333333333,0.9971221531926446
14,9.5,4,1,DJF,26.034401,0.9053854527886199
15,9.5,4,1,DJF,26.09624,1.319676228193105
1,9.5,5,2,JFM,26.188848666666665,0.7758020179291953
2,9.5,5,2,JFM,26.345060666666665,0.9221720790409208
3,9.5,5,2,JFM,26.344847666666666,0.9979051098185051
4,9.5,5,2,JFM,26.342131,0.9175368982093101
5,9.5,5,2,JFM,26.132954666666667,1.1429944297085064
6,9.5,5,2,JFM,26.180442333333335,1.0492464157357497
7,9.5,5,2,JFM,26.372207,1.1223795991527603
8,9.5,5,2,JFM,26.324998666666666,0.756568774074022
9,9.5,5,2,JFM,26.174252666666668,0.8572354335236767
10,9.5,5,2,JFM,26.338621666666665,1.3313110447936776
11,9.5,5,2,JFM,26.189722,1.1197417050510343
12,9.5,5,2,JFM,26.413405,1.0730110550672418
13,9.5,5,2,JFM,26.20615666666667,1.072280133691956
14,9.5,5,2,JFM,26.23176266666667,1.11128239622023
15,9.5,5,2,JFM,26.287980333333334,1.138279642175747
1,9.5,6,3,FMA,26.63759,0.7981884714000023
2,9.5,6,3,FMA,26.682853,0.5106209960217246
3,9.5,6,3,FMA,26.685569333333333,0.860545653813335
4,9.5,6,3,FMA,26.724387666666665,0.6869282518529878
5,9.5,6,3,FMA,26.639925,0.6084788040258609
6,9.5,6,3,FMA,26.674322333333333,0.6355185666047114
7,9.5,6,3,FMA,26.732943,0.5957353057251707
8,9.5,6,3,FMA,26.632556333333333,0.8938234972929874
9,9.5,6,3,FMA,26.781482333333333,0.756670222721956
10,9.5,6,3,FMA,26.584184333333333,0.892530236977127
11,9.5,6,3,FMA,26.715281,0.7993679519127603
12,9.5,6,3,FMA,26.682028,0.769800187609657
13,9.5,6,3,FMA,26.720946666666666,0.6978545181885045
14,9.5,6,3,FMA,26.654906333333333,0.5819279775757468
15,9.5,6,3,FMA,26.785741666666663,0.7402365201454002
1,9.5,7,4,MAM,27.133297000000002,0.39913916547000194
2,9.5,7,4,MAM,27.253191666666666,0.45101232009023084
3,9.5,7,4,MAM,27.252393333333334,0.5038912150367822
4,9.5,7,4,MAM,27.265022,0.7540937761889658
5,9.5,7,4,MAM,27.283925333333332,0.7337726309429854
6,9.5,7,4,MAM,27.135181,0.5639531266093101
7,9.5,7,4,MAM,27.151693333333334,0.6240744704919524
8,9.5,7,4,MAM,27.212966666666667,0.4452464725126428
9,9.5,7,4,MAM,27.161702666666667,0.5322729378133352
10,9.5,7,4,MAM,27.134282,0.7599804424993113
11,9.5,7,4,MAM,27.153207000000002,0.4013558368975846
12,9.5,7,4,MAM,27.197151,0.6621713041955174
13,9.5,7,4,MAM,27.093041000000003,0.4546037071955176
14,9.5,7,4,MAM,27.164441333333333,0.5705106755429876
15,9.5,7,4,MAM,27.217281333333336,0.450910400384367
1,9.5,8,5,AMJ,27.300234666666665,0.43712608347402254
2,9.5,8,5,AMJ,27.452740333333335,0.4199392996791971
3,9.5,8,5,AMJ,27.322478333333333,0.479665435869543
4,9.5,8,5,AMJ,27.420048,0.4274866237062064
5,9.5,8,5,AMJ,27.555447241379312,0.3018872070706894
6,9.5,8,5,AMJ,27.480562666666668,0.40434850745471485
7,9.5,8,5,AMJ,27.360963,0.4984791141941368
8,9.5,8,5,AMJ,27.317397333333336,0.653066945951263
9,9.5,8,5,AMJ,27.348918,0.2920704731475858
10,9.5,8,5,AMJ,27.308274,0.28985372313517127
11,9.5,8,5,AMJ,27.453311666666664,0.5312966599385057
12,9.5,8,5,AMJ,27.490555333333337,0.3091955532464375
13,9.5,8,5,AMJ,27.25187933333333,0.3488271875236789
14,9.5,8,5,AMJ,27.309858000000002,0.3287795925889655
15,9.5,8,5,AMJ,27.347542333333333,0.4894954959219527
1,9.5,9,6,MJJ,27.113764333333332,0.4122924829426423
2,9.5,9,6,MJJ,27.066752666666666,0.36482681735816114
3,9.5,9,6,MJJ,27.027137333333332,0.3471414419167828
4,9.5,9,6,MJJ,27.123136666666667,0.3323985075402298
5,9.5,9,6,MJJ,27.018322333333334,0.42614169130816143
6,9.5,9,6,MJJ,26.954472333333335,0.44959649918402306
7,9.5,9,6,MJJ,27.160629333333336,0.4965438123788484
8,9.5,9,6,MJJ,27.115381333333335,0.34634080245333565
9,9.5,9,6,MJJ,27.10996833333333,0.23147099343505784
10,9.5,9,6,MJJ,27.010359,0.2969927910231045
11,9.5,9,6,MJJ,27.082691333333333,0.2953125014050563
12,9.5,9,6,MJJ,27.086263,0.1986945803320689
13,9.5,9,6,MJJ,27.222930666666667,0.44271777964781467
14,9.5,9,6,MJJ,27.073263999999998,0.41621880071448214
15,9.5,9,6,MJJ,27.066148333333334,0.37473878454540377
1,9.5,10,7,JJA,26.468622333333332,0.3094510303771271
2,9.5,10,7,JJA,26.67229166666667,0.4290465041522994
3,9.5,10,7,JJA,26.571647666666664,0.4806066619426451
4,9.5,10,7,JJA,26.594640666666667,0.6296639686547113
5,9.5,10,7,JJA,26.604132666666665,0.40703506817885154
6,9.5,10,7,JJA,26.580801333333334,0.4721649234119541
7,9.5,10,7,JJA,26.315138666666666,0.353672033005057
8,9.5,10,7,JJA,26.571268999999997,0.7061201718920684
9,9.5,10,7,JJA,26.529738666666667,0.30893643603264287
10,9.5,10,7,JJA,26.680831,0.4232155700713799
11,9.5,10,7,JJA,26.634828666666667,0.38565343791540185
12,9.5,10,7,JJA,26.51392666666667,0.2369486303471279
13,9.5,10,7,JJA,26.549808,0.4827763252303445
14,9.5,10,7,JJA,26.607971000000003,0.4258983124368967
15,9.5,10,7,JJA,26.592214666666667,0.24292408777747196
1,9.5,11,8,JAS,26.162164,0.4035643547903456
2,9.5,11,8,JAS,26.165525666666667,0.3837409321909187
3,9.5,11,8,JAS,26.080964333333334,0.4841756179426426
4,9.5,11,8,JAS,26.179184666666668,0.7828379934533325
5,9.5,11,8,JAS,26.163424333333335,0.571979134763334
6,9.5,11,8,JAS,26.240623333333335,0.2451493084643681
7,9.5,11,8,JAS,26.224081,0.38192643834724127
8,9.5,11,8,JAS,26.057270333333335,0.39167652137574693
9,9.5,11,8,JAS,26.126747333333334,0.5320897425857464
10,9.5,11,8,JAS,26.24061,0.5753755071655179
11,9.5,11,8,JAS,26.042058,0.39474468026482806
12,9.5,11,8,JAS,25.95569833333333,0.3309353065591962
13,9.5,11,8,JAS,26.153018999999997,0.3986045092231026
14,9.5,11,8,JAS,26.11951766666667,0.3099558314185071
15,9.5,11,8,JAS,26.222930333333334,0.33271427603781495
1,9.5,12,9,ASO,25.961829666666667,0.469844984982643
2,9.5,12,9,ASO,25.986784666666665,0.6247231755843646
3,9.5,12,9,ASO,26.048286666666666,0.5255826619402277
4,9.5,12,9,ASO,25.96483733333333,0.5660279712754024
5,9.5,12,9,ASO,26.014160999999998,0.49771991940241356
6,9.5,12,9,ASO,25.932343333333332,0.3446161536574716
7,9.5,12,9,ASO,26.05092,0.4939257928344827
8,9.5,12,9,ASO,25.987666,0.4726300291213793
9,9.5,12,9,ASO,25.927094333333333,0.3878749841012636
10,9.5,12,9,ASO,25.790697333333334,0.3567192374271261
11,9.5,12,9,ASO,25.882654333333335,0.35970446435643616
12,9.5,12,9,ASO,25.871686333333333,0.5132556471619539
13,9.5,12,9,ASO,25.941313666666666,0.7420292101619534
14,9.5,12,9,ASO,25.89226066666667,0.4958883986547143
15,9.5,12,9,ASO,25.941842666666666,0.3728590810547118
1,10.5,1,11,OND,26.05265466666667,0.732776814880919
2,10.5,1,11,OND,26.009468000000002,0.8423701685682768
3,10.5,1,11,OND,25.931767999999998,0.7647953340510345
4,10.5,1,11,OND,26.061420333333334,1.0892124481619523
5,10.5,1,11,OND,26.119736,0.7454438171696547
6,10.5,1,11,OND,26.103321,0.640462280561033
7,10.5,1,11,OND,26.156710666666665,1.0872825275098863
8,10.5,1,11,OND,25.942342666666665,0.9347840568133333
9,10.5,1,11,OND,26.065997666666664,0.6670219755495407
10,10.5,1,11,OND,26.120752999999997,1.171725951856205
11,10.5,1,11,OND,26.016475,0.7509307571913798
12,10.5,1,11,OND,25.958046333333336,0.5934665524998843
13,10.5,1,11,OND,26.00976766666667,0.7722987363978161
14,10.5,1,11,OND,26.24562566666667,0.9634964617978167
15,10.5,1,11,OND,26.134803666666667,0.9847516260447118
1,10.5,2,12,NDJ,25.866941666666666,1.4062589337522966
2,10.5,2,12,NDJ,25.795498000000002,0.6776169681751715
3,10.5,2,12,NDJ,25.927535,1.0079343983155185
4,10.5,2,12,NDJ,25.968154666666667,0.9388767756602306
5,10.5,2,12,NDJ,26.153442,1.0867979480372405
6,10.5,2,12,NDJ,26.01563133333333,0.8909417788671257
7,10.5,2,12,NDJ,25.83411166666667,1.122934688441955
8,10.5,2,12,NDJ,26.021974333333333,1.427554101011608
9,10.5,2,12,NDJ,26.037022333333333,0.9433032571288504
10,10.5,2,12,NDJ,25.829308,0.8169662126855164
11,10.5,2,12,NDJ,26.060121,0.9373816634575861
12,10.5,2,12,NDJ,25.982863333333334,1.1642531037471269
13,10.5,2,12,NDJ,25.81118366666667,1.1972303163205753
14,10.5,2,12,NDJ,25.926061333333333,1.31404659907402
15,10.5,2,12,NDJ,25.874309666666665,1.2811999182171263
1,10.5,3,1,DJF,26.169195333333334,1.243764505549886
2,10.5,3,1,DJF,25.928448,0.9832100640234486
3,10.5,3,1,DJF,25.955506333333332,0.8119481643757472
4,10.5,3,1,DJF,25.913773,1.0009019476975844
5,10.5,3,1,DJF,25.935697666666666,0.9707607451288494
6,10.5,3,1,DJF,25.866424,0.6870883404868965
7,10.5,3,1,DJF,25.691879333333336,0.8677656314960898
8,10.5,3,1,DJF,26.182767000000002,1.2595354233251717
9,10.5,3,1,DJF,26.049582333333333,0.7773083248736793
10,10.5,3,1,DJF,25.973890666666666,1.1861200178064382
11,10.5,3,1,DJF,26.023428333333335,1.1829406096833337
12,10.5,3,1,DJF,26.142249333333332,1.182539151958161
13,10.5,3,1,DJF,25.85030833333333,1.1548187561522982
14,10.5,3,1,DJF,25.996190000000002,0.7324818154275864
15,10.5,3,1,DJF,25.94462233333333,0.8364634439909189
1,10.5,4,2,JFM,26.191241666666667,0.9448553162005741
2,10.5,4,2,JFM,26.162096333333334,1.2137892389826423
3,10.5,4,2,JFM,26.250250666666666,0.7917950622616117
4,10.5,4,2,JFM,26.272933666666667,0.6820354896102302
5,10.5,4,2,JFM,26.317439333333333,0.9958791690064367
6,10.5,4,2,JFM,26.28758433333333,0.875959474784024
7,10.5,4,2,JFM,26.244101,0.883500285567932
8,10.5,4,2,JFM,26.280287666666666,0.8458955303633328
9,10.5,4,2,JFM,26.36751233333333,0.8257456229702288
10,10.5,4,2,JFM,26.158044333333333,0.7262700784116095
11,10.5,4,2,JFM,26.267466666666667,0.9088271711195408
12,10.5,4,2,JFM,26.19492066666667,0.8433490406133329
13,10.5,4,2,JFM,26.220281333333332,0.8292987816602313
14,10.5,4,2,JFM,26.226381333333332,0.7788628233912642
15,10.5,4,2,JFM,26.292212,0.9647967835820668
1,10.5,5,3,FMA,26.679146,0.637643078748967
2,10.5,5,3,FMA,26.825621333333334,0.702202732908506
3,10.5,5,3,FMA,26.803563666666665,0.721364793334368
4,10.5,5,3,FMA,26.793415666666665,0.601700179177126
5,10.5,5,3,FMA,26.593137666666667,0.8911510119771247
6,10.5,5,3,FMA,26.614897,0.7097298891665521
7,10.5,5,3,FMA,26.810880333333333,0.8794026905205744
8,10.5,5,3,FMA,26.789493666666665,0.5362867726929875
9,10.5,5,3,FMA,26.656651,0.6872878487334471
10,10.5,5,3,FMA,26.781440333333332,0.9757367546929884
11,10.5,5,3,FMA,26.630716,0.7827095764524139
12,10.5,5,3,FMA,26.878245,0.8118847562258606
13,10.5,5,3,FMA,26.694651,0.7842679160024169
14,10.5,5,3,FMA,26.699665666666665,0.7987168771771258
15,10.5,5,3,FMA,26.763322666666667,0.8953186412409184
1,10.5,6,4,MAM,27.113696,0.626574850204139
2,10.5,6,4,MAM,27.124637,0.3476379988699997
3,10.5,6,4,MAM,27.151936,0.6602936812799995
4,10.5,6,4,MAM,27.121259666666667,0.6270617204929853
5,10.5,6,4,MAM,27.117663999999998,0.4459685207006897
6,10.5,6,4,MAM,27.132769666666665,0.5511365602516087
7,10.5,6,4,MAM,27.185123666666666,0.48453966926540204
8,10.5,6,4,MAM,27.088041666666665,0.7631914179385046
9,10.5,6,4,MAM,27.270078333333334,0.6726731535109196
10,10.5,6,4,MAM,27.065057333333336,0.7557509196754012
11,10.5,6,4,MAM,27.16737733333333,0.6772784460960883
12,10.5,6,4,MAM,27.126193666666666,0.5933063795205764
13,10.5,6,4,MAM,27.18498633333333,0.5609073118791967
14,10.5,6,4,MAM,27.136314333333335,0.4261659072874717
15,10.5,6,4,MAM,27.242024,0.5619461232593126
1,10.5,7,5,AMJ,27.303056333333334,0.29627254876195663
2,10.5,7,5,AMJ,27.401104333333333,0.3679071985633319
3,10.5,7,5,AMJ,27.35469266666667,0.39497362203402453
4,10.5,7,5,AMJ,27.364290333333333,0.6934542523757494
5,10.5,7,5,AMJ,27.455391333333335,0.6269267006533331
6,10.5,7,5,AMJ,27.264432333333332,0.4587966521219534
7,10.5,7,5,AMJ,27.282817333333334,0.5669203116547139
8,10.5,7,5,AMJ,27.363874333333335,0.34436169987367876
9,10.5,7,5,AMJ,27.29887366666667,0.41703248749298916
10,10.5,7,5,AMJ,27.246489,0.620561172436896
11,10.5,7,5,AMJ,27.301922666666666,0.305330289827126
12,10.5,7,5,AMJ,27.312322666666667,0.5254472813236791
13,10.5,7,5,AMJ,27.290758,0.4001647737613805
14,10.5,7,5,AMJ,27.329644666666663,0.4563874476878167
15,10.5,7,5,AMJ,27.383463333333335,0.34069426745747056
1,10.5,8,6,MJJ,26.974344666666664,0.42697891122574555
2,10.5,8,6,MJJ,27.150504666666667,0.4079839474671296
3,10.5,8,6,MJJ,26.983399333333335,0.5298253722822989
4,10.5,8,6,MJJ,27.116347666666666,0.37271121296333265
5,10.5,8,6,MJJ,27.260216206896555,0.2755490519743835
6,10.5,8,6,MJJ,27.188160333333332,0.3628368812998828
7,10.5,8,6,MJJ,27.06094266666667,0.3231514856202299
8,10.5,8,6,MJJ,27.000318999999998,0.6209224597127603
9,10.5,8,6,MJJ,27.027307,0.2292951355596551
10,10.5,8,6,MJJ,26.970633666666668,0.2390003889274715
11,10.5,8,6,MJJ,27.147524333333333,0.5136251814598854
12,10.5,8,6,MJJ,27.160993666666666,0.26916765054126446
13,10.5,8,6,MJJ,26.865133333333333,0.331877480340229
14,10.5,8,6,MJJ,27.039105,0.3531091959155165
15,10.5,8,6,MJJ,27.014214666666664,0.44802956737057326
1,10.5,9,7,JJA,26.570929333333332,0.4964591786478156
2,10.5,9,7,JJA,26.524583333333332,0.34627392911264404
3,10.5,9,7,JJA,26.464144666666666,0.41203834244643717
4,10.5,9,7,JJA,26.56629333333333,0.366818960367816
5,10.5,9,7,JJA,26.515525,0.5112371310051705
6,10.5,9,7,JJA,26.460166,0.4196485720248287
7,10.5,9,7,JJA,26.661499666666668,0.5398123577412648
8,10.5,9,7,JJA,26.604335,0.4204355822051721
9,10.5,9,7,JJA,26.595148,0.2428884704510341
10,10.5,9,7,JJA,26.517269333333335,0.2838304909374716
11,10.5,9,7,JJA,26.501724000000003,0.2751680930455179
12,10.5,9,7,JJA,26.521032333333334,0.22285156923919527
13,10.5,9,7,JJA,26.70835633333333,0.47121415265850447
14,10.5,9,7,JJA,26.500621000000002,0.48606228330586015
15,10.5,9,7,JJA,26.554543000000002,0.4354683225803467
1,10.5,10,8,JAS,26.013541999999998,0.36251040097517245
2,10.5,10,8,JAS,26.236724666666667,0.4875656998809202
3,10.5,10,8,JAS,26.095121,0.5505439948575843
4,10.5,10,8,JAS,26.125467333333333,0.7200825773719527
5,10.5,10,8,JAS,26.153974666666667,0.515779705577472
6,10.5,10,8,JAS,26.16567566666667,0.5678401524874714
7,10.5,10,8,JAS,25.823913666666666,0.36543043394126323
8,10.5,10,8,JAS,26.129546666666666,0.7872588896160898
9,10.5,10,8,JAS,26.05662733333333,0.36293859262712586
10,10.5,10,8,JAS,26.258680666666667,0.47385634589609227
11,10.5,10,8,JAS,26.249331666666667,0.4061056068212648
12,10.5,10,8,JAS,26.045111333333335,0.2851688084395399
13,10.5,10,8,JAS,26.094846,0.5351693036179294
14,10.5,10,8,JAS,26.16676,0.4689648425310345
15,10.5,10,8,JAS,26.124248333333334,0.252610651917815
1,10.5,11,9,ASO,25.965839,0.5038407073403458
2,10.5,11,9,ASO,25.983705333333333,0.4304910429360904
3,10.5,11,9,ASO,25.883268666666666,0.5660358791222994
4,10.5,11,9,ASO,25.995263333333334,0.9494031820436767
5,10.5,11,9,ASO,25.940752,0.7005291556372423
6,10.5,11,9,ASO,26.03060866666667,0.28975056926712683
7,10.5,11,9,ASO,26.035314666666668,0.4271600185981608
8,10.5,11,9,ASO,25.862114666666667,0.4607948215636793
9,10.5,11,9,ASO,25.930945,0.6863610462327602
10,10.5,11,9,ASO,26.094677,0.6843563298631044
11,10.5,11,9,ASO,25.852916666666665,0.4575024679678167
12,10.5,11,9,ASO,25.733150666666667,0.3701028062478163
13,10.5,11,9,ASO,25.942267666666666,0.438650066928851
14,10.5,11,9,ASO,25.926743666666667,0.37955894309988547
15,10.5,11,9,ASO,26.062473333333333,0.3880031925885063
1,10.5,12,10,SON,25.959453,0.6127575222148269
2,10.5,12,10,SON,25.975207666666666,0.74052890537023
3,10.5,12,10,SON,26.044265666666668,0.63268945554954
4,10.5,12,10,SON,25.959142333333332,0.7158404648598866
5,10.5,12,10,SON,26.009595666666666,0.6387014883426438
6,10.5,12,10,SON,25.910074333333334,0.415178866570231
7,10.5,12,10,SON,26.028337,0.5425184338906891
8,10.5,12,10,SON,25.971322666666666,0.6212561444891955
9,10.5,12,10,SON,25.922670333333333,0.482106342444713
10,10.5,12,10,SON,25.744785999999998,0.41413852083172586
11,10.5,12,10,SON,25.887765,0.45392673671551775
12,10.5,12,10,SON,25.847967333333333,0.6628774460616093
13,10.5,12,10,SON,25.93697266666667,0.9473678922960914
14,10.5,12,10,SON,25.883585333333333,0.5985873384671258
15,10.5,12,10,SON,25.922311999999998,0.4354206267958617
