M,L,MON,LDC_SST_GFDL_SPEAR
2,6.5,0000 1 Jul 2018,27.58521
3,6.5,0000 1 Jul 2018,26.98212
4,6.5,0000 1 Jul 2018,27.47156
5,6.5,0000 1 Jul 2018,27.1309
6,6.5,0000 1 Jul 2018,27.37207
7,6.5,0000 1 Jul 2018,27.63999
8,6.5,0000 1 Jul 2018,27.38085
9,6.5,0000 1 Jul 2018,27.19486
10,6.5,0000 1 Jul 2018,27.35354
11,6.5,0000 1 Jul 2018,27.00609
12,6.5,0000 1 Jul 2018,27.72428
13,6.5,0000 1 Jul 2018,27.11137
14,6.5,0000 1 Jul 2018,26.66588
15,6.5,0000 1 Jul 2018,26.82407
1,7.5,0000 1 Jul 2018,27.43218
2,7.5,0000 1 Jul 2018,27.57558
3,7.5,0000 1 Jul 2018,27.06285
4,7.5,0000 1 Jul 2018,27.52519
5,7.5,0000 1 Jul 2018,27.34012
6,7.5,0000 1 Jul 2018,27.60612
7,7.5,0000 1 Jul 2018,27.80693
8,7.5,0000 1 Jul 2018,27.59353
9,7.5,0000 1 Jul 2018,27.43499
10,7.5,0000 1 Jul 2018,27.65814
11,7.5,0000 1 Jul 2018,27.11286
12,7.5,0000 1 Jul 2018,27.8302
13,7.5,0000 1 Jul 2018,27.34757
14,7.5,0000 1 Jul 2018,26.96692
15,7.5,0000 1 Jul 2018,27.05247
1,8.5,0000 1 Jul 2018,27.68713
2,8.5,0000 1 Jul 2018,27.72691
3,8.5,0000 1 Jul 2018,27.43984
4,8.5,0000 1 Jul 2018,27.78924
5,8.5,0000 1 Jul 2018,27.74228
6,8.5,0000 1 Jul 2018,28.02765
7,8.5,0000 1 Jul 2018,28.04836
8,8.5,0000 1 Jul 2018,27.88807
9,8.5,0000 1 Jul 2018,27.8565
10,8.5,0000 1 Jul 2018,28.15732
11,8.5,0000 1 Jul 2018,27.40562
12,8.5,0000 1 Jul 2018,28.1264
13,8.5,0000 1 Jul 2018,27.77612
14,8.5,0000 1 Jul 2018,27.47983
15,8.5,0000 1 Jul 2018,27.45215
1,9.5,0000 1 Jul 2018,27.91607
2,9.5,0000 1 Jul 2018,27.86823
3,9.5,0000 1 Jul 2018,27.8242
4,9.5,0000 1 Jul 2018,28.18207
5,9.5,0000 1 Jul 2018,28.14311
6,9.5,0000 1 Jul 2018,28.45442
7,9.5,0000 1 Jul 2018,28.32354
8,9.5,0000 1 Jul 2018,28.05352
9,9.5,0000 1 Jul 2018,28.35516
10,9.5,0000 1 Jul 2018,28.5214
11,9.5,0000 1 Jul 2018,27.69429
12,9.5,0000 1 Jul 2018,28.3966
13,9.5,0000 1 Jul 2018,28.16129
14,9.5,0000 1 Jul 2018,27.87683
15,9.5,0000 1 Jul 2018,27.80235
1,10.5,0000 1 Jul 2018,27.86072
2,10.5,0000 1 Jul 2018,27.69655
3,10.5,0000 1 Jul 2018,27.95452
4,10.5,0000 1 Jul 2018,28.30378
5,10.5,0000 1 Jul 2018,28.23137
6,10.5,0000 1 Jul 2018,28.5949
7,10.5,0000 1 Jul 2018,28.27223
8,10.5,0000 1 Jul 2018,27.93414
9,10.5,0000 1 Jul 2018,28.51073
10,10.5,0000 1 Jul 2018,28.41263
11,10.5,0000 1 Jul 2018,27.67851
12,10.5,0000 1 Jul 2018,28.21113
13,10.5,0000 1 Jul 2018,28.1943
14,10.5,0000 1 Jul 2018,27.95724
15,10.5,0000 1 Jul 2018,27.8166
1,1.5,0000 1 Aug 2018,27.34601
2,1.5,0000 1 Aug 2018,27.23797
3,1.5,0000 1 Aug 2018,27.02904
4,1.5,0000 1 Aug 2018,26.96935
5,1.5,0000 1 Aug 2018,27.25123
6,1.5,0000 1 Aug 2018,26.91557
7,1.5,0000 1 Aug 2018,27.18552
8,1.5,0000 1 Aug 2018,27.02225
9,1.5,0000 1 Aug 2018,27.06591
10,1.5,0000 1 Aug 2018,26.91523
11,1.5,0000 1 Aug 2018,27.05782
12,1.5,0000 1 Aug 2018,27.07434
13,1.5,0000 1 Aug 2018,27.07473
14,1.5,0000 1 Aug 2018,27.16483
15,1.5,0000 1 Aug 2018,27.15465
1,2.5,0000 1 Aug 2018,27.47376
2,2.5,0000 1 Aug 2018,27.33585
3,2.5,0000 1 Aug 2018,27.13792
4,2.5,0000 1 Aug 2018,27.00322
5,2.5,0000 1 Aug 2018,27.40754
6,2.5,0000 1 Aug 2018,26.84833
7,2.5,0000 1 Aug 2018,27.36133
8,2.5,0000 1 Aug 2018,27.11353
9,2.5,0000 1 Aug 2018,27.22379
10,2.5,0000 1 Aug 2018,26.98095
11,2.5,0000 1 Aug 2018,27.06879
12,2.5,0000 1 Aug 2018,26.99934
13,2.5,0000 1 Aug 2018,27.13504
14,2.5,0000 1 Aug 2018,27.26505
15,2.5,0000 1 Aug 2018,27.35583
1,3.5,0000 1 Aug 2018,27.59538
2,3.5,0000 1 Aug 2018,27.40393
3,3.5,0000 1 Aug 2018,27.23413
4,3.5,0000 1 Aug 2018,27.06691
5,3.5,0000 1 Aug 2018,27.5274
6,3.5,0000 1 Aug 2018,26.85558
7,3.5,0000 1 Aug 2018,27.5246
8,3.5,0000 1 Aug 2018,27.14881
9,3.5,0000 1 Aug 2018,27.41998
10,3.5,0000 1 Aug 2018,27.04832
11,3.5,0000 1 Aug 2018,27.08878
12,3.5,0000 1 Aug 2018,26.91396
13,3.5,0000 1 Aug 2018,27.19998
14,3.5,0000 1 Aug 2018,27.35872
15,3.5,0000 1 Aug 2018,27.51661
1,4.5,0000 1 Aug 2018,27.58385
2,4.5,0000 1 Aug 2018,27.4303
3,4.5,0000 1 Aug 2018,27.16841
4,4.5,0000 1 Aug 2018,27.08511
5,4.5,0000 1 Aug 2018,27.54945
6,4.5,0000 1 Aug 2018,26.84104
7,4.5,0000 1 Aug 2018,27.58631
8,4.5,0000 1 Aug 2018,27.05558
9,4.5,0000 1 Aug 2018,27.59511
10,4.5,0000 1 Aug 2018,27.04899
11,4.5,0000 1 Aug 2018,27.0069
12,4.5,0000 1 Aug 2018,26.91165
13,4.5,0000 1 Aug 2018,27.19863
14,4.5,0000 1 Aug 2018,27.33045
15,4.5,0000 1 Aug 2018,27.57366
1,5.5,0000 1 Aug 2018,27.47476
2,5.5,0000 1 Aug 2018,27.45775
3,5.5,0000 1 Aug 2018,27.16521
4,5.5,0000 1 Aug 2018,27.16459
5,5.5,0000 1 Aug 2018,27.54999
6,5.5,0000 1 Aug 2018,26.83549
7,5.5,0000 1 Aug 2018,27.56839
8,5.5,0000 1 Aug 2018,26.88903
9,5.5,0000 1 Aug 2018,27.73159
10,5.5,0000 1 Aug 2018,27.03554
11,5.5,0000 1 Aug 2018,26.97352
12,5.5,0000 1 Aug 2018,27.02555
13,5.5,0000 1 Aug 2018,27.14726
14,5.5,0000 1 Aug 2018,27.31273
15,5.5,0000 1 Aug 2018,27.69585
1,6.5,0000 1 Aug 2018,27.45214
2,6.5,0000 1 Aug 2018,27.60279
3,6.5,0000 1 Aug 2018,27.45395
4,6.5,0000 1 Aug 2018,27.44038
5,6.5,0000 1 Aug 2018,27.71043
6,6.5,0000 1 Aug 2018,27.01475
7,6.5,0000 1 Aug 2018,27.66451
8,6.5,0000 1 Aug 2018,26.95784
9,6.5,0000 1 Aug 2018,27.89174
10,6.5,0000 1 Aug 2018,27.22847
11,6.5,0000 1 Aug 2018,27.10871
12,6.5,0000 1 Aug 2018,27.30951
13,6.5,0000 1 Aug 2018,27.22579
14,6.5,0000 1 Aug 2018,27.45142
15,6.5,0000 1 Aug 2018,28.00653
1,7.5,0000 1 Aug 2018,27.59512
2,7.5,0000 1 Aug 2018,27.83156
3,7.5,0000 1 Aug 2018,28.00101
4,7.5,0000 1 Aug 2018,27.87548
5,7.5,0000 1 Aug 2018,27.99064
6,7.5,0000 1 Aug 2018,27.62505
7,7.5,0000 1 Aug 2018,27.85221
8,7.5,0000 1 Aug 2018,27.26131
9,7.5,0000 1 Aug 2018,28.16217
10,7.5,0000 1 Aug 2018,27.5631
11,7.5,0000 1 Aug 2018,27.48353
12,7.5,0000 1 Aug 2018,27.69422
13,7.5,0000 1 Aug 2018,27.59525
14,7.5,0000 1 Aug 2018,27.79832
15,7.5,0000 1 Aug 2018,28.45914
1,8.5,0000 1 Aug 2018,27.89103
2,8.5,0000 1 Aug 2018,27.93575
3,8.5,0000 1 Aug 2018,28.58626
4,8.5,0000 1 Aug 2018,28.27321
5,8.5,0000 1 Aug 2018,28.37305
6,8.5,0000 1 Aug 2018,28.37035
7,8.5,0000 1 Aug 2018,28.04976
8,8.5,0000 1 Aug 2018,27.58444
9,8.5,0000 1 Aug 2018,28.29156
10,8.5,0000 1 Aug 2018,27.8691
11,8.5,0000 1 Aug 2018,27.851
12,8.5,0000 1 Aug 2018,27.94063
13,8.5,0000 1 Aug 2018,27.98556
14,8.5,0000 1 Aug 2018,28.18021
15,8.5,0000 1 Aug 2018,28.68289
1,9.5,0000 1 Aug 2018,27.93914
2,9.5,0000 1 Aug 2018,27.77807
3,9.5,0000 1 Aug 2018,28.97602
4,9.5,0000 1 Aug 2018,28.32262
5,9.5,0000 1 Aug 2018,28.57094
6,9.5,0000 1 Aug 2018,28.84895
7,9.5,0000 1 Aug 2018,27.98455
8,9.5,0000 1 Aug 2018,27.57708
9,9.5,0000 1 Aug 2018,28.19299
10,9.5,0000 1 Aug 2018,27.89506
11,9.5,0000 1 Aug 2018,28.04351
12,9.5,0000 1 Aug 2018,27.85134
13,9.5,0000 1 Aug 2018,28.18959
14,9.5,0000 1 Aug 2018,28.34065
15,9.5,0000 1 Aug 2018,28.56549
1,10.5,0000 1 Aug 2018,27.68256
2,10.5,0000 1 Aug 2018,27.17634
3,10.5,0000 1 Aug 2018,29.07565
4,10.5,0000 1 Aug 2018,27.84712
5,10.5,0000 1 Aug 2018,28.3353
6,10.5,0000 1 Aug 2018,28.88245
7,10.5,0000 1 Aug 2018,27.48007
8,10.5,0000 1 Aug 2018,27.16283
9,10.5,0000 1 Aug 2018,27.55812
10,10.5,0000 1 Aug 2018,27.56317
11,10.5,0000 1 Aug 2018,27.66679
12,10.5,0000 1 Aug 2018,27.23564
13,10.5,0000 1 Aug 2018,27.97983
14,10.5,0000 1 Aug 2018,28.12416
15,10.5,0000 1 Aug 2018,28.02653
1,1.5,0000 1 Sep 2018,27.17875
2,1.5,0000 1 Sep 2018,27.39886
3,1.5,0000 1 Sep 2018,27.22136
4,1.5,0000 1 Sep 2018,27.05514
5,1.5,0000 1 Sep 2018,27.26907
6,1.5,0000 1 Sep 2018,27.14566
7,1.5,0000 1 Sep 2018,27.23622
8,1.5,0000 1 Sep 2018,27.14163
9,1.5,0000 1 Sep 2018,27.19864
10,1.5,0000 1 Sep 2018,27.07585
11,1.5,0000 1 Sep 2018,27.16915
12,1.5,0000 1 Sep 2018,27.28763
13,1.5,0000 1 Sep 2018,27.21754
14,1.5,0000 1 Sep 2018,27.45217
15,1.5,0000 1 Sep 2018,27.16998
1,2.5,0000 1 Sep 2018,27.11666
2,2.5,0000 1 Sep 2018,27.41965
3,2.5,0000 1 Sep 2018,27.23207
4,2.5,0000 1 Sep 2018,27.04412
5,2.5,0000 1 Sep 2018,27.36515
6,2.5,0000 1 Sep 2018,27.11531
7,2.5,0000 1 Sep 2018,27.30827
8,2.5,0000 1 Sep 2018,27.13301
9,2.5,0000 1 Sep 2018,27.20583
10,2.5,0000 1 Sep 2018,27.09389
11,2.5,0000 1 Sep 2018,27.14537
12,2.5,0000 1 Sep 2018,27.30231
13,2.5,0000 1 Sep 2018,27.24998
14,2.5,0000 1 Sep 2018,27.63746
15,2.5,0000 1 Sep 2018,27.14134
1,3.5,0000 1 Sep 2018,26.98041
2,3.5,0000 1 Sep 2018,27.2553
3,3.5,0000 1 Sep 2018,27.14591
4,3.5,0000 1 Sep 2018,26.96077
5,3.5,0000 1 Sep 2018,27.43963
6,3.5,0000 1 Sep 2018,27.01695
7,3.5,0000 1 Sep 2018,27.35157
8,3.5,0000 1 Sep 2018,27.06149
9,3.5,0000 1 Sep 2018,27.05775
10,3.5,0000 1 Sep 2018,27.058
11,3.5,0000 1 Sep 2018,27.02047
12,3.5,0000 1 Sep 2018,27.19533
13,3.5,0000 1 Sep 2018,27.17481
14,3.5,0000 1 Sep 2018,27.59513
15,3.5,0000 1 Sep 2018,27.03993
1,4.5,0000 1 Sep 2018,26.87354
2,4.5,0000 1 Sep 2018,27.14923
3,4.5,0000 1 Sep 2018,27.14945
4,4.5,0000 1 Sep 2018,26.9225
5,4.5,0000 1 Sep 2018,27.55947
6,4.5,0000 1 Sep 2018,26.9884
7,4.5,0000 1 Sep 2018,27.38981
8,4.5,0000 1 Sep 2018,27.01463
9,4.5,0000 1 Sep 2018,26.8833
10,4.5,0000 1 Sep 2018,27.09203
11,4.5,0000 1 Sep 2018,26.84074
12,4.5,0000 1 Sep 2018,27.14517
13,4.5,0000 1 Sep 2018,27.19112
14,4.5,0000 1 Sep 2018,27.51253
15,4.5,0000 1 Sep 2018,27.03181
1,5.5,0000 1 Sep 2018,27.01366
2,5.5,0000 1 Sep 2018,27.29938
3,5.5,0000 1 Sep 2018,27.36259
4,5.5,0000 1 Sep 2018,27.14208
5,5.5,0000 1 Sep 2018,27.79026
6,5.5,0000 1 Sep 2018,27.21548
7,5.5,0000 1 Sep 2018,27.63586
8,5.5,0000 1 Sep 2018,27.18112
9,5.5,0000 1 Sep 2018,26.93804
10,5.5,0000 1 Sep 2018,27.25675
11,5.5,0000 1 Sep 2018,26.88141
12,5.5,0000 1 Sep 2018,27.31528
13,5.5,0000 1 Sep 2018,27.41591
14,5.5,0000 1 Sep 2018,27.64573
15,5.5,0000 1 Sep 2018,27.2734
1,6.5,0000 1 Sep 2018,27.31711
2,6.5,0000 1 Sep 2018,27.80934
3,6.5,0000 1 Sep 2018,27.77554
4,6.5,0000 1 Sep 2018,27.55424
5,6.5,0000 1 Sep 2018,28.18969
6,6.5,0000 1 Sep 2018,27.64209
7,6.5,0000 1 Sep 2018,28.09898
8,6.5,0000 1 Sep 2018,27.53876
9,6.5,0000 1 Sep 2018,27.27965
10,6.5,0000 1 Sep 2018,27.55831
11,6.5,0000 1 Sep 2018,27.24177
12,6.5,0000 1 Sep 2018,27.75321
13,6.5,0000 1 Sep 2018,27.89636
14,6.5,0000 1 Sep 2018,28.03469
15,6.5,0000 1 Sep 2018,27.83322
1,7.5,0000 1 Sep 2018,27.58204
2,7.5,0000 1 Sep 2018,28.29027
3,7.5,0000 1 Sep 2018,28.17566
4,7.5,0000 1 Sep 2018,27.94535
5,7.5,0000 1 Sep 2018,28.65365
6,7.5,0000 1 Sep 2018,28.06078
7,7.5,0000 1 Sep 2018,28.63692
8,7.5,0000 1 Sep 2018,27.93555
9,7.5,0000 1 Sep 2018,27.67391
10,7.5,0000 1 Sep 2018,27.76225
11,7.5,0000 1 Sep 2018,27.65118
12,7.5,0000 1 Sep 2018,28.14162
13,7.5,0000 1 Sep 2018,28.35241
14,7.5,0000 1 Sep 2018,28.42331
15,7.5,0000 1 Sep 2018,28.34777
1,8.5,0000 1 Sep 2018,27.48039
2,8.5,0000 1 Sep 2018,28.46305
3,8.5,0000 1 Sep 2018,28.35353
4,8.5,0000 1 Sep 2018,27.98844
5,8.5,0000 1 Sep 2018,28.97139
6,8.5,0000 1 Sep 2018,28.08545
7,8.5,0000 1 Sep 2018,28.98232
8,8.5,0000 1 Sep 2018,28.07545
9,8.5,0000 1 Sep 2018,27.86025
10,8.5,0000 1 Sep 2018,27.73403
11,8.5,0000 1 Sep 2018,27.706
12,8.5,0000 1 Sep 2018,28.16287
13,8.5,0000 1 Sep 2018,28.43741
14,8.5,0000 1 Sep 2018,28.54808
15,8.5,0000 1 Sep 2018,28.53887
1,9.5,0000 1 Sep 2018,26.92167
2,9.5,0000 1 Sep 2018,28.10014
3,9.5,0000 1 Sep 2018,28.01565
4,9.5,0000 1 Sep 2018,27.59015
5,9.5,0000 1 Sep 2018,29.00405
6,9.5,0000 1 Sep 2018,27.69074
7,9.5,0000 1 Sep 2018,28.8999
8,9.5,0000 1 Sep 2018,27.9432
9,9.5,0000 1 Sep 2018,27.52946
10,9.5,0000 1 Sep 2018,27.34818
11,9.5,0000 1 Sep 2018,27.21813
12,9.5,0000 1 Sep 2018,27.60109
13,9.5,0000 1 Sep 2018,27.97156
14,9.5,0000 1 Sep 2018,28.21561
15,9.5,0000 1 Sep 2018,28.14036
1,10.5,0000 1 Sep 2018,26.15503
2,10.5,0000 1 Sep 2018,27.40238
3,10.5,0000 1 Sep 2018,27.30985
4,10.5,0000 1 Sep 2018,26.94785
5,10.5,0000 1 Sep 2018,28.63901
6,10.5,0000 1 Sep 2018,27.10617
7,10.5,0000 1 Sep 2018,28.3783
8,10.5,0000 1 Sep 2018,27.60202
9,10.5,0000 1 Sep 2018,26.70585
10,10.5,0000 1 Sep 2018,26.75087
11,10.5,0000 1 Sep 2018,26.48203
12,10.5,0000 1 Sep 2018,26.78763
13,10.5,0000 1 Sep 2018,27.19527
14,10.5,0000 1 Sep 2018,27.68199
15,10.5,0000 1 Sep 2018,27.59557
1,1.5,0000 1 Oct 2018,27.81114
2,1.5,0000 1 Oct 2018,27.66201
3,1.5,0000 1 Oct 2018,27.69371
4,1.5,0000 1 Oct 2018,27.58526
5,1.5,0000 1 Oct 2018,27.70361
6,1.5,0000 1 Oct 2018,27.56351
7,1.5,0000 1 Oct 2018,27.83637
8,1.5,0000 1 Oct 2018,27.86177
9,1.5,0000 1 Oct 2018,27.72272
10,1.5,0000 1 Oct 2018,27.74212
11,1.5,0000 1 Oct 2018,27.65946
12,1.5,0000 1 Oct 2018,27.72015
13,1.5,0000 1 Oct 2018,27.81811
14,1.5,0000 1 Oct 2018,27.51356
15,1.5,0000 1 Oct 2018,27.65307
1,2.5,0000 1 Oct 2018,27.70634
2,2.5,0000 1 Oct 2018,27.52675
3,2.5,0000 1 Oct 2018,27.5804
4,2.5,0000 1 Oct 2018,27.48367
5,2.5,0000 1 Oct 2018,27.61724
6,2.5,0000 1 Oct 2018,27.46956
7,2.5,0000 1 Oct 2018,27.72062
8,2.5,0000 1 Oct 2018,27.75188
9,2.5,0000 1 Oct 2018,27.5978
10,2.5,0000 1 Oct 2018,27.60166
11,2.5,0000 1 Oct 2018,27.57676
12,2.5,0000 1 Oct 2018,27.57703
13,2.5,0000 1 Oct 2018,27.84985
14,2.5,0000 1 Oct 2018,27.33592
15,2.5,0000 1 Oct 2018,27.44762
1,3.5,0000 1 Oct 2018,27.54476
2,3.5,0000 1 Oct 2018,27.48028
3,3.5,0000 1 Oct 2018,27.44463
4,3.5,0000 1 Oct 2018,27.38596
5,3.5,0000 1 Oct 2018,27.49895
6,3.5,0000 1 Oct 2018,27.46237
7,3.5,0000 1 Oct 2018,27.56149
8,3.5,0000 1 Oct 2018,27.59646
9,3.5,0000 1 Oct 2018,27.45343
10,3.5,0000 1 Oct 2018,27.41573
11,3.5,0000 1 Oct 2018,27.44362
12,3.5,0000 1 Oct 2018,27.49694
13,3.5,0000 1 Oct 2018,27.92271
14,3.5,0000 1 Oct 2018,27.16645
15,3.5,0000 1 Oct 2018,27.17612
1,4.5,0000 1 Oct 2018,27.62756
2,4.5,0000 1 Oct 2018,27.64254
3,4.5,0000 1 Oct 2018,27.46796
4,4.5,0000 1 Oct 2018,27.56378
5,4.5,0000 1 Oct 2018,27.54787
6,4.5,0000 1 Oct 2018,27.76167
7,4.5,0000 1 Oct 2018,27.59823
8,4.5,0000 1 Oct 2018,27.60673
9,4.5,0000 1 Oct 2018,27.44856
10,4.5,0000 1 Oct 2018,27.48272
11,4.5,0000 1 Oct 2018,27.53344
12,4.5,0000 1 Oct 2018,27.66884
13,4.5,0000 1 Oct 2018,28.24044
14,4.5,0000 1 Oct 2018,27.35676
15,4.5,0000 1 Oct 2018,27.24502
1,5.5,0000 1 Oct 2018,27.9868
2,5.5,0000 1 Oct 2018,28.07827
3,5.5,0000 1 Oct 2018,27.70588
4,5.5,0000 1 Oct 2018,28.01087
5,5.5,0000 1 Oct 2018,27.77701
6,5.5,0000 1 Oct 2018,28.2548
7,5.5,0000 1 Oct 2018,27.96956
8,5.5,0000 1 Oct 2018,27.82049
9,5.5,0000 1 Oct 2018,27.68306
10,5.5,0000 1 Oct 2018,27.80833
11,5.5,0000 1 Oct 2018,27.88729
12,5.5,0000 1 Oct 2018,28.15058
13,5.5,0000 1 Oct 2018,28.6911
14,5.5,0000 1 Oct 2018,27.7505
15,5.5,0000 1 Oct 2018,27.69453
1,6.5,0000 1 Oct 2018,28.35027
2,6.5,0000 1 Oct 2018,28.49375
3,6.5,0000 1 Oct 2018,27.92426
4,6.5,0000 1 Oct 2018,28.50264
5,6.5,0000 1 Oct 2018,27.97873
6,6.5,0000 1 Oct 2018,28.67256
7,6.5,0000 1 Oct 2018,28.28151
8,6.5,0000 1 Oct 2018,28.01971
9,6.5,0000 1 Oct 2018,27.99747
10,6.5,0000 1 Oct 2018,28.07895
11,6.5,0000 1 Oct 2018,28.23918
12,6.5,0000 1 Oct 2018,28.57903
13,6.5,0000 1 Oct 2018,29.02665
14,6.5,0000 1 Oct 2018,28.22537
15,6.5,0000 1 Oct 2018,28.17602
1,7.5,0000 1 Oct 2018,28.36817
2,7.5,0000 1 Oct 2018,28.64019
3,7.5,0000 1 Oct 2018,27.98317
4,7.5,0000 1 Oct 2018,28.77285
5,7.5,0000 1 Oct 2018,27.91674
6,7.5,0000 1 Oct 2018,28.75328
7,7.5,0000 1 Oct 2018,28.24661
8,7.5,0000 1 Oct 2018,27.89469
9,7.5,0000 1 Oct 2018,28.14411
10,7.5,0000 1 Oct 2018,28.22706
11,7.5,0000 1 Oct 2018,28.2941
12,7.5,0000 1 Oct 2018,28.73001
13,7.5,0000 1 Oct 2018,28.97601
14,7.5,0000 1 Oct 2018,28.39127
15,7.5,0000 1 Oct 2018,28.3311
1,8.5,0000 1 Oct 2018,27.86203
2,8.5,0000 1 Oct 2018,28.17077
3,8.5,0000 1 Oct 2018,27.58453
4,8.5,0000 1 Oct 2018,28.63628
5,8.5,0000 1 Oct 2018,27.35206
6,8.5,0000 1 Oct 2018,28.52819
7,8.5,0000 1 Oct 2018,27.57635
8,8.5,0000 1 Oct 2018,27.35667
9,8.5,0000 1 Oct 2018,27.86077
10,8.5,0000 1 Oct 2018,27.99195
11,8.5,0000 1 Oct 2018,27.83298
12,8.5,0000 1 Oct 2018,28.06379
13,8.5,0000 1 Oct 2018,28.4783
14,8.5,0000 1 Oct 2018,28.12227
15,8.5,0000 1 Oct 2018,28.02132
1,9.5,0000 1 Oct 2018,27.09805
2,9.5,0000 1 Oct 2018,27.40001
3,9.5,0000 1 Oct 2018,26.94391
4,9.5,0000 1 Oct 2018,28.19345
5,9.5,0000 1 Oct 2018,26.54359
6,9.5,0000 1 Oct 2018,28.12502
7,9.5,0000 1 Oct 2018,26.84902
8,9.5,0000 1 Oct 2018,26.64544
9,9.5,0000 1 Oct 2018,27.27298
10,9.5,0000 1 Oct 2018,27.45063
11,9.5,0000 1 Oct 2018,27.17864
12,9.5,0000 1 Oct 2018,27.03884
13,9.5,0000 1 Oct 2018,27.80739
14,9.5,0000 1 Oct 2018,27.41322
15,9.5,0000 1 Oct 2018,27.47689
1,10.5,0000 1 Oct 2018,26.40081
2,10.5,0000 1 Oct 2018,26.748
3,10.5,0000 1 Oct 2018,26.38646
4,10.5,0000 1 Oct 2018,27.62665
5,10.5,0000 1 Oct 2018,25.81583
6,10.5,0000 1 Oct 2018,27.85129
7,10.5,0000 1 Oct 2018,26.37564
8,10.5,0000 1 Oct 2018,26.13589
9,10.5,0000 1 Oct 2018,26.74409
10,10.5,0000 1 Oct 2018,26.83576
11,10.5,0000 1 Oct 2018,26.7201
12,10.5,0000 1 Oct 2018,26.13673
13,10.5,0000 1 Oct 2018,27.37501
14,10.5,0000 1 Oct 2018,26.75718
15,10.5,0000 1 Oct 2018,26.99712
1,1.5,0000 1 Nov 2018,27.53492
2,1.5,0000 1 Nov 2018,27.48612
3,1.5,0000 1 Nov 2018,27.5593
4,1.5,0000 1 Nov 2018,27.5058
5,1.5,0000 1 Nov 2018,27.43761
6,1.5,0000 1 Nov 2018,27.5085
7,1.5,0000 1 Nov 2018,27.47885
8,1.5,0000 1 Nov 2018,27.51845
9,1.5,0000 1 Nov 2018,27.63448
10,1.5,0000 1 Nov 2018,27.55194
11,1.5,0000 1 Nov 2018,27.56117
12,1.5,0000 1 Nov 2018,27.505
13,1.5,0000 1 Nov 2018,27.58627
14,1.5,0000 1 Nov 2018,27.39569
15,1.5,0000 1 Nov 2018,27.52668
1,2.5,0000 1 Nov 2018,27.31112
2,2.5,0000 1 Nov 2018,27.28594
3,2.5,0000 1 Nov 2018,27.44191
4,2.5,0000 1 Nov 2018,27.52598
5,2.5,0000 1 Nov 2018,27.26912
6,2.5,0000 1 Nov 2018,27.44521
7,2.5,0000 1 Nov 2018,27.42682
8,2.5,0000 1 Nov 2018,27.26004
9,2.5,0000 1 Nov 2018,27.46575
10,2.5,0000 1 Nov 2018,27.49336
11,2.5,0000 1 Nov 2018,27.38787
12,2.5,0000 1 Nov 2018,27.4031
13,2.5,0000 1 Nov 2018,27.52765
14,2.5,0000 1 Nov 2018,27.1677
15,2.5,0000 1 Nov 2018,27.42134
1,3.5,0000 1 Nov 2018,27.33487
2,3.5,0000 1 Nov 2018,27.38236
3,3.5,0000 1 Nov 2018,27.62181
4,3.5,0000 1 Nov 2018,27.78569
5,3.5,0000 1 Nov 2018,27.33728
6,3.5,0000 1 Nov 2018,27.62218
7,3.5,0000 1 Nov 2018,27.58784
8,3.5,0000 1 Nov 2018,27.29324
9,3.5,0000 1 Nov 2018,27.59494
10,3.5,0000 1 Nov 2018,27.62151
11,3.5,0000 1 Nov 2018,27.46076
12,3.5,0000 1 Nov 2018,27.49623
13,3.5,0000 1 Nov 2018,27.65523
14,3.5,0000 1 Nov 2018,27.17548
15,3.5,0000 1 Nov 2018,27.59331
1,4.5,0000 1 Nov 2018,27.73154
2,4.5,0000 1 Nov 2018,27.74857
3,4.5,0000 1 Nov 2018,28.0747
4,4.5,0000 1 Nov 2018,28.22972
5,4.5,0000 1 Nov 2018,27.7165
6,4.5,0000 1 Nov 2018,28.05728
7,4.5,0000 1 Nov 2018,28.0271
8,4.5,0000 1 Nov 2018,27.68414
9,4.5,0000 1 Nov 2018,27.87553
10,4.5,0000 1 Nov 2018,28.05619
11,4.5,0000 1 Nov 2018,27.78196
12,4.5,0000 1 Nov 2018,27.91488
13,4.5,0000 1 Nov 2018,28.0421
14,4.5,0000 1 Nov 2018,27.5692
15,4.5,0000 1 Nov 2018,27.96734
1,5.5,0000 1 Nov 2018,28.14837
2,5.5,0000 1 Nov 2018,28.25141
3,5.5,0000 1 Nov 2018,28.46818
4,5.5,0000 1 Nov 2018,28.66729
5,5.5,0000 1 Nov 2018,28.07179
6,5.5,0000 1 Nov 2018,28.42837
7,5.5,0000 1 Nov 2018,28.485
8,5.5,0000 1 Nov 2018,28.15741
9,5.5,0000 1 Nov 2018,28.17315
10,5.5,0000 1 Nov 2018,28.41749
11,5.5,0000 1 Nov 2018,28.082
12,5.5,0000 1 Nov 2018,28.26119
13,5.5,0000 1 Nov 2018,28.3269
14,5.5,0000 1 Nov 2018,27.89303
15,5.5,0000 1 Nov 2018,28.28772
1,6.5,0000 1 Nov 2018,28.23331
2,6.5,0000 1 Nov 2018,28.54949
3,6.5,0000 1 Nov 2018,28.55754
4,6.5,0000 1 Nov 2018,28.83757
5,6.5,0000 1 Nov 2018,28.13854
6,6.5,0000 1 Nov 2018,28.50297
7,6.5,0000 1 Nov 2018,28.69525
8,6.5,0000 1 Nov 2018,28.41329
