M,L,MON,LDC_SST_GFDL_SPEAR
11,4.5,0000 1 Mar 2018,26.75081
12,4.5,0000 1 Mar 2018,26.98776
13,4.5,0000 1 Mar 2018,26.51099
14,4.5,0000 1 Mar 2018,26.95537
15,4.5,0000 1 Mar 2018,26.83503
1,5.5,0000 1 Mar 2018,26.34323
2,5.5,0000 1 Mar 2018,26.11662
3,5.5,0000 1 Mar 2018,26.16296
4,5.5,0000 1 Mar 2018,25.59869
5,5.5,0000 1 Mar 2018,27.0267
6,5.5,0000 1 Mar 2018,26.06996
7,5.5,0000 1 Mar 2018,26.17703
8,5.5,0000 1 Mar 2018,26.29869
9,5.5,0000 1 Mar 2018,26.32697
10,5.5,0000 1 Mar 2018,26.66952
11,5.5,0000 1 Mar 2018,26.30152
12,5.5,0000 1 Mar 2018,26.55899
13,5.5,0000 1 Mar 2018,25.88191
14,5.5,0000 1 Mar 2018,26.49901
15,5.5,0000 1 Mar 2018,26.44103
1,6.5,0000 1 Mar 2018,26.1106
2,6.5,0000 1 Mar 2018,25.75246
3,6.5,0000 1 Mar 2018,25.96822
4,6.5,0000 1 Mar 2018,25.41808
5,6.5,0000 1 Mar 2018,27.0787
6,6.5,0000 1 Mar 2018,25.87181
7,6.5,0000 1 Mar 2018,25.94828
8,6.5,0000 1 Mar 2018,26.1124
9,6.5,0000 1 Mar 2018,26.02009
10,6.5,0000 1 Mar 2018,26.69723
11,6.5,0000 1 Mar 2018,26.04744
12,6.5,0000 1 Mar 2018,26.31595
13,6.5,0000 1 Mar 2018,25.53263
14,6.5,0000 1 Mar 2018,26.27836
15,6.5,0000 1 Mar 2018,26.22047
1,7.5,0000 1 Mar 2018,26.02512
2,7.5,0000 1 Mar 2018,25.69431
3,7.5,0000 1 Mar 2018,26.0355
4,7.5,0000 1 Mar 2018,25.45912
5,7.5,0000 1 Mar 2018,27.3165
6,7.5,0000 1 Mar 2018,25.91577
7,7.5,0000 1 Mar 2018,26.00934
8,7.5,0000 1 Mar 2018,26.09535
9,7.5,0000 1 Mar 2018,25.80691
10,7.5,0000 1 Mar 2018,26.86358
11,7.5,0000 1 Mar 2018,26.11665
12,7.5,0000 1 Mar 2018,26.32654
13,7.5,0000 1 Mar 2018,25.52408
14,7.5,0000 1 Mar 2018,26.29979
15,7.5,0000 1 Mar 2018,26.20258
1,8.5,0000 1 Mar 2018,25.97338
2,8.5,0000 1 Mar 2018,25.69505
3,8.5,0000 1 Mar 2018,26.13301
4,8.5,0000 1 Mar 2018,25.3644
5,8.5,0000 1 Mar 2018,27.54786
6,8.5,0000 1 Mar 2018,25.90032
7,8.5,0000 1 Mar 2018,26.03927
8,8.5,0000 1 Mar 2018,26.03869
9,8.5,0000 1 Mar 2018,25.8221
10,8.5,0000 1 Mar 2018,26.95183
11,8.5,0000 1 Mar 2018,26.29624
12,8.5,0000 1 Mar 2018,26.43374
13,8.5,0000 1 Mar 2018,25.59962
14,8.5,0000 1 Mar 2018,26.41364
15,8.5,0000 1 Mar 2018,26.21195
1,9.5,0000 1 Mar 2018,25.95426
2,9.5,0000 1 Mar 2018,25.612
3,9.5,0000 1 Mar 2018,26.16614
4,9.5,0000 1 Mar 2018,25.26863
5,9.5,0000 1 Mar 2018,27.72052
6,9.5,0000 1 Mar 2018,25.87443
7,9.5,0000 1 Mar 2018,25.99796
8,9.5,0000 1 Mar 2018,26.06338
9,9.5,0000 1 Mar 2018,25.87818
10,9.5,0000 1 Mar 2018,26.94677
11,9.5,0000 1 Mar 2018,26.57725
12,9.5,0000 1 Mar 2018,26.53732
13,9.5,0000 1 Mar 2018,25.75138
14,9.5,0000 1 Mar 2018,26.55078
15,9.5,0000 1 Mar 2018,26.2474
1,10.5,0000 1 Mar 2018,26.04287
2,10.5,0000 1 Mar 2018,25.72655
3,10.5,0000 1 Mar 2018,26.21072
4,10.5,0000 1 Mar 2018,25.36559
5,10.5,0000 1 Mar 2018,27.74361
6,10.5,0000 1 Mar 2018,25.92818
7,10.5,0000 1 Mar 2018,26.01466
8,10.5,0000 1 Mar 2018,26.16293
9,10.5,0000 1 Mar 2018,26.11838
10,10.5,0000 1 Mar 2018,26.89925
11,10.5,0000 1 Mar 2018,26.89857
12,10.5,0000 1 Mar 2018,26.66066
13,10.5,0000 1 Mar 2018,26.07049
14,10.5,0000 1 Mar 2018,26.68345
15,10.5,0000 1 Mar 2018,26.38401
1,1.5,0000 1 Apr 2018,27.63321
2,1.5,0000 1 Apr 2018,27.59518
3,1.5,0000 1 Apr 2018,27.75151
4,1.5,0000 1 Apr 2018,27.46596
5,1.5,0000 1 Apr 2018,27.64775
6,1.5,0000 1 Apr 2018,27.6155
7,1.5,0000 1 Apr 2018,27.60659
8,1.5,0000 1 Apr 2018,27.4491
9,1.5,0000 1 Apr 2018,27.62856
10,1.5,0000 1 Apr 2018,27.52616
11,1.5,0000 1 Apr 2018,27.6899
12,1.5,0000 1 Apr 2018,27.54389
13,1.5,0000 1 Apr 2018,27.62397
14,1.5,0000 1 Apr 2018,27.66189
15,1.5,0000 1 Apr 2018,27.43609
1,2.5,0000 1 Apr 2018,27.41888
2,2.5,0000 1 Apr 2018,27.40522
3,2.5,0000 1 Apr 2018,27.63255
4,2.5,0000 1 Apr 2018,27.31859
5,2.5,0000 1 Apr 2018,27.40714
6,2.5,0000 1 Apr 2018,27.45213
7,2.5,0000 1 Apr 2018,27.4731
8,2.5,0000 1 Apr 2018,27.15151
9,2.5,0000 1 Apr 2018,27.52274
10,2.5,0000 1 Apr 2018,27.18982
11,2.5,0000 1 Apr 2018,27.56788
12,2.5,0000 1 Apr 2018,27.31624
13,2.5,0000 1 Apr 2018,27.47535
14,2.5,0000 1 Apr 2018,27.46508
15,2.5,0000 1 Apr 2018,27.15253
1,3.5,0000 1 Apr 2018,26.87633
2,3.5,0000 1 Apr 2018,27.00907
3,3.5,0000 1 Apr 2018,27.21655
4,3.5,0000 1 Apr 2018,26.96443
5,3.5,0000 1 Apr 2018,26.89892
6,3.5,0000 1 Apr 2018,27.00146
7,3.5,0000 1 Apr 2018,27.00348
8,3.5,0000 1 Apr 2018,26.62746
9,3.5,0000 1 Apr 2018,27.22924
10,3.5,0000 1 Apr 2018,26.68236
11,3.5,0000 1 Apr 2018,27.26302
12,3.5,0000 1 Apr 2018,26.77607
13,3.5,0000 1 Apr 2018,27.0054
14,3.5,0000 1 Apr 2018,26.99741
15,3.5,0000 1 Apr 2018,26.7398
1,4.5,0000 1 Apr 2018,26.28069
2,4.5,0000 1 Apr 2018,26.72133
3,4.5,0000 1 Apr 2018,26.7793
4,4.5,0000 1 Apr 2018,26.61447
5,4.5,0000 1 Apr 2018,26.39465
6,4.5,0000 1 Apr 2018,26.66927
7,4.5,0000 1 Apr 2018,26.45781
8,4.5,0000 1 Apr 2018,26.05257
9,4.5,0000 1 Apr 2018,27.02337
10,4.5,0000 1 Apr 2018,26.32594
11,4.5,0000 1 Apr 2018,27.00166
12,4.5,0000 1 Apr 2018,26.28207
13,4.5,0000 1 Apr 2018,26.54781
14,4.5,0000 1 Apr 2018,26.58027
15,4.5,0000 1 Apr 2018,26.34349
1,5.5,0000 1 Apr 2018,25.80661
2,5.5,0000 1 Apr 2018,26.64541
3,5.5,0000 1 Apr 2018,26.41309
4,5.5,0000 1 Apr 2018,26.43477
5,5.5,0000 1 Apr 2018,26.03823
6,5.5,0000 1 Apr 2018,26.5435
7,5.5,0000 1 Apr 2018,25.99892
8,5.5,0000 1 Apr 2018,25.69833
9,5.5,0000 1 Apr 2018,26.99566
10,5.5,0000 1 Apr 2018,26.15876
11,5.5,0000 1 Apr 2018,26.93102
12,5.5,0000 1 Apr 2018,25.98709
13,5.5,0000 1 Apr 2018,26.29404
14,5.5,0000 1 Apr 2018,26.36977
15,5.5,0000 1 Apr 2018,25.97956
1,6.5,0000 1 Apr 2018,25.52065
2,6.5,0000 1 Apr 2018,26.7919
3,6.5,0000 1 Apr 2018,26.14961
4,6.5,0000 1 Apr 2018,26.49437
5,6.5,0000 1 Apr 2018,25.93272
6,6.5,0000 1 Apr 2018,26.62824
7,6.5,0000 1 Apr 2018,25.73029
8,6.5,0000 1 Apr 2018,25.52555
9,6.5,0000 1 Apr 2018,27.18606
10,6.5,0000 1 Apr 2018,26.04988
11,6.5,0000 1 Apr 2018,27.05429
12,6.5,0000 1 Apr 2018,25.90558
13,6.5,0000 1 Apr 2018,26.29832
14,6.5,0000 1 Apr 2018,26.38396
15,6.5,0000 1 Apr 2018,25.72364
1,7.5,0000 1 Apr 2018,25.23981
2,7.5,0000 1 Apr 2018,26.94815
3,7.5,0000 1 Apr 2018,25.95157
4,7.5,0000 1 Apr 2018,26.6165
5,7.5,0000 1 Apr 2018,25.86685
6,7.5,0000 1 Apr 2018,26.70494
7,7.5,0000 1 Apr 2018,25.56315
8,7.5,0000 1 Apr 2018,25.52761
9,7.5,0000 1 Apr 2018,27.38714
10,7.5,0000 1 Apr 2018,25.86236
11,7.5,0000 1 Apr 2018,27.21154
12,7.5,0000 1 Apr 2018,25.9058
13,7.5,0000 1 Apr 2018,26.32925
14,7.5,0000 1 Apr 2018,26.36802
15,7.5,0000 1 Apr 2018,25.57944
1,8.5,0000 1 Apr 2018,25.00278
2,8.5,0000 1 Apr 2018,27.0581
3,8.5,0000 1 Apr 2018,25.80085
4,8.5,0000 1 Apr 2018,26.71179
5,8.5,0000 1 Apr 2018,25.83821
6,8.5,0000 1 Apr 2018,26.69803
7,8.5,0000 1 Apr 2018,25.45742
8,8.5,0000 1 Apr 2018,25.56114
9,8.5,0000 1 Apr 2018,27.47762
10,8.5,0000 1 Apr 2018,25.70451
11,8.5,0000 1 Apr 2018,27.21045
12,8.5,0000 1 Apr 2018,25.89152
13,8.5,0000 1 Apr 2018,26.2853
14,8.5,0000 1 Apr 2018,26.3118
15,8.5,0000 1 Apr 2018,25.59392
1,9.5,0000 1 Apr 2018,25.0234
2,9.5,0000 1 Apr 2018,27.14816
3,9.5,0000 1 Apr 2018,25.88892
4,9.5,0000 1 Apr 2018,26.75944
5,9.5,0000 1 Apr 2018,25.83614
6,9.5,0000 1 Apr 2018,26.68686
7,9.5,0000 1 Apr 2018,25.62715
8,9.5,0000 1 Apr 2018,25.74823
9,9.5,0000 1 Apr 2018,27.53569
10,9.5,0000 1 Apr 2018,25.70014
11,9.5,0000 1 Apr 2018,27.11718
12,9.5,0000 1 Apr 2018,25.99434
13,9.5,0000 1 Apr 2018,26.30393
14,9.5,0000 1 Apr 2018,26.38299
15,9.5,0000 1 Apr 2018,25.67541
1,10.5,0000 1 Apr 2018,25.52737
2,10.5,0000 1 Apr 2018,27.46203
3,10.5,0000 1 Apr 2018,26.29948
4,10.5,0000 1 Apr 2018,26.98588
5,10.5,0000 1 Apr 2018,26.19039
6,10.5,0000 1 Apr 2018,26.85317
7,10.5,0000 1 Apr 2018,26.06716
8,10.5,0000 1 Apr 2018,26.25662
9,10.5,0000 1 Apr 2018,27.71185
10,10.5,0000 1 Apr 2018,26.04289
11,10.5,0000 1 Apr 2018,27.12052
12,10.5,0000 1 Apr 2018,26.32054
13,10.5,0000 1 Apr 2018,26.4836
14,10.5,0000 1 Apr 2018,26.77002
15,10.5,0000 1 Apr 2018,26.0809
1,1.5,0000 1 May 2018,27.38816
2,1.5,0000 1 May 2018,27.38167
3,1.5,0000 1 May 2018,27.40284
4,1.5,0000 1 May 2018,27.28295
5,1.5,0000 1 May 2018,27.31968
6,1.5,0000 1 May 2018,27.40595
7,1.5,0000 1 May 2018,27.29032
8,1.5,0000 1 May 2018,27.29041
9,1.5,0000 1 May 2018,27.35738
10,1.5,0000 1 May 2018,27.41073
11,1.5,0000 1 May 2018,27.45982
12,1.5,0000 1 May 2018,27.39008
13,1.5,0000 1 May 2018,27.4564
14,1.5,0000 1 May 2018,27.23277
15,1.5,0000 1 May 2018,27.43903
1,2.5,0000 1 May 2018,26.99319
2,2.5,0000 1 May 2018,26.92367
3,2.5,0000 1 May 2018,26.93953
4,2.5,0000 1 May 2018,26.84555
5,2.5,0000 1 May 2018,26.74765
6,2.5,0000 1 May 2018,27.04997
7,2.5,0000 1 May 2018,26.84763
8,2.5,0000 1 May 2018,26.81529
9,2.5,0000 1 May 2018,26.7793
10,2.5,0000 1 May 2018,26.9939
11,2.5,0000 1 May 2018,27.08775
12,2.5,0000 1 May 2018,26.9199
13,2.5,0000 1 May 2018,26.93771
14,2.5,0000 1 May 2018,26.6425
15,2.5,0000 1 May 2018,26.93437
1,3.5,0000 1 May 2018,26.70576
2,3.5,0000 1 May 2018,26.53079
3,3.5,0000 1 May 2018,26.47816
4,3.5,0000 1 May 2018,26.51101
5,3.5,0000 1 May 2018,26.22275
6,3.5,0000 1 May 2018,26.85471
7,3.5,0000 1 May 2018,26.52043
8,3.5,0000 1 May 2018,26.38674
9,3.5,0000 1 May 2018,26.15931
10,3.5,0000 1 May 2018,26.63105
11,3.5,0000 1 May 2018,26.70566
12,3.5,0000 1 May 2018,26.60688
13,3.5,0000 1 May 2018,26.40649
14,3.5,0000 1 May 2018,26.1291
15,3.5,0000 1 May 2018,26.34036
1,4.5,0000 1 May 2018,26.5973
2,4.5,0000 1 May 2018,26.42755
3,4.5,0000 1 May 2018,26.15048
4,4.5,0000 1 May 2018,26.41237
5,4.5,0000 1 May 2018,26.08769
6,4.5,0000 1 May 2018,26.93106
7,4.5,0000 1 May 2018,26.45828
8,4.5,0000 1 May 2018,26.15902
9,4.5,0000 1 May 2018,25.73151
10,4.5,0000 1 May 2018,26.49759
11,4.5,0000 1 May 2018,26.40647
12,4.5,0000 1 May 2018,26.46914
13,4.5,0000 1 May 2018,25.95571
14,4.5,0000 1 May 2018,25.81494
15,4.5,0000 1 May 2018,25.98102
1,5.5,0000 1 May 2018,26.63688
2,5.5,0000 1 May 2018,26.48264
3,5.5,0000 1 May 2018,26.05646
4,5.5,0000 1 May 2018,26.48755
5,5.5,0000 1 May 2018,26.22046
6,5.5,0000 1 May 2018,27.29072
7,5.5,0000 1 May 2018,26.59075
8,5.5,0000 1 May 2018,26.09387
9,5.5,0000 1 May 2018,25.64144
10,5.5,0000 1 May 2018,26.64187
11,5.5,0000 1 May 2018,26.32967
12,5.5,0000 1 May 2018,26.45061
13,5.5,0000 1 May 2018,25.76608
14,5.5,0000 1 May 2018,25.78347
15,5.5,0000 1 May 2018,26.00231
1,6.5,0000 1 May 2018,26.64969
2,6.5,0000 1 May 2018,26.50215
3,6.5,0000 1 May 2018,25.93337
4,6.5,0000 1 May 2018,26.39977
5,6.5,0000 1 May 2018,26.23984
6,6.5,0000 1 May 2018,27.63463
7,6.5,0000 1 May 2018,26.67296
8,6.5,0000 1 May 2018,26.02577
9,6.5,0000 1 May 2018,25.60751
10,6.5,0000 1 May 2018,26.7634
11,6.5,0000 1 May 2018,26.26923
12,6.5,0000 1 May 2018,26.30684
13,6.5,0000 1 May 2018,25.62551
14,6.5,0000 1 May 2018,25.76659
15,6.5,0000 1 May 2018,26.12297
1,7.5,0000 1 May 2018,26.6705
2,7.5,0000 1 May 2018,26.33897
3,7.5,0000 1 May 2018,25.76247
4,7.5,0000 1 May 2018,26.26332
5,7.5,0000 1 May 2018,26.04498
6,7.5,0000 1 May 2018,27.84215
7,7.5,0000 1 May 2018,26.62718
8,7.5,0000 1 May 2018,25.85086
9,7.5,0000 1 May 2018,25.60764
10,7.5,0000 1 May 2018,26.7303
11,7.5,0000 1 May 2018,26.23145
12,7.5,0000 1 May 2018,26.16037
13,7.5,0000 1 May 2018,25.59047
14,7.5,0000 1 May 2018,25.80117
15,7.5,0000 1 May 2018,26.16258
1,8.5,0000 1 May 2018,26.72408
2,8.5,0000 1 May 2018,26.25183
3,8.5,0000 1 May 2018,25.71897
4,8.5,0000 1 May 2018,26.25712
5,8.5,0000 1 May 2018,25.90521
6,8.5,0000 1 May 2018,27.84898
7,8.5,0000 1 May 2018,26.51779
8,8.5,0000 1 May 2018,25.72089
9,8.5,0000 1 May 2018,25.699
10,8.5,0000 1 May 2018,26.63864
11,8.5,0000 1 May 2018,26.17217
12,8.5,0000 1 May 2018,26.29841
13,8.5,0000 1 May 2018,25.70117
14,8.5,0000 1 May 2018,25.825
15,8.5,0000 1 May 2018,26.26372
1,9.5,0000 1 May 2018,26.9976
2,9.5,0000 1 May 2018,26.41898
3,9.5,0000 1 May 2018,25.94984
4,9.5,0000 1 May 2018,26.71878
5,9.5,0000 1 May 2018,26.1306
6,9.5,0000 1 May 2018,27.94029
7,9.5,0000 1 May 2018,26.69204
8,9.5,0000 1 May 2018,25.93659
9,9.5,0000 1 May 2018,26.13924
10,9.5,0000 1 May 2018,26.8348
11,9.5,0000 1 May 2018,26.46903
12,9.5,0000 1 May 2018,26.73061
13,9.5,0000 1 May 2018,26.03439
14,9.5,0000 1 May 2018,26.14879
15,9.5,0000 1 May 2018,26.61467
1,10.5,0000 1 May 2018,27.44282
2,10.5,0000 1 May 2018,26.91405
3,10.5,0000 1 May 2018,26.59858
4,10.5,0000 1 May 2018,27.48447
5,10.5,0000 1 May 2018,26.64721
6,10.5,0000 1 May 2018,28.21912
7,10.5,0000 1 May 2018,27.16534
8,10.5,0000 1 May 2018,26.60307
9,10.5,0000 1 May 2018,26.79743
10,10.5,0000 1 May 2018,27.34018
11,10.5,0000 1 May 2018,26.98115
12,10.5,0000 1 May 2018,27.47775
13,10.5,0000 1 May 2018,26.6688
14,10.5,0000 1 May 2018,26.68338
15,10.5,0000 1 May 2018,27.17502
1,1.5,0000 1 Jun 2018,27.25854
2,1.5,0000 1 Jun 2018,27.06323
3,1.5,0000 1 Jun 2018,27.182
4,1.5,0000 1 Jun 2018,27.22724
5,1.5,0000 1 Jun 2018,27.07339
6,1.5,0000 1 Jun 2018,27.33635
7,1.5,0000 1 Jun 2018,27.258
8,1.5,0000 1 Jun 2018,27.05351
9,1.5,0000 1 Jun 2018,27.20964
10,1.5,0000 1 Jun 2018,27.21245
11,1.5,0000 1 Jun 2018,27.22864
12,1.5,0000 1 Jun 2018,27.24082
13,1.5,0000 1 Jun 2018,27.2255
14,1.5,0000 1 Jun 2018,27.08199
15,1.5,0000 1 Jun 2018,27.28106
1,2.5,0000 1 Jun 2018,26.96954
2,2.5,0000 1 Jun 2018,26.48045
3,2.5,0000 1 Jun 2018,26.79432
4,2.5,0000 1 Jun 2018,26.95412
5,2.5,0000 1 Jun 2018,26.49507
6,2.5,0000 1 Jun 2018,26.96845
7,2.5,0000 1 Jun 2018,26.98399
8,2.5,0000 1 Jun 2018,26.64179
9,2.5,0000 1 Jun 2018,26.844
10,2.5,0000 1 Jun 2018,26.86693
11,2.5,0000 1 Jun 2018,26.84622
12,2.5,0000 1 Jun 2018,26.83382
13,2.5,0000 1 Jun 2018,26.84508
14,2.5,0000 1 Jun 2018,26.665
15,2.5,0000 1 Jun 2018,27.09171
1,3.5,0000 1 Jun 2018,26.83746
2,3.5,0000 1 Jun 2018,26.06376
3,3.5,0000 1 Jun 2018,26.58252
4,3.5,0000 1 Jun 2018,26.8144
5,3.5,0000 1 Jun 2018,26.07513
6,3.5,0000 1 Jun 2018,26.66174
7,3.5,0000 1 Jun 2018,26.95432
8,3.5,0000 1 Jun 2018,26.40602
9,3.5,0000 1 Jun 2018,26.64975
10,3.5,0000 1 Jun 2018,26.74875
11,3.5,0000 1 Jun 2018,26.68962
12,3.5,0000 1 Jun 2018,26.6039
13,3.5,0000 1 Jun 2018,26.61568
14,3.5,0000 1 Jun 2018,26.46732
15,3.5,0000 1 Jun 2018,27.12084
1,4.5,0000 1 Jun 2018,26.93677
2,4.5,0000 1 Jun 2018,26.07694
3,4.5,0000 1 Jun 2018,26.62891
4,4.5,0000 1 Jun 2018,26.75962
5,4.5,0000 1 Jun 2018,25.97206
6,4.5,0000 1 Jun 2018,26.41719
7,4.5,0000 1 Jun 2018,27.17122
8,4.5,0000 1 Jun 2018,26.39866
9,4.5,0000 1 Jun 2018,26.67182
10,4.5,0000 1 Jun 2018,26.86813
11,4.5,0000 1 Jun 2018,26.73329
12,4.5,0000 1 Jun 2018,26.55978
13,4.5,0000 1 Jun 2018,26.59907
14,4.5,0000 1 Jun 2018,26.61482
15,4.5,0000 1 Jun 2018,27.24726
1,5.5,0000 1 Jun 2018,27.07911
2,5.5,0000 1 Jun 2018,26.19125
3,5.5,0000 1 Jun 2018,26.71649
4,5.5,0000 1 Jun 2018,26.71954
5,5.5,0000 1 Jun 2018,25.89651
6,5.5,0000 1 Jun 2018,26.23487
7,5.5,0000 1 Jun 2018,27.39647
8,5.5,0000 1 Jun 2018,26.43265
9,5.5,0000 1 Jun 2018,26.70475
10,5.5,0000 1 Jun 2018,27.00083
11,5.5,0000 1 Jun 2018,26.80861
12,5.5,0000 1 Jun 2018,26.46794
13,5.5,0000 1 Jun 2018,26.61635
14,5.5,0000 1 Jun 2018,26.74995
15,5.5,0000 1 Jun 2018,27.29946
1,6.5,0000 1 Jun 2018,27.17554
2,6.5,0000 1 Jun 2018,26.25817
3,6.5,0000 1 Jun 2018,26.65573
4,6.5,0000 1 Jun 2018,26.70773
5,6.5,0000 1 Jun 2018,25.78441
6,6.5,0000 1 Jun 2018,25.9824
7,6.5,0000 1 Jun 2018,27.51963
8,6.5,0000 1 Jun 2018,26.51014
9,6.5,0000 1 Jun 2018,26.63251
10,6.5,0000 1 Jun 2018,26.99519
11,6.5,0000 1 Jun 2018,26.80335
12,6.5,0000 1 Jun 2018,26.27196
13,6.5,0000 1 Jun 2018,26.51073
14,6.5,0000 1 Jun 2018,26.78319
15,6.5,0000 1 Jun 2018,27.25443
1,7.5,0000 1 Jun 2018,27.2527
2,7.5,0000 1 Jun 2018,26.33741
3,7.5,0000 1 Jun 2018,26.51231
4,7.5,0000 1 Jun 2018,26.88053
5,7.5,0000 1 Jun 2018,25.80487
6,7.5,0000 1 Jun 2018,25.8954
7,7.5,0000 1 Jun 2018,27.57083
8,7.5,0000 1 Jun 2018,26.62335
9,7.5,0000 1 Jun 2018,26.71103
10,7.5,0000 1 Jun 2018,26.97729
11,7.5,0000 1 Jun 2018,26.93616
12,7.5,0000 1 Jun 2018,26.24203
13,7.5,0000 1 Jun 2018,26.46031
14,7.5,0000 1 Jun 2018,26.81545
15,7.5,0000 1 Jun 2018,27.33219
1,8.5,0000 1 Jun 2018,27.51369
2,8.5,0000 1 Jun 2018,26.62087
3,8.5,0000 1 Jun 2018,26.72464
4,8.5,0000 1 Jun 2018,27.23573
5,8.5,0000 1 Jun 2018,26.1452
6,8.5,0000 1 Jun 2018,25.99891
7,8.5,0000 1 Jun 2018,27.7287
8,8.5,0000 1 Jun 2018,26.89811
9,8.5,0000 1 Jun 2018,27.12592
10,8.5,0000 1 Jun 2018,27.2319
11,8.5,0000 1 Jun 2018,27.35931
12,8.5,0000 1 Jun 2018,26.61062
13,8.5,0000 1 Jun 2018,26.62269
14,8.5,0000 1 Jun 2018,27.07805
15,8.5,0000 1 Jun 2018,27.57121
1,9.5,0000 1 Jun 2018,27.97408
2,9.5,0000 1 Jun 2018,27.18649
3,9.5,0000 1 Jun 2018,27.21708
4,9.5,0000 1 Jun 2018,27.78716
5,9.5,0000 1 Jun 2018,26.79437
6,9.5,0000 1 Jun 2018,26.49985
7,9.5,0000 1 Jun 2018,28.19314
8,9.5,0000 1 Jun 2018,27.39008
9,9.5,0000 1 Jun 2018,27.81152
10,9.5,0000 1 Jun 2018,27.73874
11,9.5,0000 1 Jun 2018,27.94737
12,9.5,0000 1 Jun 2018,27.17012
13,9.5,0000 1 Jun 2018,27.17104
14,9.5,0000 1 Jun 2018,27.55344
15,9.5,0000 1 Jun 2018,27.98733
1,10.5,0000 1 Jun 2018,28.4085
2,10.5,0000 1 Jun 2018,27.64956
3,10.5,0000 1 Jun 2018,27.78599
4,10.5,0000 1 Jun 2018,28.16956
5,10.5,0000 1 Jun 2018,27.4026
6,10.5,0000 1 Jun 2018,27.04514
7,10.5,0000 1 Jun 2018,28.62751
8,10.5,0000 1 Jun 2018,27.83834
9,10.5,0000 1 Jun 2018,28.49896
10,10.5,0000 1 Jun 2018,28.13739
11,10.5,0000 1 Jun 2018,28.54863
12,10.5,0000 1 Jun 2018,27.63493
13,10.5,0000 1 Jun 2018,27.72054
14,10.5,0000 1 Jun 2018,27.90707
15,10.5,0000 1 Jun 2018,28.30338
1,1.5,0000 1 Jul 2018,27.14145
2,1.5,0000 1 Jul 2018,27.32159
3,1.5,0000 1 Jul 2018,27.23219
4,1.5,0000 1 Jul 2018,27.23152
5,1.5,0000 1 Jul 2018,27.137
6,1.5,0000 1 Jul 2018,27.12768
7,1.5,0000 1 Jul 2018,27.32351
8,1.5,0000 1 Jul 2018,27.03581
9,1.5,0000 1 Jul 2018,27.04867
10,1.5,0000 1 Jul 2018,27.15512
11,1.5,0000 1 Jul 2018,27.17431
12,1.5,0000 1 Jul 2018,27.47765
13,1.5,0000 1 Jul 2018,26.99887
14,1.5,0000 1 Jul 2018,26.94453
15,1.5,0000 1 Jul 2018,27.0155
1,2.5,0000 1 Jul 2018,27.05416
2,2.5,0000 1 Jul 2018,27.24985
3,2.5,0000 1 Jul 2018,27.21178
4,2.5,0000 1 Jul 2018,27.19113
5,2.5,0000 1 Jul 2018,27.03816
6,2.5,0000 1 Jul 2018,26.94298
7,2.5,0000 1 Jul 2018,27.32909
8,2.5,0000 1 Jul 2018,26.87209
9,2.5,0000 1 Jul 2018,26.88235
10,2.5,0000 1 Jul 2018,27.00648
11,2.5,0000 1 Jul 2018,27.00344
12,2.5,0000 1 Jul 2018,27.54768
13,2.5,0000 1 Jul 2018,26.86973
14,2.5,0000 1 Jul 2018,26.75428
15,2.5,0000 1 Jul 2018,26.82654
1,3.5,0000 1 Jul 2018,27.15676
2,3.5,0000 1 Jul 2018,27.37427
3,3.5,0000 1 Jul 2018,27.2603
4,3.5,0000 1 Jul 2018,27.32421
5,3.5,0000 1 Jul 2018,27.11873
6,3.5,0000 1 Jul 2018,27.0004
7,3.5,0000 1 Jul 2018,27.46113
8,3.5,0000 1 Jul 2018,26.95972
9,3.5,0000 1 Jul 2018,26.93487
10,3.5,0000 1 Jul 2018,27.05358
11,3.5,0000 1 Jul 2018,26.99946
12,3.5,0000 1 Jul 2018,27.77062
13,3.5,0000 1 Jul 2018,26.92511
14,3.5,0000 1 Jul 2018,26.72484
15,3.5,0000 1 Jul 2018,26.83806
1,4.5,0000 1 Jul 2018,27.29072
2,4.5,0000 1 Jul 2018,27.55342
3,4.5,0000 1 Jul 2018,27.23424
4,4.5,0000 1 Jul 2018,27.49134
5,4.5,0000 1 Jul 2018,27.19698
6,4.5,0000 1 Jul 2018,27.19415
7,4.5,0000 1 Jul 2018,27.56744
8,4.5,0000 1 Jul 2018,27.12659
9,4.5,0000 1 Jul 2018,27.0619
10,4.5,0000 1 Jul 2018,27.19976
11,4.5,0000 1 Jul 2018,27.06792
12,4.5,0000 1 Jul 2018,27.88458
13,4.5,0000 1 Jul 2018,27.04214
14,4.5,0000 1 Jul 2018,26.6862
15,4.5,0000 1 Jul 2018,26.88557
1,5.5,0000 1 Jul 2018,27.33367
2,5.5,0000 1 Jul 2018,27.63297
3,5.5,0000 1 Jul 2018,27.09073
4,5.5,0000 1 Jul 2018,27.52412
5,5.5,0000 1 Jul 2018,27.15931
6,5.5,0000 1 Jul 2018,27.31577
7,5.5,0000 1 Jul 2018,27.62653
8,5.5,0000 1 Jul 2018,27.25652
9,5.5,0000 1 Jul 2018,27.14433
10,5.5,0000 1 Jul 2018,27.27963
11,5.5,0000 1 Jul 2018,27.06135
12,5.5,0000 1 Jul 2018,27.85036
13,5.5,0000 1 Jul 2018,27.07789
14,5.5,0000 1 Jul 2018,26.6126
15,5.5,0000 1 Jul 2018,26.84814
1,6.5,0000 1 Jul 2018,27.33508
