M,L,MON,LDC_SST_NASA_GEOSS2S
3,1.5,0000 1 Oct 2015,29.68912
4,1.5,0000 1 Oct 2015,29.73083
1,2.5,0000 1 Oct 2015,29.88092
2,2.5,0000 1 Oct 2015,29.60299
3,2.5,0000 1 Oct 2015,29.87107
4,2.5,0000 1 Oct 2015,29.7614
1,3.5,0000 1 Oct 2015,29.6803
2,3.5,0000 1 Oct 2015,29.45267
3,3.5,0000 1 Oct 2015,29.77275
4,3.5,0000 1 Oct 2015,29.60121
1,4.5,0000 1 Oct 2015,29.26406
2,4.5,0000 1 Oct 2015,29.29315
3,4.5,0000 1 Oct 2015,29.67798
4,4.5,0000 1 Oct 2015,29.604
1,5.5,0000 1 Oct 2015,28.94382
2,5.5,0000 1 Oct 2015,29.02639
3,5.5,0000 1 Oct 2015,29.6384
4,5.5,0000 1 Oct 2015,29.72401
1,6.5,0000 1 Oct 2015,28.94391
2,6.5,0000 1 Oct 2015,28.47963
3,6.5,0000 1 Oct 2015,29.64126
4,6.5,0000 1 Oct 2015,29.97104
1,7.5,0000 1 Oct 2015,29.12896
2,7.5,0000 1 Oct 2015,27.71249
3,7.5,0000 1 Oct 2015,29.39147
4,7.5,0000 1 Oct 2015,30.10031
1,1.5,0000 1 Nov 2015,29.4601
2,1.5,0000 1 Nov 2015,29.58284
3,1.5,0000 1 Nov 2015,29.71986
4,1.5,0000 1 Nov 2015,29.78678
1,2.5,0000 1 Nov 2015,28.94824
2,2.5,0000 1 Nov 2015,29.14426
3,2.5,0000 1 Nov 2015,29.41145
4,2.5,0000 1 Nov 2015,29.65854
1,3.5,0000 1 Nov 2015,28.54848
2,3.5,0000 1 Nov 2015,28.57334
3,3.5,0000 1 Nov 2015,28.97367
4,3.5,0000 1 Nov 2015,29.49079
1,4.5,0000 1 Nov 2015,28.27625
2,4.5,0000 1 Nov 2015,28.21501
3,4.5,0000 1 Nov 2015,28.59363
4,4.5,0000 1 Nov 2015,29.64843
1,5.5,0000 1 Nov 2015,28.35765
2,5.5,0000 1 Nov 2015,28.19941
3,5.5,0000 1 Nov 2015,28.30187
4,5.5,0000 1 Nov 2015,29.85321
1,6.5,0000 1 Nov 2015,28.24487
2,6.5,0000 1 Nov 2015,28.25195
3,6.5,0000 1 Nov 2015,27.99647
4,6.5,0000 1 Nov 2015,29.89586
1,7.5,0000 1 Nov 2015,27.98216
2,7.5,0000 1 Nov 2015,28.09589
3,7.5,0000 1 Nov 2015,27.48851
4,7.5,0000 1 Nov 2015,29.44351
1,1.5,0000 1 Dec 2015,29.56108
2,1.5,0000 1 Dec 2015,29.36351
3,1.5,0000 1 Dec 2015,29.50981
4,1.5,0000 1 Dec 2015,29.54045
1,2.5,0000 1 Dec 2015,29.07633
2,2.5,0000 1 Dec 2015,29.03545
3,2.5,0000 1 Dec 2015,29.19617
4,2.5,0000 1 Dec 2015,29.32609
1,3.5,0000 1 Dec 2015,28.75481
2,3.5,0000 1 Dec 2015,28.76519
3,3.5,0000 1 Dec 2015,28.88492
4,3.5,0000 1 Dec 2015,29.07458
1,4.5,0000 1 Dec 2015,28.43165
2,4.5,0000 1 Dec 2015,28.44864
3,4.5,0000 1 Dec 2015,28.57716
4,4.5,0000 1 Dec 2015,28.89432
1,5.5,0000 1 Dec 2015,28.29069
2,5.5,0000 1 Dec 2015,28.24352
3,5.5,0000 1 Dec 2015,28.17049
4,5.5,0000 1 Dec 2015,28.61391
1,6.5,0000 1 Dec 2015,28.00334
2,6.5,0000 1 Dec 2015,27.9153
3,6.5,0000 1 Dec 2015,27.58131
4,6.5,0000 1 Dec 2015,28.26498
1,7.5,0000 1 Dec 2015,27.69604
2,7.5,0000 1 Dec 2015,27.47738
3,7.5,0000 1 Dec 2015,26.89776
4,7.5,0000 1 Dec 2015,27.78751
1,1.5,0000 1 Jan 2016,29.34259
2,1.5,0000 1 Jan 2016,29.14229
3,1.5,0000 1 Jan 2016,29.24109
4,1.5,0000 1 Jan 2016,29.07756
1,2.5,0000 1 Jan 2016,29.38299
2,2.5,0000 1 Jan 2016,28.97247
3,2.5,0000 1 Jan 2016,29.28964
4,2.5,0000 1 Jan 2016,28.77793
1,3.5,0000 1 Jan 2016,29.37592
2,3.5,0000 1 Jan 2016,28.7591
3,3.5,0000 1 Jan 2016,29.24039
4,3.5,0000 1 Jan 2016,28.20957
1,4.5,0000 1 Jan 2016,28.97672
2,4.5,0000 1 Jan 2016,28.39842
3,4.5,0000 1 Jan 2016,28.94497
4,4.5,0000 1 Jan 2016,27.55517
1,5.5,0000 1 Jan 2016,27.90545
2,5.5,0000 1 Jan 2016,27.71138
3,5.5,0000 1 Jan 2016,28.23608
4,5.5,0000 1 Jan 2016,26.96589
1,6.5,0000 1 Jan 2016,26.79168
2,6.5,0000 1 Jan 2016,26.91949
3,6.5,0000 1 Jan 2016,27.55067
4,6.5,0000 1 Jan 2016,26.58618
1,7.5,0000 1 Jan 2016,25.83781
2,7.5,0000 1 Jan 2016,26.48685
3,7.5,0000 1 Jan 2016,27.01084
4,7.5,0000 1 Jan 2016,26.3898
1,1.5,0000 1 Feb 2016,29.58884
2,1.5,0000 1 Feb 2016,29.41436
3,1.5,0000 1 Feb 2016,29.34718
4,1.5,0000 1 Feb 2016,29.14148
1,2.5,0000 1 Feb 2016,29.72392
2,2.5,0000 1 Feb 2016,29.41504
3,2.5,0000 1 Feb 2016,29.37515
4,2.5,0000 1 Feb 2016,28.95619
1,3.5,0000 1 Feb 2016,29.32915
2,3.5,0000 1 Feb 2016,28.8802
3,3.5,0000 1 Feb 2016,28.82808
4,3.5,0000 1 Feb 2016,28.24449
1,4.5,0000 1 Feb 2016,28.39929
2,4.5,0000 1 Feb 2016,27.97728
3,4.5,0000 1 Feb 2016,27.61782
4,4.5,0000 1 Feb 2016,27.19131
1,5.5,0000 1 Feb 2016,27.43199
2,5.5,0000 1 Feb 2016,27.31682
3,5.5,0000 1 Feb 2016,26.59783
4,5.5,0000 1 Feb 2016,26.28114
1,6.5,0000 1 Feb 2016,26.72815
2,6.5,0000 1 Feb 2016,27.0558
3,6.5,0000 1 Feb 2016,26.04906
4,6.5,0000 1 Feb 2016,25.99635
1,7.5,0000 1 Feb 2016,26.31201
2,7.5,0000 1 Feb 2016,27.00616
3,7.5,0000 1 Feb 2016,25.9869
4,7.5,0000 1 Feb 2016,26.27292
1,1.5,0000 1 Mar 2016,29.71066
2,1.5,0000 1 Mar 2016,29.28222
3,1.5,0000 1 Mar 2016,29.50861
4,1.5,0000 1 Mar 2016,29.3284
1,2.5,0000 1 Mar 2016,29.5981
2,2.5,0000 1 Mar 2016,28.80943
3,2.5,0000 1 Mar 2016,29.14764
4,2.5,0000 1 Mar 2016,28.85356
1,3.5,0000 1 Mar 2016,28.91021
2,3.5,0000 1 Mar 2016,27.91385
3,3.5,0000 1 Mar 2016,28.32479
4,3.5,0000 1 Mar 2016,28.20977
1,4.5,0000 1 Mar 2016,28.10336
2,4.5,0000 1 Mar 2016,27.06817
3,4.5,0000 1 Mar 2016,27.45718
4,4.5,0000 1 Mar 2016,27.7085
1,5.5,0000 1 Mar 2016,27.49701
2,5.5,0000 1 Mar 2016,26.59393
3,5.5,0000 1 Mar 2016,26.79845
4,5.5,0000 1 Mar 2016,27.51866
1,6.5,0000 1 Mar 2016,27.26029
2,6.5,0000 1 Mar 2016,26.37761
3,6.5,0000 1 Mar 2016,26.45505
4,6.5,0000 1 Mar 2016,27.37282
1,7.5,0000 1 Mar 2016,27.27292
2,7.5,0000 1 Mar 2016,26.43713
3,7.5,0000 1 Mar 2016,26.3198
4,7.5,0000 1 Mar 2016,27.34408
1,1.5,0000 1 Apr 2016,29.60645
2,1.5,0000 1 Apr 2016,29.66178
3,1.5,0000 1 Apr 2016,28.44888
4,1.5,0000 1 Apr 2016,28.51311
1,2.5,0000 1 Apr 2016,29.25557
2,2.5,0000 1 Apr 2016,29.00067
3,2.5,0000 1 Apr 2016,27.44275
4,2.5,0000 1 Apr 2016,27.57903
1,3.5,0000 1 Apr 2016,28.84739
2,3.5,0000 1 Apr 2016,27.98005
3,3.5,0000 1 Apr 2016,26.34698
4,3.5,0000 1 Apr 2016,26.63548
1,4.5,0000 1 Apr 2016,28.60033
2,4.5,0000 1 Apr 2016,27.48881
3,4.5,0000 1 Apr 2016,25.62998
4,4.5,0000 1 Apr 2016,26.23005
1,5.5,0000 1 Apr 2016,28.57611
2,5.5,0000 1 Apr 2016,27.46761
3,5.5,0000 1 Apr 2016,25.42092
4,5.5,0000 1 Apr 2016,26.06881
1,6.5,0000 1 Apr 2016,28.66452
2,6.5,0000 1 Apr 2016,27.65881
3,6.5,0000 1 Apr 2016,25.56161
4,6.5,0000 1 Apr 2016,26.02575
1,7.5,0000 1 Apr 2016,28.78338
2,7.5,0000 1 Apr 2016,27.50684
3,7.5,0000 1 Apr 2016,25.80305
4,7.5,0000 1 Apr 2016,26.04078
1,1.5,0000 1 May 2016,27.88691
2,1.5,0000 1 May 2016,27.50861
3,1.5,0000 1 May 2016,27.62577
4,1.5,0000 1 May 2016,27.69864
1,2.5,0000 1 May 2016,27.08839
2,2.5,0000 1 May 2016,26.76237
3,2.5,0000 1 May 2016,26.7933
4,2.5,0000 1 May 2016,26.90992
1,3.5,0000 1 May 2016,26.67332
2,3.5,0000 1 May 2016,26.3412
3,3.5,0000 1 May 2016,26.23272
4,3.5,0000 1 May 2016,26.43633
1,4.5,0000 1 May 2016,26.54406
2,4.5,0000 1 May 2016,26.04352
3,4.5,0000 1 May 2016,25.91509
4,4.5,0000 1 May 2016,26.36835
1,5.5,0000 1 May 2016,26.53225
2,5.5,0000 1 May 2016,25.91449
3,5.5,0000 1 May 2016,25.73577
4,5.5,0000 1 May 2016,26.55842
1,6.5,0000 1 May 2016,26.45109
2,6.5,0000 1 May 2016,25.84097
3,6.5,0000 1 May 2016,25.6612
4,6.5,0000 1 May 2016,26.6367
1,7.5,0000 1 May 2016,26.18897
2,7.5,0000 1 May 2016,25.83099
3,7.5,0000 1 May 2016,25.62118
4,7.5,0000 1 May 2016,26.29239
1,1.5,0000 1 Jun 2016,26.65368
2,1.5,0000 1 Jun 2016,26.98041
3,1.5,0000 1 Jun 2016,26.38083
4,1.5,0000 1 Jun 2016,26.77335
1,2.5,0000 1 Jun 2016,26.2547
2,2.5,0000 1 Jun 2016,26.57996
3,2.5,0000 1 Jun 2016,25.8835
4,2.5,0000 1 Jun 2016,26.5748
1,3.5,0000 1 Jun 2016,26.11516
2,3.5,0000 1 Jun 2016,26.40902
3,3.5,0000 1 Jun 2016,26.00718
4,3.5,0000 1 Jun 2016,26.78484
1,4.5,0000 1 Jun 2016,26.33052
2,4.5,0000 1 Jun 2016,26.51682
3,4.5,0000 1 Jun 2016,26.15017
4,4.5,0000 1 Jun 2016,26.95676
1,5.5,0000 1 Jun 2016,26.54574
2,5.5,0000 1 Jun 2016,26.69163
3,5.5,0000 1 Jun 2016,26.31347
4,5.5,0000 1 Jun 2016,26.98576
1,6.5,0000 1 Jun 2016,26.56676
2,6.5,0000 1 Jun 2016,26.74407
3,6.5,0000 1 Jun 2016,26.3437
4,6.5,0000 1 Jun 2016,26.82605
1,7.5,0000 1 Jun 2016,26.49423
2,7.5,0000 1 Jun 2016,26.58059
3,7.5,0000 1 Jun 2016,26.37874
4,7.5,0000 1 Jun 2016,26.68134
1,1.5,0000 1 Jul 2016,26.8512
2,1.5,0000 1 Jul 2016,26.37463
3,1.5,0000 1 Jul 2016,26.40002
4,1.5,0000 1 Jul 2016,26.72126
1,2.5,0000 1 Jul 2016,26.9061
2,2.5,0000 1 Jul 2016,26.29761
3,2.5,0000 1 Jul 2016,26.56222
4,2.5,0000 1 Jul 2016,26.76916
1,3.5,0000 1 Jul 2016,27.08579
2,3.5,0000 1 Jul 2016,26.54958
3,3.5,0000 1 Jul 2016,26.70848
4,3.5,0000 1 Jul 2016,26.90503
1,4.5,0000 1 Jul 2016,27.36153
2,4.5,0000 1 Jul 2016,26.74659
3,4.5,0000 1 Jul 2016,26.69765
4,4.5,0000 1 Jul 2016,27.09041
1,5.5,0000 1 Jul 2016,27.46062
2,5.5,0000 1 Jul 2016,26.83116
3,5.5,0000 1 Jul 2016,26.45808
4,5.5,0000 1 Jul 2016,27.06884
1,6.5,0000 1 Jul 2016,27.50704
2,6.5,0000 1 Jul 2016,26.70281
3,6.5,0000 1 Jul 2016,26.23352
4,6.5,0000 1 Jul 2016,26.78732
1,7.5,0000 1 Jul 2016,27.60627
2,7.5,0000 1 Jul 2016,26.63805
3,7.5,0000 1 Jul 2016,26.25791
4,7.5,0000 1 Jul 2016,26.75164
1,1.5,0000 1 Aug 2016,25.93128
2,1.5,0000 1 Aug 2016,25.94167
3,1.5,0000 1 Aug 2016,26.02471
4,1.5,0000 1 Aug 2016,26.31063
1,2.5,0000 1 Aug 2016,25.99291
2,2.5,0000 1 Aug 2016,26.19431
3,2.5,0000 1 Aug 2016,26.21743
4,2.5,0000 1 Aug 2016,26.49403
1,3.5,0000 1 Aug 2016,26.01068
2,3.5,0000 1 Aug 2016,26.51816
3,3.5,0000 1 Aug 2016,26.53693
4,3.5,0000 1 Aug 2016,26.66095
1,4.5,0000 1 Aug 2016,25.90891
2,4.5,0000 1 Aug 2016,26.57618
3,4.5,0000 1 Aug 2016,26.5782
4,4.5,0000 1 Aug 2016,26.56091
1,5.5,0000 1 Aug 2016,25.47716
2,5.5,0000 1 Aug 2016,26.58295
3,5.5,0000 1 Aug 2016,26.42113
4,5.5,0000 1 Aug 2016,26.43264
1,6.5,0000 1 Aug 2016,25.16011
2,6.5,0000 1 Aug 2016,26.64276
3,6.5,0000 1 Aug 2016,26.49809
4,6.5,0000 1 Aug 2016,26.51094
1,7.5,0000 1 Aug 2016,25.31846
2,7.5,0000 1 Aug 2016,26.93394
3,7.5,0000 1 Aug 2016,27.035
4,7.5,0000 1 Aug 2016,26.91741
1,1.5,0000 1 Sep 2016,26.18875
2,1.5,0000 1 Sep 2016,25.94846
3,1.5,0000 1 Sep 2016,26.02942
4,1.5,0000 1 Sep 2016,26.30932
1,2.5,0000 1 Sep 2016,26.26696
2,2.5,0000 1 Sep 2016,26.0858
3,2.5,0000 1 Sep 2016,26.07887
4,2.5,0000 1 Sep 2016,26.49214
1,3.5,0000 1 Sep 2016,26.29546
2,3.5,0000 1 Sep 2016,26.08868
3,3.5,0000 1 Sep 2016,25.80378
4,3.5,0000 1 Sep 2016,26.63115
1,4.5,0000 1 Sep 2016,26.34022
2,4.5,0000 1 Sep 2016,25.93858
3,4.5,0000 1 Sep 2016,25.54624
4,4.5,0000 1 Sep 2016,26.69357
1,5.5,0000 1 Sep 2016,26.51245
2,5.5,0000 1 Sep 2016,26.17347
3,5.5,0000 1 Sep 2016,25.62432
4,5.5,0000 1 Sep 2016,26.90113
1,6.5,0000 1 Sep 2016,26.95711
2,6.5,0000 1 Sep 2016,26.71926
3,6.5,0000 1 Sep 2016,26.0374
4,6.5,0000 1 Sep 2016,27.22359
1,7.5,0000 1 Sep 2016,27.41155
2,7.5,0000 1 Sep 2016,27.35226
3,7.5,0000 1 Sep 2016,26.43003
4,7.5,0000 1 Sep 2016,27.67984
1,1.5,0000 1 Oct 2016,26.06394
2,1.5,0000 1 Oct 2016,26.00148
3,1.5,0000 1 Oct 2016,25.96498
4,1.5,0000 1 Oct 2016,25.92113
1,2.5,0000 1 Oct 2016,26.18189
2,2.5,0000 1 Oct 2016,25.86879
3,2.5,0000 1 Oct 2016,25.84911
4,2.5,0000 1 Oct 2016,25.85867
1,3.5,0000 1 Oct 2016,26.32603
2,3.5,0000 1 Oct 2016,25.79769
3,3.5,0000 1 Oct 2016,25.75557
4,3.5,0000 1 Oct 2016,25.89026
1,4.5,0000 1 Oct 2016,26.56632
2,4.5,0000 1 Oct 2016,26.0834
3,4.5,0000 1 Oct 2016,25.97422
4,4.5,0000 1 Oct 2016,26.06722
1,5.5,0000 1 Oct 2016,27.00646
2,5.5,0000 1 Oct 2016,26.70331
3,5.5,0000 1 Oct 2016,26.53781
4,5.5,0000 1 Oct 2016,26.56439
1,6.5,0000 1 Oct 2016,27.50678
2,6.5,0000 1 Oct 2016,27.24407
3,6.5,0000 1 Oct 2016,27.19714
4,6.5,0000 1 Oct 2016,27.19994
1,7.5,0000 1 Oct 2016,27.87103
2,7.5,0000 1 Oct 2016,27.57551
3,7.5,0000 1 Oct 2016,27.64134
4,7.5,0000 1 Oct 2016,27.73338
1,1.5,0000 1 Nov 2016,25.5347
2,1.5,0000 1 Nov 2016,26.03397
3,1.5,0000 1 Nov 2016,25.94132
4,1.5,0000 1 Nov 2016,25.79647
1,2.5,0000 1 Nov 2016,25.34218
2,2.5,0000 1 Nov 2016,26.07743
3,2.5,0000 1 Nov 2016,26.09174
4,2.5,0000 1 Nov 2016,25.89008
1,3.5,0000 1 Nov 2016,25.36035
2,3.5,0000 1 Nov 2016,26.47306
3,3.5,0000 1 Nov 2016,26.53141
4,3.5,0000 1 Nov 2016,26.21549
1,4.5,0000 1 Nov 2016,25.83556
2,4.5,0000 1 Nov 2016,27.11268
3,4.5,0000 1 Nov 2016,27.2477
4,4.5,0000 1 Nov 2016,26.86286
1,5.5,0000 1 Nov 2016,26.46753
2,5.5,0000 1 Nov 2016,27.81747
3,5.5,0000 1 Nov 2016,28.06026
4,5.5,0000 1 Nov 2016,27.6162
1,6.5,0000 1 Nov 2016,27.04478
2,6.5,0000 1 Nov 2016,28.21906
3,6.5,0000 1 Nov 2016,28.69781
4,6.5,0000 1 Nov 2016,28.17751
1,7.5,0000 1 Nov 2016,27.36239
2,7.5,0000 1 Nov 2016,28.34952
3,7.5,0000 1 Nov 2016,28.97197
4,7.5,0000 1 Nov 2016,28.41411
1,1.5,0000 1 Dec 2016,25.96759
2,1.5,0000 1 Dec 2016,26.28299
3,1.5,0000 1 Dec 2016,25.92959
4,1.5,0000 1 Dec 2016,25.72661
1,2.5,0000 1 Dec 2016,26.25688
2,2.5,0000 1 Dec 2016,26.84268
3,2.5,0000 1 Dec 2016,26.22851
4,2.5,0000 1 Dec 2016,25.85413
1,3.5,0000 1 Dec 2016,26.76748
2,3.5,0000 1 Dec 2016,27.57488
3,3.5,0000 1 Dec 2016,26.77221
4,3.5,0000 1 Dec 2016,26.40289
1,4.5,0000 1 Dec 2016,27.3179
2,4.5,0000 1 Dec 2016,28.34542
3,4.5,0000 1 Dec 2016,27.3993
4,4.5,0000 1 Dec 2016,27.0922
1,5.5,0000 1 Dec 2016,27.71114
2,5.5,0000 1 Dec 2016,28.83936
3,5.5,0000 1 Dec 2016,27.8193
4,5.5,0000 1 Dec 2016,27.60235
1,6.5,0000 1 Dec 2016,27.99533
2,6.5,0000 1 Dec 2016,29.11955
3,6.5,0000 1 Dec 2016,28.02291
4,6.5,0000 1 Dec 2016,27.76919
1,7.5,0000 1 Dec 2016,28.29382
2,7.5,0000 1 Dec 2016,29.38628
3,7.5,0000 1 Dec 2016,28.01435
4,7.5,0000 1 Dec 2016,27.96118
1,1.5,0000 1 Jan 2017,26.46261
2,1.5,0000 1 Jan 2017,26.29648
3,1.5,0000 1 Jan 2017,26.49835
4,1.5,0000 1 Jan 2017,26.74994
1,2.5,0000 1 Jan 2017,27.068
2,2.5,0000 1 Jan 2017,26.76809
3,2.5,0000 1 Jan 2017,27.16664
4,2.5,0000 1 Jan 2017,27.1449
1,3.5,0000 1 Jan 2017,27.72216
2,3.5,0000 1 Jan 2017,27.3951
3,3.5,0000 1 Jan 2017,27.87745
4,3.5,0000 1 Jan 2017,27.60255
1,4.5,0000 1 Jan 2017,28.21836
2,4.5,0000 1 Jan 2017,27.84576
3,4.5,0000 1 Jan 2017,28.37146
4,4.5,0000 1 Jan 2017,27.91934
1,5.5,0000 1 Jan 2017,28.52888
2,5.5,0000 1 Jan 2017,28.05548
3,5.5,0000 1 Jan 2017,28.42575
4,5.5,0000 1 Jan 2017,28.0826
1,6.5,0000 1 Jan 2017,28.68532
2,6.5,0000 1 Jan 2017,28.15046
3,6.5,0000 1 Jan 2017,28.27383
4,6.5,0000 1 Jan 2017,28.14496
1,7.5,0000 1 Jan 2017,28.83671
2,7.5,0000 1 Jan 2017,28.35015
3,7.5,0000 1 Jan 2017,28.19818
4,7.5,0000 1 Jan 2017,28.28202
1,1.5,0000 1 Feb 2017,27.07235
2,1.5,0000 1 Feb 2017,26.85428
3,1.5,0000 1 Feb 2017,27.10517
4,1.5,0000 1 Feb 2017,27.17152
1,2.5,0000 1 Feb 2017,27.64138
2,2.5,0000 1 Feb 2017,27.2357
3,2.5,0000 1 Feb 2017,27.6644
4,2.5,0000 1 Feb 2017,27.67681
1,3.5,0000 1 Feb 2017,28.02373
2,3.5,0000 1 Feb 2017,27.51892
3,3.5,0000 1 Feb 2017,28.07991
4,3.5,0000 1 Feb 2017,28.01616
1,4.5,0000 1 Feb 2017,28.26595
2,4.5,0000 1 Feb 2017,27.72059
3,4.5,0000 1 Feb 2017,28.21181
4,4.5,0000 1 Feb 2017,28.04286
1,5.5,0000 1 Feb 2017,28.41322
2,5.5,0000 1 Feb 2017,27.72562
3,5.5,0000 1 Feb 2017,28.0631
4,5.5,0000 1 Feb 2017,27.95156
1,6.5,0000 1 Feb 2017,28.60696
2,6.5,0000 1 Feb 2017,27.64781
3,6.5,0000 1 Feb 2017,27.81839
4,6.5,0000 1 Feb 2017,27.90613
1,7.5,0000 1 Feb 2017,28.97552
2,7.5,0000 1 Feb 2017,27.65301
3,7.5,0000 1 Feb 2017,27.82784
4,7.5,0000 1 Feb 2017,28.02548
1,1.5,0000 1 Mar 2017,28.02697
2,1.5,0000 1 Mar 2017,27.77277
3,1.5,0000 1 Mar 2017,28.04245
4,1.5,0000 1 Mar 2017,27.70073
1,2.5,0000 1 Mar 2017,28.71367
2,2.5,0000 1 Mar 2017,28.14578
3,2.5,0000 1 Mar 2017,28.57636
4,2.5,0000 1 Mar 2017,28.04289
1,3.5,0000 1 Mar 2017,29.10401
2,3.5,0000 1 Mar 2017,28.22296
3,3.5,0000 1 Mar 2017,28.89878
4,3.5,0000 1 Mar 2017,28.26577
1,4.5,0000 1 Mar 2017,29.33992
2,4.5,0000 1 Mar 2017,27.89049
3,4.5,0000 1 Mar 2017,29.08975
4,4.5,0000 1 Mar 2017,28.48616
1,5.5,0000 1 Mar 2017,29.5474
2,5.5,0000 1 Mar 2017,27.58761
3,5.5,0000 1 Mar 2017,29.3685
4,5.5,0000 1 Mar 2017,28.67168
1,6.5,0000 1 Mar 2017,29.98306
2,6.5,0000 1 Mar 2017,27.55862
3,6.5,0000 1 Mar 2017,30.05648
4,6.5,0000 1 Mar 2017,28.93732
1,7.5,0000 1 Mar 2017,30.53707
2,7.5,0000 1 Mar 2017,27.81917
3,7.5,0000 1 Mar 2017,30.7298
4,7.5,0000 1 Mar 2017,29.30685
1,1.5,0000 1 Apr 2017,28.42585
2,1.5,0000 1 Apr 2017,28.17756
3,1.5,0000 1 Apr 2017,28.24471
4,1.5,0000 1 Apr 2017,28.35539
1,2.5,0000 1 Apr 2017,28.3899
2,2.5,0000 1 Apr 2017,28.23058
3,2.5,0000 1 Apr 2017,28.15234
4,2.5,0000 1 Apr 2017,28.10942
1,3.5,0000 1 Apr 2017,28.05124
2,3.5,0000 1 Apr 2017,28.19326
3,3.5,0000 1 Apr 2017,27.72454
4,3.5,0000 1 Apr 2017,27.40232
1,4.5,0000 1 Apr 2017,27.95962
2,4.5,0000 1 Apr 2017,28.04677
3,4.5,0000 1 Apr 2017,27.27426
4,4.5,0000 1 Apr 2017,26.91581
1,5.5,0000 1 Apr 2017,28.05359
2,5.5,0000 1 Apr 2017,28.14224
3,5.5,0000 1 Apr 2017,27.31079
4,5.5,0000 1 Apr 2017,26.88268
1,6.5,0000 1 Apr 2017,28.37502
2,6.5,0000 1 Apr 2017,28.36681
3,6.5,0000 1 Apr 2017,27.6971
4,6.5,0000 1 Apr 2017,27.27157
1,7.5,0000 1 Apr 2017,28.54609
2,7.5,0000 1 Apr 2017,28.69859
3,7.5,0000 1 Apr 2017,28.11749
4,7.5,0000 1 Apr 2017,27.52582
1,1.5,0000 1 May 2017,28.06811
2,1.5,0000 1 May 2017,28.39628
3,1.5,0000 1 May 2017,27.84475
4,1.5,0000 1 May 2017,27.85841
1,2.5,0000 1 May 2017,27.61959
2,2.5,0000 1 May 2017,28.36638
3,2.5,0000 1 May 2017,27.11462
4,2.5,0000 1 May 2017,27.15909
1,3.5,0000 1 May 2017,27.38188
2,3.5,0000 1 May 2017,28.23481
3,3.5,0000 1 May 2017,26.43655
4,3.5,0000 1 May 2017,26.70228
1,4.5,0000 1 May 2017,27.48331
2,4.5,0000 1 May 2017,28.16223
3,4.5,0000 1 May 2017,26.12319
4,4.5,0000 1 May 2017,26.67806
1,5.5,0000 1 May 2017,27.74142
2,5.5,0000 1 May 2017,28.2209
3,5.5,0000 1 May 2017,26.16986
4,5.5,0000 1 May 2017,26.97645
1,6.5,0000 1 May 2017,28.04688
2,6.5,0000 1 May 2017,28.52437
3,6.5,0000 1 May 2017,26.21741
4,6.5,0000 1 May 2017,27.16098
1,7.5,0000 1 May 2017,28.06252
2,7.5,0000 1 May 2017,28.80168
3,7.5,0000 1 May 2017,26.10969
4,7.5,0000 1 May 2017,27.11203
1,1.5,0000 1 Jun 2017,27.01578
2,1.5,0000 1 Jun 2017,27.23616
3,1.5,0000 1 Jun 2017,27.40321
4,1.5,0000 1 Jun 2017,26.98413
1,2.5,0000 1 Jun 2017,26.72016
2,2.5,0000 1 Jun 2017,26.88571
3,2.5,0000 1 Jun 2017,27.04657
4,2.5,0000 1 Jun 2017,26.32723
1,3.5,0000 1 Jun 2017,26.86321
2,3.5,0000 1 Jun 2017,26.91607
3,3.5,0000 1 Jun 2017,27.06981
4,3.5,0000 1 Jun 2017,26.00621
1,4.5,0000 1 Jun 2017,27.1612
2,4.5,0000 1 Jun 2017,27.15147
3,4.5,0000 1 Jun 2017,27.31491
4,4.5,0000 1 Jun 2017,25.88294
1,5.5,0000 1 Jun 2017,27.29911
2,5.5,0000 1 Jun 2017,27.4096
3,5.5,0000 1 Jun 2017,27.65553
4,5.5,0000 1 Jun 2017,25.89894
1,6.5,0000 1 Jun 2017,27.16319
2,6.5,0000 1 Jun 2017,27.52851
3,6.5,0000 1 Jun 2017,27.74824
4,6.5,0000 1 Jun 2017,25.73274
1,7.5,0000 1 Jun 2017,26.77181
2,7.5,0000 1 Jun 2017,27.59921
3,7.5,0000 1 Jun 2017,27.71417
4,7.5,0000 1 Jun 2017,25.37985
1,1.5,0000 1 Jul 2017,26.58731
2,1.5,0000 1 Jul 2017,26.57059
3,1.5,0000 1 Jul 2017,26.47006
4,1.5,0000 1 Jul 2017,26.80164
1,2.5,0000 1 Jul 2017,26.36143
2,2.5,0000 1 Jul 2017,26.10814
3,2.5,0000 1 Jul 2017,26.03623
4,2.5,0000 1 Jul 2017,26.45397
1,3.5,0000 1 Jul 2017,26.55232
2,3.5,0000 1 Jul 2017,25.87554
3,3.5,0000 1 Jul 2017,26.09643
4,3.5,0000 1 Jul 2017,26.4479
1,4.5,0000 1 Jul 2017,26.63906
2,4.5,0000 1 Jul 2017,25.71435
3,4.5,0000 1 Jul 2017,26.10564
4,4.5,0000 1 Jul 2017,26.45503
1,5.5,0000 1 Jul 2017,26.43974
2,5.5,0000 1 Jul 2017,25.43568
3,5.5,0000 1 Jul 2017,25.98917
4,5.5,0000 1 Jul 2017,26.12441
1,6.5,0000 1 Jul 2017,25.95096
2,6.5,0000 1 Jul 2017,25.068
3,6.5,0000 1 Jul 2017,25.70607
4,6.5,0000 1 Jul 2017,25.76103
1,7.5,0000 1 Jul 2017,25.53995
2,7.5,0000 1 Jul 2017,24.90503
