M,L,MON,LDC_SST_NASA_GEOSS2S
2,7.5,0000 1 Jun 1999,24.99846
3,7.5,0000 1 Jun 1999,24.5197
4,7.5,0000 1 Jun 1999,24.92739
1,1.5,0000 1 Jul 1999,25.64384
2,1.5,0000 1 Jul 1999,25.70392
3,1.5,0000 1 Jul 1999,25.28824
4,1.5,0000 1 Jul 1999,25.69803
1,2.5,0000 1 Jul 1999,25.06239
2,2.5,0000 1 Jul 1999,25.23183
3,2.5,0000 1 Jul 1999,24.89643
4,2.5,0000 1 Jul 1999,24.92746
1,3.5,0000 1 Jul 1999,24.88572
2,3.5,0000 1 Jul 1999,24.96097
3,3.5,0000 1 Jul 1999,24.92336
4,3.5,0000 1 Jul 1999,24.33601
1,4.5,0000 1 Jul 1999,24.99347
2,4.5,0000 1 Jul 1999,24.85843
3,4.5,0000 1 Jul 1999,24.90477
4,4.5,0000 1 Jul 1999,23.91965
1,5.5,0000 1 Jul 1999,24.91776
2,5.5,0000 1 Jul 1999,24.63997
3,5.5,0000 1 Jul 1999,24.4846
4,5.5,0000 1 Jul 1999,23.80272
1,6.5,0000 1 Jul 1999,24.48722
2,6.5,0000 1 Jul 1999,24.5029
3,6.5,0000 1 Jul 1999,24.05075
4,6.5,0000 1 Jul 1999,23.85304
1,7.5,0000 1 Jul 1999,24.431
2,7.5,0000 1 Jul 1999,24.64464
3,7.5,0000 1 Jul 1999,24.04737
4,7.5,0000 1 Jul 1999,24.11377
1,1.5,0000 1 Aug 1999,24.92232
2,1.5,0000 1 Aug 1999,24.76938
3,1.5,0000 1 Aug 1999,24.72543
4,1.5,0000 1 Aug 1999,24.84875
1,2.5,0000 1 Aug 1999,24.73334
2,2.5,0000 1 Aug 1999,24.57203
3,2.5,0000 1 Aug 1999,24.52695
4,2.5,0000 1 Aug 1999,24.46548
1,3.5,0000 1 Aug 1999,24.57399
2,3.5,0000 1 Aug 1999,24.45547
3,3.5,0000 1 Aug 1999,24.5552
4,3.5,0000 1 Aug 1999,24.16202
1,4.5,0000 1 Aug 1999,24.10184
2,4.5,0000 1 Aug 1999,24.30853
3,4.5,0000 1 Aug 1999,24.31144
4,4.5,0000 1 Aug 1999,23.95137
1,5.5,0000 1 Aug 1999,23.64026
2,5.5,0000 1 Aug 1999,24.3237
3,5.5,0000 1 Aug 1999,24.0085
4,5.5,0000 1 Aug 1999,23.78933
1,6.5,0000 1 Aug 1999,23.5672
2,6.5,0000 1 Aug 1999,24.60828
3,6.5,0000 1 Aug 1999,23.96453
4,6.5,0000 1 Aug 1999,23.92453
1,7.5,0000 1 Aug 1999,24.04439
2,7.5,0000 1 Aug 1999,25.07436
3,7.5,0000 1 Aug 1999,24.34915
4,7.5,0000 1 Aug 1999,24.25585
1,1.5,0000 1 Sep 1999,24.31157
2,1.5,0000 1 Sep 1999,24.49859
3,1.5,0000 1 Sep 1999,24.33718
4,1.5,0000 1 Sep 1999,24.88932
1,2.5,0000 1 Sep 1999,24.07783
2,2.5,0000 1 Sep 1999,24.4355
3,2.5,0000 1 Sep 1999,23.92327
4,2.5,0000 1 Sep 1999,24.5574
1,3.5,0000 1 Sep 1999,23.89536
2,3.5,0000 1 Sep 1999,24.62149
3,3.5,0000 1 Sep 1999,23.66837
4,3.5,0000 1 Sep 1999,24.20659
1,4.5,0000 1 Sep 1999,24.0372
2,4.5,0000 1 Sep 1999,24.83008
3,4.5,0000 1 Sep 1999,23.64463
4,4.5,0000 1 Sep 1999,23.82487
1,5.5,0000 1 Sep 1999,24.37153
2,5.5,0000 1 Sep 1999,25.00684
3,5.5,0000 1 Sep 1999,23.73844
4,5.5,0000 1 Sep 1999,23.76672
1,6.5,0000 1 Sep 1999,24.90097
2,6.5,0000 1 Sep 1999,25.29013
3,6.5,0000 1 Sep 1999,24.21486
4,6.5,0000 1 Sep 1999,24.15955
1,7.5,0000 1 Sep 1999,25.54721
2,7.5,0000 1 Sep 1999,25.62944
3,7.5,0000 1 Sep 1999,25.06198
4,7.5,0000 1 Sep 1999,24.8902
1,1.5,0000 1 Oct 1999,24.26832
2,1.5,0000 1 Oct 1999,24.13065
3,1.5,0000 1 Oct 1999,24.57698
4,1.5,0000 1 Oct 1999,25.14323
1,2.5,0000 1 Oct 1999,23.7342
2,2.5,0000 1 Oct 1999,23.44777
3,2.5,0000 1 Oct 1999,23.88156
4,2.5,0000 1 Oct 1999,24.67522
1,3.5,0000 1 Oct 1999,23.47192
2,3.5,0000 1 Oct 1999,23.22308
3,3.5,0000 1 Oct 1999,23.29451
4,3.5,0000 1 Oct 1999,24.32293
1,4.5,0000 1 Oct 1999,23.48424
2,4.5,0000 1 Oct 1999,23.33784
3,4.5,0000 1 Oct 1999,23.07379
4,4.5,0000 1 Oct 1999,24.22614
1,5.5,0000 1 Oct 1999,23.82452
2,5.5,0000 1 Oct 1999,23.88618
3,5.5,0000 1 Oct 1999,23.41035
4,5.5,0000 1 Oct 1999,24.47877
1,6.5,0000 1 Oct 1999,24.39135
2,6.5,0000 1 Oct 1999,24.50824
3,6.5,0000 1 Oct 1999,24.00877
4,6.5,0000 1 Oct 1999,25.05525
1,7.5,0000 1 Oct 1999,25.0763
2,7.5,0000 1 Oct 1999,24.99675
3,7.5,0000 1 Oct 1999,24.54004
4,7.5,0000 1 Oct 1999,25.60416
1,1.5,0000 1 Nov 1999,24.45508
2,1.5,0000 1 Nov 1999,24.52105
3,1.5,0000 1 Nov 1999,24.2976
4,1.5,0000 1 Nov 1999,24.25868
1,2.5,0000 1 Nov 1999,24.10353
2,2.5,0000 1 Nov 1999,23.78206
3,2.5,0000 1 Nov 1999,23.80356
4,2.5,0000 1 Nov 1999,24.01101
1,3.5,0000 1 Nov 1999,24.2028
2,3.5,0000 1 Nov 1999,23.49875
3,3.5,0000 1 Nov 1999,23.81649
4,3.5,0000 1 Nov 1999,24.1161
1,4.5,0000 1 Nov 1999,24.7742
2,4.5,0000 1 Nov 1999,23.95438
3,4.5,0000 1 Nov 1999,24.32819
4,4.5,0000 1 Nov 1999,24.6241
1,5.5,0000 1 Nov 1999,25.71737
2,5.5,0000 1 Nov 1999,24.84388
3,5.5,0000 1 Nov 1999,24.99266
4,5.5,0000 1 Nov 1999,25.35736
1,6.5,0000 1 Nov 1999,26.36885
2,6.5,0000 1 Nov 1999,25.38652
3,6.5,0000 1 Nov 1999,25.50116
4,6.5,0000 1 Nov 1999,26.09546
1,7.5,0000 1 Nov 1999,26.7001
2,7.5,0000 1 Nov 1999,25.45789
3,7.5,0000 1 Nov 1999,25.69039
4,7.5,0000 1 Nov 1999,26.53714
1,1.5,0000 1 Dec 1999,23.57723
2,1.5,0000 1 Dec 1999,24.21031
3,1.5,0000 1 Dec 1999,24.00858
4,1.5,0000 1 Dec 1999,24.49748
1,2.5,0000 1 Dec 1999,23.42783
2,2.5,0000 1 Dec 1999,24.42907
3,2.5,0000 1 Dec 1999,23.98804
4,2.5,0000 1 Dec 1999,24.60563
1,3.5,0000 1 Dec 1999,23.90282
2,3.5,0000 1 Dec 1999,25.15179
3,3.5,0000 1 Dec 1999,24.49534
4,3.5,0000 1 Dec 1999,24.93192
1,4.5,0000 1 Dec 1999,24.69556
2,4.5,0000 1 Dec 1999,26.06654
3,4.5,0000 1 Dec 1999,25.44247
4,4.5,0000 1 Dec 1999,25.42353
1,5.5,0000 1 Dec 1999,25.26403
2,5.5,0000 1 Dec 1999,26.5407
3,5.5,0000 1 Dec 1999,26.18307
4,5.5,0000 1 Dec 1999,25.78222
1,6.5,0000 1 Dec 1999,25.51569
2,6.5,0000 1 Dec 1999,26.73893
3,6.5,0000 1 Dec 1999,26.44973
4,6.5,0000 1 Dec 1999,25.96107
1,7.5,0000 1 Dec 1999,25.7454
2,7.5,0000 1 Dec 1999,26.88933
3,7.5,0000 1 Dec 1999,26.5556
4,7.5,0000 1 Dec 1999,25.8896
1,1.5,0000 1 Jan 2000,24.4235
2,1.5,0000 1 Jan 2000,24.33896
3,1.5,0000 1 Jan 2000,24.79162
4,1.5,0000 1 Jan 2000,25.23528
1,2.5,0000 1 Jan 2000,24.9686
2,2.5,0000 1 Jan 2000,24.51279
3,2.5,0000 1 Jan 2000,24.96112
4,2.5,0000 1 Jan 2000,25.58678
1,3.5,0000 1 Jan 2000,25.74778
2,3.5,0000 1 Jan 2000,24.94748
3,3.5,0000 1 Jan 2000,25.39612
4,3.5,0000 1 Jan 2000,25.98617
1,4.5,0000 1 Jan 2000,26.46049
2,4.5,0000 1 Jan 2000,25.31297
3,4.5,0000 1 Jan 2000,25.93454
4,4.5,0000 1 Jan 2000,26.33537
1,5.5,0000 1 Jan 2000,26.80895
2,5.5,0000 1 Jan 2000,25.50178
3,5.5,0000 1 Jan 2000,26.26117
4,5.5,0000 1 Jan 2000,26.54836
1,6.5,0000 1 Jan 2000,26.83965
2,6.5,0000 1 Jan 2000,25.54075
3,6.5,0000 1 Jan 2000,26.37581
4,6.5,0000 1 Jan 2000,26.57833
1,7.5,0000 1 Jan 2000,26.96316
2,7.5,0000 1 Jan 2000,25.63589
3,7.5,0000 1 Jan 2000,26.55928
4,7.5,0000 1 Jan 2000,26.61043
1,1.5,0000 1 Feb 2000,25.25993
2,1.5,0000 1 Feb 2000,25.23599
3,1.5,0000 1 Feb 2000,25.70714
4,1.5,0000 1 Feb 2000,25.40667
1,2.5,0000 1 Feb 2000,25.77954
2,2.5,0000 1 Feb 2000,25.85142
3,2.5,0000 1 Feb 2000,26.31643
4,2.5,0000 1 Feb 2000,25.91138
1,3.5,0000 1 Feb 2000,26.22222
2,3.5,0000 1 Feb 2000,26.46092
3,3.5,0000 1 Feb 2000,26.90411
4,3.5,0000 1 Feb 2000,26.40686
1,4.5,0000 1 Feb 2000,26.46949
2,4.5,0000 1 Feb 2000,26.77833
3,4.5,0000 1 Feb 2000,27.35041
4,4.5,0000 1 Feb 2000,26.64521
1,5.5,0000 1 Feb 2000,26.68832
2,5.5,0000 1 Feb 2000,26.67057
3,5.5,0000 1 Feb 2000,27.52678
4,5.5,0000 1 Feb 2000,26.71257
1,6.5,0000 1 Feb 2000,26.84875
2,6.5,0000 1 Feb 2000,26.41861
3,6.5,0000 1 Feb 2000,27.50585
4,6.5,0000 1 Feb 2000,26.79974
1,7.5,0000 1 Feb 2000,27.0885
2,7.5,0000 1 Feb 2000,26.34732
3,7.5,0000 1 Feb 2000,27.58482
4,7.5,0000 1 Feb 2000,27.03823
1,1.5,0000 1 Mar 2000,26.25759
2,1.5,0000 1 Mar 2000,26.25852
3,1.5,0000 1 Mar 2000,26.46141
4,1.5,0000 1 Mar 2000,26.74585
1,2.5,0000 1 Mar 2000,26.69727
2,2.5,0000 1 Mar 2000,26.6645
3,2.5,0000 1 Mar 2000,26.89078
4,2.5,0000 1 Mar 2000,27.25523
1,3.5,0000 1 Mar 2000,26.99071
2,3.5,0000 1 Mar 2000,26.98781
3,3.5,0000 1 Mar 2000,27.12488
4,3.5,0000 1 Mar 2000,27.44117
1,4.5,0000 1 Mar 2000,27.2094
2,4.5,0000 1 Mar 2000,27.02932
3,4.5,0000 1 Mar 2000,27.13697
4,4.5,0000 1 Mar 2000,27.47946
1,5.5,0000 1 Mar 2000,27.29301
2,5.5,0000 1 Mar 2000,26.99255
3,5.5,0000 1 Mar 2000,27.11226
4,5.5,0000 1 Mar 2000,27.50968
1,6.5,0000 1 Mar 2000,27.41749
2,6.5,0000 1 Mar 2000,27.11157
3,6.5,0000 1 Mar 2000,27.30441
4,6.5,0000 1 Mar 2000,27.72196
1,7.5,0000 1 Mar 2000,27.54851
2,7.5,0000 1 Mar 2000,27.46892
3,7.5,0000 1 Mar 2000,27.64605
4,7.5,0000 1 Mar 2000,28.00931
1,1.5,0000 1 Apr 2000,27.35546
2,1.5,0000 1 Apr 2000,27.36862
3,1.5,0000 1 Apr 2000,27.4924
4,1.5,0000 1 Apr 2000,27.49563
1,2.5,0000 1 Apr 2000,27.46339
2,2.5,0000 1 Apr 2000,27.41179
3,2.5,0000 1 Apr 2000,27.62331
4,2.5,0000 1 Apr 2000,27.6476
1,3.5,0000 1 Apr 2000,27.37969
2,3.5,0000 1 Apr 2000,27.20151
3,3.5,0000 1 Apr 2000,27.57589
4,3.5,0000 1 Apr 2000,27.34497
1,4.5,0000 1 Apr 2000,27.12281
2,4.5,0000 1 Apr 2000,27.02678
3,4.5,0000 1 Apr 2000,27.49514
4,4.5,0000 1 Apr 2000,26.96404
1,5.5,0000 1 Apr 2000,27.01282
2,5.5,0000 1 Apr 2000,26.96649
3,5.5,0000 1 Apr 2000,27.64763
4,5.5,0000 1 Apr 2000,26.63679
1,6.5,0000 1 Apr 2000,27.14435
2,6.5,0000 1 Apr 2000,27.15476
3,6.5,0000 1 Apr 2000,28.02798
4,6.5,0000 1 Apr 2000,26.63353
1,7.5,0000 1 Apr 2000,27.34632
2,7.5,0000 1 Apr 2000,27.15373
3,7.5,0000 1 Apr 2000,28.43102
4,7.5,0000 1 Apr 2000,26.69489
1,1.5,0000 1 May 2000,27.49348
2,1.5,0000 1 May 2000,27.78639
3,1.5,0000 1 May 2000,27.4897
4,1.5,0000 1 May 2000,27.35753
1,2.5,0000 1 May 2000,27.22437
2,2.5,0000 1 May 2000,27.54583
3,2.5,0000 1 May 2000,27.32027
4,2.5,0000 1 May 2000,26.89515
1,3.5,0000 1 May 2000,26.81044
2,3.5,0000 1 May 2000,27.14656
3,3.5,0000 1 May 2000,27.11809
4,3.5,0000 1 May 2000,26.3891
1,4.5,0000 1 May 2000,26.5108
2,4.5,0000 1 May 2000,27.15712
3,4.5,0000 1 May 2000,27.15233
4,4.5,0000 1 May 2000,26.2432
1,5.5,0000 1 May 2000,26.50623
2,5.5,0000 1 May 2000,27.40881
3,5.5,0000 1 May 2000,27.2278
4,5.5,0000 1 May 2000,26.37735
1,6.5,0000 1 May 2000,26.7078
2,6.5,0000 1 May 2000,27.82914
3,6.5,0000 1 May 2000,27.19818
4,6.5,0000 1 May 2000,26.60652
1,7.5,0000 1 May 2000,26.67908
2,7.5,0000 1 May 2000,27.79401
3,7.5,0000 1 May 2000,27.01973
4,7.5,0000 1 May 2000,26.53917
1,1.5,0000 1 Jun 2000,26.85231
2,1.5,0000 1 Jun 2000,26.81612
3,1.5,0000 1 Jun 2000,27.05663
4,1.5,0000 1 Jun 2000,26.95372
1,2.5,0000 1 Jun 2000,26.36105
2,2.5,0000 1 Jun 2000,26.60465
3,2.5,0000 1 Jun 2000,26.75417
4,2.5,0000 1 Jun 2000,26.63423
1,3.5,0000 1 Jun 2000,26.10215
2,3.5,0000 1 Jun 2000,26.70769
3,3.5,0000 1 Jun 2000,26.41123
4,3.5,0000 1 Jun 2000,26.35608
1,4.5,0000 1 Jun 2000,26.0368
2,4.5,0000 1 Jun 2000,26.89925
3,4.5,0000 1 Jun 2000,26.37218
4,4.5,0000 1 Jun 2000,26.39994
1,5.5,0000 1 Jun 2000,26.10749
2,5.5,0000 1 Jun 2000,27.1258
3,5.5,0000 1 Jun 2000,26.4509
4,5.5,0000 1 Jun 2000,26.64187
1,6.5,0000 1 Jun 2000,26.04525
2,6.5,0000 1 Jun 2000,27.07064
3,6.5,0000 1 Jun 2000,26.40583
4,6.5,0000 1 Jun 2000,26.77889
1,7.5,0000 1 Jun 2000,25.75278
2,7.5,0000 1 Jun 2000,26.75825
3,7.5,0000 1 Jun 2000,26.20136
4,7.5,0000 1 Jun 2000,26.58548
1,1.5,0000 1 Jul 2000,26.70957
2,1.5,0000 1 Jul 2000,26.43236
3,1.5,0000 1 Jul 2000,26.43685
4,1.5,0000 1 Jul 2000,26.45564
1,2.5,0000 1 Jul 2000,26.72722
2,2.5,0000 1 Jul 2000,26.45197
3,2.5,0000 1 Jul 2000,26.16167
4,2.5,0000 1 Jul 2000,26.39619
1,3.5,0000 1 Jul 2000,26.86634
2,3.5,0000 1 Jul 2000,26.87872
3,3.5,0000 1 Jul 2000,26.16657
4,3.5,0000 1 Jul 2000,26.69263
1,4.5,0000 1 Jul 2000,26.92838
2,4.5,0000 1 Jul 2000,27.28745
3,4.5,0000 1 Jul 2000,26.29119
4,4.5,0000 1 Jul 2000,27.04783
1,5.5,0000 1 Jul 2000,26.61492
2,5.5,0000 1 Jul 2000,27.36376
3,5.5,0000 1 Jul 2000,26.20756
4,5.5,0000 1 Jul 2000,27.15669
1,6.5,0000 1 Jul 2000,26.15052
2,6.5,0000 1 Jul 2000,27.17681
3,6.5,0000 1 Jul 2000,25.97752
4,6.5,0000 1 Jul 2000,26.97942
1,7.5,0000 1 Jul 2000,25.86039
2,7.5,0000 1 Jul 2000,27.03629
3,7.5,0000 1 Jul 2000,25.93084
4,7.5,0000 1 Jul 2000,26.75465
1,1.5,0000 1 Aug 2000,25.78997
2,1.5,0000 1 Aug 2000,26.13255
3,1.5,0000 1 Aug 2000,25.82099
4,1.5,0000 1 Aug 2000,25.82577
1,2.5,0000 1 Aug 2000,25.79947
2,2.5,0000 1 Aug 2000,26.10453
3,2.5,0000 1 Aug 2000,25.84103
4,2.5,0000 1 Aug 2000,25.68648
1,3.5,0000 1 Aug 2000,25.93293
2,3.5,0000 1 Aug 2000,26.00129
3,3.5,0000 1 Aug 2000,26.0859
4,3.5,0000 1 Aug 2000,25.87702
1,4.5,0000 1 Aug 2000,25.81256
2,4.5,0000 1 Aug 2000,25.69246
3,4.5,0000 1 Aug 2000,26.02349
4,4.5,0000 1 Aug 2000,25.92596
1,5.5,0000 1 Aug 2000,25.55205
2,5.5,0000 1 Aug 2000,25.27229
3,5.5,0000 1 Aug 2000,25.88261
4,5.5,0000 1 Aug 2000,25.84576
1,6.5,0000 1 Aug 2000,25.4551
2,6.5,0000 1 Aug 2000,25.06942
3,6.5,0000 1 Aug 2000,25.86024
4,6.5,0000 1 Aug 2000,25.92189
1,7.5,0000 1 Aug 2000,25.8221
2,7.5,0000 1 Aug 2000,25.24905
3,7.5,0000 1 Aug 2000,26.13584
4,7.5,0000 1 Aug 2000,26.28683
1,1.5,0000 1 Sep 2000,26.15623
2,1.5,0000 1 Sep 2000,25.91833
3,1.5,0000 1 Sep 2000,25.70436
4,1.5,0000 1 Sep 2000,25.84779
1,2.5,0000 1 Sep 2000,26.10017
2,2.5,0000 1 Sep 2000,26.0682
3,2.5,0000 1 Sep 2000,25.58213
4,2.5,0000 1 Sep 2000,25.70348
1,3.5,0000 1 Sep 2000,25.79358
2,3.5,0000 1 Sep 2000,26.04347
3,3.5,0000 1 Sep 2000,25.51334
4,3.5,0000 1 Sep 2000,25.65683
1,4.5,0000 1 Sep 2000,25.35844
2,4.5,0000 1 Sep 2000,25.83971
3,4.5,0000 1 Sep 2000,25.43785
4,4.5,0000 1 Sep 2000,25.65096
1,5.5,0000 1 Sep 2000,25.21925
2,5.5,0000 1 Sep 2000,25.53041
3,5.5,0000 1 Sep 2000,25.63876
4,5.5,0000 1 Sep 2000,25.63528
1,6.5,0000 1 Sep 2000,25.65631
2,6.5,0000 1 Sep 2000,25.6113
3,6.5,0000 1 Sep 2000,26.1319
4,6.5,0000 1 Sep 2000,25.76958
1,7.5,0000 1 Sep 2000,26.31935
2,7.5,0000 1 Sep 2000,25.97089
3,7.5,0000 1 Sep 2000,26.79582
4,7.5,0000 1 Sep 2000,26.18019
1,1.5,0000 1 Oct 2000,26.20659
2,1.5,0000 1 Oct 2000,26.08746
3,1.5,0000 1 Oct 2000,25.75468
4,1.5,0000 1 Oct 2000,25.74071
1,2.5,0000 1 Oct 2000,26.22293
2,2.5,0000 1 Oct 2000,25.98834
3,2.5,0000 1 Oct 2000,25.50681
4,2.5,0000 1 Oct 2000,25.31326
1,3.5,0000 1 Oct 2000,26.27366
2,3.5,0000 1 Oct 2000,25.9127
3,3.5,0000 1 Oct 2000,25.40506
4,3.5,0000 1 Oct 2000,24.97535
1,4.5,0000 1 Oct 2000,26.42298
2,4.5,0000 1 Oct 2000,26.09062
3,4.5,0000 1 Oct 2000,25.58388
4,4.5,0000 1 Oct 2000,24.88776
1,5.5,0000 1 Oct 2000,26.82847
2,5.5,0000 1 Oct 2000,26.63784
3,5.5,0000 1 Oct 2000,26.06782
4,5.5,0000 1 Oct 2000,25.31721
1,6.5,0000 1 Oct 2000,27.37477
2,6.5,0000 1 Oct 2000,27.33002
3,6.5,0000 1 Oct 2000,26.60244
4,6.5,0000 1 Oct 2000,26.04816
1,7.5,0000 1 Oct 2000,27.94719
2,7.5,0000 1 Oct 2000,27.79386
3,7.5,0000 1 Oct 2000,27.00682
4,7.5,0000 1 Oct 2000,26.6942
1,1.5,0000 1 Nov 2000,25.23412
2,1.5,0000 1 Nov 2000,25.43852
3,1.5,0000 1 Nov 2000,25.00872
4,1.5,0000 1 Nov 2000,25.74571
1,2.5,0000 1 Nov 2000,24.704
2,2.5,0000 1 Nov 2000,25.38447
3,2.5,0000 1 Nov 2000,24.69994
4,2.5,0000 1 Nov 2000,25.63027
1,3.5,0000 1 Nov 2000,24.48592
2,3.5,0000 1 Nov 2000,25.43763
3,3.5,0000 1 Nov 2000,24.79277
4,3.5,0000 1 Nov 2000,25.69779
1,4.5,0000 1 Nov 2000,24.59814
2,4.5,0000 1 Nov 2000,25.65901
3,4.5,0000 1 Nov 2000,25.14674
4,4.5,0000 1 Nov 2000,26.03438
1,5.5,0000 1 Nov 2000,25.03645
2,5.5,0000 1 Nov 2000,26.04319
3,5.5,0000 1 Nov 2000,25.72729
4,5.5,0000 1 Nov 2000,26.50161
1,6.5,0000 1 Nov 2000,25.44779
2,6.5,0000 1 Nov 2000,26.45996
3,6.5,0000 1 Nov 2000,26.20233
4,6.5,0000 1 Nov 2000,26.87887
1,7.5,0000 1 Nov 2000,25.72457
2,7.5,0000 1 Nov 2000,26.76052
3,7.5,0000 1 Nov 2000,26.55614
4,7.5,0000 1 Nov 2000,27.08767
1,1.5,0000 1 Dec 2000,25.54414
2,1.5,0000 1 Dec 2000,25.71198
3,1.5,0000 1 Dec 2000,25.78237
4,1.5,0000 1 Dec 2000,25.66929
1,2.5,0000 1 Dec 2000,25.87974
2,2.5,0000 1 Dec 2000,25.97351
3,2.5,0000 1 Dec 2000,25.92486
4,2.5,0000 1 Dec 2000,25.67903
1,3.5,0000 1 Dec 2000,26.48683
2,3.5,0000 1 Dec 2000,26.494
3,3.5,0000 1 Dec 2000,26.50406
4,3.5,0000 1 Dec 2000,26.07974
1,4.5,0000 1 Dec 2000,27.21626
2,4.5,0000 1 Dec 2000,27.0573
3,4.5,0000 1 Dec 2000,27.25374
4,4.5,0000 1 Dec 2000,26.66395
1,5.5,0000 1 Dec 2000,27.69926
2,5.5,0000 1 Dec 2000,27.52502
3,5.5,0000 1 Dec 2000,27.91535
4,5.5,0000 1 Dec 2000,27.14921
1,6.5,0000 1 Dec 2000,27.94276
2,6.5,0000 1 Dec 2000,27.78505
3,6.5,0000 1 Dec 2000,28.17522
4,6.5,0000 1 Dec 2000,27.46458
1,7.5,0000 1 Dec 2000,28.0411
2,7.5,0000 1 Dec 2000,27.86405
3,7.5,0000 1 Dec 2000,28.19049
4,7.5,0000 1 Dec 2000,27.71871
1,1.5,0000 1 Jan 2001,25.70253
2,1.5,0000 1 Jan 2001,25.89673
3,1.5,0000 1 Jan 2001,26.21032
4,1.5,0000 1 Jan 2001,26.09591
1,2.5,0000 1 Jan 2001,25.87476
2,2.5,0000 1 Jan 2001,26.53786
3,2.5,0000 1 Jan 2001,26.60345
4,2.5,0000 1 Jan 2001,26.44367
1,3.5,0000 1 Jan 2001,26.283
2,3.5,0000 1 Jan 2001,27.28264
3,3.5,0000 1 Jan 2001,26.9551
4,3.5,0000 1 Jan 2001,26.92159
1,4.5,0000 1 Jan 2001,26.70901
2,4.5,0000 1 Jan 2001,27.91583
3,4.5,0000 1 Jan 2001,27.24783
4,4.5,0000 1 Jan 2001,27.41685
1,5.5,0000 1 Jan 2001,27.10178
2,5.5,0000 1 Jan 2001,28.21594
3,5.5,0000 1 Jan 2001,27.59219
4,5.5,0000 1 Jan 2001,27.76607
1,6.5,0000 1 Jan 2001,27.24522
2,6.5,0000 1 Jan 2001,28.30529
3,6.5,0000 1 Jan 2001,27.76636
4,6.5,0000 1 Jan 2001,27.91431
1,7.5,0000 1 Jan 2001,27.32484
2,7.5,0000 1 Jan 2001,28.3114
3,7.5,0000 1 Jan 2001,27.89819
4,7.5,0000 1 Jan 2001,28.01194
1,1.5,0000 1 Feb 2001,26.35014
2,1.5,0000 1 Feb 2001,26.71035
3,1.5,0000 1 Feb 2001,26.7248
4,1.5,0000 1 Feb 2001,26.6423
1,2.5,0000 1 Feb 2001,26.82425
2,2.5,0000 1 Feb 2001,27.17346
3,2.5,0000 1 Feb 2001,27.31192
4,2.5,0000 1 Feb 2001,27.1238
1,3.5,0000 1 Feb 2001,27.07116
2,3.5,0000 1 Feb 2001,27.45643
3,3.5,0000 1 Feb 2001,27.81206
4,3.5,0000 1 Feb 2001,27.5356
1,4.5,0000 1 Feb 2001,27.02603
2,4.5,0000 1 Feb 2001,27.58997
3,4.5,0000 1 Feb 2001,28.04586
4,4.5,0000 1 Feb 2001,27.71681
1,5.5,0000 1 Feb 2001,26.89155
2,5.5,0000 1 Feb 2001,27.59479
3,5.5,0000 1 Feb 2001,27.96021
4,5.5,0000 1 Feb 2001,27.63315
1,6.5,0000 1 Feb 2001,26.91067
2,6.5,0000 1 Feb 2001,27.68123
3,6.5,0000 1 Feb 2001,27.91007
4,6.5,0000 1 Feb 2001,27.54837
1,7.5,0000 1 Feb 2001,27.07074
2,7.5,0000 1 Feb 2001,27.82601
3,7.5,0000 1 Feb 2001,28.00459
4,7.5,0000 1 Feb 2001,27.59973
1,1.5,0000 1 Mar 2001,27.55169
2,1.5,0000 1 Mar 2001,27.42242
3,1.5,0000 1 Mar 2001,27.42249
4,1.5,0000 1 Mar 2001,27.4204
1,2.5,0000 1 Mar 2001,28.07847
2,2.5,0000 1 Mar 2001,27.9313
3,2.5,0000 1 Mar 2001,27.77227
4,2.5,0000 1 Mar 2001,27.80577
1,3.5,0000 1 Mar 2001,28.38491
2,3.5,0000 1 Mar 2001,28.05822
3,3.5,0000 1 Mar 2001,27.88923
4,3.5,0000 1 Mar 2001,27.97933
1,4.5,0000 1 Mar 2001,28.41453
2,4.5,0000 1 Mar 2001,27.89899
3,4.5,0000 1 Mar 2001,27.87494
4,4.5,0000 1 Mar 2001,28.05289
1,5.5,0000 1 Mar 2001,28.22948
2,5.5,0000 1 Mar 2001,27.78883
3,5.5,0000 1 Mar 2001,27.93775
4,5.5,0000 1 Mar 2001,28.18636
1,6.5,0000 1 Mar 2001,28.09093
2,6.5,0000 1 Mar 2001,28.04734
3,6.5,0000 1 Mar 2001,28.34193
4,6.5,0000 1 Mar 2001,28.52803
1,7.5,0000 1 Mar 2001,28.1485
2,7.5,0000 1 Mar 2001,28.49587
3,7.5,0000 1 Mar 2001,28.97754
4,7.5,0000 1 Mar 2001,28.943
1,1.5,0000 1 Apr 2001,28.15945
2,1.5,0000 1 Apr 2001,27.87632
3,1.5,0000 1 Apr 2001,28.12364
4,1.5,0000 1 Apr 2001,28.0869
1,2.5,0000 1 Apr 2001,28.37837
2,2.5,0000 1 Apr 2001,28.02541
3,2.5,0000 1 Apr 2001,28.32907
4,2.5,0000 1 Apr 2001,28.29608
1,3.5,0000 1 Apr 2001,28.49271
2,3.5,0000 1 Apr 2001,27.90015
3,3.5,0000 1 Apr 2001,28.21128
4,3.5,0000 1 Apr 2001,28.38743
1,4.5,0000 1 Apr 2001,28.58802
2,4.5,0000 1 Apr 2001,27.75381
3,4.5,0000 1 Apr 2001,28.08648
4,4.5,0000 1 Apr 2001,28.5636
1,5.5,0000 1 Apr 2001,28.9003
2,5.5,0000 1 Apr 2001,27.92109
3,5.5,0000 1 Apr 2001,28.35801
