L,MON,LDC_SST_NASA_GEOSS2S
1.5,0000 1 Dec 2014,27.31627
2.5,0000 1 Dec 2014,27.12269
3.5,0000 1 Dec 2014,27.14238
4.5,0000 1 Dec 2014,27.35381
5.5,0000 1 Dec 2014,27.55294
6.5,0000 1 Dec 2014,27.5204
7.5,0000 1 Dec 2014,27.26335
1.5,0000 1 Jan 2015,27.31326
2.5,0000 1 Jan 2015,27.52154
3.5,0000 1 Jan 2015,27.84269
4.5,0000 1 Jan 2015,28.11447
5.5,0000 1 Jan 2015,28.1969
6.5,0000 1 Jan 2015,28.12329
7.5,0000 1 Jan 2015,28.05749
1.5,0000 1 Feb 2015,28.00731
2.5,0000 1 Feb 2015,28.60391
3.5,0000 1 Feb 2015,29.06078
4.5,0000 1 Feb 2015,29.21273
5.5,0000 1 Feb 2015,29.12143
6.5,0000 1 Feb 2015,29.02212
7.5,0000 1 Feb 2015,29.12636
1.5,0000 1 Mar 2015,28.71048
2.5,0000 1 Mar 2015,29.25054
3.5,0000 1 Mar 2015,29.56326
4.5,0000 1 Mar 2015,29.68051
5.5,0000 1 Mar 2015,29.84061
6.5,0000 1 Mar 2015,30.07676
7.5,0000 1 Mar 2015,30.42291
1.5,0000 1 Apr 2015,29.25889
2.5,0000 1 Apr 2015,29.54848
3.5,0000 1 Apr 2015,29.56646
4.5,0000 1 Apr 2015,29.56168
5.5,0000 1 Apr 2015,29.81779
6.5,0000 1 Apr 2015,30.19241
7.5,0000 1 Apr 2015,30.56335
1.5,0000 1 May 2015,29.62315
2.5,0000 1 May 2015,29.87746
3.5,0000 1 May 2015,30.04523
4.5,0000 1 May 2015,30.30864
5.5,0000 1 May 2015,30.66023
6.5,0000 1 May 2015,30.92756
7.5,0000 1 May 2015,31.03247
1.5,0000 1 Jun 2015,29.35198
2.5,0000 1 Jun 2015,29.53203
3.5,0000 1 Jun 2015,29.8886
4.5,0000 1 Jun 2015,30.31221
5.5,0000 1 Jun 2015,30.65157
6.5,0000 1 Jun 2015,30.7945
7.5,0000 1 Jun 2015,30.78683
1.5,0000 1 Jul 2015,29.17126
2.5,0000 1 Jul 2015,29.40656
3.5,0000 1 Jul 2015,29.71823
4.5,0000 1 Jul 2015,30.00641
5.5,0000 1 Jul 2015,30.13632
6.5,0000 1 Jul 2015,30.11826
7.5,0000 1 Jul 2015,30.07373
1.5,0000 1 Aug 2015,29.37514
2.5,0000 1 Aug 2015,29.68906
3.5,0000 1 Aug 2015,29.983
4.5,0000 1 Aug 2015,30.05452
5.5,0000 1 Aug 2015,30.0384
6.5,0000 1 Aug 2015,30.01634
7.5,0000 1 Aug 2015,30.11702
1.5,0000 1 Sep 2015,29.41842
2.5,0000 1 Sep 2015,29.50726
3.5,0000 1 Sep 2015,29.42389
4.5,0000 1 Sep 2015,29.27169
5.5,0000 1 Sep 2015,29.17468
6.5,0000 1 Sep 2015,29.19704
7.5,0000 1 Sep 2015,29.30244
1.5,0000 1 Oct 2015,29.71461
2.5,0000 1 Oct 2015,29.77909
3.5,0000 1 Oct 2015,29.62673
4.5,0000 1 Oct 2015,29.4598
5.5,0000 1 Oct 2015,29.33315
6.5,0000 1 Oct 2015,29.25896
7.5,0000 1 Oct 2015,29.08331
1.5,0000 1 Nov 2015,29.63739
2.5,0000 1 Nov 2015,29.29062
3.5,0000 1 Nov 2015,28.89657
4.5,0000 1 Nov 2015,28.68333
5.5,0000 1 Nov 2015,28.67803
6.5,0000 1 Nov 2015,28.59728
7.5,0000 1 Nov 2015,28.25252
1.5,0000 1 Dec 2015,29.49371
2.5,0000 1 Dec 2015,29.15851
3.5,0000 1 Dec 2015,28.86987
4.5,0000 1 Dec 2015,28.58794
5.5,0000 1 Dec 2015,28.32965
6.5,0000 1 Dec 2015,27.94123
7.5,0000 1 Dec 2015,27.46467
1.5,0000 1 Jan 2016,29.20088
2.5,0000 1 Jan 2016,29.10576
3.5,0000 1 Jan 2016,28.89624
4.5,0000 1 Jan 2016,28.46882
5.5,0000 1 Jan 2016,27.7047
6.5,0000 1 Jan 2016,26.96201
7.5,0000 1 Jan 2016,26.43133
1.5,0000 1 Feb 2016,29.37297
2.5,0000 1 Feb 2016,29.36757
3.5,0000 1 Feb 2016,28.82048
4.5,0000 1 Feb 2016,27.79642
5.5,0000 1 Feb 2016,26.90694
6.5,0000 1 Feb 2016,26.45734
7.5,0000 1 Feb 2016,26.3945
1.5,0000 1 Mar 2016,29.45747
2.5,0000 1 Mar 2016,29.10218
3.5,0000 1 Mar 2016,28.33966
4.5,0000 1 Mar 2016,27.5843
5.5,0000 1 Mar 2016,27.10201
6.5,0000 1 Mar 2016,26.86645
7.5,0000 1 Mar 2016,26.84348
1.5,0000 1 Apr 2016,29.05756
2.5,0000 1 Apr 2016,28.31951
3.5,0000 1 Apr 2016,27.45247
4.5,0000 1 Apr 2016,26.9873
5.5,0000 1 Apr 2016,26.88336
6.5,0000 1 Apr 2016,26.97768
7.5,0000 1 Apr 2016,27.03351
1.5,0000 1 May 2016,27.67998
2.5,0000 1 May 2016,26.88849
3.5,0000 1 May 2016,26.42089
4.5,0000 1 May 2016,26.21775
5.5,0000 1 May 2016,26.18523
6.5,0000 1 May 2016,26.14749
7.5,0000 1 May 2016,25.98338
1.5,0000 1 Jun 2016,26.69707
2.5,0000 1 Jun 2016,26.32324
3.5,0000 1 Jun 2016,26.32905
4.5,0000 1 Jun 2016,26.48857
5.5,0000 1 Jun 2016,26.63415
6.5,0000 1 Jun 2016,26.62015
7.5,0000 1 Jun 2016,26.53372
1.5,0000 1 Jul 2016,26.58678
2.5,0000 1 Jul 2016,26.63377
3.5,0000 1 Jul 2016,26.81222
4.5,0000 1 Jul 2016,26.97404
5.5,0000 1 Jul 2016,26.95468
6.5,0000 1 Jul 2016,26.80767
7.5,0000 1 Jul 2016,26.81347
1.5,0000 1 Aug 2016,26.05207
2.5,0000 1 Aug 2016,26.22467
3.5,0000 1 Aug 2016,26.43168
4.5,0000 1 Aug 2016,26.40605
5.5,0000 1 Aug 2016,26.22847
6.5,0000 1 Aug 2016,26.20297
7.5,0000 1 Aug 2016,26.5512
1.5,0000 1 Sep 2016,26.11899
2.5,0000 1 Sep 2016,26.23094
3.5,0000 1 Sep 2016,26.20476
4.5,0000 1 Sep 2016,26.12965
5.5,0000 1 Sep 2016,26.30284
6.5,0000 1 Sep 2016,26.73434
7.5,0000 1 Sep 2016,27.21842
1.5,0000 1 Oct 2016,25.98788
2.5,0000 1 Oct 2016,25.93961
3.5,0000 1 Oct 2016,25.94239
4.5,0000 1 Oct 2016,26.17279
5.5,0000 1 Oct 2016,26.70299
6.5,0000 1 Oct 2016,27.28698
7.5,0000 1 Oct 2016,27.70531
1.5,0000 1 Nov 2016,25.82661
2.5,0000 1 Nov 2016,25.85036
3.5,0000 1 Nov 2016,26.14508
4.5,0000 1 Nov 2016,26.7647
5.5,0000 1 Nov 2016,27.49036
6.5,0000 1 Nov 2016,28.03479
7.5,0000 1 Nov 2016,28.2745
1.5,0000 1 Dec 2016,25.9767
2.5,0000 1 Dec 2016,26.29555
3.5,0000 1 Dec 2016,26.87936
4.5,0000 1 Dec 2016,27.53871
5.5,0000 1 Dec 2016,27.99304
6.5,0000 1 Dec 2016,28.22674
7.5,0000 1 Dec 2016,28.41391
1.5,0000 1 Jan 2017,26.50185
2.5,0000 1 Jan 2017,27.03691
3.5,0000 1 Jan 2017,27.64931
4.5,0000 1 Jan 2017,28.08873
5.5,0000 1 Jan 2017,28.27317
6.5,0000 1 Jan 2017,28.31364
7.5,0000 1 Jan 2017,28.41677
