L,M,MON,LDC_SST_CanESM5
2.5,16,0000 1 Dec 2018,301.2267
3.5,16,0000 1 Dec 2018,301.6205
4.5,16,0000 1 Dec 2018,301.99
5.5,16,0000 1 Dec 2018,302.0862
6.5,16,0000 1 Dec 2018,301.9778
7.5,16,0000 1 Dec 2018,301.6887
8.5,16,0000 1 Dec 2018,301.4412
9.5,16,0000 1 Dec 2018,301.3203
10.5,16,0000 1 Dec 2018,301.4089
1.5,17,0000 1 Dec 2018,301.1893
2.5,17,0000 1 Dec 2018,301.617
3.5,17,0000 1 Dec 2018,302.2033
4.5,17,0000 1 Dec 2018,302.5498
5.5,17,0000 1 Dec 2018,302.5529
6.5,17,0000 1 Dec 2018,302.2355
7.5,17,0000 1 Dec 2018,301.7756
8.5,17,0000 1 Dec 2018,301.3806
9.5,17,0000 1 Dec 2018,301.0793
10.5,17,0000 1 Dec 2018,301.0273
1.5,18,0000 1 Dec 2018,301.0395
2.5,18,0000 1 Dec 2018,301.2051
3.5,18,0000 1 Dec 2018,301.6763
4.5,18,0000 1 Dec 2018,302.2805
5.5,18,0000 1 Dec 2018,302.6971
6.5,18,0000 1 Dec 2018,302.723
7.5,18,0000 1 Dec 2018,302.3803
8.5,18,0000 1 Dec 2018,302.0265
9.5,18,0000 1 Dec 2018,301.8675
10.5,18,0000 1 Dec 2018,302.0347
1.5,19,0000 1 Dec 2018,301.067
2.5,19,0000 1 Dec 2018,301.3836
3.5,19,0000 1 Dec 2018,301.8396
4.5,19,0000 1 Dec 2018,302.3062
5.5,19,0000 1 Dec 2018,302.5074
6.5,19,0000 1 Dec 2018,302.391
7.5,19,0000 1 Dec 2018,302.0323
8.5,19,0000 1 Dec 2018,301.7101
9.5,19,0000 1 Dec 2018,301.7295
10.5,19,0000 1 Dec 2018,302.0667
1.5,20,0000 1 Dec 2018,301.0587
2.5,20,0000 1 Dec 2018,301.3768
3.5,20,0000 1 Dec 2018,301.8049
4.5,20,0000 1 Dec 2018,302.1212
5.5,20,0000 1 Dec 2018,302.0887
6.5,20,0000 1 Dec 2018,301.7343
7.5,20,0000 1 Dec 2018,301.0938
8.5,20,0000 1 Dec 2018,300.4589
9.5,20,0000 1 Dec 2018,300.0439
10.5,20,0000 1 Dec 2018,299.9178
1.5,1,0000 1 Jan 2019,300.8871
2.5,1,0000 1 Jan 2019,301.2502
3.5,1,0000 1 Jan 2019,301.5341
4.5,1,0000 1 Jan 2019,301.6098
5.5,1,0000 1 Jan 2019,301.2954
6.5,1,0000 1 Jan 2019,300.8747
7.5,1,0000 1 Jan 2019,300.5404
8.5,1,0000 1 Jan 2019,300.3645
9.5,1,0000 1 Jan 2019,300.2871
10.5,1,0000 1 Jan 2019,300.2811
1.5,2,0000 1 Jan 2019,301.0278
2.5,2,0000 1 Jan 2019,301.3367
3.5,2,0000 1 Jan 2019,301.5638
4.5,2,0000 1 Jan 2019,301.6132
5.5,2,0000 1 Jan 2019,301.3476
6.5,2,0000 1 Jan 2019,300.8576
7.5,2,0000 1 Jan 2019,300.3675
8.5,2,0000 1 Jan 2019,300.127
9.5,2,0000 1 Jan 2019,300.153
10.5,2,0000 1 Jan 2019,300.2603
1.5,3,0000 1 Jan 2019,300.7965
2.5,3,0000 1 Jan 2019,301.0401
3.5,3,0000 1 Jan 2019,301.3018
4.5,3,0000 1 Jan 2019,301.3609
5.5,3,0000 1 Jan 2019,301.1347
6.5,3,0000 1 Jan 2019,300.7274
7.5,3,0000 1 Jan 2019,300.353
8.5,3,0000 1 Jan 2019,300.1303
9.5,3,0000 1 Jan 2019,300.0788
10.5,3,0000 1 Jan 2019,300.0193
1.5,4,0000 1 Jan 2019,300.863
2.5,4,0000 1 Jan 2019,301.1407
3.5,4,0000 1 Jan 2019,301.3336
4.5,4,0000 1 Jan 2019,301.2916
5.5,4,0000 1 Jan 2019,300.9451
6.5,4,0000 1 Jan 2019,300.538
7.5,4,0000 1 Jan 2019,300.2206
8.5,4,0000 1 Jan 2019,299.9902
9.5,4,0000 1 Jan 2019,299.8658
10.5,4,0000 1 Jan 2019,299.7929
1.5,5,0000 1 Jan 2019,300.8485
2.5,5,0000 1 Jan 2019,301.0536
3.5,5,0000 1 Jan 2019,301.2608
4.5,5,0000 1 Jan 2019,301.2878
5.5,5,0000 1 Jan 2019,301.1319
6.5,5,0000 1 Jan 2019,300.7834
7.5,5,0000 1 Jan 2019,300.4266
8.5,5,0000 1 Jan 2019,300.1511
9.5,5,0000 1 Jan 2019,300.0273
10.5,5,0000 1 Jan 2019,299.8733
1.5,6,0000 1 Jan 2019,300.9875
2.5,6,0000 1 Jan 2019,301.2853
3.5,6,0000 1 Jan 2019,301.5687
4.5,6,0000 1 Jan 2019,301.6377
5.5,6,0000 1 Jan 2019,301.3832
6.5,6,0000 1 Jan 2019,300.9281
7.5,6,0000 1 Jan 2019,300.5325
8.5,6,0000 1 Jan 2019,300.2374
9.5,6,0000 1 Jan 2019,300.0357
10.5,6,0000 1 Jan 2019,299.8415
1.5,7,0000 1 Jan 2019,300.8714
2.5,7,0000 1 Jan 2019,301.1477
3.5,7,0000 1 Jan 2019,301.5462
4.5,7,0000 1 Jan 2019,301.6776
5.5,7,0000 1 Jan 2019,301.539
6.5,7,0000 1 Jan 2019,301.1711
7.5,7,0000 1 Jan 2019,300.9207
8.5,7,0000 1 Jan 2019,300.8402
9.5,7,0000 1 Jan 2019,300.8299
10.5,7,0000 1 Jan 2019,300.8135
1.5,8,0000 1 Jan 2019,300.9089
2.5,8,0000 1 Jan 2019,301.3019
3.5,8,0000 1 Jan 2019,301.6465
4.5,8,0000 1 Jan 2019,301.7561
5.5,8,0000 1 Jan 2019,301.4531
6.5,8,0000 1 Jan 2019,300.9517
7.5,8,0000 1 Jan 2019,300.5495
8.5,8,0000 1 Jan 2019,300.315
9.5,8,0000 1 Jan 2019,300.1903
10.5,8,0000 1 Jan 2019,300.0323
1.5,9,0000 1 Jan 2019,300.9329
2.5,9,0000 1 Jan 2019,301.2952
3.5,9,0000 1 Jan 2019,301.7539
4.5,9,0000 1 Jan 2019,301.9826
5.5,9,0000 1 Jan 2019,301.7924
6.5,9,0000 1 Jan 2019,301.3201
7.5,9,0000 1 Jan 2019,300.8548
8.5,9,0000 1 Jan 2019,300.6111
9.5,9,0000 1 Jan 2019,300.5246
10.5,9,0000 1 Jan 2019,300.5015
1.5,10,0000 1 Jan 2019,300.975
2.5,10,0000 1 Jan 2019,301.2627
3.5,10,0000 1 Jan 2019,301.5313
4.5,10,0000 1 Jan 2019,301.5429
5.5,10,0000 1 Jan 2019,301.3477
6.5,10,0000 1 Jan 2019,301.0166
7.5,10,0000 1 Jan 2019,300.698
8.5,10,0000 1 Jan 2019,300.4814
9.5,10,0000 1 Jan 2019,300.2986
10.5,10,0000 1 Jan 2019,300.194
1.5,11,0000 1 Jan 2019,301.0605
2.5,11,0000 1 Jan 2019,301.4001
3.5,11,0000 1 Jan 2019,301.6584
4.5,11,0000 1 Jan 2019,301.6773
5.5,11,0000 1 Jan 2019,301.336
6.5,11,0000 1 Jan 2019,300.74
7.5,11,0000 1 Jan 2019,300.1971
8.5,11,0000 1 Jan 2019,299.9202
9.5,11,0000 1 Jan 2019,299.8682
10.5,11,0000 1 Jan 2019,299.8321
1.5,12,0000 1 Jan 2019,300.8783
2.5,12,0000 1 Jan 2019,301.2361
3.5,12,0000 1 Jan 2019,301.595
4.5,12,0000 1 Jan 2019,301.7033
5.5,12,0000 1 Jan 2019,301.4974
6.5,12,0000 1 Jan 2019,301.1418
7.5,12,0000 1 Jan 2019,300.832
8.5,12,0000 1 Jan 2019,300.6461
9.5,12,0000 1 Jan 2019,300.5464
10.5,12,0000 1 Jan 2019,300.4745
1.5,13,0000 1 Jan 2019,301.1615
2.5,13,0000 1 Jan 2019,301.5536
3.5,13,0000 1 Jan 2019,301.7785
4.5,13,0000 1 Jan 2019,301.6677
5.5,13,0000 1 Jan 2019,301.2306
6.5,13,0000 1 Jan 2019,300.6575
7.5,13,0000 1 Jan 2019,300.2221
8.5,13,0000 1 Jan 2019,300.0721
9.5,13,0000 1 Jan 2019,300.1029
10.5,13,0000 1 Jan 2019,300.1438
1.5,14,0000 1 Jan 2019,300.99
2.5,14,0000 1 Jan 2019,301.3651
3.5,14,0000 1 Jan 2019,301.6538
4.5,14,0000 1 Jan 2019,301.6097
5.5,14,0000 1 Jan 2019,301.182
6.5,14,0000 1 Jan 2019,300.6279
7.5,14,0000 1 Jan 2019,300.2025
8.5,14,0000 1 Jan 2019,300.0423
9.5,14,0000 1 Jan 2019,300.05
10.5,14,0000 1 Jan 2019,300.1555
1.5,15,0000 1 Jan 2019,301.0311
2.5,15,0000 1 Jan 2019,301.4259
3.5,15,0000 1 Jan 2019,301.8093
4.5,15,0000 1 Jan 2019,301.8713
5.5,15,0000 1 Jan 2019,301.5508
6.5,15,0000 1 Jan 2019,301.0044
7.5,15,0000 1 Jan 2019,300.4971
8.5,15,0000 1 Jan 2019,300.233
9.5,15,0000 1 Jan 2019,300.1636
10.5,15,0000 1 Jan 2019,300.1531
1.5,16,0000 1 Jan 2019,301.1132
2.5,16,0000 1 Jan 2019,301.4655
3.5,16,0000 1 Jan 2019,301.7654
4.5,16,0000 1 Jan 2019,301.7939
5.5,16,0000 1 Jan 2019,301.5881
6.5,16,0000 1 Jan 2019,301.2435
7.5,16,0000 1 Jan 2019,300.8207
8.5,16,0000 1 Jan 2019,300.4921
9.5,16,0000 1 Jan 2019,300.2994
10.5,16,0000 1 Jan 2019,300.1949
1.5,17,0000 1 Jan 2019,300.9301
2.5,17,0000 1 Jan 2019,301.2789
3.5,17,0000 1 Jan 2019,301.5407
4.5,17,0000 1 Jan 2019,301.5844
5.5,17,0000 1 Jan 2019,301.3039
6.5,17,0000 1 Jan 2019,300.9941
7.5,17,0000 1 Jan 2019,300.7042
8.5,17,0000 1 Jan 2019,300.5544
9.5,17,0000 1 Jan 2019,300.5345
10.5,17,0000 1 Jan 2019,300.5922
1.5,18,0000 1 Jan 2019,300.8515
2.5,18,0000 1 Jan 2019,301.191
3.5,18,0000 1 Jan 2019,301.624
4.5,18,0000 1 Jan 2019,301.8651
5.5,18,0000 1 Jan 2019,301.8034
6.5,18,0000 1 Jan 2019,301.6026
7.5,18,0000 1 Jan 2019,301.4333
8.5,18,0000 1 Jan 2019,301.397
9.5,18,0000 1 Jan 2019,301.4838
10.5,18,0000 1 Jan 2019,301.6271
1.5,19,0000 1 Jan 2019,300.9399
2.5,19,0000 1 Jan 2019,301.306
3.5,19,0000 1 Jan 2019,301.5556
4.5,19,0000 1 Jan 2019,301.5304
5.5,19,0000 1 Jan 2019,301.2628
6.5,19,0000 1 Jan 2019,300.9557
7.5,19,0000 1 Jan 2019,300.638
8.5,19,0000 1 Jan 2019,300.4331
9.5,19,0000 1 Jan 2019,300.2817
10.5,19,0000 1 Jan 2019,300.1922
1.5,20,0000 1 Jan 2019,300.9749
2.5,20,0000 1 Jan 2019,301.3852
3.5,20,0000 1 Jan 2019,301.8171
4.5,20,0000 1 Jan 2019,302.0991
5.5,20,0000 1 Jan 2019,302.0643
6.5,20,0000 1 Jan 2019,301.6967
7.5,20,0000 1 Jan 2019,301.233
8.5,20,0000 1 Jan 2019,300.8987
9.5,20,0000 1 Jan 2019,300.7937
10.5,20,0000 1 Jan 2019,300.8228
1.5,1,0000 1 Feb 2019,301.2628
2.5,1,0000 1 Feb 2019,301.7007
3.5,1,0000 1 Feb 2019,301.8118
4.5,1,0000 1 Feb 2019,301.5569
5.5,1,0000 1 Feb 2019,301.0887
6.5,1,0000 1 Feb 2019,300.632
7.5,1,0000 1 Feb 2019,300.423
8.5,1,0000 1 Feb 2019,300.4027
9.5,1,0000 1 Feb 2019,300.5185
10.5,1,0000 1 Feb 2019,300.6743
1.5,2,0000 1 Feb 2019,301.3285
2.5,2,0000 1 Feb 2019,301.7829
3.5,2,0000 1 Feb 2019,301.7695
4.5,2,0000 1 Feb 2019,301.533
5.5,2,0000 1 Feb 2019,301.0806
6.5,2,0000 1 Feb 2019,300.6724
7.5,2,0000 1 Feb 2019,300.3647
8.5,2,0000 1 Feb 2019,300.1415
9.5,2,0000 1 Feb 2019,299.9818
10.5,2,0000 1 Feb 2019,299.906
1.5,3,0000 1 Feb 2019,301.0736
2.5,3,0000 1 Feb 2019,301.3072
3.5,3,0000 1 Feb 2019,301.305
4.5,3,0000 1 Feb 2019,301.1402
5.5,3,0000 1 Feb 2019,300.896
6.5,3,0000 1 Feb 2019,300.6299
7.5,3,0000 1 Feb 2019,300.3775
8.5,3,0000 1 Feb 2019,300.178
9.5,3,0000 1 Feb 2019,300.0632
10.5,3,0000 1 Feb 2019,300.064
1.5,4,0000 1 Feb 2019,301.2639
2.5,4,0000 1 Feb 2019,301.693
3.5,4,0000 1 Feb 2019,301.8309
4.5,4,0000 1 Feb 2019,301.5793
5.5,4,0000 1 Feb 2019,301.0632
6.5,4,0000 1 Feb 2019,300.5232
7.5,4,0000 1 Feb 2019,300.1824
8.5,4,0000 1 Feb 2019,300.0926
9.5,4,0000 1 Feb 2019,300.0456
10.5,4,0000 1 Feb 2019,300.0474
1.5,5,0000 1 Feb 2019,301.0922
2.5,5,0000 1 Feb 2019,301.4457
3.5,5,0000 1 Feb 2019,301.5648
4.5,5,0000 1 Feb 2019,301.4081
5.5,5,0000 1 Feb 2019,301.0725
6.5,5,0000 1 Feb 2019,300.7204
7.5,5,0000 1 Feb 2019,300.5042
8.5,5,0000 1 Feb 2019,300.4766
9.5,5,0000 1 Feb 2019,300.5323
10.5,5,0000 1 Feb 2019,300.607
1.5,6,0000 1 Feb 2019,301.2239
2.5,6,0000 1 Feb 2019,301.7107
3.5,6,0000 1 Feb 2019,301.8835
4.5,6,0000 1 Feb 2019,301.6933
5.5,6,0000 1 Feb 2019,301.3076
6.5,6,0000 1 Feb 2019,300.9384
7.5,6,0000 1 Feb 2019,300.747
8.5,6,0000 1 Feb 2019,300.6491
9.5,6,0000 1 Feb 2019,300.5679
10.5,6,0000 1 Feb 2019,300.462
1.5,7,0000 1 Feb 2019,301.1746
2.5,7,0000 1 Feb 2019,301.5212
3.5,7,0000 1 Feb 2019,301.4854
4.5,7,0000 1 Feb 2019,301.2281
5.5,7,0000 1 Feb 2019,300.8393
6.5,7,0000 1 Feb 2019,300.4636
7.5,7,0000 1 Feb 2019,300.2064
8.5,7,0000 1 Feb 2019,300.0584
9.5,7,0000 1 Feb 2019,299.9783
10.5,7,0000 1 Feb 2019,299.98
1.5,8,0000 1 Feb 2019,301.2572
2.5,8,0000 1 Feb 2019,301.5931
3.5,8,0000 1 Feb 2019,301.5451
4.5,8,0000 1 Feb 2019,301.1846
5.5,8,0000 1 Feb 2019,300.6056
6.5,8,0000 1 Feb 2019,300.0895
7.5,8,0000 1 Feb 2019,299.7118
8.5,8,0000 1 Feb 2019,299.5425
9.5,8,0000 1 Feb 2019,299.3697
10.5,8,0000 1 Feb 2019,299.297
1.5,9,0000 1 Feb 2019,301.3405
2.5,9,0000 1 Feb 2019,301.7867
3.5,9,0000 1 Feb 2019,301.8235
4.5,9,0000 1 Feb 2019,301.536
5.5,9,0000 1 Feb 2019,300.9605
6.5,9,0000 1 Feb 2019,300.3754
7.5,9,0000 1 Feb 2019,299.9546
8.5,9,0000 1 Feb 2019,299.7573
9.5,9,0000 1 Feb 2019,299.6555
10.5,9,0000 1 Feb 2019,299.6306
1.5,10,0000 1 Feb 2019,301.1358
2.5,10,0000 1 Feb 2019,301.4733
3.5,10,0000 1 Feb 2019,301.5171
4.5,10,0000 1 Feb 2019,301.2675
5.5,10,0000 1 Feb 2019,300.8388
6.5,10,0000 1 Feb 2019,300.47
7.5,10,0000 1 Feb 2019,300.3049
8.5,10,0000 1 Feb 2019,300.3372
9.5,10,0000 1 Feb 2019,300.4585
10.5,10,0000 1 Feb 2019,300.5418
1.5,11,0000 1 Feb 2019,301.2355
2.5,11,0000 1 Feb 2019,301.5962
3.5,11,0000 1 Feb 2019,301.7984
4.5,11,0000 1 Feb 2019,301.6028
5.5,11,0000 1 Feb 2019,301.2016
6.5,11,0000 1 Feb 2019,300.7654
7.5,11,0000 1 Feb 2019,300.4252
8.5,11,0000 1 Feb 2019,300.2
9.5,11,0000 1 Feb 2019,300.0084
10.5,11,0000 1 Feb 2019,299.8357
1.5,12,0000 1 Feb 2019,301.5784
2.5,12,0000 1 Feb 2019,301.8157
3.5,12,0000 1 Feb 2019,301.8133
4.5,12,0000 1 Feb 2019,301.4717
5.5,12,0000 1 Feb 2019,301.036
6.5,12,0000 1 Feb 2019,300.5222
7.5,12,0000 1 Feb 2019,300.0642
8.5,12,0000 1 Feb 2019,299.7878
9.5,12,0000 1 Feb 2019,299.6877
10.5,12,0000 1 Feb 2019,299.6831
1.5,13,0000 1 Feb 2019,301.4339
2.5,13,0000 1 Feb 2019,301.8662
3.5,13,0000 1 Feb 2019,302.0922
4.5,13,0000 1 Feb 2019,302.0876
5.5,13,0000 1 Feb 2019,301.8717
6.5,13,0000 1 Feb 2019,301.5933
7.5,13,0000 1 Feb 2019,301.4948
8.5,13,0000 1 Feb 2019,301.5106
9.5,13,0000 1 Feb 2019,301.4812
10.5,13,0000 1 Feb 2019,301.37
1.5,14,0000 1 Feb 2019,301.3412
2.5,14,0000 1 Feb 2019,301.7285
3.5,14,0000 1 Feb 2019,301.8513
4.5,14,0000 1 Feb 2019,301.6359
5.5,14,0000 1 Feb 2019,301.2437
6.5,14,0000 1 Feb 2019,300.7954
7.5,14,0000 1 Feb 2019,300.4437
8.5,14,0000 1 Feb 2019,300.2443
9.5,14,0000 1 Feb 2019,300.1481
10.5,14,0000 1 Feb 2019,300.1424
1.5,15,0000 1 Feb 2019,301.2452
2.5,15,0000 1 Feb 2019,301.7019
3.5,15,0000 1 Feb 2019,301.9335
4.5,15,0000 1 Feb 2019,301.7611
5.5,15,0000 1 Feb 2019,301.3268
6.5,15,0000 1 Feb 2019,300.7722
7.5,15,0000 1 Feb 2019,300.4418
8.5,15,0000 1 Feb 2019,300.3536
9.5,15,0000 1 Feb 2019,300.3742
10.5,15,0000 1 Feb 2019,300.359
1.5,16,0000 1 Feb 2019,301.2097
2.5,16,0000 1 Feb 2019,301.5904
3.5,16,0000 1 Feb 2019,301.7831
4.5,16,0000 1 Feb 2019,301.5213
5.5,16,0000 1 Feb 2019,301.023
6.5,16,0000 1 Feb 2019,300.5119
7.5,16,0000 1 Feb 2019,300.1792
8.5,16,0000 1 Feb 2019,300.1213
9.5,16,0000 1 Feb 2019,300.1543
10.5,16,0000 1 Feb 2019,300.2064
1.5,17,0000 1 Feb 2019,301.4657
2.5,17,0000 1 Feb 2019,301.8203
3.5,17,0000 1 Feb 2019,301.9628
4.5,17,0000 1 Feb 2019,301.7274
5.5,17,0000 1 Feb 2019,301.2949
6.5,17,0000 1 Feb 2019,300.8477
7.5,17,0000 1 Feb 2019,300.5748
8.5,17,0000 1 Feb 2019,300.4722
9.5,17,0000 1 Feb 2019,300.4079
10.5,17,0000 1 Feb 2019,300.2928
1.5,18,0000 1 Feb 2019,301.2308
2.5,18,0000 1 Feb 2019,301.412
3.5,18,0000 1 Feb 2019,301.3566
4.5,18,0000 1 Feb 2019,301.0764
5.5,18,0000 1 Feb 2019,300.674
6.5,18,0000 1 Feb 2019,300.3349
7.5,18,0000 1 Feb 2019,300.1377
8.5,18,0000 1 Feb 2019,300.1299
9.5,18,0000 1 Feb 2019,300.1397
10.5,18,0000 1 Feb 2019,300.1752
1.5,19,0000 1 Feb 2019,301.2061
2.5,19,0000 1 Feb 2019,301.5367
3.5,19,0000 1 Feb 2019,301.5529
4.5,19,0000 1 Feb 2019,301.304
5.5,19,0000 1 Feb 2019,300.9008
6.5,19,0000 1 Feb 2019,300.5537
7.5,19,0000 1 Feb 2019,300.3641
8.5,19,0000 1 Feb 2019,300.2941
9.5,19,0000 1 Feb 2019,300.2814
10.5,19,0000 1 Feb 2019,300.264
1.5,20,0000 1 Feb 2019,301.1931
2.5,20,0000 1 Feb 2019,301.5638
3.5,20,0000 1 Feb 2019,301.676
4.5,20,0000 1 Feb 2019,301.4487
5.5,20,0000 1 Feb 2019,301.0224
6.5,20,0000 1 Feb 2019,300.6373
7.5,20,0000 1 Feb 2019,300.3736
8.5,20,0000 1 Feb 2019,300.2252
9.5,20,0000 1 Feb 2019,300.1279
10.5,20,0000 1 Feb 2019,300.1079
1.5,1,0000 1 Mar 2019,301.8487
2.5,1,0000 1 Mar 2019,301.9088
3.5,1,0000 1 Mar 2019,301.7162
4.5,1,0000 1 Mar 2019,301.2748
5.5,1,0000 1 Mar 2019,300.8903
6.5,1,0000 1 Mar 2019,300.6749
7.5,1,0000 1 Mar 2019,300.6494
8.5,1,0000 1 Mar 2019,300.6996
9.5,1,0000 1 Mar 2019,300.7523
10.5,1,0000 1 Mar 2019,300.8492
1.5,2,0000 1 Mar 2019,301.9333
2.5,2,0000 1 Mar 2019,302.0514
3.5,2,0000 1 Mar 2019,301.7137
4.5,2,0000 1 Mar 2019,301.0667
5.5,2,0000 1 Mar 2019,300.4869
6.5,2,0000 1 Mar 2019,300.0865
7.5,2,0000 1 Mar 2019,299.9924
8.5,2,0000 1 Mar 2019,299.9981
9.5,2,0000 1 Mar 2019,300.0784
10.5,2,0000 1 Mar 2019,300.1451
1.5,3,0000 1 Mar 2019,301.7991
2.5,3,0000 1 Mar 2019,301.9624
3.5,3,0000 1 Mar 2019,301.7219
4.5,3,0000 1 Mar 2019,301.207
5.5,3,0000 1 Mar 2019,300.6989
6.5,3,0000 1 Mar 2019,300.3665
7.5,3,0000 1 Mar 2019,300.1639
8.5,3,0000 1 Mar 2019,300.0317
9.5,3,0000 1 Mar 2019,299.9633
10.5,3,0000 1 Mar 2019,300.1144
1.5,4,0000 1 Mar 2019,301.6441
2.5,4,0000 1 Mar 2019,301.6655
3.5,4,0000 1 Mar 2019,301.3507
4.5,4,0000 1 Mar 2019,300.8189
5.5,4,0000 1 Mar 2019,300.3089
6.5,4,0000 1 Mar 2019,299.9385
7.5,4,0000 1 Mar 2019,299.7358
8.5,4,0000 1 Mar 2019,299.6659
9.5,4,0000 1 Mar 2019,299.7146
10.5,4,0000 1 Mar 2019,299.9047
1.5,5,0000 1 Mar 2019,301.6559
2.5,5,0000 1 Mar 2019,301.6324
3.5,5,0000 1 Mar 2019,301.3379
4.5,5,0000 1 Mar 2019,300.9018
5.5,5,0000 1 Mar 2019,300.4678
6.5,5,0000 1 Mar 2019,300.1644
7.5,5,0000 1 Mar 2019,299.9423
8.5,5,0000 1 Mar 2019,299.8551
9.5,5,0000 1 Mar 2019,299.885
10.5,5,0000 1 Mar 2019,300.0556
1.5,6,0000 1 Mar 2019,301.7328
2.5,6,0000 1 Mar 2019,301.7992
3.5,6,0000 1 Mar 2019,301.6064
4.5,6,0000 1 Mar 2019,301.2147
5.5,6,0000 1 Mar 2019,300.9103
6.5,6,0000 1 Mar 2019,300.672
7.5,6,0000 1 Mar 2019,300.5931
8.5,6,0000 1 Mar 2019,300.4699
9.5,6,0000 1 Mar 2019,300.3519
10.5,6,0000 1 Mar 2019,300.357
1.5,7,0000 1 Mar 2019,301.7801
2.5,7,0000 1 Mar 2019,301.8144
3.5,7,0000 1 Mar 2019,301.497
4.5,7,0000 1 Mar 2019,300.9161
5.5,7,0000 1 Mar 2019,300.336
6.5,7,0000 1 Mar 2019,299.9434
7.5,7,0000 1 Mar 2019,299.7488
8.5,7,0000 1 Mar 2019,299.6476
9.5,7,0000 1 Mar 2019,299.6823
10.5,7,0000 1 Mar 2019,300.0078
1.5,8,0000 1 Mar 2019,301.6631
2.5,8,0000 1 Mar 2019,301.7838
3.5,8,0000 1 Mar 2019,301.5487
4.5,8,0000 1 Mar 2019,301.0981
5.5,8,0000 1 Mar 2019,300.6881
6.5,8,0000 1 Mar 2019,300.4786
7.5,8,0000 1 Mar 2019,300.4816
8.5,8,0000 1 Mar 2019,300.4885
9.5,8,0000 1 Mar 2019,300.4535
10.5,8,0000 1 Mar 2019,300.5595
1.5,9,0000 1 Mar 2019,301.7626
2.5,9,0000 1 Mar 2019,301.777
3.5,9,0000 1 Mar 2019,301.5052
4.5,9,0000 1 Mar 2019,301.0301
5.5,9,0000 1 Mar 2019,300.6569
6.5,9,0000 1 Mar 2019,300.4455
7.5,9,0000 1 Mar 2019,300.4947
8.5,9,0000 1 Mar 2019,300.6048
9.5,9,0000 1 Mar 2019,300.754
10.5,9,0000 1 Mar 2019,300.9361
1.5,10,0000 1 Mar 2019,301.7293
2.5,10,0000 1 Mar 2019,301.7885
3.5,10,0000 1 Mar 2019,301.5188
4.5,10,0000 1 Mar 2019,301.119
5.5,10,0000 1 Mar 2019,300.7493
6.5,10,0000 1 Mar 2019,300.4539
7.5,10,0000 1 Mar 2019,300.2554
8.5,10,0000 1 Mar 2019,300.1292
9.5,10,0000 1 Mar 2019,300.1346
10.5,10,0000 1 Mar 2019,300.4022
1.5,11,0000 1 Mar 2019,301.85
2.5,11,0000 1 Mar 2019,301.968
3.5,11,0000 1 Mar 2019,301.7151
4.5,11,0000 1 Mar 2019,301.3371
5.5,11,0000 1 Mar 2019,301.0514
6.5,11,0000 1 Mar 2019,300.8299
7.5,11,0000 1 Mar 2019,300.6941
8.5,11,0000 1 Mar 2019,300.5829
9.5,11,0000 1 Mar 2019,300.5086
10.5,11,0000 1 Mar 2019,300.6481
1.5,12,0000 1 Mar 2019,301.7964
2.5,12,0000 1 Mar 2019,301.6895
3.5,12,0000 1 Mar 2019,301.1541
4.5,12,0000 1 Mar 2019,300.5232
5.5,12,0000 1 Mar 2019,300.118
6.5,12,0000 1 Mar 2019,299.9343
7.5,12,0000 1 Mar 2019,299.8959
8.5,12,0000 1 Mar 2019,299.8247
9.5,12,0000 1 Mar 2019,299.7326
10.5,12,0000 1 Mar 2019,299.7232
1.5,13,0000 1 Mar 2019,301.8555
2.5,13,0000 1 Mar 2019,301.9003
3.5,13,0000 1 Mar 2019,301.5997
4.5,13,0000 1 Mar 2019,301.0879
5.5,13,0000 1 Mar 2019,300.5747
6.5,13,0000 1 Mar 2019,300.2093
7.5,13,0000 1 Mar 2019,300.1083
8.5,13,0000 1 Mar 2019,300.0995
9.5,13,0000 1 Mar 2019,300.0923
10.5,13,0000 1 Mar 2019,300.1299
1.5,14,0000 1 Mar 2019,301.7505
2.5,14,0000 1 Mar 2019,301.9181
3.5,14,0000 1 Mar 2019,301.6425
4.5,14,0000 1 Mar 2019,300.9848
5.5,14,0000 1 Mar 2019,300.2634
6.5,14,0000 1 Mar 2019,299.8163
7.5,14,0000 1 Mar 2019,299.7093
8.5,14,0000 1 Mar 2019,299.7386
9.5,14,0000 1 Mar 2019,299.7704
10.5,14,0000 1 Mar 2019,299.8706
1.5,15,0000 1 Mar 2019,301.8215
2.5,15,0000 1 Mar 2019,301.9366
3.5,15,0000 1 Mar 2019,301.6677
4.5,15,0000 1 Mar 2019,301.1469
5.5,15,0000 1 Mar 2019,300.717
6.5,15,0000 1 Mar 2019,300.4832
7.5,15,0000 1 Mar 2019,300.443
8.5,15,0000 1 Mar 2019,300.423
9.5,15,0000 1 Mar 2019,300.4682
10.5,15,0000 1 Mar 2019,300.5567
1.5,16,0000 1 Mar 2019,301.8234
2.5,16,0000 1 Mar 2019,301.9311
3.5,16,0000 1 Mar 2019,301.729
4.5,16,0000 1 Mar 2019,301.2347
5.5,16,0000 1 Mar 2019,300.7413
6.5,16,0000 1 Mar 2019,300.3774
7.5,16,0000 1 Mar 2019,300.2208
8.5,16,0000 1 Mar 2019,300.1247
9.5,16,0000 1 Mar 2019,300.0985
10.5,16,0000 1 Mar 2019,300.1763
1.5,17,0000 1 Mar 2019,301.6284
