L,M,MON,LDC_SST_CanESM5
7.5,3,0000 1 Jan 1998,299.9773
8.5,3,0000 1 Jan 1998,299.8433
9.5,3,0000 1 Jan 1998,299.7384
10.5,3,0000 1 Jan 1998,299.4855
1.5,4,0000 1 Jan 1998,301.8828
2.5,4,0000 1 Jan 1998,301.6695
3.5,4,0000 1 Jan 1998,301.4872
4.5,4,0000 1 Jan 1998,301.0774
5.5,4,0000 1 Jan 1998,300.3793
6.5,4,0000 1 Jan 1998,299.6591
7.5,4,0000 1 Jan 1998,299.1903
8.5,4,0000 1 Jan 1998,298.8971
9.5,4,0000 1 Jan 1998,298.5197
10.5,4,0000 1 Jan 1998,298.1719
1.5,5,0000 1 Jan 1998,301.735
2.5,5,0000 1 Jan 1998,301.5358
3.5,5,0000 1 Jan 1998,301.529
4.5,5,0000 1 Jan 1998,301.2317
5.5,5,0000 1 Jan 1998,300.7224
6.5,5,0000 1 Jan 1998,300.1237
7.5,5,0000 1 Jan 1998,299.8625
8.5,5,0000 1 Jan 1998,299.7185
9.5,5,0000 1 Jan 1998,299.6068
10.5,5,0000 1 Jan 1998,299.3878
1.5,6,0000 1 Jan 1998,301.7951
2.5,6,0000 1 Jan 1998,301.6036
3.5,6,0000 1 Jan 1998,301.3904
4.5,6,0000 1 Jan 1998,301.1342
5.5,6,0000 1 Jan 1998,300.6195
6.5,6,0000 1 Jan 1998,300.1229
7.5,6,0000 1 Jan 1998,299.7187
8.5,6,0000 1 Jan 1998,299.3919
9.5,6,0000 1 Jan 1998,299.1056
10.5,6,0000 1 Jan 1998,298.7759
1.5,7,0000 1 Jan 1998,301.7892
2.5,7,0000 1 Jan 1998,301.6075
3.5,7,0000 1 Jan 1998,301.5745
4.5,7,0000 1 Jan 1998,301.2783
5.5,7,0000 1 Jan 1998,300.8022
6.5,7,0000 1 Jan 1998,300.2633
7.5,7,0000 1 Jan 1998,299.896
8.5,7,0000 1 Jan 1998,299.6179
9.5,7,0000 1 Jan 1998,299.3873
10.5,7,0000 1 Jan 1998,299.0951
1.5,8,0000 1 Jan 1998,301.9027
2.5,8,0000 1 Jan 1998,301.6766
3.5,8,0000 1 Jan 1998,301.5177
4.5,8,0000 1 Jan 1998,301.1187
5.5,8,0000 1 Jan 1998,300.5698
6.5,8,0000 1 Jan 1998,299.9411
7.5,8,0000 1 Jan 1998,299.5385
8.5,8,0000 1 Jan 1998,299.179
9.5,8,0000 1 Jan 1998,298.7768
10.5,8,0000 1 Jan 1998,298.4276
1.5,9,0000 1 Jan 1998,302.0742
2.5,9,0000 1 Jan 1998,301.9133
3.5,9,0000 1 Jan 1998,301.7302
4.5,9,0000 1 Jan 1998,301.4776
5.5,9,0000 1 Jan 1998,301.0715
6.5,9,0000 1 Jan 1998,300.4587
7.5,9,0000 1 Jan 1998,299.8935
8.5,9,0000 1 Jan 1998,299.501
9.5,9,0000 1 Jan 1998,299.1858
10.5,9,0000 1 Jan 1998,298.8871
1.5,10,0000 1 Jan 1998,301.8463
2.5,10,0000 1 Jan 1998,301.6114
3.5,10,0000 1 Jan 1998,301.42
4.5,10,0000 1 Jan 1998,301.0009
5.5,10,0000 1 Jan 1998,300.3465
6.5,10,0000 1 Jan 1998,299.6887
7.5,10,0000 1 Jan 1998,299.4166
8.5,10,0000 1 Jan 1998,299.3727
9.5,10,0000 1 Jan 1998,299.2502
10.5,10,0000 1 Jan 1998,299.0332
1.5,11,0000 1 Jan 1998,301.8644
2.5,11,0000 1 Jan 1998,301.6584
3.5,11,0000 1 Jan 1998,301.4828
4.5,11,0000 1 Jan 1998,301.2414
5.5,11,0000 1 Jan 1998,300.714
6.5,11,0000 1 Jan 1998,300.0892
7.5,11,0000 1 Jan 1998,299.5139
8.5,11,0000 1 Jan 1998,299.2332
9.5,11,0000 1 Jan 1998,298.9611
10.5,11,0000 1 Jan 1998,298.6632
1.5,12,0000 1 Jan 1998,301.7654
2.5,12,0000 1 Jan 1998,301.4801
3.5,12,0000 1 Jan 1998,301.1309
4.5,12,0000 1 Jan 1998,300.7455
5.5,12,0000 1 Jan 1998,300.2125
6.5,12,0000 1 Jan 1998,299.7739
7.5,12,0000 1 Jan 1998,299.4065
8.5,12,0000 1 Jan 1998,299.2989
9.5,12,0000 1 Jan 1998,299.187
10.5,12,0000 1 Jan 1998,298.9997
1.5,13,0000 1 Jan 1998,301.8476
2.5,13,0000 1 Jan 1998,301.6298
3.5,13,0000 1 Jan 1998,301.3673
4.5,13,0000 1 Jan 1998,300.9732
5.5,13,0000 1 Jan 1998,300.5202
6.5,13,0000 1 Jan 1998,300.1426
7.5,13,0000 1 Jan 1998,299.9915
8.5,13,0000 1 Jan 1998,299.8665
9.5,13,0000 1 Jan 1998,299.8064
10.5,13,0000 1 Jan 1998,299.5613
1.5,14,0000 1 Jan 1998,301.7907
2.5,14,0000 1 Jan 1998,301.483
3.5,14,0000 1 Jan 1998,301.3553
4.5,14,0000 1 Jan 1998,301.1412
5.5,14,0000 1 Jan 1998,300.801
6.5,14,0000 1 Jan 1998,300.2678
7.5,14,0000 1 Jan 1998,299.8846
8.5,14,0000 1 Jan 1998,299.5815
9.5,14,0000 1 Jan 1998,299.3445
10.5,14,0000 1 Jan 1998,299.1418
1.5,15,0000 1 Jan 1998,301.8252
2.5,15,0000 1 Jan 1998,301.7023
3.5,15,0000 1 Jan 1998,301.4351
4.5,15,0000 1 Jan 1998,301.165
5.5,15,0000 1 Jan 1998,300.6023
6.5,15,0000 1 Jan 1998,300.2276
7.5,15,0000 1 Jan 1998,299.9533
8.5,15,0000 1 Jan 1998,299.7617
9.5,15,0000 1 Jan 1998,299.5234
10.5,15,0000 1 Jan 1998,299.2424
1.5,16,0000 1 Jan 1998,301.9651
2.5,16,0000 1 Jan 1998,301.778
3.5,16,0000 1 Jan 1998,301.5618
4.5,16,0000 1 Jan 1998,301.156
5.5,16,0000 1 Jan 1998,300.4997
6.5,16,0000 1 Jan 1998,299.6959
7.5,16,0000 1 Jan 1998,299.1661
8.5,16,0000 1 Jan 1998,298.845
9.5,16,0000 1 Jan 1998,298.6304
10.5,16,0000 1 Jan 1998,298.4047
1.5,17,0000 1 Jan 1998,301.7188
2.5,17,0000 1 Jan 1998,301.5183
3.5,17,0000 1 Jan 1998,301.335
4.5,17,0000 1 Jan 1998,300.9554
5.5,17,0000 1 Jan 1998,300.3492
6.5,17,0000 1 Jan 1998,299.8931
7.5,17,0000 1 Jan 1998,299.6081
8.5,17,0000 1 Jan 1998,299.4232
9.5,17,0000 1 Jan 1998,299.177
10.5,17,0000 1 Jan 1998,298.866
1.5,18,0000 1 Jan 1998,301.8697
2.5,18,0000 1 Jan 1998,301.7996
3.5,18,0000 1 Jan 1998,301.6112
4.5,18,0000 1 Jan 1998,301.1171
5.5,18,0000 1 Jan 1998,300.3186
6.5,18,0000 1 Jan 1998,299.7305
7.5,18,0000 1 Jan 1998,299.3901
8.5,18,0000 1 Jan 1998,299.2149
9.5,18,0000 1 Jan 1998,298.9167
10.5,18,0000 1 Jan 1998,298.5752
1.5,19,0000 1 Jan 1998,301.8803
2.5,19,0000 1 Jan 1998,301.7463
3.5,19,0000 1 Jan 1998,301.8143
4.5,19,0000 1 Jan 1998,301.6389
5.5,19,0000 1 Jan 1998,301.1839
6.5,19,0000 1 Jan 1998,300.601
7.5,19,0000 1 Jan 1998,300.1981
8.5,19,0000 1 Jan 1998,299.9923
9.5,19,0000 1 Jan 1998,299.8544
10.5,19,0000 1 Jan 1998,299.6635
1.5,20,0000 1 Jan 1998,301.8205
2.5,20,0000 1 Jan 1998,301.5106
3.5,20,0000 1 Jan 1998,301.1697
4.5,20,0000 1 Jan 1998,300.7239
5.5,20,0000 1 Jan 1998,300.1869
6.5,20,0000 1 Jan 1998,299.7358
7.5,20,0000 1 Jan 1998,299.5331
8.5,20,0000 1 Jan 1998,299.3873
9.5,20,0000 1 Jan 1998,299.1048
10.5,20,0000 1 Jan 1998,298.6768
1.5,1,0000 1 Feb 1998,301.7166
2.5,1,0000 1 Feb 1998,301.5786
3.5,1,0000 1 Feb 1998,301.1769
4.5,1,0000 1 Feb 1998,300.5208
5.5,1,0000 1 Feb 1998,299.6855
6.5,1,0000 1 Feb 1998,299.2172
7.5,1,0000 1 Feb 1998,299.0055
8.5,1,0000 1 Feb 1998,298.9244
9.5,1,0000 1 Feb 1998,298.7839
10.5,1,0000 1 Feb 1998,298.6224
1.5,2,0000 1 Feb 1998,301.8619
2.5,2,0000 1 Feb 1998,301.6063
3.5,2,0000 1 Feb 1998,301.1164
4.5,2,0000 1 Feb 1998,300.404
5.5,2,0000 1 Feb 1998,299.7913
6.5,2,0000 1 Feb 1998,299.5253
7.5,2,0000 1 Feb 1998,299.4254
8.5,2,0000 1 Feb 1998,299.3673
9.5,2,0000 1 Feb 1998,299.1662
10.5,2,0000 1 Feb 1998,298.9336
1.5,3,0000 1 Feb 1998,301.8152
2.5,3,0000 1 Feb 1998,301.487
3.5,3,0000 1 Feb 1998,300.885
4.5,3,0000 1 Feb 1998,299.9819
5.5,3,0000 1 Feb 1998,299.2751
6.5,3,0000 1 Feb 1998,298.946
7.5,3,0000 1 Feb 1998,298.8563
8.5,3,0000 1 Feb 1998,298.7504
9.5,3,0000 1 Feb 1998,298.4979
10.5,3,0000 1 Feb 1998,298.1618
1.5,4,0000 1 Feb 1998,302.0241
2.5,4,0000 1 Feb 1998,301.9841
3.5,4,0000 1 Feb 1998,301.6557
4.5,4,0000 1 Feb 1998,300.8346
5.5,4,0000 1 Feb 1998,299.9376
6.5,4,0000 1 Feb 1998,299.3473
7.5,4,0000 1 Feb 1998,299.0609
8.5,4,0000 1 Feb 1998,298.7901
9.5,4,0000 1 Feb 1998,298.3857
10.5,4,0000 1 Feb 1998,298.0883
1.5,5,0000 1 Feb 1998,301.7063
2.5,5,0000 1 Feb 1998,301.4175
3.5,5,0000 1 Feb 1998,300.9709
4.5,5,0000 1 Feb 1998,300.4096
5.5,5,0000 1 Feb 1998,299.8415
6.5,5,0000 1 Feb 1998,299.5401
7.5,5,0000 1 Feb 1998,299.4656
8.5,5,0000 1 Feb 1998,299.3461
9.5,5,0000 1 Feb 1998,299.1471
10.5,5,0000 1 Feb 1998,299.0078
1.5,6,0000 1 Feb 1998,301.6949
2.5,6,0000 1 Feb 1998,301.6106
3.5,6,0000 1 Feb 1998,301.2234
4.5,6,0000 1 Feb 1998,300.5719
5.5,6,0000 1 Feb 1998,299.8163
6.5,6,0000 1 Feb 1998,299.4819
7.5,6,0000 1 Feb 1998,299.2271
8.5,6,0000 1 Feb 1998,298.8907
9.5,6,0000 1 Feb 1998,298.3443
10.5,6,0000 1 Feb 1998,297.9561
1.5,7,0000 1 Feb 1998,301.5393
2.5,7,0000 1 Feb 1998,301.2943
3.5,7,0000 1 Feb 1998,300.8618
4.5,7,0000 1 Feb 1998,300.396
5.5,7,0000 1 Feb 1998,299.748
6.5,7,0000 1 Feb 1998,299.3496
7.5,7,0000 1 Feb 1998,299.14
8.5,7,0000 1 Feb 1998,298.892
9.5,7,0000 1 Feb 1998,298.6143
10.5,7,0000 1 Feb 1998,298.4851
1.5,8,0000 1 Feb 1998,301.7668
2.5,8,0000 1 Feb 1998,301.4882
3.5,8,0000 1 Feb 1998,300.8346
4.5,8,0000 1 Feb 1998,300.183
5.5,8,0000 1 Feb 1998,299.4854
6.5,8,0000 1 Feb 1998,299.2622
7.5,8,0000 1 Feb 1998,299.1728
8.5,8,0000 1 Feb 1998,299.1198
9.5,8,0000 1 Feb 1998,298.9618
10.5,8,0000 1 Feb 1998,298.8853
1.5,9,0000 1 Feb 1998,301.5914
2.5,9,0000 1 Feb 1998,301.3604
3.5,9,0000 1 Feb 1998,301.004
4.5,9,0000 1 Feb 1998,300.6105
5.5,9,0000 1 Feb 1998,299.9519
6.5,9,0000 1 Feb 1998,299.5688
7.5,9,0000 1 Feb 1998,299.2794
8.5,9,0000 1 Feb 1998,299.1062
9.5,9,0000 1 Feb 1998,298.7935
10.5,9,0000 1 Feb 1998,298.4128
1.5,10,0000 1 Feb 1998,301.7741
2.5,10,0000 1 Feb 1998,301.6232
3.5,10,0000 1 Feb 1998,301.2789
4.5,10,0000 1 Feb 1998,300.8203
5.5,10,0000 1 Feb 1998,300.2803
6.5,10,0000 1 Feb 1998,299.9789
7.5,10,0000 1 Feb 1998,299.7399
8.5,10,0000 1 Feb 1998,299.3363
9.5,10,0000 1 Feb 1998,298.7531
10.5,10,0000 1 Feb 1998,298.2532
1.5,11,0000 1 Feb 1998,301.6413
2.5,11,0000 1 Feb 1998,301.3245
3.5,11,0000 1 Feb 1998,300.9648
4.5,11,0000 1 Feb 1998,300.3427
5.5,11,0000 1 Feb 1998,299.8277
6.5,11,0000 1 Feb 1998,299.5445
7.5,11,0000 1 Feb 1998,299.4215
8.5,11,0000 1 Feb 1998,299.2529
9.5,11,0000 1 Feb 1998,299.0512
10.5,11,0000 1 Feb 1998,298.9006
1.5,12,0000 1 Feb 1998,301.7904
2.5,12,0000 1 Feb 1998,301.5978
3.5,12,0000 1 Feb 1998,300.8276
4.5,12,0000 1 Feb 1998,299.9448
5.5,12,0000 1 Feb 1998,299.1563
6.5,12,0000 1 Feb 1998,298.9666
7.5,12,0000 1 Feb 1998,298.8875
8.5,12,0000 1 Feb 1998,298.7642
9.5,12,0000 1 Feb 1998,298.5524
10.5,12,0000 1 Feb 1998,298.4171
1.5,13,0000 1 Feb 1998,301.6084
2.5,13,0000 1 Feb 1998,301.535
3.5,13,0000 1 Feb 1998,301.1749
4.5,13,0000 1 Feb 1998,300.5619
5.5,13,0000 1 Feb 1998,299.7555
6.5,13,0000 1 Feb 1998,299.4232
7.5,13,0000 1 Feb 1998,299.3689
8.5,13,0000 1 Feb 1998,299.2617
9.5,13,0000 1 Feb 1998,298.9903
10.5,13,0000 1 Feb 1998,298.7438
1.5,14,0000 1 Feb 1998,301.7896
2.5,14,0000 1 Feb 1998,301.6595
3.5,14,0000 1 Feb 1998,301.1988
4.5,14,0000 1 Feb 1998,300.4071
5.5,14,0000 1 Feb 1998,299.6559
6.5,14,0000 1 Feb 1998,299.2566
7.5,14,0000 1 Feb 1998,299.0856
8.5,14,0000 1 Feb 1998,298.9135
9.5,14,0000 1 Feb 1998,298.7636
10.5,14,0000 1 Feb 1998,298.6151
1.5,15,0000 1 Feb 1998,301.7535
2.5,15,0000 1 Feb 1998,301.5354
3.5,15,0000 1 Feb 1998,301.2705
4.5,15,0000 1 Feb 1998,300.8153
5.5,15,0000 1 Feb 1998,300.2624
6.5,15,0000 1 Feb 1998,299.7682
7.5,15,0000 1 Feb 1998,299.4709
8.5,15,0000 1 Feb 1998,299.2227
9.5,15,0000 1 Feb 1998,299.0139
10.5,15,0000 1 Feb 1998,298.8415
1.5,16,0000 1 Feb 1998,301.7487
2.5,16,0000 1 Feb 1998,301.445
3.5,16,0000 1 Feb 1998,300.9864
4.5,16,0000 1 Feb 1998,300.408
5.5,16,0000 1 Feb 1998,299.8884
6.5,16,0000 1 Feb 1998,299.5253
7.5,16,0000 1 Feb 1998,299.2817
8.5,16,0000 1 Feb 1998,299.0919
9.5,16,0000 1 Feb 1998,298.8638
10.5,16,0000 1 Feb 1998,298.6615
1.5,17,0000 1 Feb 1998,301.6788
2.5,17,0000 1 Feb 1998,301.483
3.5,17,0000 1 Feb 1998,301.1252
4.5,17,0000 1 Feb 1998,300.5004
5.5,17,0000 1 Feb 1998,299.8192
6.5,17,0000 1 Feb 1998,299.3836
7.5,17,0000 1 Feb 1998,299.1828
8.5,17,0000 1 Feb 1998,298.9654
9.5,17,0000 1 Feb 1998,298.7213
10.5,17,0000 1 Feb 1998,298.5932
1.5,18,0000 1 Feb 1998,301.7889
2.5,18,0000 1 Feb 1998,301.5349
3.5,18,0000 1 Feb 1998,301.0683
4.5,18,0000 1 Feb 1998,300.4289
5.5,18,0000 1 Feb 1998,299.7969
6.5,18,0000 1 Feb 1998,299.476
7.5,18,0000 1 Feb 1998,299.1843
8.5,18,0000 1 Feb 1998,298.8185
9.5,18,0000 1 Feb 1998,298.3326
10.5,18,0000 1 Feb 1998,297.9908
1.5,19,0000 1 Feb 1998,301.5426
2.5,19,0000 1 Feb 1998,301.2805
3.5,19,0000 1 Feb 1998,300.9741
4.5,19,0000 1 Feb 1998,300.514
5.5,19,0000 1 Feb 1998,300.0413
6.5,19,0000 1 Feb 1998,299.7368
7.5,19,0000 1 Feb 1998,299.5191
8.5,19,0000 1 Feb 1998,299.2779
9.5,19,0000 1 Feb 1998,298.9193
10.5,19,0000 1 Feb 1998,298.4943
1.5,20,0000 1 Feb 1998,301.7443
2.5,20,0000 1 Feb 1998,301.3811
3.5,20,0000 1 Feb 1998,300.8152
4.5,20,0000 1 Feb 1998,299.9935
5.5,20,0000 1 Feb 1998,299.3056
6.5,20,0000 1 Feb 1998,299.0901
7.5,20,0000 1 Feb 1998,299.0406
8.5,20,0000 1 Feb 1998,299.0344
9.5,20,0000 1 Feb 1998,298.9274
10.5,20,0000 1 Feb 1998,298.8826
1.5,1,0000 1 Mar 1998,301.6533
2.5,1,0000 1 Mar 1998,301.1949
3.5,1,0000 1 Mar 1998,300.5431
4.5,1,0000 1 Mar 1998,300.0509
5.5,1,0000 1 Mar 1998,299.8833
6.5,1,0000 1 Mar 1998,299.865
7.5,1,0000 1 Mar 1998,299.7625
8.5,1,0000 1 Mar 1998,299.4999
9.5,1,0000 1 Mar 1998,299.234
10.5,1,0000 1 Mar 1998,299.1871
1.5,2,0000 1 Mar 1998,301.8138
2.5,2,0000 1 Mar 1998,301.6658
3.5,2,0000 1 Mar 1998,301.2933
4.5,2,0000 1 Mar 1998,300.6071
5.5,2,0000 1 Mar 1998,300.0684
6.5,2,0000 1 Mar 1998,299.7946
7.5,2,0000 1 Mar 1998,299.473
8.5,2,0000 1 Mar 1998,299.0779
9.5,2,0000 1 Mar 1998,298.6209
10.5,2,0000 1 Mar 1998,298.4315
1.5,3,0000 1 Mar 1998,301.477
2.5,3,0000 1 Mar 1998,300.9058
3.5,3,0000 1 Mar 1998,300.3786
4.5,3,0000 1 Mar 1998,299.8758
5.5,3,0000 1 Mar 1998,299.768
6.5,3,0000 1 Mar 1998,299.6532
7.5,3,0000 1 Mar 1998,299.4328
8.5,3,0000 1 Mar 1998,299.1779
9.5,3,0000 1 Mar 1998,299.0244
10.5,3,0000 1 Mar 1998,299.1653
1.5,4,0000 1 Mar 1998,301.8114
2.5,4,0000 1 Mar 1998,301.4493
3.5,4,0000 1 Mar 1998,300.7861
4.5,4,0000 1 Mar 1998,299.9793
5.5,4,0000 1 Mar 1998,299.4083
6.5,4,0000 1 Mar 1998,299.1264
7.5,4,0000 1 Mar 1998,298.8353
8.5,4,0000 1 Mar 1998,298.4868
9.5,4,0000 1 Mar 1998,298.0852
10.5,4,0000 1 Mar 1998,298.034
1.5,5,0000 1 Mar 1998,301.5463
2.5,5,0000 1 Mar 1998,301.1024
3.5,5,0000 1 Mar 1998,300.5809
4.5,5,0000 1 Mar 1998,300.0741
5.5,5,0000 1 Mar 1998,299.7664
6.5,5,0000 1 Mar 1998,299.6509
7.5,5,0000 1 Mar 1998,299.4752
8.5,5,0000 1 Mar 1998,299.1022
9.5,5,0000 1 Mar 1998,298.7726
10.5,5,0000 1 Mar 1998,298.6198
1.5,6,0000 1 Mar 1998,301.7155
2.5,6,0000 1 Mar 1998,301.201
3.5,6,0000 1 Mar 1998,300.5754
4.5,6,0000 1 Mar 1998,299.9968
5.5,6,0000 1 Mar 1998,299.8063
6.5,6,0000 1 Mar 1998,299.6898
7.5,6,0000 1 Mar 1998,299.533
8.5,6,0000 1 Mar 1998,299.1554
9.5,6,0000 1 Mar 1998,298.8444
10.5,6,0000 1 Mar 1998,298.7086
1.5,7,0000 1 Mar 1998,301.4025
2.5,7,0000 1 Mar 1998,300.9305
3.5,7,0000 1 Mar 1998,300.4465
4.5,7,0000 1 Mar 1998,299.8367
5.5,7,0000 1 Mar 1998,299.4818
6.5,7,0000 1 Mar 1998,299.2829
7.5,7,0000 1 Mar 1998,298.9671
8.5,7,0000 1 Mar 1998,298.5565
9.5,7,0000 1 Mar 1998,298.173
10.5,7,0000 1 Mar 1998,298.2002
1.5,8,0000 1 Mar 1998,301.5155
2.5,8,0000 1 Mar 1998,301.0526
3.5,8,0000 1 Mar 1998,300.3984
4.5,8,0000 1 Mar 1998,299.7754
5.5,8,0000 1 Mar 1998,299.3755
6.5,8,0000 1 Mar 1998,299.1972
7.5,8,0000 1 Mar 1998,299.0276
8.5,8,0000 1 Mar 1998,298.773
9.5,8,0000 1 Mar 1998,298.5034
10.5,8,0000 1 Mar 1998,298.469
1.5,9,0000 1 Mar 1998,301.6735
2.5,9,0000 1 Mar 1998,301.2359
3.5,9,0000 1 Mar 1998,300.6877
4.5,9,0000 1 Mar 1998,300.2379
5.5,9,0000 1 Mar 1998,299.9182
6.5,9,0000 1 Mar 1998,299.6955
7.5,9,0000 1 Mar 1998,299.3965
8.5,9,0000 1 Mar 1998,299.0515
9.5,9,0000 1 Mar 1998,298.6765
10.5,9,0000 1 Mar 1998,298.529
1.5,10,0000 1 Mar 1998,301.7608
2.5,10,0000 1 Mar 1998,301.4214
3.5,10,0000 1 Mar 1998,301.0432
4.5,10,0000 1 Mar 1998,300.4075
5.5,10,0000 1 Mar 1998,299.9853
6.5,10,0000 1 Mar 1998,299.7113
7.5,10,0000 1 Mar 1998,299.4567
8.5,10,0000 1 Mar 1998,299.1965
9.5,10,0000 1 Mar 1998,298.9979
10.5,10,0000 1 Mar 1998,298.9369
1.5,11,0000 1 Mar 1998,301.809
2.5,11,0000 1 Mar 1998,301.3442
3.5,11,0000 1 Mar 1998,300.6067
4.5,11,0000 1 Mar 1998,299.8025
5.5,11,0000 1 Mar 1998,299.4479
6.5,11,0000 1 Mar 1998,299.3142
7.5,11,0000 1 Mar 1998,299.2216
8.5,11,0000 1 Mar 1998,299.0088
9.5,11,0000 1 Mar 1998,298.7631
10.5,11,0000 1 Mar 1998,298.7476
1.5,12,0000 1 Mar 1998,301.6819
2.5,12,0000 1 Mar 1998,301.4
3.5,12,0000 1 Mar 1998,300.9471
4.5,12,0000 1 Mar 1998,300.4287
5.5,12,0000 1 Mar 1998,300.0409
6.5,12,0000 1 Mar 1998,299.7227
7.5,12,0000 1 Mar 1998,299.3594
8.5,12,0000 1 Mar 1998,299.0526
9.5,12,0000 1 Mar 1998,298.8511
10.5,12,0000 1 Mar 1998,298.8466
1.5,13,0000 1 Mar 1998,301.5074
2.5,13,0000 1 Mar 1998,301.2269
3.5,13,0000 1 Mar 1998,300.8669
4.5,13,0000 1 Mar 1998,300.2458
5.5,13,0000 1 Mar 1998,299.8486
6.5,13,0000 1 Mar 1998,299.643
7.5,13,0000 1 Mar 1998,299.4341
8.5,13,0000 1 Mar 1998,299.1706
9.5,13,0000 1 Mar 1998,298.9487
10.5,13,0000 1 Mar 1998,298.9526
1.5,14,0000 1 Mar 1998,301.5517
2.5,14,0000 1 Mar 1998,301.086
3.5,14,0000 1 Mar 1998,300.4179
4.5,14,0000 1 Mar 1998,299.7598
5.5,14,0000 1 Mar 1998,299.3972
6.5,14,0000 1 Mar 1998,299.2276
7.5,14,0000 1 Mar 1998,299.0441
8.5,14,0000 1 Mar 1998,298.7665
9.5,14,0000 1 Mar 1998,298.5364
10.5,14,0000 1 Mar 1998,298.5331
1.5,15,0000 1 Mar 1998,301.5791
2.5,15,0000 1 Mar 1998,301.1159
3.5,15,0000 1 Mar 1998,300.522
4.5,15,0000 1 Mar 1998,299.9121
5.5,15,0000 1 Mar 1998,299.6302
6.5,15,0000 1 Mar 1998,299.4819
7.5,15,0000 1 Mar 1998,299.3464
8.5,15,0000 1 Mar 1998,299.1
9.5,15,0000 1 Mar 1998,298.8984
10.5,15,0000 1 Mar 1998,298.8451
1.5,16,0000 1 Mar 1998,301.7625
2.5,16,0000 1 Mar 1998,301.2787
3.5,16,0000 1 Mar 1998,300.5593
4.5,16,0000 1 Mar 1998,299.9323
5.5,16,0000 1 Mar 1998,299.5869
6.5,16,0000 1 Mar 1998,299.3355
7.5,16,0000 1 Mar 1998,299.0288
8.5,16,0000 1 Mar 1998,298.7097
9.5,16,0000 1 Mar 1998,298.4253
10.5,16,0000 1 Mar 1998,298.5144
1.5,17,0000 1 Mar 1998,301.4621
2.5,17,0000 1 Mar 1998,300.8506
3.5,17,0000 1 Mar 1998,300.2037
4.5,17,0000 1 Mar 1998,299.8029
5.5,17,0000 1 Mar 1998,299.6108
6.5,17,0000 1 Mar 1998,299.5719
7.5,17,0000 1 Mar 1998,299.3956
8.5,17,0000 1 Mar 1998,299.0802
9.5,17,0000 1 Mar 1998,298.7518
10.5,17,0000 1 Mar 1998,298.6874
1.5,18,0000 1 Mar 1998,301.7211
2.5,18,0000 1 Mar 1998,301.2698
3.5,18,0000 1 Mar 1998,300.6289
4.5,18,0000 1 Mar 1998,299.9925
5.5,18,0000 1 Mar 1998,299.586
6.5,18,0000 1 Mar 1998,299.2971
7.5,18,0000 1 Mar 1998,298.9333
8.5,18,0000 1 Mar 1998,298.5883
9.5,18,0000 1 Mar 1998,298.3342
10.5,18,0000 1 Mar 1998,298.4924
1.5,19,0000 1 Mar 1998,301.6181
2.5,19,0000 1 Mar 1998,301.201
3.5,19,0000 1 Mar 1998,300.5632
4.5,19,0000 1 Mar 1998,299.7689
5.5,19,0000 1 Mar 1998,299.3012
6.5,19,0000 1 Mar 1998,298.9959
7.5,19,0000 1 Mar 1998,298.6451
8.5,19,0000 1 Mar 1998,298.2703
9.5,19,0000 1 Mar 1998,298.0211
10.5,19,0000 1 Mar 1998,298.0808
1.5,20,0000 1 Mar 1998,301.8317
2.5,20,0000 1 Mar 1998,301.3204
3.5,20,0000 1 Mar 1998,300.5893
4.5,20,0000 1 Mar 1998,299.9431
5.5,20,0000 1 Mar 1998,299.5417
6.5,20,0000 1 Mar 1998,299.3513
7.5,20,0000 1 Mar 1998,299.2337
8.5,20,0000 1 Mar 1998,299.0324
9.5,20,0000 1 Mar 1998,298.7206
10.5,20,0000 1 Mar 1998,298.5711
1.5,1,0000 1 Apr 1998,301.1263
2.5,1,0000 1 Apr 1998,300.435
3.5,1,0000 1 Apr 1998,299.7716
4.5,1,0000 1 Apr 1998,299.4392
5.5,1,0000 1 Apr 1998,299.3795
6.5,1,0000 1 Apr 1998,299.1629
7.5,1,0000 1 Apr 1998,298.8484
8.5,1,0000 1 Apr 1998,298.5724
9.5,1,0000 1 Apr 1998,298.5576
10.5,1,0000 1 Apr 1998,299.0153
1.5,2,0000 1 Apr 1998,301.2176
2.5,2,0000 1 Apr 1998,300.6021
3.5,2,0000 1 Apr 1998,299.9459
4.5,2,0000 1 Apr 1998,299.6382
5.5,2,0000 1 Apr 1998,299.4294
6.5,2,0000 1 Apr 1998,299.1089
7.5,2,0000 1 Apr 1998,298.8004
8.5,2,0000 1 Apr 1998,298.4355
9.5,2,0000 1 Apr 1998,298.1884
10.5,2,0000 1 Apr 1998,298.1037
1.5,3,0000 1 Apr 1998,301.2906
2.5,3,0000 1 Apr 1998,300.7274
3.5,3,0000 1 Apr 1998,300.0993
4.5,3,0000 1 Apr 1998,299.591
5.5,3,0000 1 Apr 1998,299.2163
6.5,3,0000 1 Apr 1998,298.7905
7.5,3,0000 1 Apr 1998,298.3524
8.5,3,0000 1 Apr 1998,297.9867
9.5,3,0000 1 Apr 1998,297.9128
10.5,3,0000 1 Apr 1998,298.1984
1.5,4,0000 1 Apr 1998,301.1084
2.5,4,0000 1 Apr 1998,300.3803
3.5,4,0000 1 Apr 1998,299.7411
4.5,4,0000 1 Apr 1998,299.541
5.5,4,0000 1 Apr 1998,299.5251
6.5,4,0000 1 Apr 1998,299.3425
