L,M,MON,LDC_SST_GEM52_NEMO
8.5,13,0000 1 Jul 2017,298.6053
9.5,13,0000 1 Jul 2017,298.4928
10.5,13,0000 1 Jul 2017,298.2307
1.5,14,0000 1 Jul 2017,299.0893
2.5,14,0000 1 Jul 2017,298.6171
3.5,14,0000 1 Jul 2017,298.5014
4.5,14,0000 1 Jul 2017,298.3293
5.5,14,0000 1 Jul 2017,298.1881
6.5,14,0000 1 Jul 2017,298.2319
7.5,14,0000 1 Jul 2017,298.5171
8.5,14,0000 1 Jul 2017,298.7848
9.5,14,0000 1 Jul 2017,298.9354
10.5,14,0000 1 Jul 2017,298.8467
1.5,15,0000 1 Jul 2017,299.4932
2.5,15,0000 1 Jul 2017,299.1765
3.5,15,0000 1 Jul 2017,299.1873
4.5,15,0000 1 Jul 2017,299.1822
5.5,15,0000 1 Jul 2017,299.1641
6.5,15,0000 1 Jul 2017,299.0751
7.5,15,0000 1 Jul 2017,299.0406
8.5,15,0000 1 Jul 2017,299.1452
9.5,15,0000 1 Jul 2017,299.2528
10.5,15,0000 1 Jul 2017,299.3182
1.5,16,0000 1 Jul 2017,299.0222
2.5,16,0000 1 Jul 2017,298.645
3.5,16,0000 1 Jul 2017,298.8299
4.5,16,0000 1 Jul 2017,299.015
5.5,16,0000 1 Jul 2017,298.9759
6.5,16,0000 1 Jul 2017,298.9656
7.5,16,0000 1 Jul 2017,299.0159
8.5,16,0000 1 Jul 2017,299.0506
9.5,16,0000 1 Jul 2017,298.7759
10.5,16,0000 1 Jul 2017,298.4065
1.5,17,0000 1 Jul 2017,299.0672
2.5,17,0000 1 Jul 2017,298.5397
3.5,17,0000 1 Jul 2017,298.5186
4.5,17,0000 1 Jul 2017,298.5112
5.5,17,0000 1 Jul 2017,298.6312
6.5,17,0000 1 Jul 2017,298.7393
7.5,17,0000 1 Jul 2017,299.0072
8.5,17,0000 1 Jul 2017,299.2
9.5,17,0000 1 Jul 2017,299.2252
10.5,17,0000 1 Jul 2017,298.8607
1.5,18,0000 1 Jul 2017,299.31
2.5,18,0000 1 Jul 2017,298.9281
3.5,18,0000 1 Jul 2017,298.966
4.5,18,0000 1 Jul 2017,299.1223
5.5,18,0000 1 Jul 2017,299.1799
6.5,18,0000 1 Jul 2017,299.2143
7.5,18,0000 1 Jul 2017,299.3808
8.5,18,0000 1 Jul 2017,299.6234
9.5,18,0000 1 Jul 2017,299.7642
10.5,18,0000 1 Jul 2017,299.5968
1.5,19,0000 1 Jul 2017,299.2265
2.5,19,0000 1 Jul 2017,298.7953
3.5,19,0000 1 Jul 2017,298.7833
4.5,19,0000 1 Jul 2017,298.7693
5.5,19,0000 1 Jul 2017,298.6389
6.5,19,0000 1 Jul 2017,298.5192
7.5,19,0000 1 Jul 2017,298.6002
8.5,19,0000 1 Jul 2017,298.8133
9.5,19,0000 1 Jul 2017,298.9838
10.5,19,0000 1 Jul 2017,298.9107
1.5,20,0000 1 Jul 2017,299.2937
2.5,20,0000 1 Jul 2017,298.883
3.5,20,0000 1 Jul 2017,298.9011
4.5,20,0000 1 Jul 2017,298.8732
5.5,20,0000 1 Jul 2017,298.9416
6.5,20,0000 1 Jul 2017,299.1105
7.5,20,0000 1 Jul 2017,299.3338
8.5,20,0000 1 Jul 2017,299.552
9.5,20,0000 1 Jul 2017,299.8002
10.5,20,0000 1 Jul 2017,299.9793
1.5,1,0000 1 Aug 2017,298.6141
2.5,1,0000 1 Aug 2017,298.1953
3.5,1,0000 1 Aug 2017,298.1068
4.5,1,0000 1 Aug 2017,297.9266
5.5,1,0000 1 Aug 2017,297.8045
6.5,1,0000 1 Aug 2017,297.866
7.5,1,0000 1 Aug 2017,298.0692
8.5,1,0000 1 Aug 2017,298.2283
9.5,1,0000 1 Aug 2017,298.2008
10.5,1,0000 1 Aug 2017,297.9646
1.5,2,0000 1 Aug 2017,298.85
2.5,2,0000 1 Aug 2017,298.6549
3.5,2,0000 1 Aug 2017,298.699
4.5,2,0000 1 Aug 2017,298.6738
5.5,2,0000 1 Aug 2017,298.6269
6.5,2,0000 1 Aug 2017,298.6834
7.5,2,0000 1 Aug 2017,298.8654
8.5,2,0000 1 Aug 2017,298.9453
9.5,2,0000 1 Aug 2017,298.9484
10.5,2,0000 1 Aug 2017,298.7933
1.5,3,0000 1 Aug 2017,298.4184
2.5,3,0000 1 Aug 2017,298.0743
3.5,3,0000 1 Aug 2017,298.0777
4.5,3,0000 1 Aug 2017,298.0826
5.5,3,0000 1 Aug 2017,298.1557
6.5,3,0000 1 Aug 2017,298.4188
7.5,3,0000 1 Aug 2017,298.813
8.5,3,0000 1 Aug 2017,298.9958
9.5,3,0000 1 Aug 2017,298.9838
10.5,3,0000 1 Aug 2017,298.692
1.5,4,0000 1 Aug 2017,298.6713
2.5,4,0000 1 Aug 2017,298.4939
3.5,4,0000 1 Aug 2017,298.7323
4.5,4,0000 1 Aug 2017,298.778
5.5,4,0000 1 Aug 2017,298.9729
6.5,4,0000 1 Aug 2017,299.2603
7.5,4,0000 1 Aug 2017,299.6741
8.5,4,0000 1 Aug 2017,299.9015
9.5,4,0000 1 Aug 2017,299.7755
10.5,4,0000 1 Aug 2017,299.3801
1.5,5,0000 1 Aug 2017,298.7049
2.5,5,0000 1 Aug 2017,298.4313
3.5,5,0000 1 Aug 2017,298.518
4.5,5,0000 1 Aug 2017,298.6777
5.5,5,0000 1 Aug 2017,298.9093
6.5,5,0000 1 Aug 2017,299.0707
7.5,5,0000 1 Aug 2017,299.2547
8.5,5,0000 1 Aug 2017,299.4808
9.5,5,0000 1 Aug 2017,299.6697
10.5,5,0000 1 Aug 2017,299.6303
1.5,6,0000 1 Aug 2017,298.5681
2.5,6,0000 1 Aug 2017,298.2541
3.5,6,0000 1 Aug 2017,298.2846
4.5,6,0000 1 Aug 2017,298.3558
5.5,6,0000 1 Aug 2017,298.4025
6.5,6,0000 1 Aug 2017,298.637
7.5,6,0000 1 Aug 2017,298.9098
8.5,6,0000 1 Aug 2017,299.1773
9.5,6,0000 1 Aug 2017,299.1867
10.5,6,0000 1 Aug 2017,298.872
1.5,7,0000 1 Aug 2017,298.5779
2.5,7,0000 1 Aug 2017,298.208
3.5,7,0000 1 Aug 2017,298.0866
4.5,7,0000 1 Aug 2017,297.9676
5.5,7,0000 1 Aug 2017,297.9371
6.5,7,0000 1 Aug 2017,298.0528
7.5,7,0000 1 Aug 2017,298.2149
8.5,7,0000 1 Aug 2017,298.3481
9.5,7,0000 1 Aug 2017,298.3922
10.5,7,0000 1 Aug 2017,298.2426
1.5,8,0000 1 Aug 2017,298.5557
2.5,8,0000 1 Aug 2017,298.2516
3.5,8,0000 1 Aug 2017,298.3887
4.5,8,0000 1 Aug 2017,298.3871
5.5,8,0000 1 Aug 2017,298.3583
6.5,8,0000 1 Aug 2017,298.5055
7.5,8,0000 1 Aug 2017,298.8195
8.5,8,0000 1 Aug 2017,299.0563
9.5,8,0000 1 Aug 2017,298.9981
10.5,8,0000 1 Aug 2017,298.6485
1.5,9,0000 1 Aug 2017,298.7579
2.5,9,0000 1 Aug 2017,298.6694
3.5,9,0000 1 Aug 2017,298.829
4.5,9,0000 1 Aug 2017,298.9062
5.5,9,0000 1 Aug 2017,298.8666
6.5,9,0000 1 Aug 2017,298.8669
7.5,9,0000 1 Aug 2017,298.8734
8.5,9,0000 1 Aug 2017,298.8731
9.5,9,0000 1 Aug 2017,298.6737
10.5,9,0000 1 Aug 2017,298.2712
1.5,10,0000 1 Aug 2017,298.5071
2.5,10,0000 1 Aug 2017,298.2602
3.5,10,0000 1 Aug 2017,298.3794
4.5,10,0000 1 Aug 2017,298.4401
5.5,10,0000 1 Aug 2017,298.3106
6.5,10,0000 1 Aug 2017,298.4135
7.5,10,0000 1 Aug 2017,298.7168
8.5,10,0000 1 Aug 2017,299.0227
9.5,10,0000 1 Aug 2017,299.0536
10.5,10,0000 1 Aug 2017,298.8361
1.5,11,0000 1 Aug 2017,298.7539
2.5,11,0000 1 Aug 2017,298.498
3.5,11,0000 1 Aug 2017,298.5188
4.5,11,0000 1 Aug 2017,298.519
5.5,11,0000 1 Aug 2017,298.5268
6.5,11,0000 1 Aug 2017,298.6743
7.5,11,0000 1 Aug 2017,299.0021
8.5,11,0000 1 Aug 2017,299.3711
9.5,11,0000 1 Aug 2017,299.4829
10.5,11,0000 1 Aug 2017,299.1152
1.5,12,0000 1 Aug 2017,298.7566
2.5,12,0000 1 Aug 2017,298.5585
3.5,12,0000 1 Aug 2017,298.6565
4.5,12,0000 1 Aug 2017,298.7673
5.5,12,0000 1 Aug 2017,298.7994
6.5,12,0000 1 Aug 2017,298.7742
7.5,12,0000 1 Aug 2017,298.7895
8.5,12,0000 1 Aug 2017,298.8322
9.5,12,0000 1 Aug 2017,298.8809
10.5,12,0000 1 Aug 2017,298.7932
1.5,13,0000 1 Aug 2017,298.584
2.5,13,0000 1 Aug 2017,298.2975
3.5,13,0000 1 Aug 2017,298.2444
4.5,13,0000 1 Aug 2017,298.1285
5.5,13,0000 1 Aug 2017,298.1336
6.5,13,0000 1 Aug 2017,298.3132
7.5,13,0000 1 Aug 2017,298.6783
8.5,13,0000 1 Aug 2017,298.9506
9.5,13,0000 1 Aug 2017,299.0867
10.5,13,0000 1 Aug 2017,298.8392
1.5,14,0000 1 Aug 2017,298.8541
2.5,14,0000 1 Aug 2017,298.6187
3.5,14,0000 1 Aug 2017,298.7262
4.5,14,0000 1 Aug 2017,298.8615
5.5,14,0000 1 Aug 2017,298.9949
6.5,14,0000 1 Aug 2017,299.2398
7.5,14,0000 1 Aug 2017,299.5659
8.5,14,0000 1 Aug 2017,299.8293
9.5,14,0000 1 Aug 2017,299.7395
10.5,14,0000 1 Aug 2017,299.2586
1.5,15,0000 1 Aug 2017,298.7142
2.5,15,0000 1 Aug 2017,298.5871
3.5,15,0000 1 Aug 2017,298.7082
4.5,15,0000 1 Aug 2017,298.7595
5.5,15,0000 1 Aug 2017,298.7705
6.5,15,0000 1 Aug 2017,298.9115
7.5,15,0000 1 Aug 2017,299.1018
8.5,15,0000 1 Aug 2017,299.2637
9.5,15,0000 1 Aug 2017,299.2816
10.5,15,0000 1 Aug 2017,299.0223
1.5,16,0000 1 Aug 2017,298.6742
2.5,16,0000 1 Aug 2017,298.5789
3.5,16,0000 1 Aug 2017,298.8078
4.5,16,0000 1 Aug 2017,298.938
5.5,16,0000 1 Aug 2017,299.0733
6.5,16,0000 1 Aug 2017,299.3455
7.5,16,0000 1 Aug 2017,299.6308
8.5,16,0000 1 Aug 2017,299.8658
9.5,16,0000 1 Aug 2017,299.817
10.5,16,0000 1 Aug 2017,299.3752
1.5,17,0000 1 Aug 2017,298.8605
2.5,17,0000 1 Aug 2017,298.5527
3.5,17,0000 1 Aug 2017,298.6082
4.5,17,0000 1 Aug 2017,298.7354
5.5,17,0000 1 Aug 2017,299.0073
6.5,17,0000 1 Aug 2017,299.2722
7.5,17,0000 1 Aug 2017,299.519
8.5,17,0000 1 Aug 2017,299.6815
9.5,17,0000 1 Aug 2017,299.6437
10.5,17,0000 1 Aug 2017,299.2855
1.5,18,0000 1 Aug 2017,298.8182
2.5,18,0000 1 Aug 2017,298.6354
3.5,18,0000 1 Aug 2017,298.6359
4.5,18,0000 1 Aug 2017,298.6481
5.5,18,0000 1 Aug 2017,298.6458
6.5,18,0000 1 Aug 2017,298.7348
7.5,18,0000 1 Aug 2017,298.8781
8.5,18,0000 1 Aug 2017,298.9504
9.5,18,0000 1 Aug 2017,298.9351
10.5,18,0000 1 Aug 2017,298.6358
1.5,19,0000 1 Aug 2017,298.8116
2.5,19,0000 1 Aug 2017,298.555
3.5,19,0000 1 Aug 2017,298.539
4.5,19,0000 1 Aug 2017,298.3344
5.5,19,0000 1 Aug 2017,298.0974
6.5,19,0000 1 Aug 2017,297.9196
7.5,19,0000 1 Aug 2017,298.0806
8.5,19,0000 1 Aug 2017,298.3833
9.5,19,0000 1 Aug 2017,298.6088
10.5,19,0000 1 Aug 2017,298.5281
1.5,20,0000 1 Aug 2017,298.897
2.5,20,0000 1 Aug 2017,298.6302
3.5,20,0000 1 Aug 2017,298.5763
4.5,20,0000 1 Aug 2017,298.4496
5.5,20,0000 1 Aug 2017,298.3591
6.5,20,0000 1 Aug 2017,298.4853
7.5,20,0000 1 Aug 2017,298.8046
8.5,20,0000 1 Aug 2017,299.1257
9.5,20,0000 1 Aug 2017,299.2137
10.5,20,0000 1 Aug 2017,299.0625
1.5,1,0000 1 Sep 2017,297.8174
2.5,1,0000 1 Sep 2017,297.3293
3.5,1,0000 1 Sep 2017,297.3657
4.5,1,0000 1 Sep 2017,297.6792
5.5,1,0000 1 Sep 2017,298.122
6.5,1,0000 1 Sep 2017,298.4716
7.5,1,0000 1 Sep 2017,298.6899
8.5,1,0000 1 Sep 2017,298.6701
9.5,1,0000 1 Sep 2017,298.3861
10.5,1,0000 1 Sep 2017,297.9059
1.5,2,0000 1 Sep 2017,298.294
2.5,2,0000 1 Sep 2017,298.0025
3.5,2,0000 1 Sep 2017,298.0608
4.5,2,0000 1 Sep 2017,298.1656
5.5,2,0000 1 Sep 2017,298.4145
6.5,2,0000 1 Sep 2017,298.6154
7.5,2,0000 1 Sep 2017,298.7971
8.5,2,0000 1 Sep 2017,298.7995
9.5,2,0000 1 Sep 2017,298.6654
10.5,2,0000 1 Sep 2017,298.2691
1.5,3,0000 1 Sep 2017,298.1914
2.5,3,0000 1 Sep 2017,297.8574
3.5,3,0000 1 Sep 2017,297.8426
4.5,3,0000 1 Sep 2017,297.7908
5.5,3,0000 1 Sep 2017,297.9413
6.5,3,0000 1 Sep 2017,297.9486
7.5,3,0000 1 Sep 2017,297.9671
8.5,3,0000 1 Sep 2017,297.7864
9.5,3,0000 1 Sep 2017,297.5603
10.5,3,0000 1 Sep 2017,297.2622
1.5,4,0000 1 Sep 2017,297.968
2.5,4,0000 1 Sep 2017,297.6186
3.5,4,0000 1 Sep 2017,297.6465
4.5,4,0000 1 Sep 2017,297.6069
5.5,4,0000 1 Sep 2017,297.7112
6.5,4,0000 1 Sep 2017,297.8479
7.5,4,0000 1 Sep 2017,298.0916
8.5,4,0000 1 Sep 2017,298.1057
9.5,4,0000 1 Sep 2017,297.8961
10.5,4,0000 1 Sep 2017,297.5594
1.5,5,0000 1 Sep 2017,298.1377
2.5,5,0000 1 Sep 2017,297.8839
3.5,5,0000 1 Sep 2017,298.0077
4.5,5,0000 1 Sep 2017,298.0773
5.5,5,0000 1 Sep 2017,298.217
6.5,5,0000 1 Sep 2017,298.5371
7.5,5,0000 1 Sep 2017,298.8889
8.5,5,0000 1 Sep 2017,299.0614
9.5,5,0000 1 Sep 2017,298.8158
10.5,5,0000 1 Sep 2017,298.433
1.5,6,0000 1 Sep 2017,297.8604
2.5,6,0000 1 Sep 2017,297.4919
3.5,6,0000 1 Sep 2017,297.5415
4.5,6,0000 1 Sep 2017,297.6132
5.5,6,0000 1 Sep 2017,297.7253
6.5,6,0000 1 Sep 2017,297.859
7.5,6,0000 1 Sep 2017,298.0372
8.5,6,0000 1 Sep 2017,298.1128
9.5,6,0000 1 Sep 2017,298.1264
10.5,6,0000 1 Sep 2017,298.0352
1.5,7,0000 1 Sep 2017,298.1065
2.5,7,0000 1 Sep 2017,297.7003
3.5,7,0000 1 Sep 2017,297.6679
4.5,7,0000 1 Sep 2017,297.7108
5.5,7,0000 1 Sep 2017,297.9497
6.5,7,0000 1 Sep 2017,298.3209
7.5,7,0000 1 Sep 2017,298.605
8.5,7,0000 1 Sep 2017,298.6571
9.5,7,0000 1 Sep 2017,298.3035
10.5,7,0000 1 Sep 2017,297.87
1.5,8,0000 1 Sep 2017,298.1463
2.5,8,0000 1 Sep 2017,297.8452
3.5,8,0000 1 Sep 2017,298.013
4.5,8,0000 1 Sep 2017,298.1601
5.5,8,0000 1 Sep 2017,298.4656
6.5,8,0000 1 Sep 2017,298.7316
7.5,8,0000 1 Sep 2017,298.8156
8.5,8,0000 1 Sep 2017,298.7657
9.5,8,0000 1 Sep 2017,298.5304
10.5,8,0000 1 Sep 2017,298.2161
1.5,9,0000 1 Sep 2017,298.3556
2.5,9,0000 1 Sep 2017,298.1123
3.5,9,0000 1 Sep 2017,297.9923
4.5,9,0000 1 Sep 2017,297.9007
5.5,9,0000 1 Sep 2017,297.8286
6.5,9,0000 1 Sep 2017,297.9956
7.5,9,0000 1 Sep 2017,298.1406
8.5,9,0000 1 Sep 2017,298.1691
9.5,9,0000 1 Sep 2017,297.9146
10.5,9,0000 1 Sep 2017,297.3256
1.5,10,0000 1 Sep 2017,298.4155
2.5,10,0000 1 Sep 2017,298.2495
3.5,10,0000 1 Sep 2017,298.3876
4.5,10,0000 1 Sep 2017,298.503
5.5,10,0000 1 Sep 2017,298.5524
6.5,10,0000 1 Sep 2017,298.5699
7.5,10,0000 1 Sep 2017,298.6055
8.5,10,0000 1 Sep 2017,298.6013
9.5,10,0000 1 Sep 2017,298.3669
10.5,10,0000 1 Sep 2017,297.8902
1.5,11,0000 1 Sep 2017,298.1681
2.5,11,0000 1 Sep 2017,297.8067
3.5,11,0000 1 Sep 2017,297.7297
4.5,11,0000 1 Sep 2017,297.8795
5.5,11,0000 1 Sep 2017,298.1451
6.5,11,0000 1 Sep 2017,298.3296
7.5,11,0000 1 Sep 2017,298.3065
8.5,11,0000 1 Sep 2017,297.9764
9.5,11,0000 1 Sep 2017,297.5278
10.5,11,0000 1 Sep 2017,297.0065
1.5,12,0000 1 Sep 2017,298.1614
2.5,12,0000 1 Sep 2017,297.9837
3.5,12,0000 1 Sep 2017,298.0533
4.5,12,0000 1 Sep 2017,298.1926
5.5,12,0000 1 Sep 2017,298.3864
6.5,12,0000 1 Sep 2017,298.5865
7.5,12,0000 1 Sep 2017,298.7997
8.5,12,0000 1 Sep 2017,298.7961
9.5,12,0000 1 Sep 2017,298.6891
10.5,12,0000 1 Sep 2017,298.2644
1.5,13,0000 1 Sep 2017,297.8664
2.5,13,0000 1 Sep 2017,297.55
3.5,13,0000 1 Sep 2017,297.4925
4.5,13,0000 1 Sep 2017,297.5672
5.5,13,0000 1 Sep 2017,297.6001
6.5,13,0000 1 Sep 2017,297.7264
7.5,13,0000 1 Sep 2017,297.7661
8.5,13,0000 1 Sep 2017,297.6837
9.5,13,0000 1 Sep 2017,297.2799
10.5,13,0000 1 Sep 2017,296.8228
1.5,14,0000 1 Sep 2017,298.267
2.5,14,0000 1 Sep 2017,298.0301
3.5,14,0000 1 Sep 2017,298.0143
4.5,14,0000 1 Sep 2017,298.0861
5.5,14,0000 1 Sep 2017,298.4802
6.5,14,0000 1 Sep 2017,298.8456
7.5,14,0000 1 Sep 2017,299.0568
8.5,14,0000 1 Sep 2017,299.0701
9.5,14,0000 1 Sep 2017,298.8371
10.5,14,0000 1 Sep 2017,298.3494
1.5,15,0000 1 Sep 2017,297.9415
2.5,15,0000 1 Sep 2017,297.6673
3.5,15,0000 1 Sep 2017,297.7371
4.5,15,0000 1 Sep 2017,297.8059
5.5,15,0000 1 Sep 2017,297.9142
6.5,15,0000 1 Sep 2017,298.0566
7.5,15,0000 1 Sep 2017,298.2088
8.5,15,0000 1 Sep 2017,298.3047
9.5,15,0000 1 Sep 2017,298.1472
10.5,15,0000 1 Sep 2017,297.7706
1.5,16,0000 1 Sep 2017,297.7322
2.5,16,0000 1 Sep 2017,297.5083
3.5,16,0000 1 Sep 2017,297.5706
4.5,16,0000 1 Sep 2017,297.7603
5.5,16,0000 1 Sep 2017,298.0242
6.5,16,0000 1 Sep 2017,298.4177
7.5,16,0000 1 Sep 2017,298.7035
8.5,16,0000 1 Sep 2017,298.7907
9.5,16,0000 1 Sep 2017,298.5338
10.5,16,0000 1 Sep 2017,298.0333
1.5,17,0000 1 Sep 2017,297.7114
2.5,17,0000 1 Sep 2017,297.4753
3.5,17,0000 1 Sep 2017,297.579
4.5,17,0000 1 Sep 2017,297.7657
5.5,17,0000 1 Sep 2017,298.0348
6.5,17,0000 1 Sep 2017,298.2795
7.5,17,0000 1 Sep 2017,298.4904
8.5,17,0000 1 Sep 2017,298.5852
9.5,17,0000 1 Sep 2017,298.5741
10.5,17,0000 1 Sep 2017,298.3077
1.5,18,0000 1 Sep 2017,297.8701
2.5,18,0000 1 Sep 2017,297.6069
3.5,18,0000 1 Sep 2017,297.7294
4.5,18,0000 1 Sep 2017,297.8095
5.5,18,0000 1 Sep 2017,297.9361
6.5,18,0000 1 Sep 2017,298.1731
7.5,18,0000 1 Sep 2017,298.4572
8.5,18,0000 1 Sep 2017,298.5093
9.5,18,0000 1 Sep 2017,298.2669
10.5,18,0000 1 Sep 2017,297.6906
1.5,19,0000 1 Sep 2017,297.9286
2.5,19,0000 1 Sep 2017,297.8062
3.5,19,0000 1 Sep 2017,297.8922
4.5,19,0000 1 Sep 2017,297.969
5.5,19,0000 1 Sep 2017,298.0099
6.5,19,0000 1 Sep 2017,298.0467
7.5,19,0000 1 Sep 2017,298.1257
8.5,19,0000 1 Sep 2017,298.2179
9.5,19,0000 1 Sep 2017,298.1923
10.5,19,0000 1 Sep 2017,298.0403
1.5,20,0000 1 Sep 2017,298.0554
2.5,20,0000 1 Sep 2017,297.7966
3.5,20,0000 1 Sep 2017,297.7787
4.5,20,0000 1 Sep 2017,297.7387
5.5,20,0000 1 Sep 2017,297.7392
6.5,20,0000 1 Sep 2017,297.9211
7.5,20,0000 1 Sep 2017,298.0211
8.5,20,0000 1 Sep 2017,298.0027
9.5,20,0000 1 Sep 2017,297.6228
10.5,20,0000 1 Sep 2017,297.0677
1.5,1,0000 1 Oct 2017,298.3236
2.5,1,0000 1 Oct 2017,297.8217
3.5,1,0000 1 Oct 2017,297.4785
4.5,1,0000 1 Oct 2017,297.5579
5.5,1,0000 1 Oct 2017,297.7039
6.5,1,0000 1 Oct 2017,297.7854
7.5,1,0000 1 Oct 2017,297.5748
8.5,1,0000 1 Oct 2017,297.2235
9.5,1,0000 1 Oct 2017,296.8644
10.5,1,0000 1 Oct 2017,296.5609
1.5,2,0000 1 Oct 2017,298.4823
2.5,2,0000 1 Oct 2017,298.2603
3.5,2,0000 1 Oct 2017,298.3324
4.5,2,0000 1 Oct 2017,298.3891
5.5,2,0000 1 Oct 2017,298.6332
6.5,2,0000 1 Oct 2017,298.8362
7.5,2,0000 1 Oct 2017,298.9445
8.5,2,0000 1 Oct 2017,298.6757
9.5,2,0000 1 Oct 2017,298.1821
10.5,2,0000 1 Oct 2017,297.7148
1.5,3,0000 1 Oct 2017,298.3034
2.5,3,0000 1 Oct 2017,298.0913
3.5,3,0000 1 Oct 2017,297.9863
4.5,3,0000 1 Oct 2017,298.0093
5.5,3,0000 1 Oct 2017,298.157
6.5,3,0000 1 Oct 2017,298.3349
7.5,3,0000 1 Oct 2017,298.2477
8.5,3,0000 1 Oct 2017,297.9084
9.5,3,0000 1 Oct 2017,297.4814
10.5,3,0000 1 Oct 2017,297.1581
1.5,4,0000 1 Oct 2017,298.2606
2.5,4,0000 1 Oct 2017,298.0278
3.5,4,0000 1 Oct 2017,298.179
4.5,4,0000 1 Oct 2017,298.5311
5.5,4,0000 1 Oct 2017,298.8829
6.5,4,0000 1 Oct 2017,299.1503
7.5,4,0000 1 Oct 2017,299.2105
8.5,4,0000 1 Oct 2017,299.1395
9.5,4,0000 1 Oct 2017,298.7979
10.5,4,0000 1 Oct 2017,298.4957
1.5,5,0000 1 Oct 2017,298.1743
2.5,5,0000 1 Oct 2017,298.063
3.5,5,0000 1 Oct 2017,298.2441
4.5,5,0000 1 Oct 2017,298.491
5.5,5,0000 1 Oct 2017,298.707
6.5,5,0000 1 Oct 2017,298.9422
7.5,5,0000 1 Oct 2017,298.9842
8.5,5,0000 1 Oct 2017,298.755
9.5,5,0000 1 Oct 2017,298.2701
10.5,5,0000 1 Oct 2017,297.8263
1.5,6,0000 1 Oct 2017,297.959
2.5,6,0000 1 Oct 2017,297.7423
3.5,6,0000 1 Oct 2017,297.8926
4.5,6,0000 1 Oct 2017,298.1482
5.5,6,0000 1 Oct 2017,298.4167
6.5,6,0000 1 Oct 2017,298.7254
7.5,6,0000 1 Oct 2017,298.9228
8.5,6,0000 1 Oct 2017,298.8801
9.5,6,0000 1 Oct 2017,298.6945
10.5,6,0000 1 Oct 2017,298.4571
1.5,7,0000 1 Oct 2017,298.1993
2.5,7,0000 1 Oct 2017,297.9555
3.5,7,0000 1 Oct 2017,298.0112
4.5,7,0000 1 Oct 2017,298.1791
5.5,7,0000 1 Oct 2017,298.4335
6.5,7,0000 1 Oct 2017,298.6628
7.5,7,0000 1 Oct 2017,298.7844
8.5,7,0000 1 Oct 2017,298.7193
9.5,7,0000 1 Oct 2017,298.5358
10.5,7,0000 1 Oct 2017,298.2884
1.5,8,0000 1 Oct 2017,298.3109
2.5,8,0000 1 Oct 2017,298.1873
3.5,8,0000 1 Oct 2017,298.3783
4.5,8,0000 1 Oct 2017,298.5753
5.5,8,0000 1 Oct 2017,298.7213
6.5,8,0000 1 Oct 2017,298.8152
7.5,8,0000 1 Oct 2017,298.8587
8.5,8,0000 1 Oct 2017,298.6745
9.5,8,0000 1 Oct 2017,298.272
10.5,8,0000 1 Oct 2017,297.8434
1.5,9,0000 1 Oct 2017,298.1836
2.5,9,0000 1 Oct 2017,298.0544
3.5,9,0000 1 Oct 2017,298.1491
4.5,9,0000 1 Oct 2017,298.2913
5.5,9,0000 1 Oct 2017,298.438
6.5,9,0000 1 Oct 2017,298.5914
7.5,9,0000 1 Oct 2017,298.5955
8.5,9,0000 1 Oct 2017,298.3352
9.5,9,0000 1 Oct 2017,297.9795
10.5,9,0000 1 Oct 2017,297.6267
1.5,10,0000 1 Oct 2017,298.0594
2.5,10,0000 1 Oct 2017,297.6664
3.5,10,0000 1 Oct 2017,297.6566
4.5,10,0000 1 Oct 2017,297.8855
5.5,10,0000 1 Oct 2017,298.1628
6.5,10,0000 1 Oct 2017,298.3689
7.5,10,0000 1 Oct 2017,298.338
8.5,10,0000 1 Oct 2017,298.0604
9.5,10,0000 1 Oct 2017,297.5157
10.5,10,0000 1 Oct 2017,297.0727
1.5,11,0000 1 Oct 2017,298.35
2.5,11,0000 1 Oct 2017,298.217
3.5,11,0000 1 Oct 2017,298.1523
4.5,11,0000 1 Oct 2017,298.0807
5.5,11,0000 1 Oct 2017,298.1424
6.5,11,0000 1 Oct 2017,298.2745
7.5,11,0000 1 Oct 2017,298.3177
8.5,11,0000 1 Oct 2017,298.0067
9.5,11,0000 1 Oct 2017,297.5497
10.5,11,0000 1 Oct 2017,296.9816
1.5,12,0000 1 Oct 2017,298.2615
2.5,12,0000 1 Oct 2017,297.9843
3.5,12,0000 1 Oct 2017,297.9413
4.5,12,0000 1 Oct 2017,297.9778
5.5,12,0000 1 Oct 2017,298.1616
6.5,12,0000 1 Oct 2017,298.3093
7.5,12,0000 1 Oct 2017,298.4044
8.5,12,0000 1 Oct 2017,298.2134
9.5,12,0000 1 Oct 2017,297.7281
10.5,12,0000 1 Oct 2017,297.1408
1.5,13,0000 1 Oct 2017,298.3243
2.5,13,0000 1 Oct 2017,298.2327
3.5,13,0000 1 Oct 2017,298.1819
4.5,13,0000 1 Oct 2017,298.2
5.5,13,0000 1 Oct 2017,298.2323
6.5,13,0000 1 Oct 2017,298.427
7.5,13,0000 1 Oct 2017,298.433
8.5,13,0000 1 Oct 2017,298.1869
9.5,13,0000 1 Oct 2017,297.755
10.5,13,0000 1 Oct 2017,297.1616
1.5,14,0000 1 Oct 2017,298.1667
2.5,14,0000 1 Oct 2017,297.7493
3.5,14,0000 1 Oct 2017,297.7518
4.5,14,0000 1 Oct 2017,297.8817
5.5,14,0000 1 Oct 2017,298.1888
6.5,14,0000 1 Oct 2017,298.4886
7.5,14,0000 1 Oct 2017,298.6826
