L,M,MON,LDC_SST_GEM52_NEMO
9.5,1,0000 1 Apr 1992,297.8639
10.5,1,0000 1 Apr 1992,298.0196
1.5,2,0000 1 Apr 1992,301.324
2.5,2,0000 1 Apr 1992,300.3789
3.5,2,0000 1 Apr 1992,299.3536
4.5,2,0000 1 Apr 1992,298.7104
5.5,2,0000 1 Apr 1992,298.3906
6.5,2,0000 1 Apr 1992,298.2574
7.5,2,0000 1 Apr 1992,298.0273
8.5,2,0000 1 Apr 1992,297.8945
9.5,2,0000 1 Apr 1992,297.9088
10.5,2,0000 1 Apr 1992,298.1535
1.5,3,0000 1 Apr 1992,301.5406
2.5,3,0000 1 Apr 1992,300.8149
3.5,3,0000 1 Apr 1992,299.8249
4.5,3,0000 1 Apr 1992,298.9981
5.5,3,0000 1 Apr 1992,298.5029
6.5,3,0000 1 Apr 1992,298.357
7.5,3,0000 1 Apr 1992,298.1612
8.5,3,0000 1 Apr 1992,297.9338
9.5,3,0000 1 Apr 1992,297.7478
10.5,3,0000 1 Apr 1992,297.8646
1.5,4,0000 1 Apr 1992,301.4938
2.5,4,0000 1 Apr 1992,300.6245
3.5,4,0000 1 Apr 1992,299.5544
4.5,4,0000 1 Apr 1992,298.6743
5.5,4,0000 1 Apr 1992,298.2924
6.5,4,0000 1 Apr 1992,298.2195
7.5,4,0000 1 Apr 1992,298.1267
8.5,4,0000 1 Apr 1992,297.9569
9.5,4,0000 1 Apr 1992,297.7627
10.5,4,0000 1 Apr 1992,297.6766
1.5,5,0000 1 Apr 1992,301.3514
2.5,5,0000 1 Apr 1992,300.3777
3.5,5,0000 1 Apr 1992,299.335
4.5,5,0000 1 Apr 1992,298.5925
5.5,5,0000 1 Apr 1992,298.2054
6.5,5,0000 1 Apr 1992,297.9107
7.5,5,0000 1 Apr 1992,297.6725
8.5,5,0000 1 Apr 1992,297.4786
9.5,5,0000 1 Apr 1992,297.3765
10.5,5,0000 1 Apr 1992,297.5558
1.5,6,0000 1 Apr 1992,301.6364
2.5,6,0000 1 Apr 1992,300.9517
3.5,6,0000 1 Apr 1992,300.1351
4.5,6,0000 1 Apr 1992,299.4972
5.5,6,0000 1 Apr 1992,299.1655
6.5,6,0000 1 Apr 1992,299.0346
7.5,6,0000 1 Apr 1992,298.8982
8.5,6,0000 1 Apr 1992,298.7372
9.5,6,0000 1 Apr 1992,298.5849
10.5,6,0000 1 Apr 1992,298.4927
1.5,7,0000 1 Apr 1992,301.4978
2.5,7,0000 1 Apr 1992,300.7261
3.5,7,0000 1 Apr 1992,299.6465
4.5,7,0000 1 Apr 1992,298.7494
5.5,7,0000 1 Apr 1992,298.1416
6.5,7,0000 1 Apr 1992,297.8748
7.5,7,0000 1 Apr 1992,297.5817
8.5,7,0000 1 Apr 1992,297.3145
9.5,7,0000 1 Apr 1992,297.3513
10.5,7,0000 1 Apr 1992,297.6662
1.5,8,0000 1 Apr 1992,301.4657
2.5,8,0000 1 Apr 1992,300.6587
3.5,8,0000 1 Apr 1992,299.7923
4.5,8,0000 1 Apr 1992,299.1349
5.5,8,0000 1 Apr 1992,298.8142
6.5,8,0000 1 Apr 1992,298.5343
7.5,8,0000 1 Apr 1992,298.3035
8.5,8,0000 1 Apr 1992,298.1233
9.5,8,0000 1 Apr 1992,298.0044
10.5,8,0000 1 Apr 1992,297.9225
1.5,9,0000 1 Apr 1992,301.4087
2.5,9,0000 1 Apr 1992,300.6114
3.5,9,0000 1 Apr 1992,299.5587
4.5,9,0000 1 Apr 1992,298.6585
5.5,9,0000 1 Apr 1992,298.0944
6.5,9,0000 1 Apr 1992,297.7937
7.5,9,0000 1 Apr 1992,297.6758
8.5,9,0000 1 Apr 1992,297.5534
9.5,9,0000 1 Apr 1992,297.4668
10.5,9,0000 1 Apr 1992,297.2806
1.5,10,0000 1 Apr 1992,301.3163
2.5,10,0000 1 Apr 1992,300.576
3.5,10,0000 1 Apr 1992,299.6672
4.5,10,0000 1 Apr 1992,298.834
5.5,10,0000 1 Apr 1992,298.3127
6.5,10,0000 1 Apr 1992,298.0392
7.5,10,0000 1 Apr 1992,297.8766
8.5,10,0000 1 Apr 1992,297.7347
9.5,10,0000 1 Apr 1992,297.7002
10.5,10,0000 1 Apr 1992,297.9309
1.5,11,0000 1 Apr 1992,301.2091
2.5,11,0000 1 Apr 1992,300.5024
3.5,11,0000 1 Apr 1992,299.5987
4.5,11,0000 1 Apr 1992,298.6972
5.5,11,0000 1 Apr 1992,297.98
6.5,11,0000 1 Apr 1992,297.4944
7.5,11,0000 1 Apr 1992,297.1768
8.5,11,0000 1 Apr 1992,296.8542
9.5,11,0000 1 Apr 1992,296.8001
10.5,11,0000 1 Apr 1992,296.9571
1.5,12,0000 1 Apr 1992,301.2243
2.5,12,0000 1 Apr 1992,300.1411
3.5,12,0000 1 Apr 1992,299.0153
4.5,12,0000 1 Apr 1992,298.1381
5.5,12,0000 1 Apr 1992,297.56
6.5,12,0000 1 Apr 1992,297.0429
7.5,12,0000 1 Apr 1992,296.6596
8.5,12,0000 1 Apr 1992,296.4671
9.5,12,0000 1 Apr 1992,296.4939
10.5,12,0000 1 Apr 1992,296.9401
1.5,13,0000 1 Apr 1992,301.5276
2.5,13,0000 1 Apr 1992,300.7507
3.5,13,0000 1 Apr 1992,299.7182
4.5,13,0000 1 Apr 1992,298.8552
5.5,13,0000 1 Apr 1992,298.306
6.5,13,0000 1 Apr 1992,297.9916
7.5,13,0000 1 Apr 1992,297.6268
8.5,13,0000 1 Apr 1992,297.3858
9.5,13,0000 1 Apr 1992,297.3389
10.5,13,0000 1 Apr 1992,297.2888
1.5,14,0000 1 Apr 1992,301.6551
2.5,14,0000 1 Apr 1992,301.0913
3.5,14,0000 1 Apr 1992,300.2619
4.5,14,0000 1 Apr 1992,299.4225
5.5,14,0000 1 Apr 1992,298.9014
6.5,14,0000 1 Apr 1992,298.6508
7.5,14,0000 1 Apr 1992,298.4565
8.5,14,0000 1 Apr 1992,298.1803
9.5,14,0000 1 Apr 1992,297.9265
10.5,14,0000 1 Apr 1992,297.8039
1.5,15,0000 1 Apr 1992,301.5697
2.5,15,0000 1 Apr 1992,300.9193
3.5,15,0000 1 Apr 1992,299.9837
4.5,15,0000 1 Apr 1992,299.2092
5.5,15,0000 1 Apr 1992,298.5997
6.5,15,0000 1 Apr 1992,298.2407
7.5,15,0000 1 Apr 1992,297.8411
8.5,15,0000 1 Apr 1992,297.5814
9.5,15,0000 1 Apr 1992,297.4844
10.5,15,0000 1 Apr 1992,297.5928
1.5,16,0000 1 Apr 1992,301.28
2.5,16,0000 1 Apr 1992,300.3898
3.5,16,0000 1 Apr 1992,299.4853
4.5,16,0000 1 Apr 1992,298.9076
5.5,16,0000 1 Apr 1992,298.646
6.5,16,0000 1 Apr 1992,298.4381
7.5,16,0000 1 Apr 1992,298.2617
8.5,16,0000 1 Apr 1992,298.0622
9.5,16,0000 1 Apr 1992,297.9021
10.5,16,0000 1 Apr 1992,297.7268
1.5,17,0000 1 Apr 1992,301.5668
2.5,17,0000 1 Apr 1992,300.6138
3.5,17,0000 1 Apr 1992,299.4605
4.5,17,0000 1 Apr 1992,298.483
5.5,17,0000 1 Apr 1992,298.0239
6.5,17,0000 1 Apr 1992,297.6997
7.5,17,0000 1 Apr 1992,297.3523
8.5,17,0000 1 Apr 1992,297.134
9.5,17,0000 1 Apr 1992,297.2071
10.5,17,0000 1 Apr 1992,297.4373
1.5,18,0000 1 Apr 1992,301.3567
2.5,18,0000 1 Apr 1992,300.5159
3.5,18,0000 1 Apr 1992,299.6296
4.5,18,0000 1 Apr 1992,298.9483
5.5,18,0000 1 Apr 1992,298.558
6.5,18,0000 1 Apr 1992,298.3934
7.5,18,0000 1 Apr 1992,298.2585
8.5,18,0000 1 Apr 1992,298.1106
9.5,18,0000 1 Apr 1992,297.9218
10.5,18,0000 1 Apr 1992,297.8988
1.5,19,0000 1 Apr 1992,301.8444
2.5,19,0000 1 Apr 1992,301.366
3.5,19,0000 1 Apr 1992,300.6401
4.5,19,0000 1 Apr 1992,299.9811
5.5,19,0000 1 Apr 1992,299.5021
6.5,19,0000 1 Apr 1992,299.2865
7.5,19,0000 1 Apr 1992,298.9338
8.5,19,0000 1 Apr 1992,298.5705
9.5,19,0000 1 Apr 1992,298.2839
10.5,19,0000 1 Apr 1992,298.1552
1.5,20,0000 1 Apr 1992,301.6984
2.5,20,0000 1 Apr 1992,300.9092
3.5,20,0000 1 Apr 1992,299.8616
4.5,20,0000 1 Apr 1992,298.9731
5.5,20,0000 1 Apr 1992,298.4659
6.5,20,0000 1 Apr 1992,298.2475
7.5,20,0000 1 Apr 1992,297.9963
8.5,20,0000 1 Apr 1992,297.7346
9.5,20,0000 1 Apr 1992,297.5732
10.5,20,0000 1 Apr 1992,297.576
1.5,1,0000 1 May 1992,300.6588
2.5,1,0000 1 May 1992,299.7262
3.5,1,0000 1 May 1992,299.1042
4.5,1,0000 1 May 1992,298.8751
5.5,1,0000 1 May 1992,298.7232
6.5,1,0000 1 May 1992,298.534
7.5,1,0000 1 May 1992,298.3242
8.5,1,0000 1 May 1992,298.0247
9.5,1,0000 1 May 1992,297.8389
10.5,1,0000 1 May 1992,297.8835
1.5,2,0000 1 May 1992,301.0258
2.5,2,0000 1 May 1992,299.9387
3.5,2,0000 1 May 1992,299.007
4.5,2,0000 1 May 1992,298.4303
5.5,2,0000 1 May 1992,298.1968
6.5,2,0000 1 May 1992,297.9872
7.5,2,0000 1 May 1992,297.7003
8.5,2,0000 1 May 1992,297.5304
9.5,2,0000 1 May 1992,297.4972
10.5,2,0000 1 May 1992,297.6067
1.5,3,0000 1 May 1992,301.0123
2.5,3,0000 1 May 1992,300.154
3.5,3,0000 1 May 1992,299.3179
4.5,3,0000 1 May 1992,298.787
5.5,3,0000 1 May 1992,298.4349
6.5,3,0000 1 May 1992,298.2124
7.5,3,0000 1 May 1992,297.9191
8.5,3,0000 1 May 1992,297.7678
9.5,3,0000 1 May 1992,297.849
10.5,3,0000 1 May 1992,298.0352
1.5,4,0000 1 May 1992,301.2066
2.5,4,0000 1 May 1992,300.436
3.5,4,0000 1 May 1992,299.6538
4.5,4,0000 1 May 1992,299.1132
5.5,4,0000 1 May 1992,298.6671
6.5,4,0000 1 May 1992,298.3273
7.5,4,0000 1 May 1992,298.0018
8.5,4,0000 1 May 1992,297.863
9.5,4,0000 1 May 1992,297.8163
10.5,4,0000 1 May 1992,298.0177
1.5,5,0000 1 May 1992,300.7588
2.5,5,0000 1 May 1992,299.7292
3.5,5,0000 1 May 1992,298.8729
4.5,5,0000 1 May 1992,298.3261
5.5,5,0000 1 May 1992,297.9288
6.5,5,0000 1 May 1992,297.6399
7.5,5,0000 1 May 1992,297.32
8.5,5,0000 1 May 1992,297.1428
9.5,5,0000 1 May 1992,297.0336
10.5,5,0000 1 May 1992,297.0974
1.5,6,0000 1 May 1992,301.0966
2.5,6,0000 1 May 1992,300.0594
3.5,6,0000 1 May 1992,299.1448
4.5,6,0000 1 May 1992,298.6473
5.5,6,0000 1 May 1992,298.4992
6.5,6,0000 1 May 1992,298.3579
7.5,6,0000 1 May 1992,298.1926
8.5,6,0000 1 May 1992,298.0972
9.5,6,0000 1 May 1992,298.0962
10.5,6,0000 1 May 1992,298.1625
1.5,7,0000 1 May 1992,301.0665
2.5,7,0000 1 May 1992,300.2242
3.5,7,0000 1 May 1992,299.5549
4.5,7,0000 1 May 1992,299.0494
5.5,7,0000 1 May 1992,298.7994
6.5,7,0000 1 May 1992,298.5237
7.5,7,0000 1 May 1992,298.3335
8.5,7,0000 1 May 1992,298.2845
9.5,7,0000 1 May 1992,298.2317
10.5,7,0000 1 May 1992,298.2208
1.5,8,0000 1 May 1992,301.0847
2.5,8,0000 1 May 1992,300.1213
3.5,8,0000 1 May 1992,299.3376
4.5,8,0000 1 May 1992,298.8845
5.5,8,0000 1 May 1992,298.7393
6.5,8,0000 1 May 1992,298.5757
7.5,8,0000 1 May 1992,298.429
8.5,8,0000 1 May 1992,298.2931
9.5,8,0000 1 May 1992,298.118
10.5,8,0000 1 May 1992,298.0282
1.5,9,0000 1 May 1992,301.3373
2.5,9,0000 1 May 1992,300.6068
3.5,9,0000 1 May 1992,299.8938
4.5,9,0000 1 May 1992,299.3055
5.5,9,0000 1 May 1992,298.822
6.5,9,0000 1 May 1992,298.3913
7.5,9,0000 1 May 1992,297.9539
8.5,9,0000 1 May 1992,298.0101
9.5,9,0000 1 May 1992,298.1043
10.5,9,0000 1 May 1992,297.8334
1.5,10,0000 1 May 1992,300.6787
2.5,10,0000 1 May 1992,299.5814
3.5,10,0000 1 May 1992,298.7792
4.5,10,0000 1 May 1992,298.3769
5.5,10,0000 1 May 1992,298.1686
6.5,10,0000 1 May 1992,298.0152
7.5,10,0000 1 May 1992,297.9206
8.5,10,0000 1 May 1992,297.931
9.5,10,0000 1 May 1992,298.0417
10.5,10,0000 1 May 1992,298.3421
1.5,11,0000 1 May 1992,301.119
2.5,11,0000 1 May 1992,300.1599
3.5,11,0000 1 May 1992,299.3648
4.5,11,0000 1 May 1992,298.8617
5.5,11,0000 1 May 1992,298.624
6.5,11,0000 1 May 1992,298.4053
7.5,11,0000 1 May 1992,298.2068
8.5,11,0000 1 May 1992,298.0459
9.5,11,0000 1 May 1992,297.8824
10.5,11,0000 1 May 1992,297.7048
1.5,12,0000 1 May 1992,300.567
2.5,12,0000 1 May 1992,299.5347
3.5,12,0000 1 May 1992,298.7587
4.5,12,0000 1 May 1992,298.4482
5.5,12,0000 1 May 1992,298.3753
6.5,12,0000 1 May 1992,298.2975
7.5,12,0000 1 May 1992,298.1297
8.5,12,0000 1 May 1992,297.9097
9.5,12,0000 1 May 1992,297.7768
10.5,12,0000 1 May 1992,297.7643
1.5,13,0000 1 May 1992,300.9286
2.5,13,0000 1 May 1992,299.9185
3.5,13,0000 1 May 1992,299.0612
4.5,13,0000 1 May 1992,298.6982
5.5,13,0000 1 May 1992,298.4769
6.5,13,0000 1 May 1992,298.2702
7.5,13,0000 1 May 1992,298.156
8.5,13,0000 1 May 1992,298.0791
9.5,13,0000 1 May 1992,298.1303
10.5,13,0000 1 May 1992,298.1394
1.5,14,0000 1 May 1992,301.0593
2.5,14,0000 1 May 1992,300.1475
3.5,14,0000 1 May 1992,299.337
4.5,14,0000 1 May 1992,298.8945
5.5,14,0000 1 May 1992,298.6608
6.5,14,0000 1 May 1992,298.5267
7.5,14,0000 1 May 1992,298.3823
8.5,14,0000 1 May 1992,298.2344
9.5,14,0000 1 May 1992,298.0161
10.5,14,0000 1 May 1992,297.9465
1.5,15,0000 1 May 1992,300.7786
2.5,15,0000 1 May 1992,299.6328
3.5,15,0000 1 May 1992,298.5785
4.5,15,0000 1 May 1992,297.9274
5.5,15,0000 1 May 1992,297.5338
6.5,15,0000 1 May 1992,297.3179
7.5,15,0000 1 May 1992,297.2009
8.5,15,0000 1 May 1992,297.2859
9.5,15,0000 1 May 1992,297.4214
10.5,15,0000 1 May 1992,297.6728
1.5,16,0000 1 May 1992,301.0727
2.5,16,0000 1 May 1992,300.1074
3.5,16,0000 1 May 1992,299.206
4.5,16,0000 1 May 1992,298.6111
5.5,16,0000 1 May 1992,298.2683
6.5,16,0000 1 May 1992,297.9386
7.5,16,0000 1 May 1992,297.6343
8.5,16,0000 1 May 1992,297.4817
9.5,16,0000 1 May 1992,297.4544
10.5,16,0000 1 May 1992,297.5009
1.5,17,0000 1 May 1992,300.8325
2.5,17,0000 1 May 1992,299.7268
3.5,17,0000 1 May 1992,298.9336
4.5,17,0000 1 May 1992,298.489
5.5,17,0000 1 May 1992,298.2641
6.5,17,0000 1 May 1992,298.0722
7.5,17,0000 1 May 1992,297.8423
8.5,17,0000 1 May 1992,297.7657
9.5,17,0000 1 May 1992,297.8161
10.5,17,0000 1 May 1992,297.8714
1.5,18,0000 1 May 1992,300.6672
2.5,18,0000 1 May 1992,299.429
3.5,18,0000 1 May 1992,298.4251
4.5,18,0000 1 May 1992,298.0377
5.5,18,0000 1 May 1992,297.905
6.5,18,0000 1 May 1992,297.7857
7.5,18,0000 1 May 1992,297.6701
8.5,18,0000 1 May 1992,297.7423
9.5,18,0000 1 May 1992,297.9764
10.5,18,0000 1 May 1992,298.1503
1.5,19,0000 1 May 1992,301.1169
2.5,19,0000 1 May 1992,300.159
3.5,19,0000 1 May 1992,299.3218
4.5,19,0000 1 May 1992,298.8864
5.5,19,0000 1 May 1992,298.7305
6.5,19,0000 1 May 1992,298.5961
7.5,19,0000 1 May 1992,298.4436
8.5,19,0000 1 May 1992,298.3306
9.5,19,0000 1 May 1992,298.3024
10.5,19,0000 1 May 1992,298.4077
1.5,20,0000 1 May 1992,300.887
2.5,20,0000 1 May 1992,300.0483
3.5,20,0000 1 May 1992,299.3649
4.5,20,0000 1 May 1992,298.8727
5.5,20,0000 1 May 1992,298.5866
6.5,20,0000 1 May 1992,298.3545
7.5,20,0000 1 May 1992,298.1396
8.5,20,0000 1 May 1992,297.9757
9.5,20,0000 1 May 1992,297.9866
10.5,20,0000 1 May 1992,298.0448
1.5,1,0000 1 Jun 1992,299.4612
2.5,1,0000 1 Jun 1992,298.417
3.5,1,0000 1 Jun 1992,297.9321
4.5,1,0000 1 Jun 1992,297.644
5.5,1,0000 1 Jun 1992,297.3836
6.5,1,0000 1 Jun 1992,297.2362
7.5,1,0000 1 Jun 1992,297.2226
8.5,1,0000 1 Jun 1992,297.5363
9.5,1,0000 1 Jun 1992,297.8574
10.5,1,0000 1 Jun 1992,298.0212
1.5,2,0000 1 Jun 1992,300.1377
2.5,2,0000 1 Jun 1992,299.4642
3.5,2,0000 1 Jun 1992,299.0655
4.5,2,0000 1 Jun 1992,298.7871
5.5,2,0000 1 Jun 1992,298.6064
6.5,2,0000 1 Jun 1992,298.4917
7.5,2,0000 1 Jun 1992,298.4409
8.5,2,0000 1 Jun 1992,298.4366
9.5,2,0000 1 Jun 1992,298.4029
10.5,2,0000 1 Jun 1992,298.2327
1.5,3,0000 1 Jun 1992,299.957
2.5,3,0000 1 Jun 1992,299.2689
3.5,3,0000 1 Jun 1992,299.0252
4.5,3,0000 1 Jun 1992,298.7964
5.5,3,0000 1 Jun 1992,298.6887
6.5,3,0000 1 Jun 1992,298.6032
7.5,3,0000 1 Jun 1992,298.5988
8.5,3,0000 1 Jun 1992,298.6381
9.5,3,0000 1 Jun 1992,298.7281
10.5,3,0000 1 Jun 1992,298.653
1.5,4,0000 1 Jun 1992,299.7121
2.5,4,0000 1 Jun 1992,299.0283
3.5,4,0000 1 Jun 1992,298.8126
4.5,4,0000 1 Jun 1992,298.7061
5.5,4,0000 1 Jun 1992,298.6801
6.5,4,0000 1 Jun 1992,298.7146
7.5,4,0000 1 Jun 1992,298.7179
8.5,4,0000 1 Jun 1992,298.8671
9.5,4,0000 1 Jun 1992,299.0231
10.5,4,0000 1 Jun 1992,299.1363
1.5,5,0000 1 Jun 1992,300.1111
2.5,5,0000 1 Jun 1992,299.462
3.5,5,0000 1 Jun 1992,299.1659
4.5,5,0000 1 Jun 1992,298.9544
5.5,5,0000 1 Jun 1992,298.8345
6.5,5,0000 1 Jun 1992,298.7195
7.5,5,0000 1 Jun 1992,298.6959
8.5,5,0000 1 Jun 1992,298.7308
9.5,5,0000 1 Jun 1992,298.9281
10.5,5,0000 1 Jun 1992,299.0228
1.5,6,0000 1 Jun 1992,299.6346
2.5,6,0000 1 Jun 1992,298.6525
3.5,6,0000 1 Jun 1992,298.1604
4.5,6,0000 1 Jun 1992,298.0971
5.5,6,0000 1 Jun 1992,298.04
6.5,6,0000 1 Jun 1992,297.8867
7.5,6,0000 1 Jun 1992,297.9504
8.5,6,0000 1 Jun 1992,297.935
9.5,6,0000 1 Jun 1992,298.0836
10.5,6,0000 1 Jun 1992,298.0806
1.5,7,0000 1 Jun 1992,299.6073
2.5,7,0000 1 Jun 1992,298.8242
3.5,7,0000 1 Jun 1992,298.5785
4.5,7,0000 1 Jun 1992,298.5374
5.5,7,0000 1 Jun 1992,298.6291
6.5,7,0000 1 Jun 1992,298.591
7.5,7,0000 1 Jun 1992,298.3974
8.5,7,0000 1 Jun 1992,298.3418
9.5,7,0000 1 Jun 1992,298.3362
10.5,7,0000 1 Jun 1992,298.2183
1.5,8,0000 1 Jun 1992,299.9634
2.5,8,0000 1 Jun 1992,299.1784
3.5,8,0000 1 Jun 1992,298.7349
4.5,8,0000 1 Jun 1992,298.4969
5.5,8,0000 1 Jun 1992,298.341
6.5,8,0000 1 Jun 1992,298.1559
7.5,8,0000 1 Jun 1992,297.9938
8.5,8,0000 1 Jun 1992,297.8865
9.5,8,0000 1 Jun 1992,297.7662
10.5,8,0000 1 Jun 1992,297.5426
1.5,9,0000 1 Jun 1992,299.2649
2.5,9,0000 1 Jun 1992,298.1511
3.5,9,0000 1 Jun 1992,297.7359
4.5,9,0000 1 Jun 1992,297.6855
5.5,9,0000 1 Jun 1992,297.6195
6.5,9,0000 1 Jun 1992,297.4869
7.5,9,0000 1 Jun 1992,297.4553
8.5,9,0000 1 Jun 1992,297.6471
9.5,9,0000 1 Jun 1992,297.8873
10.5,9,0000 1 Jun 1992,297.9758
1.5,10,0000 1 Jun 1992,299.2815
2.5,10,0000 1 Jun 1992,298.2486
3.5,10,0000 1 Jun 1992,297.7508
4.5,10,0000 1 Jun 1992,297.6481
5.5,10,0000 1 Jun 1992,297.6254
6.5,10,0000 1 Jun 1992,297.728
7.5,10,0000 1 Jun 1992,297.8322
8.5,10,0000 1 Jun 1992,298.0496
9.5,10,0000 1 Jun 1992,298.2613
10.5,10,0000 1 Jun 1992,298.3893
1.5,11,0000 1 Jun 1992,299.4942
2.5,11,0000 1 Jun 1992,298.7704
3.5,11,0000 1 Jun 1992,298.5688
4.5,11,0000 1 Jun 1992,298.5174
5.5,11,0000 1 Jun 1992,298.4165
6.5,11,0000 1 Jun 1992,298.2834
7.5,11,0000 1 Jun 1992,298.2166
8.5,11,0000 1 Jun 1992,298.3379
9.5,11,0000 1 Jun 1992,298.4908
10.5,11,0000 1 Jun 1992,298.6221
1.5,12,0000 1 Jun 1992,299.3245
2.5,12,0000 1 Jun 1992,298.5538
3.5,12,0000 1 Jun 1992,298.4143
4.5,12,0000 1 Jun 1992,298.425
5.5,12,0000 1 Jun 1992,298.4034
6.5,12,0000 1 Jun 1992,298.3337
7.5,12,0000 1 Jun 1992,298.3091
8.5,12,0000 1 Jun 1992,298.425
9.5,12,0000 1 Jun 1992,298.6035
10.5,12,0000 1 Jun 1992,298.7135
1.5,13,0000 1 Jun 1992,299.5754
2.5,13,0000 1 Jun 1992,298.8276
3.5,13,0000 1 Jun 1992,298.4658
4.5,13,0000 1 Jun 1992,298.3291
5.5,13,0000 1 Jun 1992,298.2839
6.5,13,0000 1 Jun 1992,298.3233
7.5,13,0000 1 Jun 1992,298.3281
8.5,13,0000 1 Jun 1992,298.4565
9.5,13,0000 1 Jun 1992,298.6075
10.5,13,0000 1 Jun 1992,298.7979
1.5,14,0000 1 Jun 1992,299.4927
2.5,14,0000 1 Jun 1992,298.7995
3.5,14,0000 1 Jun 1992,298.6356
4.5,14,0000 1 Jun 1992,298.6907
5.5,14,0000 1 Jun 1992,298.6769
6.5,14,0000 1 Jun 1992,298.6263
7.5,14,0000 1 Jun 1992,298.5408
8.5,14,0000 1 Jun 1992,298.4384
9.5,14,0000 1 Jun 1992,298.3788
10.5,14,0000 1 Jun 1992,298.2351
1.5,15,0000 1 Jun 1992,299.6212
2.5,15,0000 1 Jun 1992,298.9525
3.5,15,0000 1 Jun 1992,298.6738
4.5,15,0000 1 Jun 1992,298.5656
5.5,15,0000 1 Jun 1992,298.4848
6.5,15,0000 1 Jun 1992,298.3033
7.5,15,0000 1 Jun 1992,298.0925
8.5,15,0000 1 Jun 1992,297.9742
9.5,15,0000 1 Jun 1992,297.9845
10.5,15,0000 1 Jun 1992,297.9403
1.5,16,0000 1 Jun 1992,299.4633
2.5,16,0000 1 Jun 1992,298.6366
3.5,16,0000 1 Jun 1992,298.3958
4.5,16,0000 1 Jun 1992,298.4623
5.5,16,0000 1 Jun 1992,298.5208
6.5,16,0000 1 Jun 1992,298.5183
7.5,16,0000 1 Jun 1992,298.5481
8.5,16,0000 1 Jun 1992,298.7534
9.5,16,0000 1 Jun 1992,298.8418
10.5,16,0000 1 Jun 1992,298.6345
1.5,17,0000 1 Jun 1992,299.4827
2.5,17,0000 1 Jun 1992,298.619
3.5,17,0000 1 Jun 1992,298.2744
4.5,17,0000 1 Jun 1992,298.1184
5.5,17,0000 1 Jun 1992,298.0343
6.5,17,0000 1 Jun 1992,297.8662
7.5,17,0000 1 Jun 1992,297.8576
8.5,17,0000 1 Jun 1992,297.8813
9.5,17,0000 1 Jun 1992,297.8939
10.5,17,0000 1 Jun 1992,297.8297
1.5,18,0000 1 Jun 1992,299.3726
2.5,18,0000 1 Jun 1992,298.4862
3.5,18,0000 1 Jun 1992,298.3211
4.5,18,0000 1 Jun 1992,298.3093
5.5,18,0000 1 Jun 1992,298.2759
6.5,18,0000 1 Jun 1992,298.1134
7.5,18,0000 1 Jun 1992,298.0537
8.5,18,0000 1 Jun 1992,298.2161
9.5,18,0000 1 Jun 1992,298.3842
10.5,18,0000 1 Jun 1992,298.4005
1.5,19,0000 1 Jun 1992,299.5634
2.5,19,0000 1 Jun 1992,298.8321
3.5,19,0000 1 Jun 1992,298.5487
4.5,19,0000 1 Jun 1992,298.4029
5.5,19,0000 1 Jun 1992,298.2547
6.5,19,0000 1 Jun 1992,298.0618
7.5,19,0000 1 Jun 1992,298.0445
8.5,19,0000 1 Jun 1992,298.2632
9.5,19,0000 1 Jun 1992,298.5121
10.5,19,0000 1 Jun 1992,298.4
1.5,20,0000 1 Jun 1992,299.396
2.5,20,0000 1 Jun 1992,298.3317
3.5,20,0000 1 Jun 1992,297.7514
4.5,20,0000 1 Jun 1992,297.5269
5.5,20,0000 1 Jun 1992,297.3393
6.5,20,0000 1 Jun 1992,297.2272
7.5,20,0000 1 Jun 1992,297.2632
8.5,20,0000 1 Jun 1992,297.4726
9.5,20,0000 1 Jun 1992,297.7107
10.5,20,0000 1 Jun 1992,297.7708
1.5,1,0000 1 Jul 1992,298.8899
2.5,1,0000 1 Jul 1992,298.2144
3.5,1,0000 1 Jul 1992,298.191
4.5,1,0000 1 Jul 1992,298.3904
5.5,1,0000 1 Jul 1992,298.6058
6.5,1,0000 1 Jul 1992,298.8728
7.5,1,0000 1 Jul 1992,299.0789
8.5,1,0000 1 Jul 1992,299.1737
9.5,1,0000 1 Jul 1992,299.1182
10.5,1,0000 1 Jul 1992,299.0226
1.5,2,0000 1 Jul 1992,299.0381
2.5,2,0000 1 Jul 1992,298.4623
3.5,2,0000 1 Jul 1992,298.4121
4.5,2,0000 1 Jul 1992,298.3353
5.5,2,0000 1 Jul 1992,298.0719
6.5,2,0000 1 Jul 1992,297.8889
7.5,2,0000 1 Jul 1992,297.8091
8.5,2,0000 1 Jul 1992,297.9517
9.5,2,0000 1 Jul 1992,297.9803
10.5,2,0000 1 Jul 1992,297.9076
1.5,3,0000 1 Jul 1992,298.9552
2.5,3,0000 1 Jul 1992,298.3755
3.5,3,0000 1 Jul 1992,298.3561
4.5,3,0000 1 Jul 1992,298.4961
5.5,3,0000 1 Jul 1992,298.5942
6.5,3,0000 1 Jul 1992,298.7478
7.5,3,0000 1 Jul 1992,298.8877
8.5,3,0000 1 Jul 1992,299.0438
9.5,3,0000 1 Jul 1992,299.0072
10.5,3,0000 1 Jul 1992,298.7691
1.5,4,0000 1 Jul 1992,299.1483
2.5,4,0000 1 Jul 1992,298.6263
3.5,4,0000 1 Jul 1992,298.5601
4.5,4,0000 1 Jul 1992,298.3921
5.5,4,0000 1 Jul 1992,298.2886
