L,MON,LDC_SST_CanCM4i_IC3
7.5,0000 1 Oct 2007,298.9739
8.5,0000 1 Oct 2007,299.1241
9.5,0000 1 Oct 2007,298.8973
10.5,0000 1 Oct 2007,298.5665
1.5,0000 1 Nov 2007,297.2008
2.5,0000 1 Nov 2007,296.756
3.5,0000 1 Nov 2007,296.6618
4.5,0000 1 Nov 2007,297.0795
5.5,0000 1 Nov 2007,297.7111
6.5,0000 1 Nov 2007,298.2322
7.5,0000 1 Nov 2007,298.2937
8.5,0000 1 Nov 2007,298.051
9.5,0000 1 Nov 2007,297.7914
10.5,0000 1 Nov 2007,297.7654
1.5,0000 1 Dec 2007,297.321
2.5,0000 1 Dec 2007,296.9579
3.5,0000 1 Dec 2007,297.1766
4.5,0000 1 Dec 2007,297.7345
5.5,0000 1 Dec 2007,298.3069
6.5,0000 1 Dec 2007,298.3915
7.5,0000 1 Dec 2007,298.0842
8.5,0000 1 Dec 2007,297.7154
9.5,0000 1 Dec 2007,297.5518
10.5,0000 1 Dec 2007,297.6734
1.5,0000 1 Jan 2008,297.4442
2.5,0000 1 Jan 2008,297.6073
3.5,0000 1 Jan 2008,298.0919
4.5,0000 1 Jan 2008,298.5916
5.5,0000 1 Jan 2008,298.6583
6.5,0000 1 Jan 2008,298.3155
7.5,0000 1 Jan 2008,297.8649
8.5,0000 1 Jan 2008,297.5938
9.5,0000 1 Jan 2008,297.5722
10.5,0000 1 Jan 2008,297.6857
1.5,0000 1 Feb 2008,298.6711
2.5,0000 1 Feb 2008,299.3059
3.5,0000 1 Feb 2008,299.7572
4.5,0000 1 Feb 2008,299.827
5.5,0000 1 Feb 2008,299.4904
6.5,0000 1 Feb 2008,298.9769
7.5,0000 1 Feb 2008,298.581
8.5,0000 1 Feb 2008,298.4674
9.5,0000 1 Feb 2008,298.5363
10.5,0000 1 Feb 2008,298.629
1.5,0000 1 Mar 2008,299.8109
2.5,0000 1 Mar 2008,300.1711
3.5,0000 1 Mar 2008,300.1728
4.5,0000 1 Mar 2008,299.7819
5.5,0000 1 Mar 2008,299.2077
6.5,0000 1 Mar 2008,298.7799
7.5,0000 1 Mar 2008,298.6879
8.5,0000 1 Mar 2008,298.7649
9.5,0000 1 Mar 2008,298.8116
10.5,0000 1 Mar 2008,298.8298
1.5,0000 1 Apr 2008,300.145
2.5,0000 1 Apr 2008,300.0518
3.5,0000 1 Apr 2008,299.5862
4.5,0000 1 Apr 2008,298.9845
5.5,0000 1 Apr 2008,298.5172
6.5,0000 1 Apr 2008,298.3741
7.5,0000 1 Apr 2008,298.4193
8.5,0000 1 Apr 2008,298.5201
9.5,0000 1 Apr 2008,298.6957
10.5,0000 1 Apr 2008,298.9583
1.5,0000 1 May 2008,300.2325
2.5,0000 1 May 2008,299.7704
3.5,0000 1 May 2008,299.2075
4.5,0000 1 May 2008,298.8424
5.5,0000 1 May 2008,298.8285
6.5,0000 1 May 2008,298.9836
7.5,0000 1 May 2008,299.0984
8.5,0000 1 May 2008,299.1684
9.5,0000 1 May 2008,299.276
10.5,0000 1 May 2008,299.5932
1.5,0000 1 Jun 2008,299.8146
2.5,0000 1 Jun 2008,299.1523
3.5,0000 1 Jun 2008,298.6397
4.5,0000 1 Jun 2008,298.5153
5.5,0000 1 Jun 2008,298.5876
6.5,0000 1 Jun 2008,298.6125
7.5,0000 1 Jun 2008,298.5879
8.5,0000 1 Jun 2008,298.6328
9.5,0000 1 Jun 2008,298.945
10.5,0000 1 Jun 2008,299.4784
1.5,0000 1 Jul 2008,299.3423
2.5,0000 1 Jul 2008,298.8377
3.5,0000 1 Jul 2008,298.7372
4.5,0000 1 Jul 2008,298.8848
5.5,0000 1 Jul 2008,298.9763
6.5,0000 1 Jul 2008,298.9917
7.5,0000 1 Jul 2008,299.0102
8.5,0000 1 Jul 2008,299.278
9.5,0000 1 Jul 2008,299.7588
10.5,0000 1 Jul 2008,300.2086
1.5,0000 1 Aug 2008,299.2281
2.5,0000 1 Aug 2008,298.9835
3.5,0000 1 Aug 2008,299.0544
4.5,0000 1 Aug 2008,299.1712
5.5,0000 1 Aug 2008,299.1878
6.5,0000 1 Aug 2008,299.1455
7.5,0000 1 Aug 2008,299.2847
8.5,0000 1 Aug 2008,299.6808
9.5,0000 1 Aug 2008,300.0905
10.5,0000 1 Aug 2008,300.2217
1.5,0000 1 Sep 2008,299.1689
2.5,0000 1 Sep 2008,299.0463
3.5,0000 1 Sep 2008,299.0784
4.5,0000 1 Sep 2008,299.0028
5.5,0000 1 Sep 2008,298.925
6.5,0000 1 Sep 2008,299.1143
7.5,0000 1 Sep 2008,299.5985
8.5,0000 1 Sep 2008,300.0463
9.5,0000 1 Sep 2008,300.1227
10.5,0000 1 Sep 2008,299.7174
1.5,0000 1 Oct 2008,299.1823
2.5,0000 1 Oct 2008,298.9634
3.5,0000 1 Oct 2008,298.7038
4.5,0000 1 Oct 2008,298.454
5.5,0000 1 Oct 2008,298.5388
6.5,0000 1 Oct 2008,299.0275
7.5,0000 1 Oct 2008,299.5558
8.5,0000 1 Oct 2008,299.6796
9.5,0000 1 Oct 2008,299.2941
10.5,0000 1 Oct 2008,298.7764
1.5,0000 1 Nov 2008,298.6834
2.5,0000 1 Nov 2008,298.1861
3.5,0000 1 Nov 2008,297.8409
4.5,0000 1 Nov 2008,297.9621
5.5,0000 1 Nov 2008,298.5313
6.5,0000 1 Nov 2008,299.1579
7.5,0000 1 Nov 2008,299.3634
8.5,0000 1 Nov 2008,299.1086
9.5,0000 1 Nov 2008,298.7711
10.5,0000 1 Nov 2008,298.6303
1.5,0000 1 Dec 2008,298.1889
2.5,0000 1 Dec 2008,297.6158
3.5,0000 1 Dec 2008,297.6624
4.5,0000 1 Dec 2008,298.2336
5.5,0000 1 Dec 2008,298.8978
6.5,0000 1 Dec 2008,299.0623
7.5,0000 1 Dec 2008,298.7511
8.5,0000 1 Dec 2008,298.4005
9.5,0000 1 Dec 2008,298.3102
10.5,0000 1 Dec 2008,298.5172
1.5,0000 1 Jan 2009,298.5457
2.5,0000 1 Jan 2009,298.6429
3.5,0000 1 Jan 2009,299.0954
4.5,0000 1 Jan 2009,299.6794
5.5,0000 1 Jan 2009,299.9652
6.5,0000 1 Jan 2009,299.7723
7.5,0000 1 Jan 2009,299.4277
8.5,0000 1 Jan 2009,299.2344
9.5,0000 1 Jan 2009,299.3365
10.5,0000 1 Jan 2009,299.6229
1.5,0000 1 Feb 2009,299.2358
2.5,0000 1 Feb 2009,299.7423
3.5,0000 1 Feb 2009,300.2549
4.5,0000 1 Feb 2009,300.4554
5.5,0000 1 Feb 2009,300.1634
6.5,0000 1 Feb 2009,299.6656
7.5,0000 1 Feb 2009,299.2714
8.5,0000 1 Feb 2009,299.1803
9.5,0000 1 Feb 2009,299.2948
10.5,0000 1 Feb 2009,299.4099
1.5,0000 1 Mar 2009,300.402
2.5,0000 1 Mar 2009,300.7976
3.5,0000 1 Mar 2009,300.9099
4.5,0000 1 Mar 2009,300.5546
5.5,0000 1 Mar 2009,300.0008
6.5,0000 1 Mar 2009,299.5822
7.5,0000 1 Mar 2009,299.5019
8.5,0000 1 Mar 2009,299.6501
9.5,0000 1 Mar 2009,299.8195
10.5,0000 1 Mar 2009,299.9916
1.5,0000 1 Apr 2009,300.8842
2.5,0000 1 Apr 2009,300.9125
3.5,0000 1 Apr 2009,300.53
4.5,0000 1 Apr 2009,299.9908
5.5,0000 1 Apr 2009,299.6351
6.5,0000 1 Apr 2009,299.6309
7.5,0000 1 Apr 2009,299.8357
8.5,0000 1 Apr 2009,299.9929
9.5,0000 1 Apr 2009,300.0759
10.5,0000 1 Apr 2009,300.1447
1.5,0000 1 May 2009,301.1499
2.5,0000 1 May 2009,300.8213
3.5,0000 1 May 2009,300.3648
4.5,0000 1 May 2009,300.0891
5.5,0000 1 May 2009,300.1949
6.5,0000 1 May 2009,300.5231
7.5,0000 1 May 2009,300.804
8.5,0000 1 May 2009,300.9773
9.5,0000 1 May 2009,301.1201
10.5,0000 1 May 2009,301.3399
1.5,0000 1 Jun 2009,300.8474
2.5,0000 1 Jun 2009,300.4467
3.5,0000 1 Jun 2009,300.2277
4.5,0000 1 Jun 2009,300.3726
5.5,0000 1 Jun 2009,300.7621
6.5,0000 1 Jun 2009,301.0915
7.5,0000 1 Jun 2009,301.257
8.5,0000 1 Jun 2009,301.3602
9.5,0000 1 Jun 2009,301.5299
10.5,0000 1 Jun 2009,301.7615
1.5,0000 1 Jul 2009,300.6471
2.5,0000 1 Jul 2009,300.4389
3.5,0000 1 Jul 2009,300.5989
4.5,0000 1 Jul 2009,301.0166
5.5,0000 1 Jul 2009,301.3424
6.5,0000 1 Jul 2009,301.4874
7.5,0000 1 Jul 2009,301.5206
8.5,0000 1 Jul 2009,301.628
9.5,0000 1 Jul 2009,301.7702
10.5,0000 1 Jul 2009,301.7413
1.5,0000 1 Aug 2009,300.1282
2.5,0000 1 Aug 2009,300.0563
3.5,0000 1 Aug 2009,300.2938
4.5,0000 1 Aug 2009,300.5664
5.5,0000 1 Aug 2009,300.7236
6.5,0000 1 Aug 2009,300.8564
7.5,0000 1 Aug 2009,301.078
8.5,0000 1 Aug 2009,301.3733
9.5,0000 1 Aug 2009,301.5223
10.5,0000 1 Aug 2009,301.3693
1.5,0000 1 Sep 2009,300.3966
2.5,0000 1 Sep 2009,300.5033
3.5,0000 1 Sep 2009,300.7202
4.5,0000 1 Sep 2009,300.8893
5.5,0000 1 Sep 2009,301.0421
6.5,0000 1 Sep 2009,301.2359
7.5,0000 1 Sep 2009,301.4547
8.5,0000 1 Sep 2009,301.5139
9.5,0000 1 Sep 2009,301.2758
10.5,0000 1 Sep 2009,300.6194
1.5,0000 1 Oct 2009,300.3247
2.5,0000 1 Oct 2009,300.2135
3.5,0000 1 Oct 2009,300.1392
4.5,0000 1 Oct 2009,300.0843
5.5,0000 1 Oct 2009,300.2805
6.5,0000 1 Oct 2009,300.6847
7.5,0000 1 Oct 2009,301.028
8.5,0000 1 Oct 2009,300.9982
9.5,0000 1 Oct 2009,300.5312
10.5,0000 1 Oct 2009,299.9274
1.5,0000 1 Nov 2009,300.9149
2.5,0000 1 Nov 2009,300.7736
3.5,0000 1 Nov 2009,300.6917
4.5,0000 1 Nov 2009,300.8392
5.5,0000 1 Nov 2009,301.0477
6.5,0000 1 Nov 2009,301.1217
7.5,0000 1 Nov 2009,300.8098
8.5,0000 1 Nov 2009,300.0931
9.5,0000 1 Nov 2009,299.273
10.5,0000 1 Nov 2009,298.7012
1.5,0000 1 Dec 2009,300.9673
2.5,0000 1 Dec 2009,300.8082
3.5,0000 1 Dec 2009,300.9015
4.5,0000 1 Dec 2009,301.1164
5.5,0000 1 Dec 2009,301.267
6.5,0000 1 Dec 2009,301.0328
7.5,0000 1 Dec 2009,300.3706
8.5,0000 1 Dec 2009,299.5357
9.5,0000 1 Dec 2009,298.8993
10.5,0000 1 Dec 2009,298.6864
1.5,0000 1 Jan 2010,300.9602
2.5,0000 1 Jan 2010,300.9165
3.5,0000 1 Jan 2010,301.0156
4.5,0000 1 Jan 2010,300.9876
5.5,0000 1 Jan 2010,300.6069
6.5,0000 1 Jan 2010,299.8015
7.5,0000 1 Jan 2010,298.9621
8.5,0000 1 Jan 2010,298.4225
9.5,0000 1 Jan 2010,298.3351
10.5,0000 1 Jan 2010,298.463
1.5,0000 1 Feb 2010,301.1558
2.5,0000 1 Feb 2010,301.1617
3.5,0000 1 Feb 2010,300.9363
4.5,0000 1 Feb 2010,300.3254
5.5,0000 1 Feb 2010,299.3277
6.5,0000 1 Feb 2010,298.3176
7.5,0000 1 Feb 2010,297.6446
8.5,0000 1 Feb 2010,297.4562
9.5,0000 1 Feb 2010,297.4956
10.5,0000 1 Feb 2010,297.6077
1.5,0000 1 Mar 2010,301.1762
2.5,0000 1 Mar 2010,300.8301
3.5,0000 1 Mar 2010,300.1051
4.5,0000 1 Mar 2010,299.0443
5.5,0000 1 Mar 2010,298.0415
6.5,0000 1 Mar 2010,297.4167
7.5,0000 1 Mar 2010,297.254
8.5,0000 1 Mar 2010,297.3198
9.5,0000 1 Mar 2010,297.439
10.5,0000 1 Mar 2010,297.6161
1.5,0000 1 Apr 2010,300.8968
2.5,0000 1 Apr 2010,300.132
3.5,0000 1 Apr 2010,299.0315
4.5,0000 1 Apr 2010,297.9998
5.5,0000 1 Apr 2010,297.3562
6.5,0000 1 Apr 2010,297.1883
7.5,0000 1 Apr 2010,297.238
8.5,0000 1 Apr 2010,297.3176
9.5,0000 1 Apr 2010,297.3918
10.5,0000 1 Apr 2010,297.5796
1.5,0000 1 May 2010,299.6866
2.5,0000 1 May 2010,298.308
3.5,0000 1 May 2010,297.1887
4.5,0000 1 May 2010,296.6537
5.5,0000 1 May 2010,296.6969
6.5,0000 1 May 2010,296.8911
7.5,0000 1 May 2010,297.0269
8.5,0000 1 May 2010,297.1692
9.5,0000 1 May 2010,297.4317
10.5,0000 1 May 2010,298.035
1.5,0000 1 Jun 2010,298.0909
2.5,0000 1 Jun 2010,296.8837
3.5,0000 1 Jun 2010,296.3708
4.5,0000 1 Jun 2010,296.4131
5.5,0000 1 Jun 2010,296.5698
6.5,0000 1 Jun 2010,296.6957
7.5,0000 1 Jun 2010,296.824
8.5,0000 1 Jun 2010,297.0724
9.5,0000 1 Jun 2010,297.6237
10.5,0000 1 Jun 2010,298.4113
1.5,0000 1 Jul 2010,297.2704
2.5,0000 1 Jul 2010,296.3257
3.5,0000 1 Jul 2010,296.0725
4.5,0000 1 Jul 2010,296.148
5.5,0000 1 Jul 2010,296.3122
6.5,0000 1 Jul 2010,296.5303
7.5,0000 1 Jul 2010,296.8739
8.5,0000 1 Jul 2010,297.4975
9.5,0000 1 Jul 2010,298.2895
10.5,0000 1 Jul 2010,298.9539
1.5,0000 1 Aug 2010,296.8985
2.5,0000 1 Aug 2010,296.3381
3.5,0000 1 Aug 2010,296.2492
4.5,0000 1 Aug 2010,296.3609
5.5,0000 1 Aug 2010,296.5256
6.5,0000 1 Aug 2010,296.8401
7.5,0000 1 Aug 2010,297.4414
8.5,0000 1 Aug 2010,298.248
9.5,0000 1 Aug 2010,298.9279
10.5,0000 1 Aug 2010,299.1653
1.5,0000 1 Sep 2010,296.6318
2.5,0000 1 Sep 2010,296.0059
3.5,0000 1 Sep 2010,295.8991
4.5,0000 1 Sep 2010,296.0304
5.5,0000 1 Sep 2010,296.3983
6.5,0000 1 Sep 2010,297.0867
7.5,0000 1 Sep 2010,297.9253
8.5,0000 1 Sep 2010,298.5903
9.5,0000 1 Sep 2010,298.8136
10.5,0000 1 Sep 2010,298.6523
1.5,0000 1 Oct 2010,297.072
2.5,0000 1 Oct 2010,296.6409
3.5,0000 1 Oct 2010,296.5036
4.5,0000 1 Oct 2010,296.6702
5.5,0000 1 Oct 2010,297.2468
6.5,0000 1 Oct 2010,298.0154
7.5,0000 1 Oct 2010,298.6353
8.5,0000 1 Oct 2010,298.7803
9.5,0000 1 Oct 2010,298.5518
10.5,0000 1 Oct 2010,298.2761
1.5,0000 1 Nov 2010,297.0593
2.5,0000 1 Nov 2010,296.6373
3.5,0000 1 Nov 2010,296.5338
4.5,0000 1 Nov 2010,296.8985
5.5,0000 1 Nov 2010,297.5366
6.5,0000 1 Nov 2010,298.1263
7.5,0000 1 Nov 2010,298.3011
8.5,0000 1 Nov 2010,298.0899
9.5,0000 1 Nov 2010,297.8107
10.5,0000 1 Nov 2010,297.7413
1.5,0000 1 Dec 2010,297.119
2.5,0000 1 Dec 2010,296.7434
3.5,0000 1 Dec 2010,296.9333
4.5,0000 1 Dec 2010,297.4935
5.5,0000 1 Dec 2010,298.0718
6.5,0000 1 Dec 2010,298.2035
7.5,0000 1 Dec 2010,297.8974
8.5,0000 1 Dec 2010,297.5373
9.5,0000 1 Dec 2010,297.4138
10.5,0000 1 Dec 2010,297.5355
1.5,0000 1 Jan 2011,298.0162
2.5,0000 1 Jan 2011,298.3635
3.5,0000 1 Jan 2011,298.8545
4.5,0000 1 Jan 2011,299.2985
5.5,0000 1 Jan 2011,299.3939
6.5,0000 1 Jan 2011,299.0658
7.5,0000 1 Jan 2011,298.5318
8.5,0000 1 Jan 2011,298.0941
9.5,0000 1 Jan 2011,297.9252
10.5,0000 1 Jan 2011,297.9542
1.5,0000 1 Feb 2011,299.2502
2.5,0000 1 Feb 2011,299.8672
3.5,0000 1 Feb 2011,300.3319
4.5,0000 1 Feb 2011,300.4177
5.5,0000 1 Feb 2011,300.016
6.5,0000 1 Feb 2011,299.4185
7.5,0000 1 Feb 2011,298.9128
8.5,0000 1 Feb 2011,298.692
9.5,0000 1 Feb 2011,298.6356
10.5,0000 1 Feb 2011,298.6366
1.5,0000 1 Mar 2011,300.1652
2.5,0000 1 Mar 2011,300.6456
3.5,0000 1 Mar 2011,300.7115
4.5,0000 1 Mar 2011,300.3132
5.5,0000 1 Mar 2011,299.7002
6.5,0000 1 Mar 2011,299.2185
7.5,0000 1 Mar 2011,299.0481
8.5,0000 1 Mar 2011,299.0997
9.5,0000 1 Mar 2011,299.1557
10.5,0000 1 Mar 2011,299.2435
1.5,0000 1 Apr 2011,300.5907
2.5,0000 1 Apr 2011,300.5696
3.5,0000 1 Apr 2011,300.1695
4.5,0000 1 Apr 2011,299.5836
5.5,0000 1 Apr 2011,299.1216
6.5,0000 1 Apr 2011,298.9442
7.5,0000 1 Apr 2011,298.9495
8.5,0000 1 Apr 2011,298.9676
9.5,0000 1 Apr 2011,298.9994
10.5,0000 1 Apr 2011,299.1089
1.5,0000 1 May 2011,300.5456
2.5,0000 1 May 2011,300.0949
3.5,0000 1 May 2011,299.4994
4.5,0000 1 May 2011,299.0592
5.5,0000 1 May 2011,298.9594
6.5,0000 1 May 2011,299.0735
7.5,0000 1 May 2011,299.197
8.5,0000 1 May 2011,299.3484
9.5,0000 1 May 2011,299.5833
10.5,0000 1 May 2011,300.0065
1.5,0000 1 Jun 2011,299.9099
2.5,0000 1 Jun 2011,299.266
3.5,0000 1 Jun 2011,298.843
4.5,0000 1 Jun 2011,298.7653
5.5,0000 1 Jun 2011,298.8184
6.5,0000 1 Jun 2011,298.8669
7.5,0000 1 Jun 2011,298.8917
8.5,0000 1 Jun 2011,298.9707
9.5,0000 1 Jun 2011,299.3416
10.5,0000 1 Jun 2011,299.9563
1.5,0000 1 Jul 2011,299.2123
2.5,0000 1 Jul 2011,298.6742
3.5,0000 1 Jul 2011,298.5463
4.5,0000 1 Jul 2011,298.5774
5.5,0000 1 Jul 2011,298.5883
6.5,0000 1 Jul 2011,298.6161
7.5,0000 1 Jul 2011,298.7525
8.5,0000 1 Jul 2011,299.1598
9.5,0000 1 Jul 2011,299.7942
10.5,0000 1 Jul 2011,300.3425
1.5,0000 1 Aug 2011,298.7599
2.5,0000 1 Aug 2011,298.5168
3.5,0000 1 Aug 2011,298.5541
4.5,0000 1 Aug 2011,298.6083
5.5,0000 1 Aug 2011,298.6347
6.5,0000 1 Aug 2011,298.7317
7.5,0000 1 Aug 2011,299.1212
8.5,0000 1 Aug 2011,299.7364
9.5,0000 1 Aug 2011,300.2694
10.5,0000 1 Aug 2011,300.3833
1.5,0000 1 Sep 2011,298.3308
2.5,0000 1 Sep 2011,298.1104
3.5,0000 1 Sep 2011,298.0587
4.5,0000 1 Sep 2011,297.9512
5.5,0000 1 Sep 2011,297.9576
6.5,0000 1 Sep 2011,298.2996
7.5,0000 1 Sep 2011,298.9157
8.5,0000 1 Sep 2011,299.5044
9.5,0000 1 Sep 2011,299.6955
10.5,0000 1 Sep 2011,299.4383
1.5,0000 1 Oct 2011,298.0034
2.5,0000 1 Oct 2011,297.5666
3.5,0000 1 Oct 2011,297.2566
4.5,0000 1 Oct 2011,297.1589
5.5,0000 1 Oct 2011,297.5679
6.5,0000 1 Oct 2011,298.309
7.5,0000 1 Oct 2011,298.9772
8.5,0000 1 Oct 2011,299.1377
9.5,0000 1 Oct 2011,298.8874
10.5,0000 1 Oct 2011,298.5679
1.5,0000 1 Nov 2011,297.9031
2.5,0000 1 Nov 2011,297.6561
3.5,0000 1 Nov 2011,297.6126
4.5,0000 1 Nov 2011,297.9435
5.5,0000 1 Nov 2011,298.5939
6.5,0000 1 Nov 2011,299.2484
7.5,0000 1 Nov 2011,299.4581
8.5,0000 1 Nov 2011,299.2018
9.5,0000 1 Nov 2011,298.8204
10.5,0000 1 Nov 2011,298.5927
1.5,0000 1 Dec 2011,297.8804
2.5,0000 1 Dec 2011,297.694
3.5,0000 1 Dec 2011,298.0326
4.5,0000 1 Dec 2011,298.7087
5.5,0000 1 Dec 2011,299.3336
6.5,0000 1 Dec 2011,299.4817
7.5,0000 1 Dec 2011,299.1837
8.5,0000 1 Dec 2011,298.7554
9.5,0000 1 Dec 2011,298.5161
10.5,0000 1 Dec 2011,298.5413
1.5,0000 1 Jan 2012,298.2277
2.5,0000 1 Jan 2012,298.3927
3.5,0000 1 Jan 2012,299.0134
4.5,0000 1 Jan 2012,299.6931
5.5,0000 1 Jan 2012,299.9369
6.5,0000 1 Jan 2012,299.6614
7.5,0000 1 Jan 2012,299.2299
8.5,0000 1 Jan 2012,298.9449
9.5,0000 1 Jan 2012,298.9536
10.5,0000 1 Jan 2012,299.134
1.5,0000 1 Feb 2012,299.6382
2.5,0000 1 Feb 2012,300.1959
3.5,0000 1 Feb 2012,300.6505
4.5,0000 1 Feb 2012,300.8513
5.5,0000 1 Feb 2012,300.6306
6.5,0000 1 Feb 2012,300.2103
7.5,0000 1 Feb 2012,299.8867
8.5,0000 1 Feb 2012,299.8626
9.5,0000 1 Feb 2012,300.0587
10.5,0000 1 Feb 2012,300.238
1.5,0000 1 Mar 2012,300.3932
2.5,0000 1 Mar 2012,300.8145
3.5,0000 1 Mar 2012,301.0034
4.5,0000 1 Mar 2012,300.8084
5.5,0000 1 Mar 2012,300.4276
6.5,0000 1 Mar 2012,300.1771
7.5,0000 1 Mar 2012,300.2149
8.5,0000 1 Mar 2012,300.4417
9.5,0000 1 Mar 2012,300.6155
10.5,0000 1 Mar 2012,300.711
1.5,0000 1 Apr 2012,301.0269
2.5,0000 1 Apr 2012,301.0864
3.5,0000 1 Apr 2012,300.806
4.5,0000 1 Apr 2012,300.3408
5.5,0000 1 Apr 2012,300.0174
6.5,0000 1 Apr 2012,300.0471
7.5,0000 1 Apr 2012,300.3221
8.5,0000 1 Apr 2012,300.5466
9.5,0000 1 Apr 2012,300.6339
10.5,0000 1 Apr 2012,300.615
1.5,0000 1 May 2012,300.9607
2.5,0000 1 May 2012,300.685
3.5,0000 1 May 2012,300.2595
4.5,0000 1 May 2012,300.0052
5.5,0000 1 May 2012,300.0811
6.5,0000 1 May 2012,300.3536
7.5,0000 1 May 2012,300.5789
8.5,0000 1 May 2012,300.6735
9.5,0000 1 May 2012,300.6743
10.5,0000 1 May 2012,300.7233
1.5,0000 1 Jun 2012,300.6259
2.5,0000 1 Jun 2012,300.164
3.5,0000 1 Jun 2012,299.8486
4.5,0000 1 Jun 2012,299.8849
5.5,0000 1 Jun 2012,300.154
6.5,0000 1 Jun 2012,300.3635
7.5,0000 1 Jun 2012,300.4511
8.5,0000 1 Jun 2012,300.5444
9.5,0000 1 Jun 2012,300.7931
10.5,0000 1 Jun 2012,301.1444
1.5,0000 1 Jul 2012,300.1512
2.5,0000 1 Jul 2012,299.7926
3.5,0000 1 Jul 2012,299.8557
4.5,0000 1 Jul 2012,300.1741
5.5,0000 1 Jul 2012,300.4274
6.5,0000 1 Jul 2012,300.4844
7.5,0000 1 Jul 2012,300.4605
8.5,0000 1 Jul 2012,300.5128
9.5,0000 1 Jul 2012,300.7304
10.5,0000 1 Jul 2012,300.8065
1.5,0000 1 Aug 2012,299.9937
2.5,0000 1 Aug 2012,299.8653
3.5,0000 1 Aug 2012,300.0698
4.5,0000 1 Aug 2012,300.3189
5.5,0000 1 Aug 2012,300.4514
6.5,0000 1 Aug 2012,300.5474
7.5,0000 1 Aug 2012,300.7411
8.5,0000 1 Aug 2012,301.0591
9.5,0000 1 Aug 2012,301.2358
10.5,0000 1 Aug 2012,301.0458
1.5,0000 1 Sep 2012,299.876
2.5,0000 1 Sep 2012,299.832
3.5,0000 1 Sep 2012,299.9904
4.5,0000 1 Sep 2012,300.1567
5.5,0000 1 Sep 2012,300.3449
6.5,0000 1 Sep 2012,300.6718
7.5,0000 1 Sep 2012,301.0471
8.5,0000 1 Sep 2012,301.2766
9.5,0000 1 Sep 2012,301.1468
10.5,0000 1 Sep 2012,300.6233
1.5,0000 1 Oct 2012,299.6685
2.5,0000 1 Oct 2012,299.5332
3.5,0000 1 Oct 2012,299.4843
4.5,0000 1 Oct 2012,299.5287
5.5,0000 1 Oct 2012,299.7861
6.5,0000 1 Oct 2012,300.213
7.5,0000 1 Oct 2012,300.5186
8.5,0000 1 Oct 2012,300.4673
9.5,0000 1 Oct 2012,300.0013
10.5,0000 1 Oct 2012,299.4007
1.5,0000 1 Nov 2012,299.6593
2.5,0000 1 Nov 2012,299.386
3.5,0000 1 Nov 2012,299.317
4.5,0000 1 Nov 2012,299.6487
5.5,0000 1 Nov 2012,300.2654
6.5,0000 1 Nov 2012,300.7959
7.5,0000 1 Nov 2012,300.9062
8.5,0000 1 Nov 2012,300.5784
9.5,0000 1 Nov 2012,300.1197
10.5,0000 1 Nov 2012,299.8281
1.5,0000 1 Dec 2012,299.3913
2.5,0000 1 Dec 2012,299.098
3.5,0000 1 Dec 2012,299.2625
4.5,0000 1 Dec 2012,299.7813
5.5,0000 1 Dec 2012,300.3133
6.5,0000 1 Dec 2012,300.4691
7.5,0000 1 Dec 2012,300.1893
8.5,0000 1 Dec 2012,299.7537
9.5,0000 1 Dec 2012,299.459
10.5,0000 1 Dec 2012,299.4657
1.5,0000 1 Jan 2013,299.3664
2.5,0000 1 Jan 2013,299.625
3.5,0000 1 Jan 2013,300.1039
4.5,0000 1 Jan 2013,300.5469
5.5,0000 1 Jan 2013,300.5978
6.5,0000 1 Jan 2013,300.2697
7.5,0000 1 Jan 2013,299.8134
8.5,0000 1 Jan 2013,299.5153
9.5,0000 1 Jan 2013,299.5116
10.5,0000 1 Jan 2013,299.6816
1.5,0000 1 Feb 2013,299.95
2.5,0000 1 Feb 2013,300.3734
3.5,0000 1 Feb 2013,300.6803
4.5,0000 1 Feb 2013,300.6699
5.5,0000 1 Feb 2013,300.2895
6.5,0000 1 Feb 2013,299.7303
7.5,0000 1 Feb 2013,299.2836
8.5,0000 1 Feb 2013,299.1806
9.5,0000 1 Feb 2013,299.3409
10.5,0000 1 Feb 2013,299.5229
1.5,0000 1 Mar 2013,300.9473
2.5,0000 1 Mar 2013,301.2502
3.5,0000 1 Mar 2013,301.194
4.5,0000 1 Mar 2013,300.7612
5.5,0000 1 Mar 2013,300.1873
6.5,0000 1 Mar 2013,299.8185
7.5,0000 1 Mar 2013,299.8163
8.5,0000 1 Mar 2013,300.0275
9.5,0000 1 Mar 2013,300.1908
10.5,0000 1 Mar 2013,300.2674
1.5,0000 1 Apr 2013,301.1736
2.5,0000 1 Apr 2013,301.0238
3.5,0000 1 Apr 2013,300.4933
4.5,0000 1 Apr 2013,299.8714
5.5,0000 1 Apr 2013,299.4676
6.5,0000 1 Apr 2013,299.4518
7.5,0000 1 Apr 2013,299.6566
8.5,0000 1 Apr 2013,299.8532
9.5,0000 1 Apr 2013,300.0148
10.5,0000 1 Apr 2013,300.1694
1.5,0000 1 May 2013,300.3343
2.5,0000 1 May 2013,299.6652
3.5,0000 1 May 2013,299.0021
4.5,0000 1 May 2013,298.6368
5.5,0000 1 May 2013,298.6812
6.5,0000 1 May 2013,298.9008
7.5,0000 1 May 2013,299.0659
8.5,0000 1 May 2013,299.26
9.5,0000 1 May 2013,299.5481
10.5,0000 1 May 2013,300.0325
